,vws250-50_cluster1,vws250-50_cluster2,vws250-50_cluster3,vws250-50_cluster4,vws250-50_cluster5,vws250-50_cluster6,vws250-50_cluster7,vws250-50_cluster8,vws250-50_cluster9,vws250-50_cluster10
1965-01-01,22.257131576538086,1.9317433834075928,15.042566299438477,19.19050407409668,19.95537567138672,18.431934356689453,15.918622016906738,9.247591018676758,20.143415451049805,23.760761260986328
1965-02-01,28.08024787902832,4.298513889312744,18.348264694213867,24.810794830322266,21.517303466796875,27.998531341552734,15.520954132080078,6.661965847015381,18.979040145874023,19.971824645996094
1965-03-01,26.083606719970703,6.088908672332764,10.771829605102539,20.203380584716797,16.089876174926758,17.975841522216797,10.542223930358887,8.623648643493652,24.321216583251953,29.656410217285156
1965-04-01,19.818355560302734,1.4080630540847778,22.0312557220459,29.336225509643555,10.628067970275879,23.24698257446289,12.056605339050293,11.26079273223877,29.786354064941406,28.692136764526367
1965-05-01,26.085660934448242,6.9814133644104,19.388120651245117,32.73093032836914,18.784332275390625,26.682785034179688,9.108129501342773,11.173279762268066,32.71689987182617,30.255664825439453
1965-06-01,26.34330940246582,7.0042219161987305,17.17959976196289,38.68872833251953,3.546739101409912,32.51068115234375,14.206892013549805,7.722126483917236,37.246063232421875,35.176509857177734
1965-07-01,23.123361587524414,6.216394424438477,13.245918273925781,40.70872497558594,1.0187019109725952,20.97442626953125,11.174735069274902,11.303470611572266,36.01723861694336,29.292247772216797
1965-08-01,21.776947021484375,6.826550483703613,22.83391761779785,51.37767028808594,3.4783174991607666,10.107583999633789,5.101318836212158,18.164081573486328,36.559730529785156,23.50382423400879
1965-09-01,31.167932510375977,8.553365707397461,21.505342483520508,37.58245086669922,6.625004768371582,17.809595108032227,5.399742126464844,18.476795196533203,42.576419830322266,30.761274337768555
1965-10-01,27.44608497619629,10.266249656677246,28.88766098022461,37.323768615722656,19.8853759765625,23.157432556152344,10.028823852539062,17.70571517944336,37.44047164916992,34.9002799987793
1965-11-01,18.394113540649414,18.711517333984375,33.146018981933594,39.093143463134766,8.964813232421875,15.305920600891113,13.649494171142578,23.88639259338379,41.94233703613281,27.20991325378418
1965-12-01,24.887807846069336,15.803940773010254,23.914531707763672,28.746925354003906,25.449377059936523,18.70316505432129,15.730473518371582,18.27242660522461,25.60637092590332,24.787900924682617
1966-01-01,22.46597671508789,19.76828956604004,17.087547302246094,23.522180557250977,31.622604370117188,22.222444534301758,16.401033401489258,19.40995979309082,21.672836303710938,17.731210708618164
1966-02-01,22.108070373535156,16.542816162109375,20.550113677978516,25.40874671936035,26.336639404296875,19.724594116210938,16.91236114501953,16.89665985107422,22.630504608154297,18.620647430419922
1966-03-01,26.792081832885742,17.941394805908203,16.018783569335938,23.634620666503906,17.152393341064453,16.83344078063965,15.873605728149414,19.267858505249023,22.766841888427734,21.451967239379883
1966-04-01,16.268051147460938,14.316072463989258,29.553028106689453,25.524240493774414,20.717309951782227,23.73523712158203,13.734406471252441,20.22060203552246,26.032852172851562,32.558292388916016
1966-05-01,15.743247032165527,13.422235488891602,28.452661514282227,26.936914443969727,11.995095252990723,14.927685737609863,3.0661604404449463,22.592266082763672,33.574501037597656,35.61763000488281
1966-06-01,27.07321548461914,8.302502632141113,19.230981826782227,45.00004577636719,10.630571365356445,22.26095962524414,14.246009826660156,5.365612030029297,42.028297424316406,31.57198143005371
1966-07-01,29.93379783630371,18.8472900390625,16.326072692871094,36.72013473510742,11.97077465057373,19.915590286254883,18.028100967407227,4.9113569259643555,33.51448059082031,25.509502410888672
1966-08-01,25.14801788330078,13.534650802612305,13.722395896911621,43.56360626220703,8.848381042480469,18.62415885925293,18.023731231689453,5.924697399139404,29.070711135864258,22.28350830078125
1966-09-01,22.506925582885742,15.979844093322754,18.805585861206055,44.67118453979492,13.754162788391113,20.70891571044922,20.030216217041016,5.562624454498291,33.61248016357422,26.39166259765625
1966-10-01,26.641258239746094,8.480920791625977,26.20598602294922,37.04289627075195,25.80339813232422,30.332944869995117,16.895151138305664,12.371105194091797,41.20432662963867,27.055274963378906
1966-11-01,32.697139739990234,4.197207450866699,20.41339874267578,30.685028076171875,30.626855850219727,29.402162551879883,17.658634185791016,14.011247634887695,30.470121383666992,21.80265998840332
1966-12-01,20.17038917541504,1.6965917348861694,17.065744400024414,27.05790901184082,26.37993621826172,20.499332427978516,15.76901912689209,4.6886982917785645,21.164033889770508,20.065351486206055
1967-01-01,26.21125030517578,6.140079021453857,8.7374267578125,22.842914581298828,32.20756530761719,23.690366744995117,12.909957885742188,4.165529727935791,18.150619506835938,16.151399612426758
1967-02-01,23.1304931640625,9.17689037322998,11.83474063873291,20.37175750732422,28.603748321533203,20.95506477355957,12.345386505126953,5.354053020477295,20.07677459716797,17.838029861450195
1967-03-01,23.089506149291992,5.816915035247803,11.440695762634277,31.09459114074707,17.419296264648438,21.017593383789062,12.224615097045898,3.831234931945801,16.41081428527832,20.05957794189453
1967-04-01,25.556495666503906,4.883911609649658,19.310619354248047,32.73183822631836,13.358845710754395,16.178251266479492,14.126303672790527,7.145519733428955,23.90094566345215,19.961753845214844
1967-05-01,25.239133834838867,5.683755874633789,21.890640258789062,37.63044357299805,10.650940895080566,18.545705795288086,20.950685501098633,8.907414436340332,38.343360900878906,34.128360748291016
1967-06-01,38.215633392333984,15.936406135559082,17.47309112548828,42.29438400268555,18.450654983520508,24.496870040893555,26.434383392333984,2.642148017883301,30.4642276763916,22.22234535217285
1967-07-01,30.316442489624023,18.28319549560547,15.949337005615234,41.07450485229492,11.21352767944336,28.05461311340332,28.718643188476562,4.777273178100586,31.354576110839844,25.87881088256836
1967-08-01,31.682628631591797,14.775410652160645,14.130796432495117,43.1348991394043,5.029326438903809,14.420515060424805,30.194883346557617,4.391719341278076,31.535032272338867,22.60588264465332
