,abs_vo1000_cluster1,abs_vo1000_cluster2,abs_vo1000_cluster3,abs_vo1000_cluster4,abs_vo1000_cluster5,abs_vo1000_cluster6,abs_vo1000_cluster7,abs_vo1000_cluster8,abs_vo1000_cluster9,abs_vo1000_cluster10,abs_vo1000_cluster11,abs_vo1000_cluster12
1965-01-01,-5.406015074284848e-05,-0.00010994680909909432,-1.8829608247220415e-05,-0.00012288147709407513,-6.63051519197701e-05,-0.00014508748354875167,-0.02842780959326774,5.744321924794349e-05,-9.094298568835041e-05,4.704106218281702e-06,-3.6703633035674855e-05,0.0026190014978055842
1965-02-01,-5.301141169719947e-05,-0.00010835464316427954,-2.1450710262018087e-05,-0.00012305610007681554,-6.366411980707198e-05,-0.00014403323336958517,-0.025698065292090178,0.0013319125173438806,-8.605237024256832e-05,5.685719503055546e-06,-3.898775384700655e-05,0.0013914233022660483
1965-03-01,-5.216149806384315e-05,-0.00011422737522728065,-2.16182399981335e-05,-0.00012061969286033644,-6.403015065408344e-05,-0.00014667099650587486,-0.024107957142405212,0.0006159644726722036,-8.949480352315426e-05,5.228779668066314e-06,-3.6891757664979316e-05,0.001051102481142152
1965-04-01,-5.2187621007788955e-05,-0.0001150469246612908,-2.2323094331763317e-05,-0.00013125327020515538,-6.113241522990424e-05,-0.000150659935037059,-0.015945639461278915,0.002845911694748793,-8.539551234082496e-05,3.7529332530539246e-06,-3.975074556048798e-05,-0.0034361088182777166
1965-05-01,-5.155924618309147e-05,-0.00011181208201152973,-2.0563553399759777e-05,-0.00013057099075071635,-6.19480400426506e-05,-0.00014799399410128162,-0.014738700701855123,0.00398887277697213,-8.592011166189065e-05,4.091393263399154e-07,-3.966642986557892e-05,-0.006326031143544242
1965-06-01,-5.182359751599097e-05,-0.00011120528518607117,-2.123726728443996e-05,-0.000128377219117547,-5.8151101633296186e-05,-0.0001509161870484048,-0.009517007129034027,0.0057122044381685555,-8.598125747668037e-05,-1.9155294239681098e-06,-4.0106055878467216e-05,-0.006442912126658484
1965-07-01,-5.187289917917359e-05,-0.00011533400027489305,-2.213108051104687e-05,-0.00013467034741845583,-5.548434273805469e-05,-0.00015172112443530546,-0.008508381870342419,0.00534567516297102,-8.00905588797457e-05,-2.5679954058646482e-06,-4.07922071526232e-05,-0.006345997826429084
1965-08-01,-5.1896162502568706e-05,-0.00011363859992659043,-2.119844810165107e-05,-0.0001314361959943668,-5.732195357519106e-05,-0.0001532901395958933,-0.011720903421519324,0.004912470103590749,-8.542094209039484e-05,-1.1464714040865894e-06,-4.095128014855816e-05,-0.007220019324449822
1965-09-01,-5.50334172390127e-05,-0.00011012071651244952,-1.9789601830260445e-05,-0.00012251196993372194,-6.185194220522355e-05,-0.00014703685089691797,-0.020461116218939424,0.005016539216740057,-8.295274564893276e-05,2.2555771629547104e-08,-4.108540135506622e-05,-0.007346097117988393
1965-10-01,-5.373112517120244e-05,-0.00010977019575108921,-2.0930050530815993e-05,-0.0001259589959273956,-6.15243685576294e-05,-0.00014746434046609773,-0.018442071450408548,0.004565279959933832,-8.4110947578207e-05,1.1790634351213798e-07,-4.116286657770853e-05,-0.007884957449277863
