,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6,vo600_cluster7,vo600_cluster8,vo600_cluster9,vo600_cluster10,vo600_cluster11,vo600_cluster12
1965-01-01,-2.507825532423643e-06,1.4681097108374768e-06,0.001488341877120547,1.8821170235594818e-05,1.111246324141558e-05,-2.5800388890463088e-06,-2.7932271099270374e-07,1.548822789724606e-05,7.679235211143938e-06,0.0004682877261075191,-1.6456983252687173e-06,2.791947346330354e-06
1965-02-01,5.920762665330889e-06,6.729164473047907e-06,0.0019191748530526336,1.216075727811653e-05,6.29680312587605e-06,4.433311538566064e-06,2.198254439430717e-06,1.1749054162161581e-05,6.013986832228906e-06,0.0004465677496530892,-8.106003911557815e-06,1.3320446909107216e-06
1965-03-01,3.066449494326662e-06,5.293103223872701e-06,0.001493012678110972,8.334293160083662e-06,9.156304876564975e-06,-1.4814700393642476e-06,1.550882754283326e-06,1.0529803754858829e-05,5.17100577185495e-06,0.0006462525561801158,6.24809672444826e-06,1.5283067763708199e-06
1965-04-01,-6.433503093224621e-06,1.0512092103454052e-05,0.004129067140941819,-8.959568052642991e-06,2.4433148730236526e-05,-1.941419020437317e-06,2.6286087363912107e-06,1.9008847023845497e-05,3.3606601898574923e-06,0.0003829498988731454,1.2065817524368564e-05,2.2351212085066056e-06
1965-05-01,-4.4916684297883576e-06,5.511641726722398e-06,0.004301321556946884,-2.3154270752796157e-06,1.938301809203486e-05,-3.9599430677079565e-06,3.1871867227956893e-06,4.959490240707964e-07,2.632425468168026e-06,0.0012311115521394338,2.0136291520126786e-05,4.84895201305255e-06
1965-06-01,-5.8707300354399194e-06,1.3814990325045073e-05,0.004277296829968691,-9.183354653833336e-07,2.7659810274479173e-05,-4.465391612029634e-06,1.2793677380987643e-06,1.1282547802693443e-05,-2.601966953401627e-06,0.001679742005459654,2.5678590544784027e-05,3.417752660615216e-06
1965-07-01,-1.2852955440697164e-05,2.1576580972274922e-05,0.004814113587296258,-3.494960425874225e-06,3.750332634465523e-05,-1.2917919137954027e-05,6.120057045271616e-07,2.0992512569743365e-05,-2.474993343800626e-06,0.0019053888536291197,3.965378305616064e-05,8.036440104351041e-06
1965-08-01,-8.316393973473168e-06,1.6830332090952048e-05,0.004661446049188575,-8.67509982920488e-06,2.7848824723854325e-05,-1.1763706592235435e-05,1.0858267732568753e-06,1.7812681107898243e-05,-4.6563789598935855e-06,0.001406513668674355,2.887191334998028e-05,7.75135948980268e-06
1965-09-01,-9.437187031835492e-06,8.682064465877678e-06,0.003335773120246207,5.255866036255176e-06,3.057920246578331e-05,-2.7724837863566246e-06,1.5657704872345287e-06,1.5512388623998657e-05,3.7090167822007223e-06,0.0018863327568396926,2.1190866795627193e-05,-3.4401749532092824e-07
1965-10-01,1.6100104952935605e-06,7.117866592428376e-06,0.0038258323911577463,3.1571401572662903e-06,1.8182353809572545e-05,-4.196993714508242e-06,1.5080708034734667e-06,1.2903607663853716e-05,1.7001538599771244e-06,0.0010815529094543308,1.1221449717090258e-05,4.804254346239319e-06
1965-11-01,-4.462061061379549e-06,8.053067404034664e-06,0.002923771292747309,-3.2962073269864863e-06,1.0671661618958613e-05,3.156654871083614e-07,1.7288752677099443e-06,1.5247925754617125e-05,-1.0192880168221315e-08,0.0007281583748408593,3.6363255478338233e-06,3.5979023228359796e-06
1965-12-01,1.5155765235401002e-06,3.921671236639668e-06,0.002737191728859519,2.9262703570403478e-06,1.1301372155084775e-05,2.1696671698093226e-06,1.3526714630935594e-06,1.329437054664595e-05,1.1080202113541331e-05,0.0012662015554572767,1.0874840275694927e-05,1.820921829925942e-06
1966-01-01,6.255795407620705e-06,3.7188724159401927e-06,0.0018813503023314602,1.3697260342201272e-05,3.46655106800169e-06,3.401833996106469e-06,2.2848674063880026e-06,2.970295251240411e-06,1.7342702135344787e-05,0.001042338893360769,-1.552066856270863e-06,4.5873383606993844e-06
1966-02-01,1.9868219662081783e-06,-5.586538094348725e-06,0.0022709845021987958,1.4608674485031376e-05,3.5850871856108016e-06,2.270282504008949e-06,2.0505180537660247e-06,9.1996571427444e-06,1.4387713807371788e-05,0.0011015360845097653,1.0711338897332705e-06,2.706207731654893e-06
1966-03-01,3.232025610107788e-06,5.603056744500161e-06,0.0023626378000093005,1.3323612769617378e-05,6.645003386953283e-06,-3.5056486347290133e-06,2.4394493485553023e-06,4.117223397770431e-06,6.376569571676129e-06,0.0007814979956795772,1.0626151076091142e-05,3.2348635203971343e-06
1966-04-01,-7.253794838864755e-06,2.870008775820073e-06,0.003940685807416837,2.794134351420529e-06,2.448192510269538e-05,-1.8394816520569668e-06,2.320612639193444e-06,1.0190768383229928e-05,5.557037176140915e-06,0.0008775049233615089,1.1552710930118337e-05,4.600407599674916e-06
1966-05-01,-6.393057105924527e-06,1.4566660411219345e-05,0.0030255022769172988,-2.349596757288855e-06,2.211102170958667e-05,-1.0645111740751448e-05,2.2127770599971493e-06,1.0860255770239746e-05,-4.386694564724102e-06,0.001099892930748562,3.165885169033168e-05,4.476329597589658e-07
1966-06-01,-5.2597869171222555e-06,8.732353080631583e-06,0.005293140808741252,-4.092835093724173e-06,1.94263439313871e-05,-7.608211186986106e-06,1.364130395943773e-06,1.3554924104634363e-05,-1.8146432337108205e-06,0.0008755194964275386,3.290759600026326e-05,8.352565970738766e-06
1966-07-01,-9.992351124310517e-06,1.593850432376106e-05,0.0045123927217597766,-8.637284532705418e-06,2.6449383510208583e-05,-1.0038172473579688e-05,3.639511549278853e-06,9.623605213467576e-06,-8.297896647088712e-06,0.0015035449905553833,3.1708010889512174e-05,9.341171220172667e-06
1966-08-01,-9.638367259867664e-06,1.2339910426817369e-05,0.003866292051194857,-5.084403547603435e-06,2.6669385130484234e-05,-1.021675959874437e-05,3.22843188119545e-06,1.3495027815224603e-05,-4.219572599293444e-06,0.0015320912401269502,3.364660490963919e-05,8.312470247172034e-06
1966-09-01,-1.1278784957842921e-05,5.956286486252793e-06,0.003831465922606488,4.755491915344844e-06,2.6289522656094597e-05,-9.48960185833757e-06,2.5130334993913754e-06,6.6704440844963155e-06,-3.4288357718514417e-06,0.0016395697457483038,3.64212408183246e-05,5.558299912641254e-06
1966-10-01,-2.2107066399712494e-06,6.420803705016928e-06,0.0036151150804168237,7.185023754736089e-06,1.4796789383701321e-05,-6.720807275202275e-06,2.6015685859549975e-06,7.786942812041769e-06,3.251847086786738e-06,0.0011214448022656143,1.4075473397194097e-05,3.0928231853477472e-06
1966-11-01,-2.2160511055820584e-06,5.6638305068190675e-06,0.0030955959421892962,3.1550781834573455e-06,7.800941819557508e-06,-2.4160658801844257e-06,1.3064138215668208e-06,1.9197231419335976e-06,2.888237616819835e-06,0.0005219888407737017,4.24615437724343e-06,3.5551350835133803e-06
