,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10,w_cluster11,w_cluster12
1965-01-01,0.00015693903,0.3778056,0.0068284273,-0.03078407,0.0023632646,0.06445545,0.02642268,0.0291543,0.022640407,-0.29155028,0.028734028,0.010348022
1965-02-01,-0.08184469,0.77342,0.037296653,-0.07154852,0.017912567,0.059202313,0.018910646,-0.003310144,0.021852434,-0.35894805,0.0693934,-0.029680908
1965-03-01,-0.030994236,0.29580396,0.026895463,-0.09261364,0.0024157763,0.02946949,0.0042544007,0.0034664273,0.027000487,-0.33998424,0.035720706,-0.05300492
1965-04-01,0.011556268,1.5855038,-0.121138215,-0.039346695,-0.034251153,0.051217496,-0.046491027,0.045859277,0.0287866,-0.21154481,-0.058888435,-0.044494808
1965-05-01,-0.05127138,2.3857155,-0.23465866,-0.08058393,-0.017703772,0.015128374,-0.029470801,-0.018439233,0.033409357,-0.56970435,-0.06471944,-0.0050436854
1965-06-01,-0.0075126886,1.7150464,-0.14440966,-0.050378323,-0.018701851,0.01565373,-0.0035202503,-0.05295235,0.0325163,-0.17650634,-0.114414155,0.022482812
1965-07-01,-0.027842343,1.8532567,-0.53592664,-0.033358157,-0.049853027,0.07396364,0.011923969,-0.027474642,0.029049218,-0.08998704,-0.2637086,0.0060929656
1965-08-01,-0.0287354,1.6763306,-0.75261885,-0.046806216,-0.012398064,0.035353005,0.02642268,-0.01665312,0.0257923,-0.13054132,-0.18990189,0.034985304
1965-09-01,-0.06550741,1.0820423,-0.396298,-0.06650549,-0.057627678,0.07580221,0.016231537,-0.032360017,0.022640407,-0.16069442,0.009875238,0.011661291
1965-10-01,0.018490434,1.5583451,-0.3719234,-0.04864478,0.002100587,0.05373901,0.024951756,0.016073942,0.02411127,-0.17135829,-0.08694023,-0.005463958
1965-11-01,-0.0060943365,1.4667827,-0.09912753,-0.057154894,-0.039399266,0.037086546,0.021852434,0.020906866,0.022692919,-0.18517405,-0.02742207,-0.018071473
1965-12-01,-0.02505815,1.8349757,0.022010028,-0.06204033,0.002573371,0.016231537,0.030204952,0.003624022,0.029311895,-0.41699535,-0.010559499,-0.035669506
1966-01-01,-0.019526899,0.38418758,0.024195552,-0.060513794,0.034134567,0.053100705,0.017493606,0.0061412454,0.021368861,-0.18283635,0.007828116,-0.020347536
1966-02-01,-0.07145584,0.6614763,0.012022555,-0.057641506,-0.028098106,0.041566014,0.014302194,-0.032155752,0.018496633,-0.29357857,0.051641762,-0.059328437
1966-03-01,-0.0043904185,0.80545485,-0.06630397,-0.08878064,0.015350759,0.06057775,-0.015104473,-0.010408521,0.025700092,-0.30857825,-0.008767247,-0.029648244
1966-04-01,0.026019216,1.5265787,-0.14294362,-0.07391775,0.012204945,0.03367865,-0.02404046,0.011931419,0.026748717,-0.33429193,-0.103689134,-0.015560389
1966-05-01,0.010107756,1.7239908,-0.08485979,-0.057869494,-0.018478274,0.07521266,0.019180477,-0.031198323,0.025700092,-0.43819547,0.037006855,-0.010089397
1966-06-01,0.034499288,2.124833,-0.56877005,-0.025453806,-0.047428966,0.05756867,0.019226074,0.015077233,0.023238122,-0.12420541,-0.18657482,0.003952861
1966-07-01,0.023694038,2.127842,-0.42232955,-0.08955574,-0.045514166,0.045942783,0.02346611,-0.013782322,0.030076921,-0.06867474,-0.1452232,0.007098675
1966-08-01,0.028298795,1.7625613,-0.41539955,-0.07824898,0.0058677197,0.06837392,0.017265618,0.004044056,0.031125486,-0.36524868,-0.0725044,0.023922026
