,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8,ssta30_cluster9,ssta30_cluster10,ssta30_cluster11,ssta30_cluster12
1965-01-01,3.8771667,-2.5779114,-5.7782593,0.30807495,-10.514404,0.9233093,-3.7000732,3.1556702,-8.406799,-1.6393738,-1.1618652,0.5131531
1965-02-01,3.7380676,-1.9700623,-5.7881165,0.11608887,-10.029297,1.1723938,-3.25589,2.9646606,-8.247498,-1.1722107,0.27526855,0.9059448
1965-03-01,3.4697266,-2.585205,-6.1896973,0.05380249,-10.611511,1.3331604,-3.5891113,2.77417,-8.659058,-1.3038635,1.2149048,1.6260376
1965-04-01,3.1431885,-3.2515259,-7.356964,-0.38796997,-11.615631,1.0690002,-4.4360657,2.236084,-9.718079,-2.0056152,1.6018982,2.2270813
1965-05-01,3.316803,-4.846222,-9.08139,-1.7221985,-12.002319,-0.21136475,-6.098114,1.6577454,-11.247406,-3.1302795,1.0650024,2.508484
1965-06-01,3.3791504,-5.67453,-9.673706,-2.3943481,-13.50473,-0.86602783,-7.09256,1.2081604,-11.527832,-3.752533,0.28359985,2.0793457
1965-07-01,3.4055176,-6.3551636,-10.656738,-2.4527893,-14.619476,-1.0222778,-7.6714478,0.47512817,-12.221466,-4.56192,-0.87957764,1.6606445
1965-08-01,3.3192139,-6.787262,-11.13623,-2.7182312,-14.641937,-1.1749573,-8.385956,0.105407715,-12.80426,-5.026428,-1.8265991,1.7554626
1965-09-01,3.3214417,-7.4217224,-10.716858,-3.0143738,-13.582886,-1.1103516,-9.00592,0.15353394,-12.769592,-5.856476,-1.799408,1.365509
1965-10-01,3.7453613,-6.526764,-10.366791,-2.7670898,-13.7916565,-0.6539917,-8.263153,0.10195923,-12.589142,-5.057312,-1.8734436,1.8069153
1965-11-01,4.0966187,-5.985382,-9.788971,-2.4023438,-13.26474,-0.30969238,-7.71579,1.1572571,-12.1875,-4.7814026,-1.6973267,1.6202698
1965-12-01,4.168518,-5.1940002,-8.3559265,-1.3834534,-11.931,0.57199097,-6.4828186,1.8842468,-10.663635,-3.920166,-1.2971191,1.9431458
1966-01-01,4.22641,-3.8684998,-6.598236,-0.3772583,-9.911438,0.75335693,-4.9073486,2.4467773,-9.37738,-2.7464294,-0.6536255,1.8461609
1966-02-01,3.6793823,-3.5829468,-5.2990723,-0.27075195,-9.434753,0.9541931,-5.094818,2.6133118,-7.710083,-2.3272705,-0.08416748,1.8094482
1966-03-01,3.5798645,-3.8438416,-5.845886,0.0069274902,-10.039093,0.9902954,-5.3642883,1.9570312,-8.085968,-2.4060974,0.2020874,2.5193176
1966-04-01,3.8528442,-3.9515991,-7.1518555,-1.0055237,-12.05307,0.7055359,-5.444824,1.8507996,-9.210388,-2.5052795,0.37069702,2.3520508
1966-05-01,3.9021606,-4.6153564,-8.887726,-1.9133606,-12.712799,-0.15237427,-6.206909,1.3252258,-10.8741455,-3.264862,-0.24716187,1.9354248
1966-06-01,3.7642822,-6.225769,-9.866272,-2.0764465,-12.7074585,-0.65231323,-7.9913025,0.95285034,-11.942444,-4.6251526,-1.16922,1.8121643
1966-07-01,3.6112366,-8.021301,-10.252808,-2.6924438,-12.658264,-0.89663696,-9.654205,0.5653076,-12.204926,-5.5996704,-1.5144043,1.4483337
1966-08-01,3.720398,-7.3937073,-10.881409,-3.4768677,-13.919281,-1.4486084,-9.271698,0.5110779,-12.662567,-5.6059875,-2.1596375,0.89334106
1966-09-01,3.8206177,-7.9067383,-10.776154,-3.4901123,-13.932526,-1.2631531,-9.647034,0.19677734,-12.38736,-5.851227,-3.0483704,0.8770447
1966-10-01,4.220398,-7.0626526,-10.178192,-3.6026917,-14.138916,-1.264801,-8.176147,0.82095337,-11.931122,-5.420166,-3.3243408,0.4967041
1966-11-01,4.212158,-6.5620728,-9.454681,-2.8544922,-12.636261,-0.73394775,-7.782959,1.4980469,-11.506653,-4.986145,-3.048645,0.6175537
1966-12-01,4.0112,-4.915283,-8.092346,-1.5501404,-11.509918,0.38433838,-6.2133484,2.0212708,-10.308716,-3.385254,-2.4533386,0.78271484
1967-01-01,3.9181824,-3.3192444,-7.089447,0.32577515,-9.766357,1.2622986,-4.5532837,2.7337341,-8.864868,-1.886383,-1.3825378,0.77749634
1967-02-01,3.8841553,-2.1868591,-6.3286743,0.8882141,-9.401733,1.5307617,-3.4449158,2.6686401,-8.270874,-1.0309448,-0.19308472,0.99539185
1967-03-01,3.7736511,-2.3894958,-6.0650635,0.62545776,-10.328583,1.5064087,-3.9350586,2.601715,-8.504578,-1.0708313,0.6840515,1.3546753
1967-04-01,3.542389,-3.3074036,-7.154724,-0.8723755,-11.138275,0.66464233,-4.6225586,1.9076843,-9.61377,-2.1274414,0.7262573,1.7965088
1967-05-01,3.6336365,-4.7822266,-8.662109,-1.8408813,-12.0937805,-0.1350708,-5.6712036,1.547699,-10.713989,-3.6924438,0.22250366,2.0750732
1967-06-01,3.5184326,-6.2781982,-9.427887,-2.2225342,-11.820343,-0.6835022,-7.516754,1.0468445,-11.470764,-4.538849,-1.032074,1.9533386
1967-07-01,3.4845886,-7.107361,-9.358551,-2.6259766,-12.892395,-1.2677307,-8.817169,0.6649475,-11.321289,-5.2457886,-2.128662,1.1882935
1967-08-01,3.4374695,-7.4184265,-9.267975,-2.778778,-14.052856,-1.5342407,-9.449249,1.1552124,-10.569611,-5.7511597,-3.5205078,0.5321655
1967-09-01,3.5803223,-7.0536804,-9.628906,-2.927887,-14.186432,-0.9150696,-8.974335,0.9074402,-11.75592,-5.19812,-4.056732,0.49624634
1967-10-01,3.561432,-7.1436768,-9.23114,-2.7910156,-13.213684,-0.7842102,-8.794922,1.3753357,-11.160797,-5.1814575,-3.826233,0.40823364
1967-11-01,3.748291,-6.1870728,-8.780853,-2.1373901,-12.44339,-0.06149292,-7.842804,1.967865,-10.741089,-4.5984497,-3.579773,0.5520325
1967-12-01,3.7896423,-4.865631,-7.467407,-0.82196045,-11.043304,0.54629517,-6.1597595,2.9056702,-9.976044,-3.314087,-2.606903,0.64294434
1968-01-01,3.805542,-3.1278992,-6.0881653,0.14642334,-9.569244,1.0653992,-4.1581726,3.0448303,-8.438538,-1.9650879,-1.1514587,0.3867798
1968-02-01,3.8982544,-2.5222778,-5.593811,0.46466064,-8.805817,1.4425049,-3.8468628,2.778473,-7.5915527,-0.97958374,-0.14370728,0.99786377
1968-03-01,3.3064575,-2.9924011,-4.7680664,0.68304443,-9.76413,1.4066467,-4.6236267,2.8885193,-6.6545105,-1.2375183,0.43029785,0.828949
1968-04-01,3.6104736,-4.017914,-6.2218933,-0.23562622,-11.117065,0.84658813,-5.5373535,2.1785583,-8.682587,-1.8802185,0.37472534,1.6473389
1968-05-01,3.9085999,-5.0428467,-7.4951477,-1.1695557,-12.344299,0.3048706,-6.5162964,1.8070068,-9.385559,-3.1296997,-0.39648438,1.5226135
1968-06-01,3.6176453,-5.480713,-9.192749,-2.1722412,-13.391998,-0.030578613,-7.192566,1.3182068,-10.970886,-3.5012817,-1.1251526,2.0067139
1968-07-01,3.26297,-6.5154724,-10.292816,-2.65802,-14.243774,-0.79086304,-8.085876,0.8725281,-12.166901,-4.289734,-1.9957275,1.551117
1968-08-01,3.3933105,-6.667053,-10.616516,-2.8457031,-15.726837,-1.0967712,-8.213226,0.81640625,-12.145874,-4.617401,-2.4925537,1.0612183
1968-09-01,3.5859985,-6.892334,-10.784912,-3.5378723,-15.247803,-1.282959,-8.848511,0.6865845,-12.440399,-4.828827,-2.9878845,1.1515198
1968-10-01,3.7085571,-6.301361,-10.396759,-3.1462402,-14.605896,-0.7172241,-8.376282,1.0317383,-12.432068,-4.2398376,-3.1423035,1.2691345
1968-11-01,4.3010254,-6.487915,-9.791901,-2.10318,-12.602295,-0.11288452,-8.27594,1.2695618,-12.23233,-4.2497864,-2.8648987,1.3155518
1968-12-01,4.003937,-4.5231323,-8.013611,-0.7185974,-11.873047,1.0471497,-6.2236023,2.4276123,-10.571259,-2.6990051,-2.1757202,1.3078308
1969-01-01,4.2697754,-3.291748,-6.549774,-0.17474365,-10.187225,1.2445374,-4.764374,2.654602,-8.858185,-2.0309143,-1.2730713,1.5957642
1969-02-01,3.922943,-2.3008118,-6.0946655,-0.26263428,-9.415222,1.1679382,-3.8221436,2.9266663,-8.325104,-1.1379089,-0.35235596,1.5996704
1969-03-01,3.5443726,-3.145996,-6.446045,0.22994995,-9.540497,1.2134094,-4.4242554,2.545044,-8.854431,-1.8384705,0.9154968,1.8451233
1969-04-01,3.4569092,-3.8256836,-7.2462463,-0.3882141,-11.410278,1.2171936,-5.303955,2.0581055,-10.024841,-2.4253845,1.1607971,1.9606934
1969-05-01,3.2435913,-5.075775,-8.754761,-1.5408936,-13.023407,0.20809937,-6.3612366,1.2884827,-11.00061,-3.3631897,0.6126709,2.2421875
1969-06-01,2.9024963,-5.6470947,-9.525024,-2.3306274,-13.104034,-0.41757202,-7.086914,1.2406616,-11.6180725,-3.4909973,-0.2642517,2.0918274
1969-07-01,2.9863281,-6.140625,-10.169281,-3.0723267,-13.599579,-1.0315552,-7.79834,0.66000366,-12.189514,-4.285492,-1.3186951,1.4880981
1969-08-01,3.1854553,-7.0634155,-10.2942505,-3.3459778,-13.484558,-1.1749878,-8.911346,1.1375122,-11.96582,-5.2138977,-1.9697571,0.6560364
1969-09-01,3.4405212,-7.191345,-10.110413,-4.114319,-14.392395,-1.3321533,-9.294128,1.3115845,-12.504974,-5.4356995,-2.56839,0.44451904
1969-10-01,3.736786,-6.4751587,-9.914673,-3.5750427,-14.170502,-0.7702942,-8.55127,1.4976196,-12.550201,-4.973297,-2.3900757,0.84588623
1969-11-01,3.7272034,-6.6877747,-8.61673,-2.4524536,-11.902954,-0.051239014,-8.715179,2.393036,-10.573914,-4.9982605,-1.6781921,0.57891846
1969-12-01,3.6566467,-4.8427124,-7.0152283,-1.0868225,-11.022369,0.93084717,-6.6686096,3.3546143,-8.951874,-3.2557373,-1.5923767,0.55963135
1970-01-01,3.4730225,-3.2779236,-5.395813,0.6443176,-9.54071,0.95376587,-5.1984863,3.7106323,-7.912506,-1.6956787,-0.5241394,1.0834045
1970-02-01,3.6896057,-2.4099731,-5.045471,0.960083,-9.299347,1.2199097,-4.195709,3.2892456,-6.928314,-1.2125854,0.23275757,0.9564514
1970-03-01,3.4806519,-3.3581238,-4.9568787,0.1973877,-10.105438,1.2764893,-4.990967,3.4785767,-7.2643433,-1.5924988,0.71240234,1.2475586
1970-04-01,3.5315857,-3.9213562,-6.317169,-0.5848694,-11.734863,1.2442627,-5.616699,2.2649841,-8.733124,-2.0328064,0.7602539,1.6399536
1970-05-01,3.5086365,-4.7196655,-7.8407288,-1.2669678,-12.9552,0.69699097,-6.608734,1.9119568,-10.285095,-2.8486938,-0.024658203,1.9697876
1970-06-01,3.1333618,-5.282959,-8.844116,-2.1929016,-13.631622,-0.20669556,-7.180298,1.7913513,-11.139221,-3.409912,-1.7553711,1.1740723
1970-07-01,3.0044556,-5.5565186,-9.641998,-2.8714294,-14.078735,-0.90179443,-7.3825684,1.4000244,-11.904022,-3.5610352,-2.9236145,0.41235352
1970-08-01,3.2159424,-7.1808777,-9.953247,-3.4161682,-13.716919,-0.95010376,-8.881897,1.229248,-12.183777,-4.7550964,-3.2100525,0.11505127
1970-09-01,3.380127,-7.288391,-9.708496,-3.4885864,-14.723267,-1.5220337,-9.322632,2.1703491,-11.817627,-5.010376,-3.5035706,-0.11645508
1970-10-01,3.1679382,-6.567688,-9.095734,-3.2813416,-14.260834,-1.2687988,-8.723816,2.0738525,-11.238434,-4.688446,-3.311798,-0.017700195
1970-11-01,3.3771362,-6.4917603,-7.619934,-1.8990173,-12.6744995,-0.16958618,-8.391174,2.6524048,-10.235809,-5.0231934,-3.108307,-0.20675659
1970-12-01,3.6915283,-5.1943665,-5.7832336,-0.3996277,-10.421967,0.5709839,-6.986328,3.1238098,-8.281342,-3.843048,-2.5350952,-0.38467407
1971-01-01,3.499115,-3.423706,-4.0448303,0.54714966,-9.359253,0.7892761,-4.970337,3.4902344,-6.0786743,-2.3677368,-1.5662537,-0.3017578
1971-02-01,3.2559814,-2.7576294,-3.1618347,1.0264587,-8.751984,1.0472107,-4.455963,3.3888855,-4.89032,-1.6903076,-0.5957947,0.022369385
1971-03-01,3.0890503,-3.2729187,-4.56308,0.9662781,-9.022156,1.3334045,-4.8650208,3.209137,-6.6528015,-1.7025452,0.3960266,0.59814453
1971-04-01,3.0147705,-4.3735046,-5.6597595,0.3227234,-10.313019,0.88604736,-5.972534,2.2483826,-8.425415,-2.706787,0.7798157,1.1538696
1971-05-01,3.670105,-5.979828,-7.0209656,-0.95251465,-12.137238,0.2640381,-7.236908,2.160553,-9.304352,-3.9311523,-0.39511108,1.4653015
1971-06-01,3.0857239,-5.855652,-8.0061035,-2.2805786,-14.207489,-0.60498047,-7.245636,1.7312927,-10.491608,-4.027832,-1.308136,1.0864563
1971-07-01,3.08078,-6.871063,-9.270599,-2.040924,-14.602783,-1.1297302,-8.434509,1.4743652,-11.121124,-4.8634033,-2.3349304,1.0029602
1971-08-01,3.0911255,-8.03183,-9.445068,-2.3576965,-13.760345,-1.447998,-9.585388,1.6714783,-11.280762,-5.789459,-3.0307007,0.5290222
1971-09-01,2.9956055,-7.8294067,-9.793579,-3.0298767,-13.889954,-1.5756226,-9.602844,1.8823242,-12.207428,-5.781708,-3.3179626,0.43203735
1971-10-01,3.3946533,-7.25589,-9.130157,-2.2774963,-13.597626,-1.0164795,-8.84848,2.1296692,-11.646271,-5.4201965,-3.5098572,0.04196167
1971-11-01,3.7506714,-6.3370667,-7.9835205,-1.66156,-12.916473,-0.12927246,-7.982544,3.228363,-10.449249,-4.4904785,-3.2739258,-0.05316162
1971-12-01,3.7619019,-4.6289673,-6.3806763,-0.5419922,-11.661987,0.68048096,-6.3352356,3.4179993,-8.773285,-2.8525696,-2.5195312,-0.08493042
1972-01-01,3.6333313,-2.4499207,-5.5140076,0.106781006,-10.227051,1.1966858,-4.012329,3.5855103,-7.5560913,-1.2279968,-0.9319763,0.12542725
1972-02-01,3.613739,-1.9525146,-5.1371155,0.51330566,-9.866425,1.6567993,-3.425476,2.816986,-7.010376,-0.6861267,0.42913818,0.8834839
1972-03-01,3.4036255,-2.4997864,-5.317108,0.7187805,-9.971344,1.351471,-3.928772,2.9435425,-7.427582,-1.2401123,1.3653564,1.4739075
1972-04-01,3.5975647,-3.2336426,-6.719055,-0.1767273,-10.541168,0.8122864,-4.41922,2.501892,-8.725769,-1.959137,1.3981323,2.0332336
1972-05-01,3.3912048,-4.379242,-8.370636,-1.1869812,-12.154022,0.35580444,-5.8833313,1.4663086,-10.597351,-3.0793762,0.71258545,2.2180786
1972-06-01,2.92453,-5.3284607,-9.163483,-1.9683533,-12.942078,-0.29260254,-6.518799,0.89297485,-11.458557,-3.903778,0.025909424,2.1234741
