,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5,vo850_cluster6,vo850_cluster7,vo850_cluster8,vo850_cluster9,vo850_cluster10,vo850_cluster11,vo850_cluster12
1965-01-01,6.50929e-06,4.588511e-05,1.9148429e-06,-1.261782e-06,8.977004e-06,-2.2834138e-05,9.233207e-05,9.1560345e-05,-9.005933e-06,9.7846205e-06,-1.5179721e-05,-2.2861059e-05
1965-02-01,4.7863723e-06,4.6719648e-05,7.6578945e-06,-1.234861e-06,6.4195483e-06,-2.3973778e-05,0.00010192477,0.00014564377,-2.4583976e-05,2.1432257e-05,-1.1832599e-05,-3.4499717e-05
1965-03-01,-6.9645466e-07,3.607705e-05,9.255185e-06,-3.2359603e-06,6.410577e-06,-2.5239038e-05,4.9232236e-05,-6.717688e-06,-2.6567126e-05,9.452604e-06,-6.484377e-06,-2.864001e-05
1965-04-01,3.6242272e-07,4.7957994e-05,9.82052e-06,6.0470484e-07,1.5379555e-06,-1.648986e-05,1.0332005e-05,0.00013938923,-4.1095256e-05,1.6263504e-05,-1.6821876e-05,-1.8975523e-05
1965-05-01,1.7443454e-06,6.2037456e-05,8.6270375e-06,-3.5769554e-06,1.1520897e-06,-1.3510646e-05,-1.4004188e-05,0.00013526142,-5.9634556e-05,3.0096126e-06,-8.7592343e-07,1.4751422e-06
1965-06-01,8.828865e-07,3.6884667e-05,7.58611e-06,-2.7693386e-06,6.8546797e-07,-4.7211506e-07,-6.0298604e-05,0.00014852428,-4.4864144e-05,9.569259e-06,-1.073342e-06,1.3042016e-05
1965-07-01,6.3477637e-06,7.6116914e-05,1.157933e-05,-5.3178155e-06,-6.695336e-07,-1.668727e-05,-7.939425e-05,0.00010335156,-1.4542602e-05,1.2934332e-05,-9.2079426e-07,-6.538219e-06
1965-08-01,-8.0413884e-07,6.891118e-05,1.0852469e-05,-6.5561617e-06,-4.0930172e-07,-1.4183657e-05,-7.2682065e-05,0.00012580332,-3.653671e-05,1.2189528e-05,1.1700395e-06,3.0405783e-05
1965-09-01,2.0943116e-06,8.662491e-05,9.048796e-06,-1.5848345e-06,1.2149103e-06,-4.001843e-05,-7.191931e-05,0.00012575845,-4.7035726e-05,1.3553501e-05,-5.9549347e-06,-8.341893e-06
1965-10-01,1.1116208e-07,4.723114e-05,8.9949535e-06,-1.0194999e-06,-2.746965e-07,-2.727603e-05,-7.151551e-05,0.00013931745,-4.7753616e-05,-2.6796042e-06,9.321957e-08,7.7117365e-06
1965-11-01,7.011804e-06,6.538458e-05,6.150345e-06,1.2911187e-07,4.4184562e-06,-1.6570615e-05,-1.0450676e-05,0.000117610485,-2.551722e-05,1.4405989e-05,-6.5920613e-06,-1.7315419e-05
1965-12-01,5.1632596e-06,5.0910283e-05,7.2092225e-06,-4.7704307e-06,2.2019958e-06,-2.4996756e-05,4.479034e-05,0.00013981099,-2.8729744e-05,1.3185592e-05,-1.5780948e-05,-4.3666223e-06
1966-01-01,2.8082613e-06,4.8829548e-05,1.6677077e-06,-2.2101704e-06,5.5374403e-06,-3.5025492e-05,9.2349765e-05,8.342902e-05,-2.1607702e-05,1.537063e-05,-7.3508018e-06,-9.705229e-06
1966-02-01,6.042541e-06,4.7436442e-05,-4.735677e-06,-1.0940566e-06,-1.327353e-07,-4.1314823e-05,8.713581e-05,7.8785335e-05,-3.2850294e-05,4.1036037e-06,-2.2753447e-06,2.7460555e-07
1966-03-01,1.8876708e-06,5.185201e-05,-5.802911e-06,2.6646012e-07,6.07513e-06,-2.1192216e-05,9.696085e-05,7.898901e-05,-4.1860658e-05,1.3097673e-05,-4.817146e-06,-1.6874415e-05
1966-04-01,2.091343e-06,4.6882462e-05,1.2848104e-06,-1.517692e-06,3.0771043e-06,-1.6654449e-05,-2.0320513e-05,6.5066124e-05,-6.78571e-05,6.2299187e-06,-4.491274e-06,-1.591309e-05
1966-05-01,2.0994885e-06,6.885439e-05,3.614794e-06,-3.7091813e-06,2.2787171e-06,-5.200047e-06,-5.214192e-05,0.00016890527,-6.969828e-05,1.8042781e-05,-7.0819588e-06,7.8785524e-07
1966-06-01,2.2053428e-08,6.978313e-05,8.902069e-06,-4.8090005e-06,2.9141702e-06,-8.800933e-06,-8.297757e-05,0.00016890527,-7.946629e-05,5.1789793e-06,-2.0961124e-06,2.5472666e-05
1966-07-01,3.639234e-06,4.497611e-05,7.1668e-06,-5.582944e-06,-2.7804454e-06,-8.458766e-06,-8.8272995e-05,0.000117645584,-4.5323046e-05,1.4401161e-05,-4.9474947e-06,2.0429794e-05
1966-08-01,8.926509e-06,6.1701496e-05,1.1639393e-05,-5.525919e-06,-4.911926e-07,-9.6400545e-06,-8.584524e-05,0.00012314468,-9.79351e-05,1.3928646e-05,-7.823317e-06,4.0454634e-05
1966-09-01,2.9549046e-06,8.841486e-05,4.168778e-06,-8.393592e-06,5.5974306e-07,-3.2133372e-05,-6.470429e-05,6.0626116e-05,-5.746993e-05,1.2959175e-05,-3.2122261e-06,3.3668348e-05
1966-10-01,4.217658e-06,5.648754e-05,2.0424632e-06,-6.4790947e-06,1.4477446e-06,-3.3779026e-05,-6.686319e-05,0.00010676961,-5.2915864e-05,1.6169017e-05,-5.4363045e-06,7.4030577e-06
1966-11-01,6.5313507e-06,5.814949e-05,2.5231238e-06,-3.3670149e-06,1.4314501e-06,-3.4715908e-05,-1.3957859e-05,8.744539e-05,-4.5298606e-05,1.1460164e-05,-6.340597e-06,-1.1008717e-05
1966-12-01,3.0282245e-06,5.2348965e-05,4.5353845e-06,-2.9433832e-06,3.1178388e-06,-2.2194276e-05,2.3085651e-05,0.000113360366,-4.3001208e-05,9.122032e-06,-1.3045417e-05,-2.380734e-05
