,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11,msl_cluster12
1965-01-01,1007.47095,1014.65924,1013.66077,1018.5204,1006.67584,1016.952,1008.4805,1015.75073,1011.50195,1012.0769,1008.43835,1018.8807
1965-02-01,1007.2322,1018.1179,1012.3454,1017.7346,1005.6979,1010.8558,1010.0719,1014.7907,1010.1996,1016.0428,1010.7392,1018.3858
1965-03-01,1009.65204,1018.8695,1013.04315,1016.5842,1009.2018,1013.2745,1011.67194,1015.0028,1011.0555,1014.748,1013.01337,1016.0118
1965-04-01,1009.82446,1015.96716,1013.7117,1017.34454,1011.9392,1016.4856,1013.943,1016.43665,1011.3054,1019.71045,1017.7445,1017.1541
1965-05-01,1009.4641,1015.3203,1013.3792,1015.868,1012.79565,1016.4546,1016.3554,1014.8496,1011.0909,1017.7793,1018.8782,1016.34424
1965-06-01,1010.88806,1012.1321,1014.9557,1017.6354,1015.52563,1012.47815,1017.4146,1017.04193,1012.4732,1022.7332,1024.257,1009.62286
1965-07-01,1009.9045,1004.8346,1014.99414,1019.9046,1015.55914,1010.1959,1016.18054,1017.7458,1011.9969,1016.9253,1022.8268,1010.59845
1965-08-01,1010.2939,1016.92224,1015.6261,1020.9899,1015.5027,1015.69867,1017.01776,1018.7226,1012.45276,1019.2212,1020.2023,1013.93494
1965-09-01,1010.19904,1016.38025,1015.2788,1022.68854,1015.23474,1018.4813,1019.2187,1018.5489,1012.5011,1019.09283,1018.39014,1021.06494
1965-10-01,1009.73944,1020.9446,1015.58704,1022.96075,1015.3656,1015.4593,1018.03424,1019.3092,1012.178,1020.2128,1016.96313,1024.0542
1965-11-01,1008.759,1013.889,1013.4189,1019.49097,1013.08405,1016.02234,1015.60376,1016.08374,1011.24524,1014.34235,1012.9048,1015.55475
1965-12-01,1007.87964,1017.32654,1012.712,1019.56287,1010.2207,1019.0804,1014.60596,1015.02075,1010.4328,1015.6918,1011.62286,1016.8391
1966-01-01,1006.94806,1017.02673,1012.25305,1018.33295,1009.5918,1018.19214,1011.0658,1014.8505,1009.6982,1016.7532,1012.9472,1020.4322
1966-02-01,1008.2975,1019.7625,1012.40265,1019.2699,1007.9764,1020.93854,1013.91486,1015.13403,1010.0725,1010.0563,1009.4523,1025.1538
1966-03-01,1008.26556,1017.46423,1011.8143,1018.6941,1009.7395,1015.4045,1011.26416,1014.5707,1009.4453,1014.9882,1013.55804,1020.4247
1966-04-01,1009.1731,1013.2095,1013.3008,1017.5744,1011.7868,1016.0829,1014.5758,1015.6479,1010.7397,1017.1344,1017.0718,1018.6046
1966-05-01,1010.4355,1010.197,1014.02686,1018.62463,1015.02826,1004.8833,1013.36597,1015.54333,1012.20306,1018.6772,1021.52435,1010.9105
1966-06-01,1010.65515,1018.0463,1015.90265,1023.1523,1016.35266,1018.5539,1019.4789,1019.1409,1012.76385,1018.94635,1023.009,1022.96893
1966-07-01,1009.10297,1010.66833,1015.1272,1019.9709,1014.84045,1012.23804,1015.92206,1017.63446,1012.15546,1014.83044,1021.04553,1015.3881
1966-08-01,1010.27405,1015.2586,1016.3839,1023.1172,1016.3739,1017.1238,1019.74243,1019.07025,1013.431,1021.1325,1022.2685,1018.2328
1966-09-01,1010.5757,1017.2595,1016.4084,1023.38696,1015.26294,1021.8642,1017.3753,1019.57153,1013.3421,1016.6531,1017.6407,1022.82806
1966-10-01,1009.7996,1019.7168,1015.88446,1022.50946,1014.31287,1018.15204,1016.9816,1018.75165,1012.98663,1017.8128,1017.4254,1022.0106
1966-11-01,1008.55096,1018.286,1014.326,1021.07495,1011.9514,1014.4988,1015.4051,1016.9347,1011.60156,1013.4936,1013.31146,1022.3949
1966-12-01,1007.8825,1016.3889,1013.85724,1019.49023,1009.8948,1017.20135,1015.0765,1017.11,1011.0676,1016.16986,1011.5927,1020.645
1967-01-01,1008.10333,1017.30164,1013.9458,1019.3522,1005.63055,1014.43195,1011.77924,1016.4744,1011.3678,1012.7957,1007.462,1021.0645
1967-02-01,1008.728,1020.2969,1014.5545,1019.70337,1007.98944,1018.1571,1011.9816,1017.39166,1011.6283,1017.4141,1011.00214,1020.58057
1967-03-01,1008.4364,1020.00226,1013.5511,1019.5401,1006.5687,1022.4163,1011.8627,1016.3424,1010.7989,1017.3887,1013.8884,1021.35406
1967-04-01,1009.1409,1020.4369,1014.0104,1017.94086,1011.1856,1017.78784,1012.9321,1015.70825,1011.3794,1020.4079,1018.7383,1018.16437
1967-05-01,1008.83185,1015.3795,1014.28033,1018.7992,1012.9771,1015.9383,1017.0158,1017.1355,1011.3293,1020.05963,1020.75037,1018.9219
1967-06-01,1009.5212,1019.3986,1015.9949,1023.6426,1013.33844,1018.0011,1019.3826,1019.8652,1012.224,1022.82776,1020.1598,1021.7452
1967-07-01,1009.0771,1017.2305,1016.1842,1024.7716,1014.3384,1021.2365,1018.488,1020.8592,1012.2247,1017.31836,1021.33307,1019.47186
1967-08-01,1009.70984,1022.6623,1016.2263,1024.0953,1013.95593,1022.16235,1019.1446,1019.7396,1012.80005,1014.95874,1019.1461,1020.0197
1967-09-01,1010.3809,1018.33484,1016.75385,1024.374,1014.6525,1011.4824,1016.2452,1020.2541,1013.56995,1014.5139,1017.73486,1021.41284
1967-10-01,1009.7657,1017.7029,1015.80695,1021.1669,1013.0533,1022.7827,1017.8945,1018.76447,1012.8603,1019.77295,1015.72424,1017.8894
1967-11-01,1008.3268,1020.1771,1014.1584,1020.2084,1010.93463,1014.1722,1014.95654,1016.72406,1011.54407,1012.14197,1012.46704,1016.37646
1967-12-01,1007.47284,1014.5023,1014.3398,1019.6873,1009.2701,1014.2237,1012.94525,1016.76904,1011.3047,1011.5927,1010.24243,1017.27985
1968-01-01,1006.47455,1017.9934,1013.29913,1019.46185,1005.7396,1013.5868,1009.09717,1015.8731,1010.18774,1014.63306,1008.7458,1018.95447
1968-02-01,1008.3158,1014.30524,1014.0734,1017.5906,1008.0567,1016.15796,1010.7752,1015.7522,1011.6232,1017.627,1011.62036,1018.6632
