,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11,sst_cluster12
1965-01-01,29.30185,22.846771,19.646423,25.732758,14.910278,26.347992,21.72461,28.580353,17.017883,23.785309,24.262817,25.937836
1965-02-01,29.420593,23.712463,19.89441,25.798615,15.653229,26.85492,22.426636,28.647186,17.435028,24.510315,25.957794,26.58847
1965-03-01,29.248962,23.19403,19.589539,25.833038,15.167725,27.112396,22.190125,28.553406,17.120178,24.475372,26.99414,27.405273
1965-04-01,29.287872,22.893158,18.78772,25.756714,14.529053,27.213684,21.708618,28.380768,16.426605,24.139069,27.746582,28.371765
1965-05-01,29.35971,21.196686,16.961517,24.32071,14.040588,25.831543,19.944794,27.700653,14.795502,22.912628,27.10791,28.551392
1965-06-01,29.11972,20.06604,16.066864,23.346222,12.23584,24.874542,18.64801,26.94873,14.212738,21.988037,26.02417,27.819916
1965-07-01,28.87622,19.11554,14.813965,23.017914,10.851227,24.448425,17.799255,25.945831,13.249237,20.908783,24.591125,27.131348
1965-08-01,28.709076,18.6026,14.253632,22.67163,10.747925,24.214905,17.003906,25.49527,12.585602,20.363434,23.563263,27.145325
1965-09-01,28.7919,18.048737,14.753601,22.456085,11.887573,24.360107,16.464539,25.623993,12.700867,19.613983,23.671051,26.835968
1965-10-01,29.409607,19.137482,15.297455,22.897156,11.872589,25.010254,17.401093,25.766205,13.075104,20.606934,23.790802,27.47116
1965-11-01,29.886108,19.804108,16.000519,23.387146,12.52475,25.479797,18.0737,26.946747,13.60199,21.008087,24.092163,27.40976
1965-12-01,29.945007,20.582489,17.420563,24.393036,13.8454895,26.34848,19.29367,27.660736,15.112854,21.856323,24.47937,27.719635
1966-01-01,30.069672,21.974762,19.245026,25.466003,15.931824,26.596619,20.935913,28.29004,16.465881,23.096832,25.189636,27.689423
1966-02-01,29.672302,22.409973,20.693848,25.722168,16.558167,26.947113,20.898102,28.606232,18.282837,23.66565,25.908752,27.802368
1966-03-01,29.644073,22.220367,20.218323,26.071136,16.025116,27.054504,20.69992,28.02124,17.978241,23.658112,26.266296,28.583527
1966-04-01,30.1297,22.325256,19.125,25.271332,14.223785,26.982391,20.832031,28.127655,17.066467,23.771576,26.647552,28.628906
1966-05-01,30.020264,21.502747,17.230377,24.204742,13.405304,25.965729,19.911194,27.443329,15.2439575,22.853241,25.870941,28.053528
1966-06-01,29.67331,19.683258,16.042755,23.83258,13.201569,25.256714,17.917725,26.861877,13.966583,21.283875,24.739807,27.721191
1966-07-01,29.274414,17.641876,15.41037,22.970734,13.004913,24.76654,16.008972,26.228485,13.458252,20.063507,24.148773,27.111511
1966-08-01,29.128662,18.014557,14.526855,21.931396,11.488983,23.959656,16.136566,25.919342,12.745697,19.802277,23.248627,26.301605
1966-09-01,29.193726,17.46637,14.596954,21.882996,11.440582,24.109955,15.726074,25.569885,12.985748,19.521881,22.324738,26.250153
1966-10-01,29.776184,18.493134,15.377594,21.953094,11.41687,24.290985,17.379639,26.37674,13.624664,20.13562,22.231445,26.05249
1966-11-01,29.872498,19.098267,16.205658,22.805847,13.024078,24.926392,17.87738,27.158386,14.153687,20.674194,22.611694,26.277893
1966-12-01,29.688934,20.762451,17.585388,24.127594,14.167816,26.062073,19.464386,27.699005,15.369019,22.29248,23.224396,26.46045
1967-01-01,29.558624,22.321198,18.550995,25.966217,15.874084,26.90274,21.087158,28.374176,16.775574,23.754059,24.257904,26.417938
1967-02-01,29.6568,23.585785,19.44397,26.660858,16.37091,27.303406,22.327728,28.441284,17.50177,24.7417,25.57956,26.768036
1967-03-01,29.70337,23.540222,19.864655,26.555176,15.601135,27.436127,21.99466,28.531433,17.42514,24.858887,26.61377,27.284393
1967-04-01,29.65979,22.809998,18.962677,25.245026,14.979126,26.782043,21.494843,28.025085,16.503632,23.98996,26.843658,27.91391
1967-05-01,29.71939,21.303528,17.423645,24.244873,13.991974,25.950684,20.41455,27.633453,15.371765,22.39331,26.308258,28.160828
1967-06-01,29.28418,19.487549,16.33786,23.543213,13.945404,25.082245,18.248993,26.812592,14.294983,21.226898,24.733673,27.719086
1967-07-01,28.897034,18.305084,16.053894,22.786469,12.52005,24.144714,16.595276,26.077393,14.091156,20.166656,23.283783,26.600739
1967-08-01,28.665161,17.809265,15.959717,22.448914,11.174835,23.69345,15.778442,26.382904,14.658081,19.476532,21.707184,25.759857
1967-09-01,28.869476,18.235474,15.660248,22.361267,11.102722,24.374084,16.31482,26.196594,13.533234,20.091034,21.232422,25.7854
1967-10-01,28.884003,18.178894,16.09143,22.531555,12.108887,24.53836,16.527649,26.697906,14.161774,20.141113,21.496338,25.730804
1967-11-01,29.175995,19.240631,16.64685,23.290314,12.984314,25.36621,17.5849,27.395569,14.686615,20.829254,21.84793,25.979736
1967-12-01,29.23761,20.582336,17.98056,24.626007,14.404663,25.994263,19.288208,28.353638,15.471924,22.13388,22.841064,26.090912
1968-01-01,29.275543,22.342102,19.381836,25.616425,15.900757,26.5354,21.311829,28.514832,17.031464,23.504913,24.318542,25.856781
1968-02-01,29.48822,23.067688,19.996155,26.054626,16.78415,27.03247,21.743103,28.368439,17.998413,24.610382,25.446259,26.58783
1968-03-01,28.927338,22.628479,20.852814,26.303925,15.8567505,27.027527,20.997253,28.5094,18.96637,24.383362,26.051178,26.44983
1968-04-01,29.59903,21.970642,19.766663,25.75293,14.8714905,26.835144,20.451202,28.167114,17.30597,24.108337,26.363281,27.635895
1968-05-01,29.86264,20.911194,18.458893,24.784485,13.609741,26.258911,19.437744,27.761047,16.568481,22.82434,25.557556,27.476654
1968-06-01,29.450623,20.352264,16.640228,23.660736,12.440979,25.802399,18.640411,27.151184,14.862091,22.331696,24.707825,27.839691
1968-07-01,28.88034,19.101898,15.324554,22.95935,11.373596,24.826508,17.531494,26.489899,13.45047,21.327637,23.621643,27.168488
1968-08-01,28.830383,18.77002,14.820557,22.59137,9.710236,24.340302,17.223846,26.253479,13.291199,20.819672,22.944519,26.498291
