,zgu850_cluster1,zgu850_cluster2,zgu850_cluster3,zgu850_cluster4,zgu850_cluster5,zgu850_cluster6,zgu850_cluster7,zgu850_cluster8,zgu850_cluster9,zgu850_cluster10,zgu850_cluster11,zgu850_cluster12
1965-01-01,0.092876434,-0.437661,0.37085494,0.15642396,-0.0074951174,-0.01108017,-0.16587448,-0.029329682,-1.3279741,-0.27080917,0.26917952,0.23105125
1965-02-01,0.043668367,-0.35651627,0.5021858,0.17988777,-0.04790497,-0.21475677,-0.13133088,-0.11796989,-1.1282076,-0.16457061,0.22942162,0.19813728
1965-03-01,0.043994524,0.13491555,0.40898323,0.1371971,0.12155457,-0.1310051,0.03975792,-0.113407515,-0.93365556,-0.044320296,0.24473839,0.06550255
1965-04-01,0.03454437,-0.05865898,0.3376152,0.1808651,0.09548378,-0.11959915,-0.0009773255,-0.08016701,0.30046424,-0.07397576,0.052467346,0.13491592
1965-05-01,0.0052139284,-0.043668367,0.37378806,0.19194527,-0.15577202,-0.22974738,-0.15316506,0.26559487,0.13817444,-0.19194527,-0.35325736,0.064851
1965-06-01,-0.04562378,0.034869768,0.07267227,0.35032463,0.07853775,-0.46666488,-0.00065193174,0.12448768,0.66284674,-0.12513924,-0.543573,-0.016619872
1965-07-01,0.021508789,0.004888153,0.056052018,0.41973725,0.0009777069,-0.6579582,-0.03324013,-0.075278856,0.84599304,-0.12937546,-0.5435734,0.014990616
1965-08-01,0.03324013,-0.16033478,0.13719673,0.15870476,0.085055545,-0.5839828,-0.06517677,-0.14892845,0.7045593,-0.06094017,-0.4891506,0.11731796
1965-09-01,0.06908722,-0.11503677,0.3063305,0.0456234,-0.11536255,-0.4493931,-0.07593079,-0.036172867,0.6993454,-0.10754166,-0.502512,0.048882674
1965-10-01,0.06908722,-0.21019478,0.28221512,0.15870515,-0.0016292572,-0.44580802,-0.006843567,-0.26885375,0.59050024,-0.2046547,-0.08896637,0.10754128
1965-11-01,0.08472977,0.17141457,0.5370552,0.12970161,0.054748535,-0.33272666,-0.10428276,-0.4598213,0.18444976,-0.25190774,-0.010102081,0.056052018
1965-12-01,0.051815033,-0.10330506,0.6550251,0.209869,-0.29492456,-0.48589173,-0.27960777,-0.0335659,-1.0134968,-0.17499924,0.02118225,0.11373291
1966-01-01,-0.038074493,-0.1943119,0.6692608,0.017396163,0.04824982,-0.33709222,-0.13227692,-0.12735328,-0.91149485,-0.28293458,-0.07811852,0.225494
1966-02-01,0.06301956,0.010831833,0.85306966,0.107659146,0.15558091,-0.39683,-0.1027359,-0.07614937,-0.89508325,-0.17757264,0.16805343,0.17888565
1966-03-01,-0.075164795,0.008205796,0.5359993,0.09124794,0.13129196,-0.21991424,-0.21958618,-0.20120506,-0.25339356,-0.014442444,-0.003610611,0.08960686
1966-04-01,0.045951843,-0.10142288,0.2625839,0.28982696,0.10962868,-0.12899438,0.029540634,-0.08960724,0.22582245,-0.14179535,-0.19168624,0.1316204
1966-05-01,0.09223251,-0.12965088,0.42833978,0.18052635,-0.04201355,-0.28030816,-0.36367875,-0.05612755,0.46214753,-0.008534241,-0.3505497,0.055142593
1966-06-01,0.11520882,-0.052188873,0.0062362673,0.24551582,0.0062362673,-0.4339199,-0.027243042,-0.24026413,0.5363277,0.011816407,-0.41258508,0.071554184
1966-07-01,0.09223251,-0.12046051,0.063019946,0.3095211,0.1385128,-0.5616013,-0.12144508,-0.11323929,0.7549286,-0.09256134,-0.67976457,0.13358994
1966-08-01,0.13293305,-0.09814072,0.32724494,0.42013398,-0.16772537,-0.42407304,-0.18479347,-0.11619339,0.40142518,-0.07024155,-0.46477357,0.06072235
1966-09-01,0.051203918,-0.09059219,0.43884316,0.17166443,-0.0009849549,-0.39124984,-0.0026260377,-0.15820733,0.5231987,0.0091903685,-0.35744247,0.013456726
1966-10-01,0.1496727,-0.22188339,0.59278333,0.20973893,-0.19135818,-0.45361367,-0.16772537,-0.09354553,0.5209007,0.011160279,-0.21597557,0.15886346
1966-11-01,-0.069913484,-0.063676454,0.55044174,0.21991387,-0.07910347,-0.28556022,-0.24157715,0.03347931,0.2425621,-0.11586533,-0.07122574,0.15722199
1966-12-01,0.03347931,-0.036761858,0.6190418,0.26192743,0.19168624,-0.543877,0.029212188,-0.22221184,-0.18151093,-0.085668184,0.18282394,0.26356888
1967-01-01,0.11396408,-0.10873947,0.63284224,0.23707084,0.11037216,-0.26907235,-0.120168306,0.01893959,-1.1752323,0.020572662,0.22988701,0.2625412
1967-02-01,0.032654572,-0.18417092,0.766399,0.11298408,0.24523468,-0.21911125,-0.052246857,-0.10743332,-0.7735828,-0.010449219,0.23968315,0.1874363
1967-03-01,0.09077911,-0.16817017,0.6651703,0.05649223,0.05355377,-0.29976767,-0.0734726,-0.08490143,-0.5632885,-0.06694107,0.3507084,0.12506637
1967-04-01,0.052246857,-0.26939887,0.5048374,0.13976097,-0.12082138,-0.15216942,-0.3232788,0.12343331,0.31936035,-0.22302933,-0.2194378,0.18874244
1967-05-01,0.04277725,-0.13845444,0.16229248,0.42058867,0.2550312,-0.33307496,0.116576,-0.0058776857,0.47316208,-0.22498932,-0.30858383,0.16229287
1967-06-01,0.035919953,0.025797272,0.3023796,0.1769867,0.07902298,-0.6759464,-0.044736482,0.017960358,0.4770809,0.016653443,-0.6765995,0.17698708
1967-07-01,-0.02383728,0.0,0.10743332,0.31609458,0.14204636,-0.6204338,0.060411073,-0.27952194,0.5319401,-0.052899934,-0.56655425,0.046042632
1967-08-01,0.048981477,-0.055185698,0.33372802,0.31250268,0.021552276,-0.56883967,-0.31478843,-0.20506974,0.76313365,-0.02220459,-0.5267159,0.07575836
1967-09-01,0.03951187,-0.16555786,0.3833626,0.29780808,-0.06759491,-0.3879345,-0.13061829,-0.059104156,0.8656681,-0.0760849,-0.52834815,-0.0016326904
1967-10-01,0.07641144,-0.23707084,0.5306343,0.18972206,0.037226103,-0.38564834,0.018939208,0.0065307617,0.60671884,0.106780246,-0.3800972,0.075431824
1967-11-01,-0.049961854,-0.13159713,0.5420631,0.21617202,-0.15804748,-0.26482734,-0.31511497,-0.1900486,0.17372131,-0.19821167,0.068574525,0.21094742
1967-12-01,-0.096983336,-0.15314904,0.35266763,0.3670357,0.12735252,-0.22400932,-0.07314567,-0.024490738,-0.5214909,-0.25894928,0.03298111,0.12604599
1968-01-01,-0.07366486,-0.15827027,0.3832756,0.15462264,-0.07366486,-0.3982277,-0.11013184,-0.08424072,-1.1611321,-0.24178085,0.17650375,0.28700104
1968-02-01,-0.07621765,-0.29721147,0.28590697,0.063453674,-0.11159134,-0.49231452,-0.018598938,-0.030268097,-1.2552189,-0.13821259,0.1775978,0.2687668
1968-03-01,0.015681457,0.0725708,0.34498444,0.06637116,0.09262848,-0.07184143,0.061631013,-0.11851959,-0.07913475,-0.09992142,0.06782989,0.21187744
1968-04-01,-0.06892395,-0.14258881,0.4707981,0.25345,-0.046678923,-0.25162736,-0.24105148,-0.32128066,0.022245025,-0.123989865,-0.17030449,0.23156968
1968-05-01,0.0036460876,-0.06053696,0.31070518,-0.048866272,-0.18671493,-0.15207061,-0.4558464,0.026256561,-0.048866652,-0.009116364,-0.33331528,0.21479492
