,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,abs_vo850_cluster7,abs_vo850_cluster8,abs_vo850_cluster9,abs_vo850_cluster10,abs_vo850_cluster11,abs_vo850_cluster12,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11,mpi_cluster12,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11,msl_cluster12,r700_cluster1,r700_cluster2,r700_cluster3,r700_cluster4,r700_cluster5,r700_cluster6,r700_cluster7,r700_cluster8,r700_cluster9,r700_cluster10,r700_cluster11,r700_cluster12,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11,sst_cluster12,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5,vo850_cluster6,vo850_cluster7,vo850_cluster8,vo850_cluster9,vo850_cluster10,vo850_cluster11,vo850_cluster12,vws850-200_cluster1,vws850-200_cluster2,vws850-200_cluster3,vws850-200_cluster4,vws850-200_cluster5,vws850-200_cluster6,vws850-200_cluster7,vws850-200_cluster8,vws850-200_cluster9,vws850-200_cluster10,vws850-200_cluster11,vws850-200_cluster12,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10,w_cluster11,w_cluster12,EA-WR,ENSO3.4,EP-NP,NAO,PDO,PNA,SOI,TNA,TSA,WP,month
1965-01-01,0.0079621102486271,-0.0001284592878366,3.365319086528106e-06,-0.0001021633690233,-0.0001474943404654,-5.587508884683292e-05,-2.33702113736728e-05,-4.655030352296308e-05,-0.000836253457237,-0.0001123578963955,-4.250512494843781e-05,-1.7340562817890214e-05,,,,,,,,,,,,,1060.5836888363488,1952.826397235577,1730.416478866186,1131.9786241319443,1480.196605009191,1915.4754062868512,1507.1565087161846,1765.2520486582882,1161.7595453371946,1745.3494367928342,2403.679402669271,2263.363579644097,44.8858290679695,144.30067443847656,53.705247782044495,48.43820151636156,79.50873669282889,72.90951166397485,54.35003662109375,15.42844875999119,84.14148107751623,42.94999350964184,68.70669864472889,145.0997326825116,41.75894916921423,28.062561411916477,27.87177126172563,37.1223062708758,37.011630036110105,31.12004524053529,29.74993652767605,29.152268478550862,25.762121228204258,28.14733393052045,29.73659892141083,39.62882937807025,5.475015013460391e-07,0.0014180406045246,6.213486758360544e-06,4.835013710037725e-06,9.729192552669304e-06,-0.0002716967901505,0.0092332069471012,0.0091560345026664,-0.0009005932952277,2.483569444068832e-05,-1.9853195309141565e-05,-0.0007747266499791,19.746887956019304,21.12297515603487,14.516077045746307,25.35398989876019,49.56848708512501,33.14546745269253,18.83376393401862,31.015366427015906,28.821857718332843,11.347389567535611,33.142048955001684,38.63887780707093,-0.0494727139410219,37.78055906295776,-1.136430104573568,-0.0731544052980032,-0.0179891808865926,0.0938754305243492,0.0114178640270156,0.0151095053742285,0.027126376517117,-29.155027866363525,0.4070085473358631,-0.1339196957446433,-0.37,-0.89,0.6,-0.65,-1.24,-0.92,-0.7,-0.36,-0.39,-1.0,1
1965-02-01,0.0089213805040344,-0.0001272428088661,8.134552605944147e-06,-9.739801538197082e-05,-0.0001475463573962,-5.5911704503859466e-05,-2.4467437392462325e-05,-4.568659317149642e-05,-0.0008718819420513,-0.0001156825404041,-4.017477164909776e-05,-1.927504493872769e-05,,,,,,,,,,,,,1060.162610505757,1958.821810208834,1729.622291499733,1130.6625027126736,1480.6411743164062,1910.064697265625,1508.4917210820895,1764.7741168478262,1160.5701314991918,1750.3069647427264,2406.1819893973216,2260.853407118056,41.082472394603165,150.1198272705078,48.27468354823226,50.08371644100901,77.94342041015625,67.47017395802033,58.49367065429688,13.122302552928094,87.91838806945007,54.0542226442149,63.820044199625656,139.8313367688978,41.87599817911784,28.98437829665196,28.60757263613419,37.92663795360621,38.78663972366688,31.590730090473976,30.670422977871365,29.347303724780527,26.702889152195144,29.1745802935432,31.432855865101757,40.45508413603812,2.9041200498776312e-06,0.0014901672936199,5.818520733562326e-06,-1.4902842134948253e-07,6.606548513717829e-06,-0.0002506809869373,0.0101924772025085,0.0145643774885684,-0.0024583976482972,2.2810197768714196e-05,-1.4858078843231354e-05,-0.000801905625849,24.318741654221235,29.55891325546609,12.050063927093923,25.13024214387692,35.31907513392817,25.068988363522426,23.59708274594365,29.606058956097133,25.08511289074122,10.20019328489963,27.449353350042685,41.88685369051508,-0.0464784785320884,77.3419976234436,0.7934780791401863,-0.07879703518856,-0.0176552909975632,0.1113013625144958,0.0162999238517809,0.0186473592774186,0.0293220619897584,-35.89480519294739,-0.0187560406629927,-0.0860274912000776,1.46,-0.56,-0.93,-2.2,-1.16,-1.03,0.7,-0.25,-0.08,-1.04,2
1965-03-01,0.0036521269066724,-0.0001296073238917,-6.331010627841312e-06,-0.000101880932166,-0.0001490494530841,-5.482641147234692e-05,-2.202106499796773e-05,-4.624593241308677e-05,-0.0005541620339499,-0.0001163581808954,-3.9465181883885065e-05,-2.1789198014245423e-05,,,,,,,,,,,,,1062.5087055407073,1957.9075739933892,1731.5469334268164,1130.5538601345486,1484.6932803883271,1913.9041540757664,1511.319470761427,1766.571204144022,1161.7813285739942,1748.6276560816273,2412.0782761346727,2259.140082465278,42.59667803150739,153.3463897705078,50.15713643219512,78.79244270971266,83.34343992633583,72.16431055313501,56.73771057128906,15.424056675123133,90.57729151341822,82.8060956068442,63.50493658156622,157.63376596811656,41.67627251666526,28.904761797116123,27.86575908392248,37.50829834868943,37.307406580725385,31.60072371017101,30.20304838816325,29.22762644659613,25.84997812906901,29.30649701286765,32.72033973976418,41.03301944154681,1.2060120870439846e-06,0.0014826062397332,5.8392278080468265e-06,-4.210618393634442e-07,9.256063097675231e-06,-0.0002462061638652,0.0049232236051466,-0.0006717687483615,-0.0026567126042209,2.084558283448652e-05,-1.407919254151321e-05,-0.0003927441503037,21.238446476058005,24.8257411626263,10.562230547169694,25.211859468208125,29.417331911987315,26.18803593648116,27.942022641591844,30.75212152570815,18.06035511149359,8.349522128555753,27.434012482409983,34.53673763003243,-0.0152979849984771,29.5803964138031,-0.4461793849865595,-0.0901995563363454,-0.0150075456939446,0.0381162390112876,-0.0021591782569885,0.0149406655386545,0.0250195782329585,-33.99842381477356,0.3317949594929814,-0.0935255642141307,-1.84,-0.34,2.23,-1.99,0.04,-0.8,1.2,-0.13,0.11,-1.17,3
1965-04-01,-0.0002378961653448,-0.000138803058208,4.497433392074994e-06,-9.76135956791594e-05,-0.0001592740541821,-5.234335101424501e-05,-2.5083244644462112e-05,-4.418607398079946e-05,-0.0006491576641565,-0.0001228336043561,-3.735479437567007e-05,-2.1800130796052413e-05,,,,,,,,,,,,,1063.004086143092,1954.8356276292063,1732.8362358940974,1130.1088460286458,1488.17138671875,1917.622346698113,1515.048536613806,1766.9674549932067,1162.085627413344,1758.8143184267242,2424.67520577567,2257.470160590278,47.85665024158566,144.77479553222656,62.8018072095968,71.34059970661745,69.73872714572482,56.03165259728065,51.63497009277344,20.32545338506284,87.70393272498985,80.26318617270027,60.6653304327102,170.26441419446792,42.26159358370132,28.186793386200325,26.69162212962836,36.94532643193784,35.14021940009538,31.560205858807237,29.306154780917694,29.36470975580904,24.55679022747537,28.824312546673944,33.518058871045525,42.598574089281485,1.0022523369154946e-06,0.0016453012600929,1.2910252673765014e-05,-3.013383320649154e-06,4.704833371915297e-06,-0.0002496558590792,0.0010332005331292,0.0139389230753295,-0.0041095256165135,1.4951366113434362e-05,-1.0726926120696588e-05,-0.0004707810148829,20.6609644132426,31.528983628343028,9.397608921395094,37.129384769237525,26.79538480788695,42.83088752628608,39.44171139569097,46.52701388988242,12.665054487718288,12.82982580749666,43.81074357589031,34.45899593333363,-0.0288682117273933,158.55038166046145,-3.833676626284917,-0.0922388430819454,-0.0427293137480051,0.0646237805485725,0.0294894443680371,0.0209906077476047,0.0286267988534795,-21.15448117256165,-0.9571855887770652,-0.070050223688553,0.67,-0.44,1.02,0.64,0.62,-1.07,-0.9,-0.18,0.1,0.49,4
1965-05-01,-0.002671515539987,-0.0001383410410137,-1.3679207273300758e-06,-9.95034307656486e-05,-0.000156137894472,-5.236687794312384e-05,-2.670893352726435e-05,-4.351389547314574e-05,2.6330972483871545e-05,-0.0001190907592683,-3.5113771446049213e-05,-2.276392151215659e-05,,,,,,,,,,,,,1062.71484375,1951.6397329477163,1734.025325938168,1129.757012261285,1489.590633616728,1916.882439379422,1517.2962701142724,1768.0830715013587,1162.0866797436242,1753.3030542834051,2424.136497860863,2258.330485026041,48.84218615154887,151.27731323242188,52.66261666508044,55.0553079378807,67.7544676227334,47.80252896822416,44.75727996826172,20.141406681226645,87.39578445236404,78.47043426943497,50.16492661975679,158.55578860721073,42.02184400696686,26.51362007046923,24.54901144538127,35.238940473915875,31.97726981584416,30.484450140664745,27.37222777472602,28.75948640489087,22.37839629684669,27.50849106732537,33.1067497347608,42.95718742139412,4.089714666212998e-06,0.0022458426731949,8.977278234407347e-06,-5.068414208965675e-06,6.608823610181949e-07,-0.0001882723154267,-0.0014004188415128,0.0135261419927701,-0.0059634556237142,1.5848527417412174e-05,-7.6138918426626e-06,0.0003160894993925,25.576832551632243,45.4580892089942,7.775091032020363,37.416375613970565,20.127512087776925,50.07118295012263,49.76935954489347,45.3616563818611,12.888214391052214,18.229561130398853,44.491123066297305,38.58309340329953,-0.029963670592559,238.5715484619141,-8.252605299154919,-0.0693635813083993,-0.0008949512191928,0.0450848378241062,0.030870384693242,0.0081422925729372,0.0284113474441943,-56.97043538093567,-1.33408447727561,-0.0098658060426362,2.95,0.06,0.07,-0.52,-0.66,-0.42,0.3,-0.21,0.15,1.18,5
1965-06-01,-0.0073009570769499,-0.0001336386629787,-3.011807802172411e-07,-0.0001014119524093,-0.0001566771539204,-5.073770707995109e-05,-2.661166016626707e-05,-4.14881024551776e-05,0.0002096274329232,-0.000115733996223,-3.320118404379892e-05,-2.4985956360569204e-05,,,,,,,,,,,,,1064.565847296464,1944.141564002404,1735.5359199719553,1129.6287706163191,1493.968110926011,1912.914808741156,1518.8090310167909,1767.6576829993207,1163.848631409393,1761.804093985722,2437.606230236235,2245.901557074653,47.14044822278873,148.77316284179688,49.30741908186573,39.46233523094048,59.94509473259066,43.07080293313051,45.58560180664063,16.567857369132664,85.48847545276989,72.5371992084342,39.77715174357097,157.40658528095966,41.63661210433297,24.9808794186439,22.83167234608825,33.63908408344656,28.57212022293446,29.36862901199696,25.643732812669544,27.8674548434228,20.585986151211504,26.171055962057675,32.065478666329085,42.11967930649266,2.8034635983823e-06,0.0018975623485554,1.2181316604365111e-05,-6.908172573665589e-06,1.0181960695027432e-06,-0.0001227355096489,-0.0060298603784758,0.0148524282849393,-0.0044864144001621,1.915242851932167e-05,3.968863159736263e-06,0.0004813444684259,24.931334730846988,39.92838805359216,11.00147173390925,37.6212331588068,11.52549640996971,50.03821684553779,56.1756346124979,43.77843836771511,13.237153466169682,20.429169269818715,47.03804217977997,29.153401562293546,0.0052717808437974,171.50462865829468,-5.713303883870443,-0.0661995935152812,-0.0122212995894444,0.060235533863306,0.0295318341974554,0.0090363878740493,0.0353016626291178,-17.650634050369263,-1.8817106261849403,0.0025505862861603,1.33,0.36,-1.56,0.6,-0.8,1.89,-0.9,-0.28,-0.17,1.19,6
1965-07-01,-0.0092105219664517,-0.0001416871988922,5.7120629626458135e-06,-9.412860495301533e-05,-0.000159809805139,-4.856753278815361e-05,-2.5499220429721508e-05,-3.95719790174824e-05,-0.000143323101535,-0.0001157110646244,-3.283755606869338e-05,-2.1985647231099184e-05,,,,,,,,,,,,,1063.7921785053454,1931.31350003756,1734.53123956664,1131.117892795139,1494.23630658318,1904.6648133475824,1516.144436508862,1765.775252632473,1163.3595082951688,1754.7574799636316,2435.711669921875,2246.6221788194443,48.66828918457031,140.0888671875,38.34673994678562,25.150939165535625,47.19371560179157,22.07884666247245,47.031317138671874,12.048962841863217,84.09034431754769,66.86204722229864,41.350787026541575,151.29001720531568,41.21448406274768,23.716644004539205,21.3378691337478,32.40928926329682,26.336647743402526,28.44213884930278,24.27357037862142,27.22098360356597,19.15305040884709,24.961496240952435,30.648747196903933,41.49206045902137,3.989891736779126e-06,0.0023676143124854,1.5632049599618658e-05,-9.84006760518241e-06,-3.907041710315456e-06,-0.0002426457467663,-0.0079394252679776,0.0103351558209396,-0.001454260200262,1.7452307231126592e-05,6.887233635924613e-07,0.0001515577969257,28.42624108524181,40.320921674812176,12.350197268650952,44.38118391194076,13.539978248917302,49.43827896015415,55.42518478652151,49.80424376570327,11.09773003210956,15.058125202128574,53.18822961303716,27.167755206024747,-0.0079338546646268,185.3256702423096,-17.470107475916546,-0.0610808696014335,-0.0626618233628762,0.0793770924210548,0.0370874928695888,0.0015574598412423,0.0426401598127307,-8.998703956604004,-2.770037949085236,0.0154181962480416,0.37,0.61,0.75,0.35,-0.47,-1.26,-3.0,-0.2,-0.39,2.64,7
1965-08-01,-0.0085393032350111,-0.0001419516707801,2.811077089884434e-06,-9.640454031203105e-05,-0.0001611716732564,-5.046117271726521e-05,-2.6065587936751945e-05,-4.030286444058801e-05,-4.476737937390378e-05,-0.0001210959206958,-3.3942470199090765e-05,-2.678443788763697e-05,,,,,,,,,,,,,1063.9831864206417,1953.4105741060696,1736.3454965444712,1132.4778917100691,1493.172409955193,1916.556189195165,1518.3653874183767,1769.3693210767665,1163.982943830819,1755.987654061153,2427.13855561756,2254.163275824653,48.89583587646485,138.3367462158203,44.61094484490864,34.96778455831237,49.92781745062933,37.00181765434069,50.52864532470703,14.023337156876272,83.13838413783482,58.506807139222055,40.08014315650577,159.9507306073163,41.22769728950833,22.7873107533396,20.53940195432851,31.47853077321813,25.300926385923876,28.09227566386378,23.408545388115776,27.07944653697849,18.36314132248146,24.002665351418887,29.58139961148485,41.46614941683682,2.775042876656692e-06,0.0022166772396303,1.2146050434430914e-05,-7.529996131389842e-06,1.832255637725704e-07,-0.0002677079282875,-0.007268206536537,0.0125803315313532,-0.0036536708648782,1.3090219194314809e-05,-1.4168396557000629e-06,0.0003202890002285,24.398659407342706,47.17195179831229,9.011011355690057,37.500224001896655,12.98924741586667,50.93432336943888,57.82197625916266,45.791689752331095,12.409817602832646,17.57732282414783,47.82951002507127,29.753425468575276,-0.0191930308938026,167.633056640625,-25.316814581553142,-0.0553255384585943,-0.0212768856913615,0.0769662335515022,0.0499901458107192,0.009756010571214,0.0300258964400839,-13.054132461547852,-2.9194122180342674,0.03424980384004,1.29,1.12,2.32,0.45,0.2,0.32,-1.1,-0.2,-0.21,1.62,8
1965-09-01,-0.0084630279161501,-0.0001300889066862,6.3933883823271005e-06,-9.701158294616188e-05,-0.0001517689100691,-5.313146915056507e-05,-2.7342052140119587e-05,-4.472080268277886e-05,-0.0002361600763833,-0.0001121575424202,-3.404514115702893e-05,-2.543242239348196e-05,,,,,,,,,,,,,1063.931949013158,1953.6690345177285,1736.964351295406,1136.6856553819443,1492.7600636201746,1920.6718012971696,1520.967580311334,1773.0556322180707,1163.9253112091417,1756.487721410291,2423.793683733259,2269.384087456597,42.27100490599639,141.85446166992188,40.36152726512845,35.88283344850702,62.63859595781491,50.09205647003956,44.69302215576172,12.219464260598889,86.9826874175629,58.04548129229479,42.12754113333566,146.74137218578443,41.48231036421182,22.48244579927421,20.784269252293548,31.520749520564426,26.33114082868709,28.194813395655437,23.146075672573517,27.139518187218105,18.843985294950183,23.615693485035617,29.161062358338157,41.18691935683741,2.8376362693794004e-06,0.0026999916978335,1.1525735727562114e-05,-2.6922053158224505e-06,4.714181640401665e-06,-0.0003354682485223,-0.007191931217676,0.0125758451758883,-0.004703572631115,2.360896473874163e-05,-9.674466499828585e-06,2.7537512323760893e-05,21.444023887324917,45.80712126745535,10.834606176789851,33.11404662689338,11.591668477869131,54.55493103348663,50.45209788646707,41.3204833308905,10.414779126787012,19.49906460476924,43.84894140299261,32.34292634137261,-0.0185626333481387,108.20423364639282,-11.705532670021055,-0.064997684704252,-0.0366230805714925,0.094983197748661,0.0492600611700066,0.0115443963311433,0.0326842333920098,-16.0694420337677,-0.8541005663573742,-0.0317416371995801,0.66,1.29,2.26,0.51,0.59,0.36,-2.2,-0.12,-0.03,-1.29,9
1965-10-01,-0.0084226478065829,-0.0001339843382221,3.275346769812204e-06,-9.918377896689851e-05,-0.000152183442339,-5.210234091494355e-05,-2.830972160618911e-05,-4.403824819514449e-05,-0.0003222691702831,-0.0001152094181773,-3.643145936331456e-05,-2.721005191094124e-05,,,,,,,,,,,,,1063.657644171464,1962.3436560997595,1736.5172296507749,1135.8824327256943,1491.841843548943,1917.3794728405069,1520.0003097306435,1772.3349927819297,1163.6274315845008,1757.5076399178342,2420.839582170759,2271.96275499132,43.71218866156053,134.3553466796875,30.608519861253644,33.06777113575046,59.290144178602425,57.03722146841196,47.65316619873047,8.753126600514287,81.08129625196581,59.55899735571633,39.69101224626814,168.45829937909102,41.97714294212452,23.08722131046248,21.283637302022587,32.48614435610564,26.880033626112827,28.71562381123388,23.69474305046929,27.67111394823212,19.20165739197662,24.255743587718293,29.530836034704137,41.97509361035896,3.2284312969234293e-06,0.0020972237204356,7.910504887389067e-06,-5.457636120809183e-06,3.090159082624501e-06,-0.0002921615850937,-0.0071515511081088,0.0139317446155473,-0.0047753615945111,1.5745454058040715e-05,-4.7193421695820605e-06,-7.325943442992866e-05,23.874745610100828,48.0124377115458,9.751978267104116,30.920732106105955,22.578329909459352,45.19567351848279,41.1029619731105,39.66203371600261,12.360935366973244,19.601198299530587,40.08483059850084,54.066386163873176,-0.0086273350997975,155.8345079421997,-11.979118982950848,-0.0528757651168179,-0.0453432974142906,0.119264930486679,-0.0067635977255373,0.0118504416636764,0.0308907534172003,-17.135828733444214,-1.383111346513033,-0.0040782584078811,3.08,1.45,0.85,0.92,-0.36,1.42,-1.5,-0.1,-0.17,1.57,10
