,zgv250_cluster1,zgv250_cluster2,zgv250_cluster3,zgv250_cluster4,zgv250_cluster5,zgv250_cluster6,zgv250_cluster7,zgv250_cluster8,zgv250_cluster9,zgv250_cluster10,zgv250_cluster11,zgv250_cluster12
1965-01-01,1.3863834,-0.2596159,-0.68495005,-0.72954386,-0.8453701,0.11141107,0.5198202,-0.14408378,-0.4044354,-0.13804965,-0.45579943,-0.096840814
1965-02-01,0.5458701,-0.41738677,0.19191551,-0.17101674,-0.7801719,0.14732166,0.38044602,0.5935546,-0.82609034,-0.06814174,0.24224916,0.033114243
1965-03-01,0.5248242,-0.2053084,0.7135018,-0.047095824,-0.025755525,0.747352,0.29979438,-0.115531966,-0.16557126,-0.73749125,-0.4000202,-0.13495903
1965-04-01,0.7708999,-0.25917417,0.07579474,1.381821,-0.016925048,-0.502748,0.5972341,0.20368958,-0.4599201,-0.35601506,0.8284451,-0.05092237
1965-05-01,0.91115713,-0.65786994,0.08491969,-0.123184964,-0.0170722,0.1560049,0.35218853,0.5959095,-0.39531067,-0.2853713,-0.26756316,-0.07123244
1965-06-01,0.0017661095,-0.32967073,-0.16100888,0.67494214,-0.15497474,-0.08359512,0.27904287,0.24695893,0.17028084,0.027227307,0.5586742,0.18514553
1965-07-01,-0.06931915,-0.7536806,-0.4500595,0.362785,0.083595134,0.2132558,0.528945,-0.44255352,0.46404117,-0.08021011,0.3296709,0.14864612
1965-08-01,-0.18411537,-0.46610156,-0.37058526,0.31289297,0.10935064,0.29008093,0.26653296,0.068877794,0.5788372,-0.512756,-0.24681163,-0.0644624
1965-09-01,0.80342543,-0.68024045,0.28036746,0.4624222,-0.24004157,-0.43063253,0.41944718,-0.113177106,0.28139752,-0.2687406,0.16895619,-0.2554949
1965-10-01,-0.77031124,-0.15688801,-0.73440063,0.14584994,-0.9238142,0.18249626,0.19809684,0.4859701,0.48626453,-0.17263584,-0.14305344,-0.18264356
1965-11-01,-0.39987296,-0.87671834,-0.39810696,0.62887645,0.10419955,0.5363038,-0.04003153,-0.66199076,0.17440176,-0.44122905,-0.8792203,0.059900023
1965-12-01,-0.1381969,-0.29964724,-0.6271104,-0.685833,-0.33438045,-0.14982362,0.28110325,0.4973026,0.40340525,-0.03841255,-0.41311875,-0.1515897
1966-01-01,0.46032995,-0.074069455,0.08680012,-0.061772726,-0.2209063,-0.02661867,0.09504614,-0.025895406,-0.089404106,-1.0316194,-0.14220753,-0.250563
1966-02-01,-0.6802236,0.052369405,-0.45280725,0.027342033,-0.02343607,-0.56680477,0.59501487,0.113997556,-0.007812023,-0.16217156,0.91993654,0.07537146
1966-03-01,0.34908116,-0.6184509,0.005063343,0.49027604,-0.12267752,-0.08607678,0.38003987,0.24651237,-0.7007663,0.0044846535,-0.64376754,0.0021700144
1966-04-01,0.3548678,-0.6349429,0.21005626,0.82199705,-0.4513606,0.4426806,0.18112293,-0.45685786,-0.4149046,-0.13135748,-0.1270175,-0.00057866576
1966-05-01,-0.14061613,-0.08723412,0.0044846535,-0.71248424,-0.0151900295,0.35920772,0.17750624,0.17924222,0.44427198,-0.57432735,-0.66633546,0.08463013
1966-06-01,-0.3434392,-0.20976691,-1.0067368,0.3973999,-0.33852047,0.40145057,0.12499213,-0.016926099,-0.3178331,0.12007351,-0.40448856,-0.07754147
1966-07-01,-0.120507434,0.006509972,-0.36383715,0.27009302,-0.17895293,0.33692914,0.0494761,-0.28050908,0.04065132,-0.08593216,-0.049910165,0.13598685
1966-08-01,0.08824678,-0.2352283,-0.104449466,0.37425318,-0.5184861,-0.4082499,0.06293011,0.43385595,-0.39016658,-0.37483191,0.029367352,-0.04831872
1966-09-01,0.4017399,0.06929541,-0.18748827,0.47537526,0.17417888,-0.2658977,0.088825464,0.22148494,-0.7636964,-0.30915302,-0.039349366,0.013454008
1966-10-01,-0.017215347,-0.028933382,0.15421495,-0.0807241,0.23276906,0.31320363,0.4007272,0.7856857,-0.16622229,-0.25967702,-0.07623949,-0.24665701
1966-11-01,0.13497409,-0.17866364,-0.8912926,-0.6138215,-0.52022207,-1.0721262,0.31884578,1.0990341,-0.10878964,-0.12759618,0.53251874,-0.0405067
1966-12-01,0.9129925,-0.72593826,-0.49635202,-0.18690959,-0.83747655,0.6578002,0.6478182,-0.24434242,0.3498045,-0.24332972,-0.71928364,-0.1131295
