,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,abs_vo850_cluster7,abs_vo850_cluster8,abs_vo850_cluster9,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,r700_cluster1,r700_cluster2,r700_cluster3,r700_cluster4,r700_cluster5,r700_cluster6,r700_cluster7,r700_cluster8,r700_cluster9,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5,vo850_cluster6,vo850_cluster7,vo850_cluster8,vo850_cluster9,vws850-200_cluster1,vws850-200_cluster2,vws850-200_cluster3,vws850-200_cluster4,vws850-200_cluster5,vws850-200_cluster6,vws850-200_cluster7,vws850-200_cluster8,vws850-200_cluster9,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,AMM,ENSO3.4,NAO,PDO,PNA,SOI,TNA,TSA,WP,month
1970-11-01,-5.9314325e-06,-5.6351837e-05,-7.6430966e-05,-3.08631e-05,-1.5107413e-05,-6.7054556e-05,-4.5252673e-05,-6.3456423e-07,-8.640653e-05,8.52856475988555,78.93458774346401,52.74355201729912,7.18587896287035,34.947035459764365,68.95012715499865,17.893153623185817,48.15609332258737,24.866346394277837,1009.6434,1019.64496,1023.9878,1011.07245,1012.9234,1015.9994,1020.6256,1019.8806,1015.8275,35.088444,21.877937,62.549805,31.127876,30.138039,9.499215,55.33103,53.710796,38.591995,28.756636,19.208576,14.920257,22.858658,21.560846,27.329628,17.10705,25.133251,12.88019,1.7245117e-06,3.622037e-05,8.513869e-06,-3.2536714e-06,5.140817e-06,-3.000989e-05,2.9645678e-05,9.993112e-05,-3.0105868e-05,8.391002097877355,29.660097811406644,14.53608960964951,17.392418273895675,29.91324482529933,36.22741609727383,24.805614974361788,27.59244694545001,18.55801832046104,-0.01606993,0.13140833,0.68177456,-0.10655822,-0.037109613,0.030346802,0.017915059,-0.5941805,-0.017274052,0.51,-1.13,-0.76,-0.8,-1.15,2.6,-0.02,-0.2,0.5,11
1970-12-01,6.8655056e-05,-5.5480326e-05,-7.533831e-05,-3.396384e-05,-1.4729513e-05,-6.365876e-05,-4.7167672e-05,1.7024666e-06,-8.823565e-05,8.406703300457357,78.20767802208337,56.73618204091796,7.393628451414047,37.03984877316212,70.67975739559442,16.51833012922332,46.87074650641338,24.46397516494353,1007.2738,1016.1032,1020.12946,1007.23773,1011.00854,1013.85297,1016.3751,1017.1887,1011.81213,38.33878,21.321676,71.742325,41.293526,24.389584,10.023872,62.840332,54.032482,40.200554,28.710674,20.757772,16.543085,23.566603,22.6892,27.537807,18.777092,25.475151,14.448421,1.7931337e-06,3.48911e-05,9.431117e-06,-6.417925e-06,6.4500923e-06,-3.033639e-05,0.000158451,0.0001638314,-3.1329415e-05,9.918217632117468,23.927915373225524,13.384832784227022,19.45287852093128,29.80261992103408,25.103636322011745,17.121992673479966,34.863137220985735,13.63711726433021,-0.020081202,0.35221043,1.3941611,-0.033962972,-0.08376453,0.029657759,0.018171027,-0.16268015,-0.04227938,0.97,-1.33,-1.2,-0.97,-1.09,3.2,0.03,-0.34,0.57,12
1971-01-01,2.1583977e-05,-5.771739e-05,-7.661486e-05,-3.1722124e-05,-1.5222289e-05,-6.6174944e-05,-4.7072972e-05,-7.437368e-07,-8.841002e-05,9.723425313957904,79.90080279081332,62.21687400476309,20.24625275067024,45.873338280914105,73.3958774793708,25.034393563942288,49.94843688568051,34.963151034670595,1008.27386,1016.5539,1021.3653,1007.56616,1011.35144,1013.212,1017.63684,1017.18964,1010.84705,41.828915,30.126215,71.90404,47.998516,37.794838,12.428507,62.34363,56.427486,44.191574,28.759657,22.314083,18.290527,24.46819,23.924593,27.818565,20.491596,25.888184,16.017544,1.845959e-07,4.2985033e-05,8.231012e-06,-4.4272115e-06,5.000554e-06,-3.035161e-05,7.718927e-05,0.00014422962,-1.9668885e-05,9.13540686131611,23.867580276849303,11.52004667761645,18.771953167673544,32.16656478541668,21.960312723822355,14.145758593271328,34.45547324558094,10.83782520475479,-0.011661905,0.27160934,0.6795396,-0.004244377,-0.061469063,0.027593302,0.009877962,-0.3048454,-0.040235404,0.73,-1.73,-1.82,-1.9,-2.43,0.6,0.1,-0.01,-2.51,1
1971-02-01,1.5833553e-05,-6.0545743e-05,-7.506993e-05,-3.1736294e-05,-1.3721131e-05,-6.815744e-05,-4.6848865e-05,-7.6347663e-07,-8.35186e-05,12.23475543645197,79.05456942333,64.78484957004792,38.63779740479897,52.03382413864973,73.15651882917244,30.995497392242104,49.25032324228008,38.32376814362681,1007.9366,1018.0349,1020.8576,1006.3762,1011.2544,1013.44086,1020.2005,1017.1164,1011.7727,39.615578,30.209291,69.75193,37.68284,37.56621,14.806563,66.36023,60.490395,48.479908,28.545498,23.38053,19.127607,25.271982,24.938116,27.737114,21.412624,26.187004,16.773872,-7.2559186e-07,3.1507207e-05,6.031442e-06,-2.2726788e-06,6.201552e-06,-2.258374e-05,6.607807e-05,6.0754646e-05,5.9615013e-06,10.113416156040548,19.49047090821299,10.812970783701978,12.34181810070022,21.967032791073176,19.70789666833249,12.462962114007372,25.48590448541416,10.97108734498973,-0.014943377,0.25813487,0.50619614,0.010536492,-0.057173748,0.02829425,0.012791405,-0.4135301,-0.054830916,-0.17,-1.57,-0.17,-1.74,-0.16,3.3,-0.03,0.02,-1.65,2
1971-03-01,5.3255444e-05,-5.7166955e-05,-7.755209e-05,-3.1990865e-05,-1.535965e-05,-6.5663946e-05,-4.6721376e-05,-1.4035116e-06,-8.847736e-05,13.305532438267903,77.36424939632961,66.57765122908228,52.50743318428523,52.53993455350694,75.2338825312819,32.146408832081306,51.59779120793462,49.758620392674814,1008.9799,1014.8349,1020.6832,1009.11456,1011.498,1013.839,1017.2805,1016.9948,1016.8188,39.33879,30.914066,71.85604,40.306828,52.769363,11.698553,65.50848,59.087982,48.052742,28.552017,23.149582,18.702438,25.857883,24.99375,27.89546,21.010698,26.557543,16.601967,9.661048e-07,2.2969944e-05,9.5538235e-06,-4.981421e-06,4.2319552e-06,-2.325973e-05,0.000114503004,7.918763e-05,-2.1294109e-05,12.324440279243486,24.58662373764883,10.309128558615312,20.14642044025577,20.66557424142353,22.30083880644996,11.761218451203924,34.16444323402369,11.06117867572594,-0.023230806,0.18655172,0.48008937,-0.029666413,-0.08149043,0.031971358,0.01050431,-0.36028725,-0.03753701,-1.0,-1.36,-1.28,-1.68,-0.28,3.8,-0.18,-0.06,-0.15,3
1971-04-01,1.42475965e-05,-5.514995e-05,-7.8979356e-05,-3.115227e-05,-1.7263565e-05,-6.698376e-05,-4.478767e-05,-3.149973e-06,-8.96791e-05,13.9402392841453,78.77555904165803,65.25236852789438,57.37439591361395,51.83628809006898,75.50852952893011,33.14591575602692,61.35973615972083,58.65603794567713,1009.0998,1016.8009,1020.48694,1012.1346,1011.3368,1014.34283,1017.83264,1017.92065,1016.57056,41.130474,29.527056,69.74891,47.743416,51.389122,12.916195,60.786263,52.340366,42.117886,28.79459,22.083761,17.46831,25.930841,24.219206,28.052195,19.896196,26.716925,15.3401985,2.5287309e-06,5.2099804e-05,9.609485e-06,-5.3753297e-06,2.3216257e-06,-2.3957165e-05,6.777792e-05,6.805155e-05,-3.8914477e-05,9.429190869405796,28.484019752911397,12.572648344247453,20.751084265416143,30.5661628334467,34.94448965954095,19.793453649533824,24.9450719442856,14.977678143918546,-0.01814625,0.2222965,0.6669073,-0.087258026,-0.06762484,0.03235057,0.014501354,-0.41081655,-0.017085075,-2.61,-1.18,-0.41,-1.59,0.23,2.8,-0.34,0.09,-0.08,4
1971-05-01,-1.3583749e-05,-5.38731e-05,-8.37068e-05,-2.8505543e-05,-1.4518343e-05,-6.917426e-05,-4.2036772e-05,-2.574479e-06,-9.094989e-05,13.236928706695837,79.15481909820399,56.27002456612756,35.0066059959389,44.63543469041227,71.26118032594262,31.015130300635747,65.4360104086691,54.2569546165254,1009.98914,1014.19055,1015.8424,1013.1718,1012.4739,1014.6937,1013.082,1016.99225,1013.91315,41.1343,23.233517,68.72453,47.408794,41.65283,11.203374,54.65195,41.91081,32.442005,28.889286,20.514452,15.950102,24.785404,22.825674,27.698196,18.281134,26.170824,13.73323,4.1875937e-06,4.6217006e-05,9.225268e-06,-1.9847696e-06,8.1512707e-07,-1.2272525e-05,2.0795782e-05,0.0001304567,-6.1916326e-05,10.284341384960404,23.30044340818936,19.142279825315217,22.84915287197947,24.84903433755749,42.21018172069667,36.015348017767174,17.235986222486915,23.35311915341166,-0.012959741,0.70882785,1.5561289,-0.13386308,-0.05880202,0.032653954,0.015355479,-0.38162184,-0.012911625,-3.56,-0.98,0.51,-1.55,1.09,1.4,-0.46,0.25,0.76,5
1971-06-01,-4.5535493e-05,-5.354053e-05,-7.669666e-05,-2.9736262e-05,-1.6312257e-05,-6.531335e-05,-4.250579e-05,-3.3784622e-06,-9.0224414e-05,13.047503850701275,77.43179356973837,48.046927097072405,23.210689537679936,35.37819672021779,64.62251811620537,25.279974346540524,61.63324169305121,45.93299075885094,1010.7074,1016.3276,1023.47906,1016.0131,1013.4408,1017.2459,1017.2133,1020.06494,1019.25555,36.77097,23.912172,68.996765,47.24901,41.109505,11.300172,55.983917,40.46081,29.665382,28.771063,19.413681,14.727903,23.919418,21.883356,27.220383,17.002504,25.554094,12.297071,3.976768e-06,6.7020876e-05,1.09739685e-05,-3.1410805e-06,2.6659004e-06,-2.7469929e-05,-6.962783e-05,0.00013262918,-6.2256295e-05,10.177628686602478,33.00551982519718,16.975989051769993,26.26164936004581,24.67161077880213,40.82209913271088,29.319355248340628,17.21854746150197,22.6987389468084,-0.01484146,0.42380536,1.6941954,-0.31307086,-0.050389912,0.04221333,0.015275192,-0.41034865,0.0011873294,-3.8,-1.13,-1.28,-1.55,0.51,0.7,-0.62,0.17,1.64,6
1971-07-01,-4.272216e-05,-5.060049e-05,-8.352522e-05,-2.865909e-05,-1.5184771e-05,-6.856499e-05,-4.0380866e-05,-4.663958e-06,-9.607162e-05,12.60032280195516,77.7027161520275,41.182819478875466,12.623163601433866,31.65113789637681,55.80949599111682,26.07772510332832,63.1394479050398,38.80525146309893,1010.39984,1014.7848,1016.1117,1015.8929,1012.9196,1015.47986,1009.9626,1017.3621,1018.27106,43.28663,19.880482,67.47427,47.712902,39.997845,9.30013,49.113888,37.049206,29.477621,28.691828,18.46228,13.717745,22.977957,20.91237,26.799973,15.979937,24.931042,11.4195795,5.2862083e-06,4.181603e-05,1.3374365e-05,-2.4205697e-06,-1.6321713e-06,-1.7766331e-05,-6.2820145e-05,0.00016105396,-6.618667e-05,8.886430955290063,29.05624675093818,16.298850297266156,26.30885571406676,18.666603318788606,46.45442689271246,38.53975640386696,14.310857268337958,26.607711320764828,-0.022249585,0.48874485,2.1302443,-0.17700356,-0.054862447,0.038342517,0.016521668,-0.38906085,0.014944507,-1.96,-1.17,0.27,-2.2,-1.74,0.4,-0.45,-0.23,0.77,7
1971-08-01,-3.3651046e-05,-5.1442075e-05,-7.942632e-05,-2.9926616e-05,-1.6407326e-05,-6.617869e-05,-4.1724958e-05,-4.5431634e-06,-9.169133e-05,11.939655143273937,73.44198247401677,39.18484866745107,8.989948571504735,29.321423071601128,55.47151500245186,21.90629663855105,58.92892395701013,31.64860464690937,1010.7524,1018.2561,1023.77637,1015.634,1013.99207,1018.29956,1019.7235,1021.135,1015.716,39.16568,17.046913,65.04039,42.809765,33.883434,7.497108,47.547447,36.29296,30.744923,28.340193,17.765919,13.093426,22.1601,20.169172,26.58776,15.341267,24.45292,11.023671,5.426063e-06,3.7077738e-05,1.1434441e-05,-2.3461637e-06,4.886507e-07,-2.5254802e-05,-5.4652584e-05,0.00014714837,-9.3442286e-05,9.09751894589071,31.890492716575928,17.055696140339172,23.900164563358192,18.78464287395325,43.62599821994125,34.67985911369725,12.273351115326667,28.31231465269374,-0.0037515268,0.080065966,1.3576611,-0.19608775,-0.045985833,0.03280526,0.015942764,-0.25740403,0.011601527,-2.47,-1.1,1.87,-0.15,-0.81,2.5,-0.46,-0.2,-0.87,8
1971-09-01,-2.4200279e-05,-5.17687e-05,-7.789707e-05,-3.0270157e-05,-1.728144e-05,-6.605529e-05,-4.1965952e-05,-4.806831e-06,-8.895898e-05,9.936351271482735,71.66583815551658,43.606710995962985,7.020613200066932,30.079151661186383,58.166913692791766,17.702954355310865,52.45343121866546,25.963703791495774,1010.6207,1016.4105,1022.3571,1014.823,1013.8091,1017.95575,1022.4338,1020.7883,1014.91705,37.731594,22.725855,65.091385,42.312542,36.79739,9.62535,53.137344,35.416306,29.145893,28.063787,17.853216,12.944441,22.194843,20.473127,26.525476,15.340521,24.51185,11.0885315,5.229513e-06,4.0387597e-05,9.860073e-06,-3.0446722e-06,1.9453569e-06,-2.7368995e-05,-2.805204e-05,0.00013782823,-9.039913e-05,8.832373685396673,36.67360354760951,17.234103747925694,22.658262132106977,23.11177624647007,37.417997757298224,26.455976974969506,16.644234155018033,25.496894088295026,-0.007452098,-0.024454772,1.0158868,-0.23185074,-0.039387777,0.03387223,0.019452123,-0.49334764,0.0054178606,-1.56,-1.0,0.53,0.21,0.15,2.3,-0.29,-0.16,-0.48,9
1971-10-01,-1.002627e-05,-5.137985e-05,-7.7482655e-05,-3.130407e-05,-1.6712303e-05,-6.42627e-05,-4.158004e-05,-3.4516972e-06,-9.2338145e-05,6.958736542644422,75.62359289567011,46.512105439777045,8.362192593020575,29.378043794925937,62.81792900589949,14.3239672872576,51.71374852978949,24.54918592019039,1010.4755,1012.26355,1020.1929,1012.8438,1013.6281,1017.0073,1014.9404,1019.3512,1011.5431,38.94279,17.187208,67.44742,40.957993,32.971664,9.169946,53.9392,38.9643,27.90687,28.486387,18.393837,13.575072,22.572342,20.94545,26.861164,16.008036,24.776476,11.609188,5.253022e-06,5.9117356e-05,1.0883669e-05,-3.1140955e-06,1.973903e-06,-2.9189481e-05,1.0298187e-05,5.655063e-05,-6.495117e-05,11.251182750614689,29.369379157528947,18.65246486994365,22.000363248205154,26.03620616949885,28.874275611566453,21.541886566621884,21.495116784489323,20.191756414436146,0.0015457124,0.19314861,0.89171576,-0.09529529,-0.055359438,0.028955447,0.014755465,-0.52768886,0.0025323115,-0.26,-1.24,1.14,-0.22,-1.35,2.8,-0.18,-0.38,0.86,10
