,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9
1970-01-01,12.40765269733884,79.51549997036994,63.477957999496226,35.382096675932665,50.44419977862433,73.09503669048027,29.170103780427787,60.38770022859271,45.6125093676394
1970-02-01,11.156909088070543,79.41113652107614,67.07725162801785,47.09663239396613,54.116782705757544,72.77900887186517,28.463918066103574,55.19801136408354,43.9763466344718
1970-03-01,11.800776339318617,81.20329533113664,62.0923429197681,55.25853424904833,44.35029594631912,72.14934178910367,41.55912346412033,62.9618740742283,55.47363423720657
1970-04-01,11.44706328095753,81.67893547398326,60.262966544879376,57.912243033096416,46.97018203609093,76.25316221355035,33.82211110839401,67.46977022477407,62.55738804979101
1970-05-01,13.538755774383796,79.71375324376937,57.72174784015456,32.16943958853818,47.51154520081286,73.90204309601462,32.290116603822455,72.54296258279528,57.971593538599315
1970-06-01,13.995064190633565,76.37955958278759,43.85330251031816,7.123078688376572,34.98127897354003,63.27918279889295,27.932588473597374,68.65874761581264,42.36461455841998
1970-07-01,12.999839114403015,72.29002098461815,38.6638619136031,6.348772035964567,28.311138459680787,54.40004722061648,31.839351624368646,56.84880493093902,27.660720866425777
1970-08-01,11.151534102788125,70.08236106418242,37.34516243828762,4.85832602544195,30.62358934923668,50.92108751736938,30.006864841557103,53.791477994814855,21.866699297142432
1970-09-01,11.470688189916405,71.43292307515405,39.180937904358565,4.727308953102609,27.32686491375486,50.23163386545143,19.201160036006925,49.84252618686728,17.015268347260655
1970-10-01,11.987123003704665,74.33480485875548,40.49673474968992,5.962661541776846,30.99284705661387,53.09313505406533,17.75827037421271,46.80049752042167,19.29111679587188
1970-11-01,11.090562220804719,79.75766780551601,50.597177056833324,5.927875338257294,35.359448590255354,64.2412375234156,21.338454027955354,43.787891304163175,25.673713446529298
1970-12-01,9.955695935757191,77.4548999053528,55.658788859453935,5.615049779580748,37.16069292568353,66.9262239151943,14.791205910560212,48.08494277771757,23.94212613601418
1971-01-01,11.034227271864275,79.66563195941184,62.632115897987504,18.14972676285674,47.30058964279403,68.94269364673997,28.238098151463944,47.835478180360944,32.43897232954105
1971-02-01,12.99000013935117,81.19218498056527,64.55953785793672,37.01966467281068,52.46726023270867,67.70089309557402,33.147720630786964,47.254009112017854,37.32489628470352
1971-03-01,13.952299075905422,75.75322340463643,66.30078977128554,60.0103423736099,52.60319631922753,68.54984459271628,22.82067997165262,50.72536708959251,47.62466699488255
1971-04-01,11.252482814610952,74.58063597892439,66.4359772675096,68.10740429541117,51.17419451590908,70.96085575735582,28.860480701850406,59.875582006897474,59.972741622930805
1971-05-01,9.955344564125298,74.64342428747997,48.407225864893206,43.24787861605017,36.522322622340766,68.06116001536877,38.47375154692401,67.30138613327907,61.28815227966526
1971-06-01,12.796784816426644,72.99783668513456,42.12042687293297,25.62742582152387,32.18319209481165,60.91567443645245,23.763466770310902,65.86361183950865,48.82976393367758
1971-07-01,8.807372577220447,74.952136753481,34.60749263467391,8.660048340841097,21.50024279018629,54.02116429743682,33.44111261896711,69.72120844957003,46.14233326996671
1971-08-01,10.516222046680024,66.99265935340813,32.65286831735839,7.269013562363471,21.12912357764583,51.3676688293097,21.480686308083957,64.11205817714267,36.462454419330705
1971-09-01,11.167508474666127,71.03389376301261,39.414553800690186,5.640088041634833,28.648092522412163,50.61396970847932,12.519198162553373,54.41104021840815,24.727432808742822
1971-10-01,9.63480267224702,74.434383749768,42.18284051179988,7.046576537066279,22.869083184448584,53.388948831109566,11.033090341764833,54.663084943496806,24.740496892943394
1971-11-01,10.09875144248139,79.13346274775425,51.21150495001771,7.758839051576378,33.22129798329414,64.91903603961661,11.60613891472348,55.98774176597621,32.926069112156085
1971-12-01,10.60702474983384,80.98502630468566,62.680579628330534,0.0,45.95389529585946,70.43408926280848,20.764254360414025,51.85942017992702,31.41281238057331
1972-01-01,12.015335940426882,82.81836108085307,63.745530800003706,32.50724919766176,51.78035712352222,70.68421677673554,30.288213278349076,58.51055102398083,37.636985936221826
1972-02-01,12.15731042783024,81.05840697878868,65.73594784021704,59.80255429951654,53.47350675997167,74.61775272750985,33.580232848174525,62.907726042162466,51.38032997360395
1972-03-01,13.300312038068483,79.2765096560736,67.00654817603758,71.41620921920851,55.716285513948804,71.90627896136435,24.52698487805787,64.35158207734928,62.6044583024599
1972-04-01,8.025969744119642,80.6921733215712,63.71573292368761,67.44139319111362,54.274720417999006,76.00020168078917,34.00343034966604,74.27308739050568,71.68544994640874
1972-05-01,11.791306246378772,79.30365167548123,50.865024684911,58.276651525622725,39.54016092320263,71.23509992318326,35.924532267755666,77.84213562219176,73.53366877951233
1972-06-01,10.557391813628913,80.13859908502519,44.14903316765051,49.672671558446375,32.48374606032756,66.4312422616658,37.57555937926563,78.50916478410791,72.41095829958148
1972-07-01,10.738747493458467,74.99625684132607,40.32803391451475,34.7886949688596,35.34513457396577,54.95720453474111,30.1116322523884,78.24303107449975,65.67918631330909
1972-08-01,8.930255856243777,73.78754061393366,36.98012965630249,35.18589959033019,22.9752070056213,53.7883807137619,31.773428119426832,83.18052074149143,70.73614876673487
1972-09-01,12.895757475574113,74.0045401709829,30.92626313666461,23.02015564450358,24.099554764702283,53.20444455865339,20.246821311898145,77.39623199103835,63.27760229823745
1972-10-01,10.581342319226529,75.65382011491472,32.12896298227898,21.546355812725288,20.65292856103784,52.920649395775825,19.52606347588864,80.04351187780004,55.735734261608
1972-11-01,11.115222122621656,78.5235223213531,32.98300969625185,29.3604732224715,26.28677919418549,62.521314541262136,23.782323001634442,80.87972421036608,64.25527066181029
