,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9
1980-01-01,2.3949802,-4.2082176,-8.616201,-1.56608,-2.367498,1.5057541,-6.2810183,-0.0090498505,-10.436781
1980-02-01,2.1946719,-3.452562,-7.878027,-0.9695434,-1.849166,1.3847548,-5.571897,0.19712195,-9.85296
1980-03-01,1.8968569,-3.6231482,-8.537026,-0.5882708,-1.76172,1.3313447,-6.073548,0.30423924,-10.318471
1980-04-01,1.6392921,-4.804115,-9.964638,-1.2270696,-2.814924,0.9316787,-7.4533525,-0.15630615,-11.786317
1980-05-01,1.7082763,-6.118269,-11.058846,-2.192095,-4.1459866,0.60913706,-8.768025,-0.7231716,-12.919994
1980-06-01,1.8042608,-6.90164,-12.039089,-2.6917443,-4.7446914,0.35270405,-9.649357,-1.051173,-13.988956
1980-07-01,2.0203059,-7.7676287,-12.661202,-3.4219313,-5.616884,0.13661467,-10.4524,-1.484347,-14.505392
1980-08-01,2.026769,-8.222379,-13.301815,-3.850047,-6.054053,-0.14107907,-11.019062,-1.8829505,-15.155876
1980-09-01,2.0768034,-8.638857,-13.4741125,-4.065506,-6.236945,-0.08475701,-11.188298,-1.8526359,-15.302047
1980-10-01,2.034953,-8.165054,-12.799512,-3.9815176,-5.7498946,0.25006345,-10.614962,-1.6302335,-14.533236
1980-11-01,2.216078,-7.5212216,-11.9394245,-3.5027184,-5.110318,0.72352374,-9.821061,-1.247227,-13.598274
1980-12-01,2.308014,-5.736644,-10.001656,-2.7156906,-3.8101764,1.1525793,-7.934301,-0.71231055,-11.8132305
1981-01-01,2.4434638,-4.216586,-8.339337,-1.9963974,-2.5483928,1.2748314,-6.2782807,-0.41675675,-10.28502
1981-02-01,2.0493577,-3.5304596,-7.659769,-1.1742237,-1.8996115,1.2161703,-5.53991,-0.12810835,-9.639826
1981-03-01,1.5818344,-3.798111,-8.315092,-0.9707897,-2.0398643,1.033018,-6.0799203,-0.1546198,-10.271289
1981-04-01,1.5652752,-4.8225255,-9.6210985,-1.5618725,-2.8545685,0.8096269,-7.2864037,-0.5158535,-11.70762
1981-05-01,1.6877363,-6.146937,-11.114997,-2.2162364,-4.0380635,0.51553905,-8.802193,-0.9339741,-12.940438
1981-06-01,1.7423232,-7.1457696,-12.029789,-2.8222148,-4.981257,0.38500902,-9.758639,-1.1484946,-13.673751
1981-07-01,2.0268183,-7.9828706,-12.496158,-3.3855295,-5.6652155,0.17457081,-10.432311,-1.4421861,-14.16859
1981-08-01,2.0991766,-8.1705475,-12.984853,-3.9389956,-5.933983,-0.04709713,-10.819492,-1.8404784,-14.819831
1981-09-01,1.9601122,-8.410792,-13.170747,-4.141847,-6.1651564,-0.040693406,-10.976784,-1.818707,-14.68423
1981-10-01,1.8519499,-8.107441,-12.847126,-3.9862413,-5.9476657,-0.0050524017,-10.612134,-1.8237755,-14.399788
1981-11-01,2.2075064,-7.5819893,-12.352527,-3.7223947,-5.327127,0.7134725,-10.023217,-1.4288371,-14.134096
1981-12-01,2.2234263,-6.0900755,-10.470272,-2.5757349,-3.8381493,1.1488585,-8.350517,-0.7165412,-12.273281
1982-01-01,2.4216385,-4.3683796,-8.57111,-1.4643681,-2.4153242,1.4425992,-6.3812685,-0.13509849,-10.658198
1982-02-01,2.1921651,-3.4826818,-7.987791,-0.9098746,-1.8444403,1.3043144,-5.7282715,-0.048349526,-10.213805
1982-03-01,2.0037832,-4.151195,-8.791595,-0.88560075,-2.394954,1.1005852,-6.497915,-0.113406345,-10.963095
1982-04-01,2.0642269,-5.3347993,-10.081387,-1.2340595,-3.3507667,1.0274167,-7.724732,-0.120964184,-12.0392275
1982-05-01,2.1981387,-6.4373293,-11.248072,-2.0746033,-4.357582,0.71945935,-9.008036,-0.6538862,-13.059106
1982-06-01,2.3869417,-7.342161,-12.387271,-2.4337475,-5.0052476,0.5475604,-10.055827,-0.918721,-14.311459
1982-07-01,2.5207396,-7.8037763,-12.826502,-2.9166214,-5.360958,0.3708276,-10.549666,-1.2399668,-14.581185
1982-08-01,2.4942062,-8.332721,-13.208538,-3.250891,-5.946034,0.26900882,-10.989562,-1.384013,-15.009649
1982-09-01,2.2266626,-8.499976,-13.501974,-3.2751064,-6.146378,0.24911806,-11.274029,-1.3667467,-15.280024
1982-10-01,2.2637942,-8.390913,-13.609291,-3.004221,-5.869299,0.527964,-11.265885,-1.0503169,-15.367689
1982-11-01,2.018795,-7.7487555,-12.816343,-2.5564966,-5.195052,0.66613543,-10.474158,-0.6615529,-14.406408
1982-12-01,2.2309434,-6.4512,-10.978158,-1.7402667,-4.1937685,1.4496211,-8.776223,0.19870618,-12.408769
1983-01-01,2.125337,-4.875096,-9.299172,-0.8720466,-2.9616525,2.0283434,-6.9199247,0.8759193,-10.770204
1983-02-01,1.6936113,-4.1566186,-8.72514,-0.20363773,-2.3318222,1.7952985,-6.3061323,0.81957346,-10.052792
1983-03-01,1.3678421,-4.4150977,-9.057303,-0.27408266,-2.5078194,1.4536065,-6.5938363,0.6669487,-10.349102
1983-04-01,1.0915052,-5.312165,-10.329812,-0.62053615,-3.0959756,1.0581828,-7.865619,0.36375764,-11.739555
1983-05-01,1.2653967,-6.314267,-11.40034,-1.2682465,-3.9536057,0.51218647,-8.89788,-0.4105338,-12.956094
1983-06-01,1.4427567,-7.1037817,-12.573069,-1.7018533,-4.5275416,0.20368104,-10.120523,-0.89174944,-14.074373
1983-07-01,1.4978906,-7.600929,-13.033799,-2.247965,-5.0432386,-0.12404396,-10.545043,-1.4402387,-14.572119
1983-08-01,1.5335143,-8.186553,-13.31042,-2.9601994,-5.6636662,-0.30681598,-11.049473,-1.7405188,-14.848402
1983-09-01,1.6538037,-8.337073,-13.530293,-3.5697362,-5.889751,-0.24472873,-11.185371,-1.7880245,-15.085236
1983-10-01,1.7279226,-8.272481,-13.285071,-3.6288638,-5.734171,0.17830482,-10.93572,-1.5659182,-14.867765
1983-11-01,1.8935268,-7.6737776,-12.025583,-3.4181542,-5.2349534,0.73229045,-9.948415,-1.2750123,-13.537053
1983-12-01,2.1591132,-6.035119,-10.19757,-2.7194636,-4.028345,1.0414956,-8.084126,-0.7262074,-11.832881
1984-01-01,2.2802308,-4.5822635,-9.016354,-1.6288801,-2.6782706,1.4489428,-6.78969,-0.07995325,-10.669678
1984-02-01,2.0049717,-3.4660304,-8.427742,-0.7991694,-1.7182814,1.3916805,-5.88767,0.097401656,-10.301781
1984-03-01,1.6486799,-4.101396,-8.833764,-0.7289557,-2.2779765,1.1727874,-6.537505,0.015632061,-10.64351
1984-04-01,1.5364469,-5.384095,-10.115558,-1.1950634,-3.1764393,1.0084445,-7.8322096,-0.04807613,-12.000088
1984-05-01,1.5297893,-6.511019,-11.290354,-2.1837478,-4.172665,0.70137,-8.862224,-0.5261738,-12.945278
1984-06-01,1.8499218,-7.283976,-11.876309,-2.906554,-4.8308697,0.49997175,-9.598527,-1.0644526,-13.37621
1984-07-01,1.9680814,-7.9063725,-12.773891,-3.4270086,-5.515988,0.21808662,-10.462897,-1.454772,-14.486016
1984-08-01,2.0136456,-8.373304,-13.01082,-3.8779995,-5.883254,0.16061834,-10.827056,-1.604127,-14.701127
1984-09-01,2.1484969,-8.61215,-13.2709875,-4.0223284,-6.1511245,0.26053253,-11.112084,-1.6417127,-15.046964
1984-10-01,2.0917754,-8.361766,-12.963154,-4.105382,-6.025596,0.26156443,-10.894908,-1.673245,-14.760858
1984-11-01,2.2142076,-7.3672814,-11.89142,-3.5339775,-5.162817,0.63103664,-9.751632,-1.3689735,-13.76566
1984-12-01,2.1725194,-5.618396,-9.562205,-2.8032308,-3.670348,1.0633711,-7.448268,-0.87468714,-11.550645
1985-01-01,2.122482,-3.8905723,-8.249023,-1.7299216,-2.2178266,1.2330898,-5.955917,-0.28290233,-10.474142
1985-02-01,1.9590398,-3.2860599,-7.775394,-1.1708689,-1.6138486,1.1517731,-5.4148984,-0.16507268,-9.933559
1985-03-01,1.4884342,-3.7973394,-8.39744,-0.8438614,-1.9637868,1.1826855,-5.9938245,0.028471462,-10.448783
1985-04-01,1.520444,-5.019652,-9.61212,-1.4307878,-3.151006,0.8694517,-7.275668,-0.32803795,-11.443319
1985-05-01,1.8472474,-6.2637033,-10.910754,-2.1958232,-4.105626,0.67040336,-8.649559,-0.63557345,-12.742377
1985-06-01,2.0342476,-6.99661,-11.736579,-2.8008363,-4.830976,0.3987807,-9.478653,-1.0218041,-13.642471
1985-07-01,2.1930795,-7.831987,-12.404825,-3.5941591,-5.638388,0.28093815,-10.313463,-1.3771671,-14.26859
1985-08-01,2.1931915,-8.281557,-12.644858,-4.089453,-6.0336103,0.08368496,-10.669138,-1.6812291,-14.396239
1985-09-01,2.3234868,-8.579111,-13.050263,-4.347917,-6.209265,0.17829691,-11.089926,-1.8532038,-14.835595
1985-10-01,2.241932,-8.283375,-12.868936,-4.1371164,-5.9745564,0.33340475,-10.77818,-1.7180219,-14.776548
