,vws850-250_cluster1,vws850-250_cluster2,vws850-250_cluster3,vws850-250_cluster4,vws850-250_cluster5,vws850-250_cluster6,vws850-250_cluster7,vws850-250_cluster8,vws850-250_cluster9
1965-01-01,11.925376892089844,10.233880043029785,20.838916778564453,22.74543571472168,8.485393524169922,10.947854995727539,12.025358200073242,15.81242847442627,17.658397674560547
1965-02-01,10.310235023498535,6.250367164611816,14.239176750183105,21.045738220214844,9.613395690917969,19.65380859375,17.02903938293457,15.766650199890137,15.028751373291016
1965-03-01,7.967054843902588,8.586724281311035,22.870872497558594,19.327640533447266,3.5876352787017822,18.593727111816406,11.917806625366211,18.24204444885254,16.724952697753906
1965-04-01,8.764892578125,7.3524675369262695,35.720882415771484,15.639321327209473,5.6928582191467285,15.658785820007324,11.873394012451172,18.12347984313965,27.92357063293457
1965-05-01,20.396717071533203,5.508913516998291,35.96871566772461,11.49222183227539,12.661542892456055,27.76654624938965,13.469571113586426,28.262144088745117,38.03080368041992
1965-06-01,26.54627227783203,3.720518112182617,39.03951644897461,6.879601955413818,15.439017295837402,25.893035888671875,13.133511543273926,23.076486587524414,37.6314582824707
1965-07-01,25.042098999023438,0.4668252170085907,49.888023376464844,9.069783210754395,9.42068099975586,21.67714500427246,17.644479751586914,27.908567428588867,44.28560256958008
1965-08-01,25.11685562133789,2.998337507247925,42.74782943725586,5.287642955780029,20.448320388793945,27.91426658630371,18.44963264465332,22.53386878967285,38.013973236083984
1965-09-01,26.218605041503906,4.345785617828369,36.9548454284668,2.890976667404175,19.420185089111328,30.65673065185547,16.075471878051758,17.18396759033203,42.99835205078125
1965-10-01,16.43134117126465,2.2933614253997803,29.258623123168945,15.271081924438477,18.241653442382812,32.466102600097656,18.18035316467285,24.651262283325195,23.913637161254883
1965-11-01,19.58763313293457,2.8166143894195557,18.57568359375,8.460205078125,11.374429702758789,15.743891716003418,17.94382095336914,19.25507354736328,29.642301559448242
1965-12-01,21.17973518371582,4.535520076751709,19.8332576751709,12.066343307495117,11.26640510559082,16.052949905395508,13.919839859008789,10.028000831604004,28.232593536376953
1966-01-01,12.111985206604004,5.149628162384033,21.95622444152832,18.006847381591797,5.531225681304932,22.82931137084961,11.27176284790039,13.420875549316406,12.491397857666016
1966-02-01,20.122295379638672,7.4189300537109375,20.503158569335938,9.095559120178223,7.479499340057373,19.882761001586914,12.305556297302246,14.269359588623047,27.069368362426758
1966-03-01,18.981285095214844,3.199889898300171,23.610164642333984,8.341557502746582,8.295650482177734,24.194190979003906,11.507267951965332,18.031314849853516,20.631616592407227
1966-04-01,13.1829833984375,4.7417683601379395,29.7831974029541,11.605168342590332,8.695874214172363,25.190967559814453,13.451920509338379,18.650108337402344,34.82258224487305
