,vws850-250_cluster1,vws850-250_cluster2,vws850-250_cluster3,vws850-250_cluster4,vws850-250_cluster5,vws850-250_cluster6,vws850-250_cluster7,vws850-250_cluster8,vws850-250_cluster9
1970-01-01,11.0630844154449,7.273677244156685,20.37895233484383,20.738643285440187,7.2222332987726165,21.505316230333598,15.53359321543861,16.58690459392413,16.50442701946216
1970-02-01,8.805441603832014,10.034652341160704,23.00239295779257,22.989365208352726,8.272725159108518,17.283371229960515,17.549754125220026,14.71426281474126,13.12283161199339
1970-03-01,14.450026562069706,7.633786089528818,27.33804951906204,18.21490702212016,7.547383405363056,17.221502268480968,10.923397100248286,17.114541085509213,22.91585447006134
1970-04-01,17.175147515424136,6.254378287903348,28.449854298680187,11.870044547748087,10.190539187964752,20.91525598990031,16.38040199017645,21.34642451742285,24.52185281611612
1970-05-01,21.682265380695277,5.997991178167136,39.432884746193224,12.11356706362034,13.725309698900553,27.549079803076808,17.44185182153459,22.297949781721076,28.441819727322653
1970-06-01,20.576111022183063,6.1838993907998265,41.5539999931611,13.734204381493896,13.57914681139913,31.515211806484064,20.0246143919954,28.050934898413892,27.617049527656782
1970-07-01,24.32151902065955,5.661800134145674,44.30811683914301,10.654999900134719,13.54099044901319,27.42797011818453,17.92707002010434,28.61025413503294,33.33589182953743
1970-08-01,24.796077000659988,7.8461880385051455,41.84952815035682,16.40224485226194,16.216780681706297,36.72120758153375,18.72067624163541,27.09202859572698,33.11947046502259
1970-09-01,25.219056685707457,7.910400857764978,38.64448513428994,11.535249218531813,17.793007865545725,31.992490272492272,18.698883139701913,20.674981855335712,26.629682802685352
1970-10-01,20.215083480123525,7.738760653321063,30.97399988770491,16.94451057375268,15.834509096120891,31.27027034766919,21.316543123864186,21.747806888738246,26.208946749429337
1970-11-01,15.969029453679134,7.4690501708117045,31.851182523651488,23.415815796067353,12.234776897917952,28.29312616839305,18.852512795173354,18.649660799930945,22.20852352795708
1970-12-01,11.774273154315926,8.89026565428127,21.116115964916897,30.51699886738606,9.915074301935157,20.825989168005428,19.506982984564054,18.86710823227939,15.837669040623341
1971-01-01,9.520520573609717,7.977377628591743,19.11605426435655,31.065725398288848,9.119717693207239,22.64473367181497,19.637140904097137,18.16222824334367,12.260004444779327
1971-02-01,8.522582731628102,8.15700042542889,17.379322950601953,23.076226070207117,8.846122182536936,19.087389639200666,12.398668053856246,11.975024032550705,11.15863646344339
1971-03-01,9.195878286917237,10.583530234784822,20.460017347137878,26.10807164476652,6.908892174546967,22.528237047851178,16.63237300485916,18.124603299936595,10.145748364262776
1971-04-01,12.933655859184826,8.12920805755723,32.14846022366553,19.763627821779277,9.12869082594607,26.09538010505231,19.772762745579,20.41165100494197,18.043089150536154
1971-05-01,21.470740690431324,8.948901361083049,38.13239366093448,14.203828217876293,17.60236636370314,19.439237705542226,16.59590789078146,24.17642729728899,34.41706044960864
