,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9
1980-01-01,-0.004553650907776805,0.028335492326755918,0.03937990157950899,0.03213346838795488,-0.05222137851833223,0.028103608958283323,0.010518013624401346,-0.28045346431194595,-0.05174075863620078
1980-02-01,-0.011066262290926157,0.3687123684332084,0.8740281794295416,-0.012354678962819797,-0.07899341712042815,0.028191561720077557,0.01029046517698608,-0.2822260238216471,-0.050421320753189905
1980-03-01,-0.011178334807049146,0.14077939558318042,0.6162343963776257,0.003462855623066055,-0.08303147650160869,0.032688685276080695,0.008506173526647115,-0.20996013611844788,-0.05510797223304087
1980-04-01,-0.015356709126758846,0.09896517125176951,1.9042034062727589,-0.25739125620100783,-0.03995687325108042,0.03411323268807785,0.0184904168195592,-0.5461555897917593,-0.023893737262078704
1980-05-01,1.4414784232030797e-05,0.255541261275368,2.3850669860839844,-0.2040307922571615,-0.04314353604804863,0.0294287255815252,0.018528272418650415,-0.3505377403108977,-0.013570815493093134
1980-06-01,-0.02740211999739364,0.2472693168967628,1.8650252960839802,-0.27439243043101935,-0.039258161743606225,0.0387429927447849,0.018458860551001002,-0.174736197143618,0.004833231622810922
1980-07-01,-0.029616271228578794,0.42016204445837924,1.785805521073492,-0.3482068307570532,-0.03827400825137867,0.03855420726112774,0.01649449189938007,-0.19032563078022002,0.008533068578396434
1980-08-01,-0.013633875930704156,0.1790485008951892,1.6026410384043768,-0.2189304271582936,-0.06221881840822873,0.03743767814119594,0.02638614258988287,-0.2207318439081699,0.0023446696173910764
1980-09-01,-0.014181232167117827,0.1454153204547065,0.8357590741175329,-0.2144842572869585,-0.043556507197287084,0.037338954868715475,0.017893679106204246,-0.18828036980748808,0.003178227171013373
1980-10-01,-0.00776056887161543,-0.2246405648782802,0.8086707287897928,-0.18125185808087238,-0.0373149857928411,0.03515074209124633,0.016489951586265747,-0.22945829072516,-0.01140996566022619
1980-11-01,-0.0048095404655805595,0.1157363112281724,1.0950072649722806,-0.09883787971366431,-0.04287702026964694,0.031755554649652476,0.01340850244886585,-0.24032089900255926,-0.01998405082175428
1980-12-01,-0.012368905065491223,0.31194501387893425,0.7818096346812452,-0.009295980753041222,-0.037790987830888564,0.02492797631962347,0.014409611426321469,-0.44730130944304325,-0.027926871575705194
1981-01-01,-0.006966696622302152,0.33299344792158725,0.6037151020782494,0.0038226938856805483,-0.06048112029958781,0.025650161746919257,0.007574592732048369,-0.19435244420293163,-0.06375257136458397
1981-02-01,-0.010431057690714382,0.06903855353555166,0.28372938625816135,0.03315693570285006,-0.09144809770315807,0.02319270882008148,0.0052841830361817456,-0.1733344782487125,-0.07894621788303278
1981-03-01,-0.0015943780020004285,0.2602507803873506,0.6208370548311988,0.006708221676826701,-0.03450166616892573,0.026243964805772266,0.012377203893548423,-0.25817529203952394,-0.0712414748512824
1981-04-01,-0.009498225546705754,0.32720069145127806,0.8466007671784702,-0.09241531295306192,-0.07399869868590368,0.03121674884433819,0.013849103428628039,-0.2274172930821301,-0.03501064724293206
1981-05-01,-0.018186559644698157,0.28055105969923055,2.655940055847168,-0.25269349913309425,-0.03283948623261034,0.027663168499307517,0.015519194294153441,-0.35480667209733663,0.0005417432345296626
1981-06-01,-0.006669839582153408,0.3447327508569926,1.4382308771239423,-0.2104520102456567,-0.043718721137501235,0.025474311888309037,0.0037420661304990756,-0.4657917850019331,0.007018592512713527
1981-07-01,-0.013936467448635727,0.21985527508997327,1.6196005443093753,-0.15637266071475636,-0.048665206299345454,0.03217894108858431,0.016958029559662812,-0.514440686686211,0.009423250150695141
1981-08-01,-0.02907513123158049,-0.12596715985432572,0.9691713930236849,-0.24791692647175592,-0.029839610854931704,0.034070429848038646,0.008421829283259824,-0.26755648172152924,0.017744340484488523
1981-09-01,-0.020967199350467956,0.05535124399951141,1.2745470593390111,-0.19082622424546525,-0.05393731534622773,0.039820703944145136,0.021914274243577964,-0.597436020539579,-0.0007369747136784893
1981-10-01,-0.01123867879011938,0.02577230166881761,0.9464104737952135,-0.2425977245930177,-0.048183552276368495,0.03292331121403531,0.02484844205743743,-0.3866412010182394,-0.009977951721640257
1981-11-01,-0.005950330778946054,0.22703214151336515,0.8889442790764825,-0.08686233701271087,-0.03795142148151738,0.029493734430965025,0.007397599227413075,-0.5505813354611491,-0.012839278474836579
1981-12-01,-0.006314049280239239,0.2127809353297726,0.9074503417825145,0.012619484175225827,-0.07800162864197549,0.03159588411564987,0.012540525812287867,-0.216549466783851,-0.05483875932665622
1982-01-01,-0.016214115367518482,0.14526476372607677,0.5026158596415614,0.025792837434140445,-0.0649805655853503,0.027987987472552777,0.017943895089817523,-0.42389394085386845,-0.041033218439836205
1982-02-01,-0.005950529405432877,0.2223232743643052,0.44409890752821496,-0.0212657922932697,-0.0723615736557145,0.02953241970940783,0.014742254127151664,-0.4243587710118739,-0.0594816665308762
1982-03-01,-0.018403017444708195,0.1215584256678014,0.5351023229066054,-0.010392161666251561,-0.09236980731175043,0.02900373456737973,0.014605893937563383,-0.14783647479399487,-0.030067012355843935
1982-04-01,-0.008847183075278807,0.24396370060922334,0.5714623708216946,-0.03414158451060759,-0.047543313603033766,0.027774476157331147,0.01374753124703737,-0.3356795064235103,-0.027655148518552195
1982-05-01,-0.008546897709353378,0.10224215021291028,1.61753681751518,-0.22434868341629055,-0.04874329407442712,0.032882296754457904,0.022513259886413152,-0.22520487220422702,-0.009917331709525544
1982-06-01,-0.04142001204137563,-0.24684529844914516,2.451648712158203,-0.3843156413525397,-0.04422132091550961,0.044001209969154416,0.01631930934235474,-0.24266182702709638,0.00291100254511773
1982-07-01,-0.022960203621627203,-0.3611935173184735,2.2313192172636436,-0.42213004349426286,-0.041260567451283287,0.0373097576239554,0.016225587501500868,-0.10987534522355391,0.0022347123452264588
1982-08-01,-0.020521240068471835,-0.018871929845163393,1.661024261186352,-0.24403948966526745,-0.05026676522342675,0.03654631406149936,0.022564048283197892,-0.17453838498163843,-0.005921309424604285
1982-09-01,-0.006010390633867215,-0.14628704093397682,1.2990248636908133,-0.3305552244413991,-0.02987181173138465,0.03239883484462086,0.014061463271805626,-0.09190191244734502,-0.010208352483817478
1982-10-01,-0.012159410092156132,0.06836119647384997,1.4743691288495169,-0.16771214724185274,-0.02957922569677121,0.03934276034821417,0.0171015084548132,-0.1936997170505277,-0.01415900092483795
1982-11-01,0.013064844320038488,0.1552327882255259,1.451075973153913,-0.12685011544855562,-0.02762581781603981,0.025401426586972885,0.0034325076889791008,-0.1286751427251056,-0.03266979693951187
1982-12-01,0.008793144753443461,0.12496718015984098,0.40086970283371276,0.00692487836520236,-0.03977987972624636,0.019996160318916795,-0.013414965727580191,-0.2529397382985492,-0.012551404039000276
1983-01-01,-0.0008643970255615728,0.2156122187355303,0.5386844013498119,-0.031333516139120644,-0.08034633764541083,0.023470996099003924,-0.016150467481412592,-0.14754336122543638,-0.04038483040010288
1983-02-01,-0.004472639645756726,0.22515206730404136,0.37811031157899155,0.0201679885435605,-0.07184807960370233,0.02005682539622803,-0.01876652448650561,-0.2568507857898466,-0.034219389188157937
1983-03-01,0.006113349978702843,0.1766912399118991,0.8719377668901516,-0.06341838336927437,-0.061124882874618626,0.011366252801468241,-0.028692937859037124,-0.2840674125882457,-0.025232989493425246
1983-04-01,0.00465609608279062,0.11436155703780382,1.2708477372843614,-0.15281115042770776,-0.04089610943684146,0.00930017942694638,-0.02217811455728175,-0.4565462713710315,-0.004969174790382402
1983-05-01,0.007904934831013014,0.008942222016022128,1.429337490393154,-0.33566724750636134,-0.03956085881157287,0.011813737854431542,-0.002412345299915882,-0.4202707967722816,0.00028671451852637665
1983-06-01,-0.023448782610738003,0.07239424001582456,1.5487058476915823,-0.47860537692336186,-0.037209866501821016,0.0349169355601451,0.008348717077005737,-0.4372661572472761,0.00793874520813249
1983-07-01,-0.011831863701107555,-0.0385566038397997,1.772491455078125,-0.3986859982215465,-0.037817268542052564,0.03338129289069596,0.01904724299321466,-0.2263072370116725,0.014588152832067866
1983-08-01,-0.007043155937650677,-0.18438000338703991,1.0977275441440286,-0.38940071395353465,-0.04327123278348208,0.040887629122325145,0.019928741747451306,-0.360265950944294,0.007119825121384786
1983-09-01,-0.014924501228941902,0.2174961384108245,1.4266919861682728,-0.30974057421257467,-0.044346207977494896,0.037231682439623374,0.018003488670537596,-0.2905609229584087,0.008567721891508711
1983-10-01,0.005137906789169618,0.23713700311070018,1.0925968692836527,-0.10691820963857007,-0.04413165386136172,0.02750885781627612,0.01527086854490808,-0.574992710530486,-0.00685393023280672
1983-11-01,-0.00033208977906048803,0.17921649394474026,0.3464043442777637,-0.017252182712460595,-0.05261234419478385,0.025319325451714052,0.008057769794112676,-0.2863521662370067,-0.014091884657529493
1983-12-01,-0.015315857160076655,0.07235415661847788,0.34989159984692525,0.014397507848937457,-0.05489882434587902,0.031217976854401072,0.016942470606012477,-0.46035419411896666,-0.042407691068843796
1984-01-01,-0.005466226537840635,0.22972560998872588,0.6199705764273158,0.018266791133306343,-0.03194095843922934,0.024344058790071895,0.011057128845975147,-0.5990891700286979,-0.03995231704688166
1984-02-01,-0.020334949978311062,0.261154734802572,0.7309996088579293,-0.0017533301546825714,-0.05659909494219894,0.028064682201818278,0.011708652392066353,-0.43008059198561344,-0.04304655990525984
1984-03-01,-0.00934311024206824,0.1614237537756288,0.5771406906515842,-0.04387925920147689,-0.07680411512556248,0.03136992455789273,0.0022354923815841136,-0.353767390231732,-0.05340170996368215
1984-04-01,-0.010599673139575598,0.23727476251754187,0.6924321697481278,-0.06403736850312162,-0.061306556659852164,0.0321554437974179,0.006879419493162275,-0.5397744001594295,-0.017754522682740005
1984-05-01,-0.014145776351720967,0.05316787941682527,1.8563882382216956,-0.3645397211852221,-0.056268002611790574,0.03593932209169848,0.014572607210693549,-0.3192569786714303,8.387360734340835e-06
1984-06-01,-0.012944398900930918,-0.09478523919214665,1.8311216869007607,-0.4749026874822355,-0.047342394110484964,0.03791755595493797,0.014163362908802714,-0.1928215125085394,-0.0026706910316427225
1984-07-01,0.006184277233424989,-0.3163811110414052,1.7696500163089732,-0.46180186506954124,-0.036397231080546114,0.024026116096053873,0.007039799451645425,-0.2254831520209677,0.007623445379968825
