,zgu500_cluster1,zgu500_cluster2,zgu500_cluster3,zgu500_cluster4,zgu500_cluster5,zgu500_cluster6,zgu500_cluster7,zgu500_cluster8,zgu500_cluster9
1965-01-01,-0.11014862,0.40670243,-0.5155476,-0.1570755,-0.34576225,-0.080818936,0.5181545,0.1603344,0.25484067
1965-02-01,-0.12383576,0.26917952,-0.18770866,0.3314232,-0.011405945,0.024767304,-0.3786764,-0.00586586,0.1472992
1965-03-01,0.29003602,0.22388153,-0.11536293,-0.048882484,-0.1039566,-0.22681466,-0.27993354,-0.18347207,0.25386295
1965-04-01,0.044646073,-0.037802506,-0.6882652,0.1459957,-0.12383537,0.10851898,0.1991146,-0.16424504,0.23691711
1965-05-01,-0.061265945,0.15968266,-0.23398438,0.05637779,-0.116666414,-0.029003525,0.18347244,-0.00586586,-0.15023212
1965-06-01,0.024766922,0.43342456,-0.105586246,-0.30144197,-0.20009232,-0.046601485,0.4428753,-0.16717835,0.20335121
1965-07-01,0.00032577515,0.16489716,-0.45916957,-0.16196403,-0.15837936,0.06582832,0.3529316,0.279282,0.18966408
1965-08-01,-0.04725342,0.05214157,-0.46503526,-0.11829567,0.061266325,0.37802467,0.23789462,0.16815567,0.23235473
1965-09-01,-0.043016434,0.13524151,-0.5510685,-0.21703815,-0.12513924,0.2760231,0.19227104,-0.26787606,0.24180564
1965-10-01,0.010754013,0.19944057,-0.17728081,-0.19227104,-0.093854144,-0.18803482,0.12513904,0.3356598,0.058984946
1965-11-01,-0.3688999,0.24506417,0.13556728,-0.14958039,0.10167579,-0.09222488,0.33109742,-0.13882637,0.3920374
1965-12-01,-0.16815567,0.2349617,0.3506504,-0.2871031,-0.0009777069,-0.11829567,0.18021354,-0.11699219,0.41256827
1966-01-01,-0.26488152,0.29671973,-0.12669678,0.06564598,-0.0311821,-0.0899353,-0.17297706,-0.04004402,-0.19070148
1966-02-01,-0.20054856,-0.21400604,-0.08993492,-0.07713394,-0.10569,0.08632431,0.23041764,0.2671791,-0.22615051
1966-03-01,-0.047265243,0.0019695282,-0.25503463,0.037417985,0.12111664,0.41094398,0.06433296,-0.099782184,-0.015098572
1966-04-01,0.042998124,0.2707897,-0.39912796,-0.10765934,0.044639207,0.20415878,0.10076656,0.12472725,-0.12604026
1966-05-01,-0.006892395,0.5005506,0.027899552,-0.24026413,-0.17724419,0.27571297,0.022319604,-0.46116295,0.3029562
1966-06-01,0.017723847,0.34956512,-0.16083279,0.23074588,-0.014441681,0.11488037,0.08698101,0.21925755,-0.15393981
1966-07-01,-0.08993454,0.06794357,-0.07385178,-0.114880756,-0.03413582,0.010503387,0.17330551,0.0068927766,0.124399185
1966-08-01,-0.0045951842,-0.071554564,-0.20415917,0.02986908,-0.13096389,0.15000077,0.7263729,0.21072368,-0.024288941
1966-09-01,-0.024288941,0.0026260377,-0.323963,-0.10733108,-0.1027359,0.21695976,0.10011025,0.077790454,-0.095842935
1966-10-01,0.08730926,0.09584312,-0.1079876,0.09617157,-0.055142593,0.1250557,-0.019693756,-0.081073,0.31477243
1966-11-01,-0.20350266,0.031181717,-0.1079876,0.22812004,-0.030525208,0.21531868,0.16772537,0.34135896,0.065317914
1966-12-01,-0.17954178,-0.085011676,-0.46280402,0.21006736,0.015098572,0.12636872,0.49890938,0.3521908,-0.23304328
1967-01-01,-0.05159378,0.4215683,-0.17731324,0.28964463,-0.19233437,0.065308765,0.05518589,0.08816681,-0.05485935
1967-02-01,-0.020898819,0.1348629,-0.20409012,-0.09306526,-0.21127395,-0.20408973,0.15053673,0.027429963,-0.09437122
1967-03-01,-0.0013061523,-0.02253151,-0.061390303,0.0855547,-0.19462013,-0.28997117,0.5867998,0.016653443,-0.10645332
1967-04-01,0.08098297,0.4976532,-0.15510826,0.048002053,-0.19298744,-0.0656353,0.15445538,0.096983336,0.069554135
1967-05-01,0.19755936,0.11690273,-0.53292006,0.33046263,-0.104494095,0.10514717,-0.14988366,0.40981293,-0.09208546
1967-06-01,-0.049308397,0.121801,-0.5427162,-0.1469452,-0.21649857,0.09077911,0.42646676,0.11722927,-0.056165315
1967-07-01,-0.033634186,0.053879548,-0.6204338,-0.21258049,-0.023184586,0.45259017,0.57863635,0.3827095,0.4630394
1967-08-01,-0.13061753,-0.14367943,-0.18874244,-0.19070205,0.0026123046,-0.11918869,-0.081962585,-0.045716096,0.29617578
1967-09-01,0.0065307617,0.55741084,-0.15380248,-0.38205642,-0.3076046,0.20245743,-0.16555786,0.15478191,0.15706787
1967-10-01,-0.05649223,0.1769867,-0.36344355,0.4440998,-0.013388443,0.19135514,0.20964126,0.19233456,-0.040818024
1967-11-01,0.033634186,0.19984512,0.033307265,-0.10482063,-0.055838775,0.038532257,0.042123985,-0.08098297,-0.11527004
1967-12-01,-0.06661491,0.18025246,-0.45846787,-0.12343369,0.070206836,0.047022246,-0.047675323,0.03330765,0.230867
1968-01-01,-0.031362534,-0.28590697,-0.13675384,-0.30414087,-0.25673255,-0.06017189,-0.45766982,-0.076582335,0.6586071
1968-02-01,0.06418304,0.4664219,-0.07111168,0.23558159,-0.1404007,-0.21151276,0.0018234253,-0.061265945,-0.3055996
1968-03-01,0.11852036,0.1852562,-0.27751923,-0.1276371,-0.01823349,0.060901262,0.34425506,0.22427635,-0.118155286
1968-04-01,-0.038290404,0.1276371,-0.038291167,-0.124354936,-0.1754097,0.07147674,-0.0036468506,0.1706688,0.42922515
1968-05-01,0.017504882,-0.3282093,0.19182014,-0.16993943,-0.08095856,-0.0021881103,0.2129715,-0.30341148,-0.12654343
1968-06-01,-0.00036468505,0.38947487,0.21479492,-0.24870948,0.12471924,-0.0798645,-0.1630104,0.32310373,-0.16155204
1968-07-01,0.2527214,0.16446953,-0.12544899,0.098098375,-0.13347244,-0.27350768,0.1276371,0.1633751,-0.021880722
