,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,abs_vo850_cluster7,abs_vo850_cluster8,abs_vo850_cluster9
1970-01-01,2.9470915e-05,-5.8148446e-05,-7.699869e-05,-3.345482e-05,-1.5020676e-05,-6.775234e-05,-4.635457e-05,1.3752124e-06,-8.6905144e-05
1970-02-01,3.8724465e-05,-5.859992e-05,-7.603514e-05,-3.4154124e-05,-1.3080685e-05,-6.654932e-05,-4.8801565e-05,1.5934779e-06,-8.417208e-05
1970-03-01,3.1384876e-05,-5.655039e-05,-7.910513e-05,-3.277918e-05,-1.5703283e-05,-6.991021e-05,-4.5327048e-05,9.761252e-07,-8.78646e-05
1970-04-01,2.4417445e-06,-5.5780838e-05,-7.515933e-05,-3.0691088e-05,-1.530276e-05,-6.475081e-05,-4.4832617e-05,-1.9963106e-06,-8.878055e-05
1970-05-01,-3.921539e-05,-5.507911e-05,-8.193578e-05,-2.9443889e-05,-1.5818314e-05,-6.816911e-05,-4.2638163e-05,-2.453207e-06,-9.247135e-05
1970-06-01,-4.134819e-05,-5.210046e-05,-7.9378195e-05,-3.0283562e-05,-1.6803953e-05,-6.570468e-05,-4.1153155e-05,-2.3798323e-06,-9.0884685e-05
1970-07-01,-5.6777717e-05,-5.1822895e-05,-7.933261e-05,-3.057174e-05,-1.6304528e-05,-6.475005e-05,-4.1349158e-05,-2.1983492e-06,-9.1560316e-05
1970-08-01,-5.109307e-05,-5.3582044e-05,-8.051742e-05,-2.8892242e-05,-1.5739462e-05,-6.685788e-05,-4.2297997e-05,-3.0676324e-06,-9.3133596e-05
1970-09-01,-3.0964933e-05,-5.408598e-05,-7.7130906e-05,-2.9802128e-05,-1.6695802e-05,-6.713338e-05,-4.3087723e-05,-2.9311473e-06,-8.755683e-05
1970-10-01,-1.5899626e-05,-5.502907e-05,-7.558869e-05,-3.1737236e-05,-1.689117e-05,-6.403953e-05,-4.3581385e-05,-2.242595e-06,-8.95129e-05
1970-11-01,-5.9314325e-06,-5.6351837e-05,-7.6430966e-05,-3.08631e-05,-1.5107413e-05,-6.7054556e-05,-4.5252673e-05,-6.3456423e-07,-8.640653e-05
1970-12-01,6.8655056e-05,-5.5480326e-05,-7.533831e-05,-3.396384e-05,-1.4729513e-05,-6.365876e-05,-4.7167672e-05,1.7024666e-06,-8.823565e-05
1971-01-01,2.1583977e-05,-5.771739e-05,-7.661486e-05,-3.1722124e-05,-1.5222289e-05,-6.6174944e-05,-4.7072972e-05,-7.437368e-07,-8.841002e-05
1971-02-01,1.5833553e-05,-6.0545743e-05,-7.506993e-05,-3.1736294e-05,-1.3721131e-05,-6.815744e-05,-4.6848865e-05,-7.6347663e-07,-8.35186e-05
1971-03-01,5.3255444e-05,-5.7166955e-05,-7.755209e-05,-3.1990865e-05,-1.535965e-05,-6.5663946e-05,-4.6721376e-05,-1.4035116e-06,-8.847736e-05
1971-04-01,1.42475965e-05,-5.514995e-05,-7.8979356e-05,-3.115227e-05,-1.7263565e-05,-6.698376e-05,-4.478767e-05,-3.149973e-06,-8.96791e-05
