,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5,vo850_cluster6,vo850_cluster7,vo850_cluster8,vo850_cluster9
1980-01-01,8.847947019180663e-07,4.347401608253226e-05,8.452591649795367e-06,-4.125542659067563e-06,5.35873103545857e-06,-3.0952569371044776e-05,8.326032583074114e-05,9.488137729092256e-05,-1.9589706942653497e-05
1980-02-01,-1.3844805162180776e-07,3.142269218963118e-05,1.0398686672960085e-05,-5.146034633807701e-06,5.6946942693231085e-06,-3.50164692072149e-05,0.00012125445487411404,0.00013893038061611485,-7.281166336930341e-06
1980-03-01,1.378597001822509e-06,3.872836744668955e-05,8.651357205882209e-06,-6.6218085756877214e-06,4.491544411727064e-06,-2.5273656733526437e-05,0.0001138991493169928,5.925618674905493e-05,-1.7527239506028288e-05
1980-04-01,1.943843156677163e-06,5.349347546893397e-05,9.015995663643774e-06,-4.357495712469763e-06,2.4718358526600947e-06,-2.770339601427956e-05,1.0253948375260727e-05,0.00012142011490918434,-7.467995160528117e-05
1980-05-01,3.2134382065244577e-06,3.550115909164959e-05,9.674343254327774e-06,-3.4635958353108768e-06,2.2145037239907556e-06,-2.1474947927952134e-05,-3.9916193245779095e-05,0.00015602649623536964,-7.260920116690245e-05
1980-06-01,6.045069774130619e-06,5.19988670650296e-05,1.114810137539496e-05,-2.602595098063102e-06,-2.0799196531791405e-06,-1.7780139260281643e-05,-9.233102834202146e-05,0.0001254125217543785,-6.365527627135283e-05
1980-07-01,5.9555058059712755e-06,6.995064390080299e-05,1.1236317784578227e-05,-1.723018893870182e-06,-8.385942921106534e-07,-1.9564833271146945e-05,-7.842386839786991e-05,0.0001413987151386623,-3.99741742580537e-05
1980-08-01,5.821529057764114e-06,5.65105492382962e-05,1.1606994654395015e-05,-2.0274936872432278e-06,1.3907451625940136e-06,-2.1599754150206237e-05,-0.00010457330493371649,0.0001436765406208789,-7.387650043519023e-05
1980-09-01,5.722403361136141e-06,8.861914371070374e-05,1.0573420907484082e-05,-3.896413944971399e-06,7.988094618821959e-07,-2.3430038122587685e-05,-5.494984142840866e-05,8.988672723355307e-05,-5.3533448128557595e-05
1980-10-01,2.65634688024646e-06,5.573745709676636e-05,9.30622258723891e-06,-2.704900157726698e-06,3.0914927848201964e-06,-3.3772952823034124e-05,-4.532499339082433e-05,3.9675170603745685e-05,-4.526701237854972e-05
1980-11-01,2.7786409027011437e-06,5.835954800278065e-05,7.783119247099078e-06,-3.6823080948502807e-06,3.916919740168522e-06,-3.126044940139716e-05,-3.6697775723978492e-06,0.00011973866555322081,-4.6509462641576956e-05
1980-12-01,1.935969184097041e-06,6.047475353508473e-05,8.595251478006589e-06,-4.253207596372707e-06,3.6267395828075343e-06,-2.8562392483455053e-05,2.8592514257542732e-05,0.00013321510940618957,-1.3427153638038413e-05
1981-01-01,-1.255575870749298e-06,4.726257574069535e-05,7.978769502695405e-06,-4.337520011049485e-06,7.372999990875073e-06,-2.762774961374039e-05,0.00011474978316420612,0.0001243323629449053,-5.3824365734810714e-06
1981-02-01,-1.5153124952704208e-06,1.6188356765591863e-05,7.161103082312654e-06,-5.483227676373541e-06,7.898878017492751e-06,-2.548553889913415e-05,0.00014361417999928612,7.541120999491839e-05,-3.007623323481704e-06
1981-03-01,-1.8002859949880874e-06,3.174030831569814e-05,9.305414826475692e-06,-4.770049918541377e-06,5.147005039713826e-06,-2.6276271908478068e-05,4.466362791597924e-05,8.201902370456574e-05,-5.3686971346275184e-05
1981-04-01,2.5079975980888914e-06,5.1273819211969055e-05,8.42359769443623e-06,-4.825790594362475e-06,3.5951228421975943e-06,-2.2709328608173477e-05,7.510290090632197e-05,4.240547215896229e-05,-5.3670305990134834e-05
1981-05-01,4.6486092686035355e-06,3.738624851093704e-05,1.0071019927181591e-05,-1.940155053428531e-06,-5.87698832483681e-07,-1.8970790732391663e-05,-6.78025279971486e-05,0.00017571165592559333,-8.05265274103031e-05
1981-06-01,4.6807789780954e-06,4.3984018576720855e-05,6.812141601076503e-06,-1.6043401152876236e-06,3.724532247325635e-07,-2.15315918497501e-05,-1.559829988751343e-05,0.00014810549347910948,-6.806084101732397e-05
1981-07-01,6.215950561967711e-06,3.5957827341825835e-05,1.0455932967337183e-05,-2.068053785955275e-06,2.1274501533646596e-07,-1.8220989353558007e-05,-3.0413801496281394e-05,0.00010232576016157786,-9.982500982082425e-05
1981-08-01,5.943934729223498e-06,6.924917083526792e-05,7.812019149671973e-06,-2.215801374850559e-06,-1.3414128089888854e-06,-2.264580508253497e-05,-3.757990463663036e-05,9.769279115456154e-05,-3.946308988048951e-05
1981-09-01,6.691008755872517e-06,4.8235880008522434e-05,1.0650254408085068e-05,-2.3410048460586156e-06,7.08299889329913e-07,-2.3419816508827778e-05,-5.962817081030868e-05,9.590959804754449e-05,-8.695935488047682e-05
1981-10-01,2.9300098382862813e-06,6.0616340595534093e-05,1.0089776795518208e-05,-2.2762460940087863e-06,2.244531968926768e-06,-3.6995251724619394e-05,-4.165458421294506e-05,6.375379337474607e-05,-6.320288970241298e-05
1981-11-01,1.9039901499372515e-06,4.9883303699565465e-05,8.381827777987962e-06,-2.6076925869603935e-06,3.653537785958385e-06,-3.7623569082328626e-05,8.899773638795811e-06,0.00010695039649052399,-3.968807218838418e-05
1981-12-01,1.089292981058599e-06,5.8098150871045446e-05,8.637548464784711e-06,-6.832512644886496e-06,4.989575438991129e-06,-2.9791866970040216e-05,9.70845056554389e-05,0.00010563383335543663,-1.3081831110321127e-05
1982-01-01,3.916788893638453e-07,4.6453596076751296e-05,1.0096993913201885e-05,-5.038480970330265e-06,6.701659687325734e-06,-3.055824155748677e-05,0.0001028427334103195,9.365838406370718e-05,-1.769648205550939e-05
