,mgu850_cluster1,mgu850_cluster2,mgu850_cluster3,mgu850_cluster4,mgu850_cluster5,mgu850_cluster6
1965-01-01,0.35373647104610095,-0.08983160924474033,1.238053164831022,0.2626566369025434,1.0468411658491406,1.2742133489970504
1965-02-01,0.1519435779614882,-0.05438388681284149,1.017420975173392,0.8472552064989434,-1.3355596789291926,1.4452322289861483
1965-03-01,-0.5575400049036199,-0.13804493830838335,1.0374057583692597,0.30086250578770873,1.1283176285879952,2.041004649524031
1965-04-01,0.21975843743844464,-0.08812920711592796,0.8606019543438423,0.018908208633055455,1.2722890291895184,0.972137266191943
1965-05-01,0.9719427065415815,0.013537862692711823,0.8560831226953647,0.5827271058911183,1.384530003581728,0.9160229872012962
1965-06-01,0.7758561047640713,0.042707126712944896,0.7960901754658397,0.39231330156326294,1.6683976565088543,1.0370648883540055
1965-07-01,0.9305870532989501,0.05173081822624994,1.0273374435378284,-0.15633464103839437,1.492496792759214,1.1192531935099899
1965-08-01,0.6442759795622391,0.05617639568238448,1.0345812250928181,-0.5303501105699383,0.9349250367709567,0.8519574742892694
1965-09-01,0.9327162395824085,0.07732681451587502,0.3158674007508813,0.3460745342442247,0.9639510086604526,0.8242840910780019
1965-10-01,1.378893418745561,0.009685530916813317,0.478965625530336,0.8727267140247783,0.5713853985071182,0.7751983815226062
1965-11-01,1.1798013340343128,0.08362402928713994,0.8758973784563019,0.6866800980489762,1.2991004756518771,0.6394680204062627
1965-12-01,0.8427444371310147,-0.02679436546622203,1.0664170108190398,0.16421046657640426,2.1116618599210466,1.1222263862346782
1966-01-01,-0.14911936088041824,0.026108911232481675,0.9223126056717664,0.8732583679136683,0.8547531706946236,1.9189308429586478
1966-02-01,0.04018357870253649,-0.05529699135081848,1.0359189859250697,0.7613439051831355,1.0886167841298238,1.965708876478261
1966-03-01,0.4067815162918784,0.0723224839577252,0.9056543431630949,0.08982006521498571,0.3656622022390365,0.9666451863173782
1966-04-01,-0.2718709815632213,-0.03894082176575967,0.9870605497825438,0.08276970904381549,1.8433915717261176,1.4927369767221912
1966-05-01,1.6747221079739656,0.012717348386730077,0.5944043761346399,0.6708172989673302,1.8248647451400755,0.6043327008855754
1966-06-01,1.3830851424824107,0.04583177034278893,0.40220102158988397,1.0200636308701312,1.2841432222298212,0.8879962923197912
1966-07-01,0.4869625243273648,0.056543071335608805,0.7779425237236954,0.05307768578412103,0.2397368795105389,1.1201038442809006
1966-08-01,0.8328613367947665,0.015434285551765278,1.010822595619574,-0.49296534452282015,1.6447687787669043,0.9773113604249626
1966-09-01,0.2284918048165061,0.03368033136067405,0.5984283438542994,0.20762266682796793,0.9305022656917571,0.9893786290596273
1966-10-01,1.011052673513239,0.06132517009973526,0.4736601942923011,0.6943247357352835,0.33348184078931803,0.8354836496813545
1966-11-01,0.4858977686275135,0.09132780316955089,0.6661056745343092,0.501110710081507,-0.3457233309745788,0.044328590919231546
1966-12-01,0.39771123365922406,-0.004142418002498988,0.9363575679499929,0.3443209851374392,0.7712373776095254,0.6347832494768604
1967-01-01,0.8280430056832053,-0.17761636400076958,1.2941165668208425,0.5869556645878026,0.7068771868944167,1.4225876536862605
1967-02-01,0.45858719132163306,-0.13789797047956273,1.228559162558579,0.11051039471000922,1.5415555664471217,1.624226621512709
1967-03-01,0.3232546557079662,-0.12223810777751677,1.080874553540858,-0.24662491728047856,1.3769215771130152,0.9728511088881
1967-04-01,-0.4774378104643388,-0.03332710263834816,1.0737475825519098,0.2856950779430202,-0.4772985620158059,0.7336925072916624
1967-05-01,-0.2015520632266998,-0.11142648824858009,1.128498664716395,0.7597383905629643,0.9858474135398864,1.1485238784346088
1967-06-01,0.9754524447701193,0.03127329484402951,0.28005683930908765,0.9501675113302762,0.8873815515211649,0.8811417453247926
1967-07-01,0.6780772859399968,-0.012287621127173807,1.2372381803466053,-0.8837232824231758,1.2281556214605058,1.095880413877553
1967-08-01,1.212224093350497,0.12749901628093252,0.7362282857662295,-0.8088737726211548,1.158618607691356,1.03053270742811
1967-09-01,0.1769211481917988,0.12785721262660596,0.27938503317716645,-0.21746139057347033,1.0645896196365356,0.9004016888552699
1967-10-01,1.0604100877588445,0.05034400372330202,0.5567053832658908,0.421886610203102,1.4016900743756975,0.6770615947657619
1967-11-01,0.6412800875577059,0.0733306899165524,1.01315793467731,0.43072407362891024,0.09514312259852885,0.6919195040546615
1967-12-01,-0.1690053804354234,0.014087230263317761,0.962632385695853,0.1704028883918387,-0.10922899070594991,1.0751330646975288
1968-01-01,0.7279816540804775,-0.04709359566006092,1.0043151494933338,0.18396144274805412,0.9180821478366851,0.8948968659187186
1968-02-01,-0.3308399428020824,0.11697518071430288,0.4542685500005397,0.37357887772263076,-0.0483555719256401,1.8506811096750457
1968-03-01,0.2161848274144259,-0.051582116485553414,0.8811453493630015,0.08873217662826914,0.07674318871327808,0.732690172976461
1968-04-01,0.11358380995013496,0.028758615665479537,0.7105704487823858,-0.052196581344135476,0.7951624691486358,0.8220422370680448
1968-05-01,0.09677120907740158,-0.015023084135230527,0.7210554146185154,-0.004399533872110922,1.1736180101122173,1.254097346601815
1968-06-01,0.8987047455527565,0.009024421191725892,0.5999921662051504,0.4630423471575878,1.2034979249749864,1.077587234562841
1968-07-01,0.5726988749070601,0.016775282971355894,0.9741291767213404,-0.3396343012325099,1.0126285254955292,1.1420179543824032
1968-08-01,0.9076014973900535,-0.00387397153297331,0.7602607331624845,0.0029272464729967664,1.350837413753782,1.1625852050452397
