,vws250-50_cluster1,vws250-50_cluster2,vws250-50_cluster3,vws250-50_cluster4,vws250-50_cluster5,vws250-50_cluster6
1965-01-01,24.896479501870928,24.576441081300242,9.85770399527062,16.9315364418875,45.95680158404042,20.331624678533245
1965-02-01,33.33190666701113,27.22072436646052,16.450368631525105,21.195112842699324,46.090735057915666,18.05846638773134
1965-03-01,31.13500869228253,19.450288965168653,16.839803988591967,29.423869254653017,48.158578366346795,19.134924965819852
1965-04-01,27.64124607580302,30.35110980338205,18.642052566428493,17.47452804565111,46.65634248293261,18.468278477379094
1965-05-01,27.64208667835159,29.04089161237622,8.068420352540317,20.360671787166737,33.010501985408474,18.00936497438784
1965-06-01,25.572920649674398,24.796586356027756,9.396288412072774,18.860334956093308,29.611531212967762,17.040819609465263
1965-07-01,25.47084422424116,21.781152233369202,12.020039539860154,17.452413343856946,25.838938820046923,18.676296697346608
1965-08-01,23.46394255138655,21.433933904335404,11.093578685574553,14.469032826028663,26.61069939837992,17.66346173286948
1965-09-01,18.94940888319073,23.342036470826798,14.838883338283647,12.781371895876722,25.499033114303398,20.620837356994816
1965-10-01,18.996007925539228,21.23795810816105,19.959479416930645,16.67048316895149,28.423575450158427,24.997730701729903
1965-11-01,20.72659039719225,23.943213714190076,29.846304069559746,12.785723541555473,29.38663315997344,30.733883765520268
1965-12-01,18.145434921675854,18.46756735850037,39.716472225244424,15.002071877067829,48.159705912632475,35.72652227457077
1966-01-01,28.753521321328964,18.46706927219585,44.74300175664855,29.202445811960207,47.733194527564706,37.588000056350126
1966-02-01,36.18051982298458,19.551935414491133,37.85920714229209,36.30044874965418,43.01017351499303,33.639340397893356
1966-03-01,38.579693069051274,35.71092028936905,33.104586487595405,12.2703071606839,28.018420302932935,37.99820751271331
1966-04-01,32.69662164237636,23.656342281468774,30.335228037407564,33.96637642258326,37.31859630446481,35.569162712792775
1966-05-01,27.541199545911613,35.53524968408345,17.788182771847364,12.531870700528634,34.36125246293654,32.24964769008038
1966-06-01,31.00793669842896,27.062482977614287,9.194727491011962,17.765722608483223,27.73454113176771,18.105566390910163
1966-07-01,28.29507498778826,23.7213264578714,8.384026493007061,21.582841142651837,26.742040397516448,14.463226588689839
1966-08-01,23.658695931807184,19.476786979524057,16.63566692780226,18.557640460953884,29.72472618987138,8.594790890777436
1966-09-01,20.05823093427859,18.973928123539967,16.887138113347273,16.93378686313941,33.25697064658994,6.763716812427556
1966-10-01,16.58777526001355,17.01914046925536,15.957806542115593,17.02835887582013,37.80142304619996,7.217064830858765
1966-11-01,20.2750200675661,17.64847782755212,8.466739731137382,11.416632664558733,31.568657961769457,9.796660945759783
