,zgv600_cluster1,zgv600_cluster2,zgv600_cluster3,zgv600_cluster4,zgv600_cluster5,zgv600_cluster6
1965-01-01,-0.15188405,0.1386383,-0.095957756,0.20781031,-0.35424894,-0.09787102
1965-02-01,-0.3857443,0.26712173,-0.034586,-0.58325243,0.37573642,0.20089316
1965-03-01,-0.03296707,0.25726098,-0.026932906,-0.46507135,-0.30170763,-0.08933492
1965-04-01,0.43122125,0.6082722,-0.008977652,0.36808324,-0.73322326,-0.42710024
1965-05-01,0.1988327,0.342475,-0.017660905,-0.52335244,-0.21384454,0.25196266
1965-06-01,0.0260499,0.2312111,0.09845972,-0.642711,-0.021487474,0.20766315
1965-07-01,-0.22561845,-0.4400517,-0.023695087,-0.6795044,0.013392925,0.3764723
1965-08-01,-0.0432693,-0.043416478,0.10464106,-0.44505557,0.3898652,0.3199573
1965-09-01,-0.08138752,0.32716894,0.15938997,0.21575777,-0.7348422,0.003532219
1965-10-01,-0.15762386,-0.505397,0.019868517,-0.072851375,-0.72027194,0.522175
1965-11-01,0.096546456,-0.015158939,0.040472984,0.014128745,-0.30509266,0.34306368
1965-12-01,0.3870689,0.14143467,0.04989214,-0.07388153,-0.22782607,-0.52806205
1966-01-01,0.019819355,0.019819355,0.032405354,-0.5712894,0.54568344,-0.038047362
1966-02-01,-0.18141226,0.17953157,0.09504614,-0.3950852,-0.08998279,0.08535342
1966-03-01,-0.15522757,0.1999296,-0.014321995,-0.32795978,-0.039204717,0.042676736
1966-04-01,-0.059458114,0.35501248,-0.029656697,0.090706065,-0.2537457,-0.15942292
1966-05-01,-0.019385386,-0.38741788,0.023725366,-0.46134263,-0.17707224,0.3427158
1966-06-01,0.06307475,0.06162808,-0.0033273697,-0.046872042,-0.28152174,0.6392829
1966-07-01,0.12774082,-0.3846692,-0.004629326,-0.058590125,-0.13396148,0.12180948
1966-08-01,0.17519155,-0.1492962,0.062062073,-0.3350485,0.17229824,0.11269548
1966-09-01,-0.1452455,0.08101344,0.067559436,-0.30206436,-0.46727395,0.2599663
