,mgv600_cluster1,mgv600_cluster2,mgv600_cluster3,mgv600_cluster4,mgv600_cluster5,mgv600_cluster6
1965-01-01,0.6104486030444765,0.032116191931799695,-0.3164566150217345,-0.0019031933950796978,0.7410689084618179,-1.1120597290438274
1965-02-01,0.43598604306840066,0.01777073181274405,-0.33509293288895575,-0.17455510668835397,0.6666924114580507,-0.44856217018393585
1965-03-01,-0.08832454812108426,0.022965268194051595,-0.1801862861170913,0.2246066422785743,0.8554509944385952,-0.25109478900598925
1965-04-01,0.3593376854009796,-0.02674903034379608,0.007239999390687003,-0.2690565283015623,0.9207211158893726,-1.1676656645397807
1965-05-01,-0.5764446237631012,0.0063675589431701094,0.3455275161699815,-0.14661563149953294,0.6879986436278731,-0.31656352586524433
1965-06-01,0.07028479063720035,0.07864159033923415,-0.1700288870117881,-0.3419455835374735,0.10229961049777489,0.2595100465208985
1965-07-01,0.3576248361353289,0.0935180057018425,-0.43195693781881617,-0.8895610348652986,-0.09305956600992767,1.0589246139969937
1965-08-01,0.3160732879973295,0.07090114957194009,-0.17245925511374618,-0.34582963434316344,-0.08590710521848113,0.3898541941199192
1965-09-01,-0.35645708180310437,0.06597895424759559,0.2978397138190992,-0.559470006975077,0.19424387978182897,-0.6319938704024913
1965-10-01,0.3010177298596031,0.07510275522059802,-0.4391685579762314,-0.6633584782228632,0.2919059660699632,-0.6449764551118363
1965-11-01,0.5828719912913808,0.03692108478272361,-0.055450054280685654,-0.6365664429583793,0.10171045583707314,-0.18872467930926834
1965-12-01,0.08418763938703036,0.038627528197813836,-0.14904602007432416,-0.002018273492359509,0.713096559047699,-0.4584348825521247
1966-01-01,-0.2627164386866386,0.06266202037217114,-0.5217191847887906,0.5551686731435486,0.32627673612700564,0.1479195820730786
1966-02-01,-0.24696724456653263,0.07740965839386273,-0.31389108661449316,0.5172725451194634,0.022302688685832198,0.444628402244213
1966-03-01,0.31062226023590356,0.03890607497124581,-0.21942840381102127,-0.12770889926764925,0.7516982930677908,-0.7182663263276566
1966-04-01,-0.2087915544969994,0.01362134216789994,-0.06326940475088177,0.37882987220408554,0.25675909386740786,-0.34638774949450823
1966-05-01,0.5121685433806035,0.03953471369863127,-0.1452431534275864,-0.7417702068716793,0.2002942755266472,-0.17543818021929541
1966-06-01,0.09928601222080098,0.10640419859207419,-0.10676623293847748,-0.7315544253688748,0.011746345639780715,-0.1346902012131935
1966-07-01,0.2207820352755095,0.12667047474800686,-0.42355096701419714,-0.6540740950632904,-0.01121652829978201,0.06859312050564345
