,mgu600_cluster1,mgu600_cluster2,mgu600_cluster3,mgu600_cluster4,mgu600_cluster5,mgu600_cluster6
1965-01-01,0.20660973,-0.10656357,1.4345379,0.6713192,0.7795126,1.137984
1965-02-01,-0.0048885345,-0.0042366027,1.6385406,1.0946414,-1.0024166,0.5712732
1965-03-01,-0.9958992,-0.34934694,1.2735516,1.1324444,0.5934332,1.9637722
1965-04-01,-0.26917952,-0.42821044,0.94864595,0.7661514,1.0359825,0.6074463
1965-05-01,1.2057679,0.036499023,0.53835905,0.6736008,1.0004616,0.3418514
1965-06-01,0.7048853,0.38714904,1.009586,0.38226128,0.974065,-0.20107003
1965-07-01,0.6830513,0.3255577,1.1458054,0.7404068,0.75930786,-0.54943925
1965-08-01,0.82448465,0.40996093,1.4319309,0.077560045,0.47937432,-0.06517677
1965-09-01,1.3155905,0.4037693,0.21834183,0.28612557,0.9972027,0.4849144
1965-10-01,0.9114954,0.22877006,0.5533495,0.30600435,0.58365667,0.47937393
1965-11-01,0.31871396,-0.16098633,0.80884206,0.655677,1.2139149,0.108193204
1965-12-01,0.112103656,-0.08701096,1.0552098,0.7544193,1.8086517,0.74855345
1966-01-01,-0.79923975,0.15459633,1.5092013,0.8186054,0.28391877,1.6555917
1966-02-01,-0.5570065,0.13326149,1.5180633,0.4598503,-0.14836006,2.0432315
1966-03-01,0.016083336,-0.020022202,0.62101096,1.0690448,-0.024617005,-0.053173065
1966-04-01,-0.40437928,-0.022319412,1.3529637,0.76247823,1.0985858,1.7694876
1966-05-01,1.654607,0.23731041,0.9485844,0.172649,1.456028,-0.5389538
1966-06-01,0.3164135,0.37254104,0.44179764,0.8419094,1.071999,-0.18643455
1966-07-01,0.6781231,0.51893157,0.74869233,0.6292164,-0.25437814,0.12111664
1966-08-01,0.49300155,0.3728691,1.3808632,0.48052865,0.7079918,0.15131378
1966-09-01,0.11258278,0.28063697,0.9840334,0.03774643,0.25076753,0.55569345
1966-10-01,0.9393942,0.2225399,0.8734196,0.277026,0.24650078,0.58982927
1966-11-01,0.29376563,-0.38993683,0.4191498,0.29015502,-0.30853614,-0.31871146
1966-12-01,0.26619416,-0.12965088,0.86521417,0.6633526,0.61608773,-0.5432205
1967-01-01,0.49536744,-0.053879548,1.5285528,0.6612514,0.34842262,0.5988821
1967-02-01,-0.3585453,0.095351025,1.8583626,0.766399,1.295727,0.7814201
1967-03-01,-0.06073723,-0.15249595,1.6555786,0.3265438,1.2660115,0.53096044
1967-04-01,-0.017633438,0.013388443,1.3179318,0.009469986,-1.1184136,0.17633362
1967-05-01,0.11004543,0.15739441,1.6748447,0.45977402,0.5897385,0.07510529
1967-06-01,0.5521862,0.25078583,-0.35985184,0.81374776,0.4183033,-0.24327508
1967-07-01,0.16033325,0.2481739,1.0423286,0.3154419,0.49732667,0.13257675
1967-08-01,0.8457491,0.19494629,0.6527618,0.4535698,0.5515331,0.16065979
1967-09-01,0.08000298,0.43234444,0.17568055,0.31609496,0.81668663,-0.08065643
1967-10-01,0.72623426,0.24262238,0.28213388,0.48948973,1.553044,0.7210091
1967-11-01,-0.4907959,-0.49275512,1.3979349,0.7879509,0.11722946,-0.027756501
1967-12-01,0.22988701,-0.0042449953,1.5226749,0.76248014,-0.27625656,0.6863958
1968-01-01,0.39239272,0.18087998,1.0528228,0.76254004,0.5867653,0.27861327
1968-02-01,-0.5214882,0.054336548,0.28007203,1.4448506,-0.050690077,0.6378204
1968-03-01,-0.46459883,-0.15316467,0.4084385,1.0925728,0.022245407,-0.04704361
1968-04-01,-0.08314629,-0.19874915,0.59551775,0.35118407,0.13456574,0.3479019
1968-05-01,-0.40260354,0.09153366,1.3482113,0.5637909,0.77712667,0.8201588
1968-06-01,1.2603241,0.28590697,0.029903412,0.34972534,0.87996596,0.3052349
1968-07-01,0.7096615,0.33149108,0.7990074,0.6104698,0.4864792,0.016410446
1968-08-01,1.4255226,0.35118407,0.8894474,0.5028893,1.0174491,0.6892395
1968-09-01,0.5120064,0.28007203,-0.028445054,0.4233902,1.4900707,0.6764759
1968-10-01,0.33842048,0.061994933,1.0156257,0.44308242,0.69470996,1.0984074
1968-11-01,0.13894196,-0.1199791,1.5983797,0.59551775,0.8048426,1.0732448
1968-12-01,-0.17431565,-0.013493347,1.3372711,1.1119007,0.77676237,0.76764524
1969-01-01,-0.4571209,0.19771004,1.3587568,0.6558258,0.50323105,0.3104971
1969-02-01,-1.5664184,0.3629101,-0.17880134,1.4284198,-1.8795694,-0.16785431
1969-03-01,-1.3998911,0.09122543,0.29689637,1.7651234,-1.5077025,0.8220215
1969-04-01,0.69795513,-0.08226852,0.4338997,0.7178589,1.0525723,-0.18543549
1969-05-01,1.4652412,0.38115463,-0.26936302,1.1792923,0.64819586,0.10847473
1969-06-01,1.4960921,0.2892666,-0.16685906,0.9739529,0.038812257,-0.7059166
1969-07-01,0.88173217,0.28694457,0.8993141,0.7317913,0.26007462,-0.31049728
1969-08-01,1.154081,0.5543167,0.38049164,0.47039032,0.23353615,-0.049095534
1969-09-01,0.7463875,0.27831954,0.7742523,0.2982235,0.29590112,0.046110153
1969-10-01,0.98655814,-0.08226852,0.4120056,0.5486778,0.38148728,0.05904732
1969-11-01,-0.64720076,-0.116436385,0.757666,0.668763,-0.5125195,-0.63360023
1969-12-01,-1.2373447,0.049095534,1.3020312,1.508366,0.86415064,-0.6223213
1970-01-01,-0.4542637,-0.015308762,1.3138702,1.5271915,-0.5274788,2.0154004
1970-02-01,0.38371125,0.041931916,0.68355864,1.2932373,0.86825943,-0.6885506
1970-03-01,-0.2522579,0.11348267,0.93947697,1.1917347,-1.3864197,0.06755714
1970-04-01,-0.23561783,0.10849075,1.1271732,0.57540053,0.2033371,1.2236831
1970-05-01,1.0775868,0.056575395,0.45992127,0.84795874,0.13644561,-0.40268096
1970-06-01,0.4865448,0.30384064,0.15175399,1.009697,0.21797982,-0.6795651
1970-07-01,0.61034393,0.42164993,0.6755718,0.15275268,-0.1683937,0.09850693
1970-08-01,0.60002744,0.50751036,1.0735931,0.13977356,0.34044838,0.6386318
1970-09-01,1.4872563,0.3717308,0.72282827,0.15508194,0.9221722,0.25824815
1970-10-01,0.62099344,0.05590973,0.07521133,0.8166763,0.041599274,-0.0
1970-11-01,-0.4030134,-0.3677376,0.7434618,0.7208313,0.6779011,0.08153458
1970-12-01,-0.25358886,0.23195724,1.8370224,0.6379658,-0.33112985,0.6855553
1971-01-01,-0.026456451,0.09472046,1.7353414,1.2663124,1.0899369,2.0302808
1971-02-01,-0.14436683,0.029722596,1.6481336,0.7636417,0.33870697,-0.013064575
1971-03-01,-0.52586097,0.073163226,1.2957084,0.8822052,0.60882264,0.21851006
1971-04-01,-0.3981518,-0.070877075,0.9785587,0.40958366,-0.87926596,-0.0013065338
1971-05-01,-0.47098866,0.16004486,0.9880306,0.215897,0.5366394,0.609803
1971-06-01,0.7332657,0.17572251,0.3945591,0.49581185,0.20087242,-0.5320667
1971-07-01,0.6444248,0.29167327,1.3829167,0.34654617,0.48013383,-0.03331528
1971-08-01,0.892004,0.35307807,0.785199,0.31682318,0.8319057,-0.25117224
1971-09-01,1.272845,0.26031762,-0.9236866,0.9779053,-0.13326149,0.53533286
1971-10-01,0.22667542,0.20348549,0.5088768,0.2534584,0.37332878,0.37561494
1971-11-01,0.11203156,0.043767165,1.1568943,0.55721664,0.67055434,-0.39194602
1971-12-01,1.0840576,0.10713196,2.1227145,0.124442674,0.26391068,0.26586992
1972-01-01,1.0871292,-0.049923707,2.2692275,0.25994682,0.95084345,0.98154336
1972-02-01,0.15063171,-0.1816185,1.1221329,0.49665338,1.2896925,1.0337623
1972-03-01,-0.41459543,-0.07832833,1.3235489,0.3092968,0.026683236,0.50210494
1972-04-01,0.36438483,0.012050629,1.26387,0.3047062,0.6105598,0.24187088
1972-05-01,-0.07976303,0.094969556,0.17128983,0.35950738,1.2770681,-1.0308933
1972-06-01,0.011189843,0.22551689,0.5887539,0.89059067,0.31761703,-0.36581916
1972-07-01,0.68888795,0.20600624,1.0090873,0.42578506,0.15608291,0.35520363
1972-08-01,0.93850595,0.20514564,0.81914866,0.52620584,0.36782798,0.10300331
