,vws_u600-250_cluster1,vws_u600-250_cluster2,vws_u600-250_cluster3,vws_u600-250_cluster4,vws_u600-250_cluster5,vws_u600-250_cluster6
1965-01-01,25.65776873599914,17.802315707933808,19.366428339201402,12.41172370045854,20.052059882256906,34.43335465727931
1965-02-01,17.37989098437927,25.327703172067334,22.161931481264972,12.6995779269289,12.33667960794558,35.05769130767049
1965-03-01,10.029726221558192,22.68602293722219,28.226638661321477,13.255056380252862,20.387589024858272,28.858882087082254
1965-04-01,8.828537007681394,19.03292376257609,15.300623603340682,7.012726094573792,13.45605878487321,36.73962683700568
1965-05-01,3.800063020647367,17.277175838441877,11.40117420407018,9.636713740568748,12.541773479051335,26.661346945291843
1965-06-01,4.398350687781145,10.920067068886137,6.30454582456664,9.39871712617076,2.754365824395537,15.845420840854251
1965-07-01,8.781424204671403,7.44925302612014,1.7985419694144134,7.537663634191949,-1.9248546922752852,12.857538468260946
1965-08-01,2.685747408033819,6.3368115507133,3.659174668680798,2.722489997346931,-4.587764711066604,9.993730454321616
1965-09-01,-0.7971856449797163,5.904033094928851,6.700361106934792,5.0525447417504585,0.023992752036558186,14.402219323271913
1965-10-01,-0.4517984673241642,10.740870495208686,12.983317480558766,7.069156662699215,7.3183249860787445,17.292918360589514
1965-11-01,5.697863692078379,19.276059517707786,19.111109555716432,9.376078359496624,13.81039314547513,25.673789116072143
1965-12-01,9.998140804147978,17.96982180323158,19.869940928132664,15.218493557569992,17.861308025647354,26.23759323827138
1966-01-01,15.08621776372204,22.751554042356823,30.640947771103804,12.924011658800644,24.415549326577597,23.30649431183071
1966-02-01,12.081874162492003,27.00381464384639,31.122020773506634,10.803544309152857,19.806334164666914,21.018630090481672
1966-03-01,13.543412317971509,31.93282062578098,17.808691622228004,9.436308468833495,15.314807520299654,35.57845451071677
1966-04-01,10.708180196790984,23.218135950742905,23.37615906762011,8.49584349453341,13.78877139574933,24.579450839158188
1966-05-01,3.801887722232389,16.684253762496866,11.056076514038953,7.807715536875909,9.00275581117189,28.593731792071956
1966-06-01,-5.082726266148748,12.81091792718558,7.765688393459661,3.2570368316850606,4.7964121229992775,18.669478726283277
1966-07-01,2.048545854494064,6.379130256396292,5.201171714567698,2.8888644126559693,1.1091668666370784,13.937822030122103
