,r100_cluster1,r100_cluster2,r100_cluster3,r100_cluster4,r100_cluster5,r100_cluster6
1965-01-01,45.78773,73.83896,31.571287,90.464935,49.44381,9.095905
1965-02-01,51.70756,71.74556,28.393513,85.640945,67.67178,5.1679153
1965-03-01,47.60103,68.690636,33.228973,88.3224,63.748707,8.145851
1965-04-01,40.228264,78.79563,38.883442,89.975174,59.95831,6.6650734
1965-05-01,37.745014,73.881546,38.568943,79.43938,66.81018,6.481613
1965-06-01,32.34935,69.46214,49.13422,62.376038,74.31562,6.4308357
1965-07-01,31.681034,72.006004,57.643776,66.11238,36.871944,11.731495
1965-08-01,37.24869,58.70358,52.04991,59.586475,44.09401,10.923946
1965-09-01,37.833466,71.50968,51.791103,77.65392,83.675316,9.977165
1965-10-01,52.842716,73.19685,33.892372,87.177414,84.74986,9.564384
1965-11-01,61.049236,60.551277,34.22817,84.59097,82.54344,10.838768
1965-12-01,47.628876,62.69709,24.55889,87.401825,67.74222,13.518581
1966-01-01,44.283733,54.721004,25.101677,96.90019,48.671722,10.084351
1966-02-01,43.379215,62.853477,33.311302,84.97891,50.21154,7.653145
1966-03-01,34.22403,77.821556,29.098965,87.09493,37.40216,5.07584
1966-04-01,34.237164,76.610054,36.54032,83.856064,36.628967,6.953827
1966-05-01,23.673489,83.169876,36.02322,78.96082,47.392918,4.826317
1966-06-01,20.938587,81.02267,46.4687,74.36435,77.201035,5.8506737
1966-07-01,26.659552,76.987625,49.577885,78.282845,50.697453,7.4298897
1966-08-01,35.174515,71.45216,48.77186,71.17801,44.932167,10.363422
1966-09-01,33.917053,72.89677,50.86982,82.2473,68.902756,7.6695633
1966-10-01,44.810688,77.13537,52.890625,86.15758,84.96742,12.069042
1966-11-01,70.367065,72.561874,35.583275,91.0676,77.56711,11.089008
1966-12-01,48.126713,71.91837,34.713226,88.097946,57.620064,13.380676
1967-01-01,37.190533,80.23161,30.163969,97.03455,49.30122,7.9542847
1967-02-01,43.923195,68.67156,31.214575,90.24953,59.09618,8.329262
1967-03-01,36.99629,69.11241,33.523544,86.95245,44.73564,6.8817215
1967-04-01,39.729218,76.55111,48.80294,85.861305,51.1288,4.4072227
1967-05-01,45.066704,79.2435,45.078526,83.29391,66.22916,5.028805
1967-06-01,30.581171,62.93883,49.20832,57.881733,68.65467,5.2534523
1967-07-01,37.068916,65.22753,50.363647,70.63258,45.916306,12.124619
1967-08-01,39.617737,59.852886,58.477978,71.86392,44.700172,11.915173
1967-09-01,48.105354,68.36584,61.344345,73.47699,74.63908,12.082394
1967-10-01,59.11138,72.48043,50.39743,83.44424,88.34087,15.316975
1967-11-01,62.19057,70.82683,38.96913,92.222374,62.758102,10.268322
1967-12-01,44.619095,72.95338,40.190334,93.71383,53.479996,13.18536
1968-01-01,31.811068,72.533424,29.448206,83.25323,36.298576,7.9538803
1968-02-01,55.660206,59.28337,28.24907,83.73771,55.476715,6.9269714
1968-03-01,39.18455,71.363266,49.7949,80.61835,52.020947,5.734272
1968-04-01,30.879122,85.529175,41.239983,88.58254,41.734123,4.985817
1968-05-01,34.280163,83.668495,47.185772,78.90897,64.11211,6.6871414
1968-06-01,32.659317,66.4621,54.45785,66.70514,80.541084,7.3148766
1968-07-01,34.589203,63.051395,53.393917,73.48791,36.982647,9.206135
1968-08-01,38.27836,74.65968,52.865974,78.632126,49.98,8.869732
1968-09-01,41.60053,73.48308,52.302624,74.24924,62.892044,12.378616
1968-10-01,48.058163,77.30583,42.71436,82.892685,80.87266,11.20845
1968-11-01,56.762768,68.24229,56.357155,91.88219,63.539097,13.067516
1968-12-01,50.16993,65.57843,34.288208,91.808136,53.2233,10.920338
1969-01-01,33.82348,72.65098,24.094042,86.366104,32.154,8.540649
1969-02-01,28.33375,78.13569,30.290667,91.153946,39.453583,4.9125824
1969-03-01,36.34357,75.25296,31.766293,86.87079,54.08617,4.7722054
1969-04-01,36.069504,77.36863,34.18612,82.485695,41.97869,4.344391
1969-05-01,44.398514,80.52711,30.65832,87.29861,68.509865,4.8641205
1969-06-01,26.83974,72.480515,45.954353,77.129654,91.583435,7.556343
1969-07-01,37.245995,58.810513,54.25663,69.16997,62.69092,11.060745
1969-08-01,44.63916,66.5613,65.08902,69.02792,69.98716,14.571831
1969-09-01,54.0962,75.085846,57.127663,82.6127,85.848045,8.692722
1969-10-01,61.196915,73.16569,48.18367,78.20922,89.417625,11.028992
1969-11-01,62.415184,61.96063,36.55915,83.46666,73.06876,12.37928
1969-12-01,50.74053,84.28218,32.887634,94.20881,51.681385,10.25692
1970-01-01,60.059795,67.439186,37.20504,88.90544,45.446655,9.180248
1970-02-01,36.337852,74.22279,30.474392,89.63031,45.305984,9.074329
1970-03-01,35.730488,71.28693,29.256353,85.45654,42.11029,4.799614
1970-04-01,34.515762,80.216995,30.618372,85.50123,68.22859,6.116947
1970-05-01,40.9237,70.39657,40.642357,80.47682,44.533127,4.8227844
1970-06-01,24.276632,74.47434,52.561253,73.43669,65.37713,4.0135155
1970-07-01,34.494247,65.33741,52.687027,67.157845,53.08587,13.069363
1970-08-01,39.17939,64.9667,57.582348,81.14873,62.436295,11.222446
1970-09-01,37.70318,77.08419,54.86659,77.88022,60.776386,12.395802
1970-10-01,58.452847,94.310486,36.548027,87.995224,89.55583,9.794231
1970-11-01,55.194267,81.56577,36.016792,87.91579,71.93732,11.54847
1970-12-01,37.574097,77.94807,26.985773,97.5641,55.92244,6.9080124
1971-01-01,42.732605,77.48305,35.079597,88.20267,62.50161,8.465656
1971-02-01,39.49694,77.37654,39.10305,85.42851,64.85313,6.9847565
