,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7
1965-01-01,18.748291,27.460175,24.921936,23.71994,26.16986,19.960266,26.447266
1965-02-01,18.064209,27.638306,24.597137,25.738739,26.022156,18.872528,26.840454
1965-03-01,17.35318,28.541931,24.40802,27.168762,25.950317,18.563171,27.979584
1965-04-01,17.753357,29.312317,24.76828,27.04953,26.713715,19.096558,29.042877
1965-05-01,18.819641,28.758972,25.083618,26.637878,27.080444,20.55304,28.69162
1965-06-01,21.298492,27.592407,25.476288,26.133423,28.358795,22.092346,28.269989
1965-07-01,24.101166,26.468231,25.707306,25.020752,28.748505,23.616669,27.638306
1965-08-01,26.140411,26.115967,26.374939,23.069305,29.250946,25.149475,27.308472
1965-09-01,25.172913,26.291107,27.055511,22.926605,28.884705,24.520294,27.116882
1965-10-01,23.879608,26.93924,27.057495,24.220398,28.716553,23.391144,27.339417
1965-11-01,22.072876,27.989563,26.669312,23.536316,27.723114,21.586395,27.181244
1965-12-01,20.700714,28.20462,25.927368,23.795776,26.970184,20.541565,27.431244
1966-01-01,18.751312,28.274384,25.218872,24.819489,26.438782,19.577362,27.730774
1966-02-01,17.544556,28.713654,24.71762,25.674255,25.624847,18.584412,27.678314
1966-03-01,16.959564,29.115051,24.542633,25.29956,25.521973,18.399841,28.348541
1966-04-01,17.085632,29.571442,25.263763,24.49524,26.531067,19.38977,28.661194
1966-05-01,18.977234,29.026306,25.408997,23.483093,27.563354,19.92279,28.04898
1966-06-01,22.031738,28.114044,25.761505,23.540588,28.395416,21.258667,27.538635
1966-07-01,24.517914,27.138733,26.445312,23.05951,28.99353,23.026733,27.180084
1966-08-01,25.902191,26.564331,26.902222,21.776062,29.493774,24.403961,26.92038
1966-09-01,24.716095,26.504333,27.206299,21.192596,29.419159,24.75241,26.851776
1966-10-01,23.843689,27.086792,27.118042,21.767487,28.994019,23.590515,26.771606
1966-11-01,21.685822,28.265839,27.109985,21.392822,27.560822,21.823486,26.659637
1966-12-01,20.30252,28.66269,26.298584,21.978302,26.211853,20.151245,26.377747
1967-01-01,18.474854,28.767822,25.26654,23.320343,25.833984,19.26065,26.403412
1967-02-01,17.999573,28.975159,24.456726,25.290588,25.560028,19.100403,26.927277
1967-03-01,18.015106,28.69571,24.326508,26.139984,25.883057,18.931122,27.711578
1967-04-01,17.570892,29.171478,25.045685,25.347198,26.409943,19.68335,28.340607
1967-05-01,19.529114,28.929596,24.947021,24.214325,27.242798,19.78952,28.340607
1967-06-01,21.445251,27.79422,25.326141,23.012848,28.422241,21.490326,27.463165
1967-07-01,24.673065,26.551178,25.552032,21.299011,29.248627,23.303314,26.513123
1967-08-01,26.967865,25.792908,26.059357,20.220734,29.369812,24.597443,25.977234
1967-09-01,25.90561,26.12497,26.958344,19.838104,28.985687,25.05371,26.54715
1967-10-01,23.80014,26.840149,26.90976,20.995514,28.18686,24.254395,26.190063
1967-11-01,22.588135,27.542297,26.33731,21.464783,27.414093,22.304688,26.287231
1967-12-01,20.580322,27.67102,26.100922,21.232422,27.003906,20.612396,26.303772
1968-01-01,18.538025,27.909424,25.260773,22.240204,26.375153,19.642517,26.275726
1968-02-01,18.268463,28.106781,24.403625,24.70337,25.69159,18.925812,26.898438
1968-03-01,17.966278,28.211151,24.468414,24.757263,25.232605,18.746277,27.25357
1968-04-01,18.030579,28.967896,24.842834,24.975891,26.060577,19.361572,28.120148
1968-05-01,18.38272,28.955048,25.21875,23.200226,27.245178,20.185577,27.930695
1968-06-01,20.187073,28.22055,25.641144,22.197174,28.243774,21.512146,27.257538
1968-07-01,23.055328,27.850067,26.069977,21.763885,29.042572,23.086487,27.26892
1968-08-01,24.289368,26.980042,26.579407,21.828674,29.56488,24.85669,27.138336
1968-09-01,24.088074,26.663513,26.960266,21.801971,29.361603,25.31073,26.969177
1968-10-01,22.300537,27.454895,27.28769,22.462769,28.778961,23.957489,26.69812
1968-11-01,20.772675,28.11322,26.979553,22.488495,27.715057,22.159576,26.775787
1968-12-01,19.719666,28.277405,26.196594,22.80011,26.556671,20.450195,27.139801
1969-01-01,18.600372,28.60257,25.564545,23.933472,25.944489,19.720734,27.217651
1969-02-01,18.052246,29.126617,25.504547,24.667725,25.721436,18.633698,27.371979
1969-03-01,16.903687,29.556793,25.619415,26.7659,25.775787,18.147095,28.373383
1969-04-01,17.234924,30.090057,25.473267,27.020752,26.944855,18.480896,29.228119
1969-05-01,18.503967,29.54654,25.761444,25.757843,27.881653,19.107483,29.125061
1969-06-01,20.687775,28.5354,26.091125,25.195343,28.985596,20.830322,28.24057
1969-07-01,24.226257,27.093567,26.428528,22.894653,29.909058,22.701324,27.35556
1969-08-01,25.924988,26.369537,26.798218,22.095795,29.989563,24.253937,26.906403
1969-09-01,25.214844,26.473633,27.158173,21.45279,29.546051,24.186249,27.124847
1969-10-01,23.490448,27.039703,27.069977,21.848114,29.017914,23.477142,26.763855
1969-11-01,21.241547,27.643738,26.910492,22.976685,27.852936,21.905548,26.757202
1969-12-01,20.294495,28.341064,26.293152,23.360748,26.72232,19.908386,26.972046
1970-01-01,18.179962,28.808716,25.65564,24.552795,26.029633,18.731659,26.98941
1970-02-01,17.44696,28.778778,24.914886,25.730011,25.172668,18.286896,27.495636
1970-03-01,17.228973,28.784454,24.80487,25.645813,25.596222,18.008453,27.928009
1970-04-01,17.060059,29.28189,25.101898,25.704712,26.73111,18.652618,28.753448
1970-05-01,18.486298,28.883118,25.578156,23.345062,27.136108,19.693481,28.2901
1970-06-01,20.887268,28.112915,25.710388,21.565002,28.409424,21.12436,27.242523
1970-07-01,24.12146,27.131958,26.11435,20.032349,29.281372,22.519592,26.423767
1970-08-01,26.022919,26.58133,26.561188,19.575714,29.530884,24.233032,26.232635
1970-09-01,25.228455,26.67276,26.629883,20.542725,29.341827,24.881836,26.280151
1970-10-01,23.039246,27.525604,26.913483,20.919281,28.808228,23.307861,26.278625
1970-11-01,21.412598,27.984802,26.936188,20.808228,27.778198,21.595459,26.102997
1970-12-01,19.981201,28.280792,25.790466,20.857819,26.311157,19.953827,25.944916
1971-01-01,18.455353,28.712097,25.0802,22.544312,26.226593,19.295868,26.118378
1971-02-01,17.38208,28.372131,24.12207,24.321228,26.012634,18.383698,26.362488
1971-03-01,17.213593,28.791656,24.06427,25.620789,25.994843,18.325897,27.071075
