,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6,vo600_cluster7
1965-01-01,-6.7805013e-06,3.6018682e-06,7.1733302e-06,-1.1832599e-05,9.901276e-06,-9.616138e-06,-8.691866e-06
1965-02-01,-4.631438e-07,-3.2898024e-06,-2.4777546e-07,1.156138e-05,-8.763651e-06,-1.1051903e-05,4.9478913e-06
1965-03-01,-3.200068e-06,8.402698e-06,3.3550168e-07,-9.19438e-06,1.02190825e-07,-1.7485916e-05,-1.7912243e-06
1965-04-01,-5.4254997e-06,-8.73673e-06,4.364614e-06,-1.4829755e-05,-2.3475804e-06,-9.050804e-06,1.1610682e-06
1965-05-01,-3.1641757e-06,-7.291994e-06,-7.5029675e-07,-1.2344084e-05,-1.448876e-05,-2.177083e-06,-6.0536477e-06
1965-06-01,-1.3681143e-05,-1.100263e-06,-9.656578e-07,-6.215174e-06,-1.7701284e-05,1.3764293e-06,-1.1051903e-05
1965-07-01,9.928197e-06,2.6775888e-06,-6.9645466e-07,-7.561197e-06,-2.4341687e-05,-4.958878e-06,-2.1021486e-05
1965-08-01,-5.5511264e-06,-1.03071e-05,2.3007015e-06,-3.1821182e-06,-1.184157e-05,-5.981856e-06,-7.677852e-06
1965-09-01,5.019683e-06,-1.4425947e-05,1.026463e-06,-1.4883597e-05,-8.207295e-06,-1.9348008e-06,3.126268e-06
1965-10-01,2.9467992e-06,5.0824965e-06,-7.143972e-07,-7.5701755e-06,-5.515234e-06,3.2339522e-06,-2.1757318e-05
1965-11-01,-2.3565517e-06,-2.8949653e-06,2.2019958e-06,-9.436662e-06,-5.1293755e-06,4.391535e-06,-1.0944219e-05
1965-12-01,-1.5754027e-05,-1.1810262e-06,-2.029119e-07,-1.9442145e-05,2.3455723e-06,-3.7653954e-06,-8.8892775e-06
1966-01-01,-1.173378e-05,1.190824e-05,-8.385541e-08,-1.0859112e-06,5.472266e-06,-1.539984e-05,1.2277815e-06
1966-02-01,-1.2263325e-05,-4.3609252e-06,5.366357e-06,4.6983187e-06,-3.3670149e-06,-1.1008717e-05,2.9223156e-06
1966-03-01,4.1309977e-07,1.1183172e-05,1.1463126e-06,2.1891028e-06,-2.0716725e-06,-1.2165561e-05,2.501656e-07
1966-04-01,-1.4769576e-06,8.2858605e-07,2.8001123e-06,-8.972016e-06,5.789989e-06,-2.5523368e-06,-3.497189e-08
1966-05-01,-9.962969e-07,1.6840022e-06,1.7980565e-06,-1.069099e-05,-1.8234932e-05,2.034314e-06,-1.9896877e-05
1966-06-01,4.706464e-06,-3.8313847e-06,-2.6093621e-06,-1.3037268e-05,-2.4108776e-05,-5.2326322e-06,-6.9271664e-06
1966-07-01,-3.945439e-06,8.693205e-07,-1.0533222e-06,-7.2745024e-07,-2.8393995e-05,-1.8381572e-05,-1.2092241e-05
1966-08-01,-6.51168e-06,-3.0574374e-06,5.353031e-07,-4.214282e-06,-1.9351042e-05,-1.2051507e-05,-1.8821498e-05
1966-09-01,-7.0493697e-06,2.7460555e-07,1.1544616e-06,1.6351223e-06,-1.6572983e-05,-6.6094435e-06,-1.071543e-05
1966-10-01,5.064925e-06,-6.071754e-06,2.686058e-06,-3.6928868e-06,-9.819283e-06,-4.4505396e-06,-1.7053644e-05
1966-11-01,1.0384789e-05,-1.2406999e-06,7.0038623e-06,-2.413839e-06,-6.837552e-06,-2.087967e-06,-4.911926e-07
1966-12-01,-2.2349064e-05,2.7919668e-06,-1.0533222e-06,-1.1603432e-05,-2.006498e-06,-2.438279e-06,4.9345763e-06
1967-01-01,-3.7024292e-06,1.0728763e-07,1.9760519e-06,-9.754731e-07,-5.9561753e-06,-1.1602573e-05,-8.322208e-06
