,vws850-200_cluster1,vws850-200_cluster2,vws850-200_cluster3,vws850-200_cluster4,vws850-200_cluster5,vws850-200_cluster6,vws850-200_cluster7
1965-01-01,22.630834579467773,25.283721923828125,16.039478302001953,13.327644348144531,23.00168800354004,24.50224494934082,31.902158737182617
1965-02-01,37.10210418701172,38.69581985473633,12.9159574508667,15.660717010498047,12.0288667678833,8.481364250183105,36.49983596801758
1965-03-01,28.753917694091797,27.11793327331543,14.651150703430176,24.761343002319336,11.581503868103027,20.086986541748047,41.05309295654297
1965-04-01,24.636898040771484,40.031131744384766,13.218830108642578,10.455404281616211,12.248886108398438,10.998494148254395,29.609407424926758
1965-05-01,27.1333065032959,29.791015625,12.223431587219238,10.190324783325195,9.35640811920166,5.6440534591674805,12.972097396850586
1965-06-01,17.081464767456055,22.976261138916016,13.01771354675293,6.624370098114014,5.62835693359375,9.948094367980957,11.056199073791504
1965-07-01,5.77755880355835,15.247209548950195,11.317961692810059,8.329923629760742,5.145747661590576,16.027816772460938,12.932026863098145
1965-08-01,3.3207883834838867,13.194958686828613,9.130125999450684,7.77980899810791,2.2875993251800537,18.188961029052734,13.383563995361328
1965-09-01,3.7626137733459473,20.323200225830078,7.187140464782715,6.949148178100586,1.9692126512527466,9.807719230651855,15.571643829345703
1965-10-01,19.55122947692871,16.588956832885742,8.288555145263672,10.453895568847656,1.2781200408935547,1.8593107461929321,22.94696807861328
1965-11-01,23.931373596191406,24.77737808227539,7.82846736907959,17.944976806640625,8.340127944946289,14.765259742736816,31.160598754882812
1965-12-01,27.826871871948242,20.526653289794922,18.04232406616211,9.712631225585938,13.25973129272461,19.473745346069336,32.21791076660156
1966-01-01,32.516502380371094,21.949665069580078,17.665346145629883,23.222505569458008,19.282825469970703,27.48664093017578,40.10269546508789
1966-02-01,38.528724670410156,23.66495704650879,12.871670722961426,33.23084259033203,13.968791961669922,22.461380004882812,42.04203414916992
1966-03-01,41.88262176513672,40.511802673339844,13.147171974182129,16.384424209594727,15.776583671569824,10.692071914672852,21.668258666992188
1966-04-01,33.56482696533203,23.311525344848633,12.452363014221191,25.79814338684082,10.394820213317871,11.822550773620605,28.435609817504883
1966-05-01,24.54837989807129,42.31990432739258,11.607681274414062,5.46569299697876,7.7803635597229,1.287697672843933,22.906530380249023
1966-06-01,18.961833953857422,19.93147850036621,6.506841659545898,7.560643672943115,6.012735843658447,7.954667091369629,10.53486442565918
1966-07-01,3.0079634189605713,17.61026382446289,5.397372722625732,17.006103515625,3.35223650932312,12.334235191345215,13.062678337097168
1966-08-01,3.0021157264709473,12.72134017944336,6.288836479187012,5.24547004699707,1.9298690557479858,16.94570541381836,10.959901809692383
1966-09-01,7.4732513427734375,16.59197998046875,7.022790908813477,10.479081153869629,1.7043827772140503,12.262639045715332,21.789331436157227
1966-10-01,8.78959846496582,20.93486976623535,9.762645721435547,4.401862621307373,1.7097327709197998,3.556605577468872,27.55165672302246
1966-11-01,24.360464096069336,19.01726531982422,3.9170968532562256,19.39080810546875,11.729391098022461,14.045318603515625,24.145057678222656
1966-12-01,31.95163917541504,30.44247055053711,9.081466674804688,10.703619956970215,15.373034477233887,15.588892936706543,30.246280670166016
1967-01-01,28.683731079101562,30.748308181762695,21.14369773864746,13.163926124572754,26.65589714050293,13.99033260345459,32.47185516357422
1967-02-01,29.385772705078125,28.91806411743164,11.506125450134277,16.295583724975586,18.044038772583008,14.676255226135254,37.63130187988281
1967-03-01,24.952802658081055,40.55202102661133,19.451040267944336,12.270183563232422,20.669048309326172,13.608894348144531,27.517688751220703
1967-04-01,18.469507217407227,40.84419250488281,15.756473541259766,15.662532806396484,17.56114959716797,4.980887413024902,28.128742218017578
1967-05-01,23.161148071289062,33.97450637817383,12.583771705627441,14.33614444732666,7.9459614753723145,2.5118324756622314,23.776233673095703
1967-06-01,10.096765518188477,26.229324340820312,6.780045986175537,9.357488632202148,1.1164056062698364,10.78072452545166,12.20896053314209
1967-07-01,7.487360954284668,14.74503231048584,5.693700313568115,8.614847183227539,2.389552354812622,17.328203201293945,15.795148849487305
1967-08-01,6.292216777801514,12.271976470947266,9.355209350585938,8.262497901916504,3.598968982696533,21.388105392456055,18.98668670654297
1967-09-01,11.488067626953125,17.77103614807129,5.325779914855957,9.813777923583984,3.606088161468506,13.90025806427002,17.79296112060547
1967-10-01,23.859054565429688,21.16856575012207,10.030125617980957,8.705071449279785,0.7401447892189026,3.123126983642578,15.488258361816406
1967-11-01,22.323692321777344,26.155418395996094,8.991793632507324,11.507402420043945,6.061263084411621,7.882658004760742,32.10516357421875
1967-12-01,21.183368682861328,31.92728614807129,14.537178993225098,13.84619140625,15.273784637451172,22.418533325195312,36.722286224365234
1968-01-01,28.958574295043945,32.58085632324219,29.00275993347168,14.874195098876953,29.672866821289062,23.31881332397461,30.898303985595703
1968-02-01,36.95849609375,32.01959991455078,14.975090980529785,26.593690872192383,19.288026809692383,24.462873458862305,31.883731842041016
1968-03-01,26.32012939453125,36.26457214355469,10.966268539428711,18.011207580566406,11.90331745147705,5.45825719833374,26.666698455810547
1968-04-01,22.552200317382812,42.99884796142578,12.724564552307129,18.313949584960938,12.83600902557373,8.12951946258545,30.440853118896484
1968-05-01,22.11762237548828,31.213069915771484,8.98697566986084,12.150623321533203,2.578603506088257,3.6103482246398926,21.62757682800293
1968-06-01,10.160475730895996,24.110456466674805,7.23049259185791,5.565164089202881,4.442397594451904,8.572779655456543,11.205222129821777
1968-07-01,5.572537422180176,9.42947769165039,12.099857330322266,12.240836143493652,4.109440803527832,16.083415985107422,10.03337287902832
1968-08-01,0.6183018684387207,13.46687126159668,11.452323913574219,2.0149691104888916,2.399092674255371,15.414288520812988,7.026487827301025
1968-09-01,7.040699005126953,15.407276153564453,8.547407150268555,7.6916961669921875,1.8981761932373047,11.164920806884766,14.958383560180664
