,vws_v250-50_cluster1,vws_v250-50_cluster2,vws_v250-50_cluster3,vws_v250-50_cluster4,vws_v250-50_cluster5,vws_v250-50_cluster6,vws_v250-50_cluster7
1965-01-01,-2.7668800354003906,0.38633298873901367,-1.8455679416656494,0.014717459678649902,6.733968734741211,-3.177496910095215,-3.3335018157958984
1965-02-01,2.0037803649902344,2.1325581073760986,-4.858964920043945,2.657970905303955,-4.35783576965332,2.0243849754333496,-14.913189888000488
1965-03-01,-3.602095365524292,3.6138691902160645,0.6696438789367676,-0.1368722915649414,6.937804698944092,-1.2392090559005737,-4.7794904708862305
1965-04-01,-4.2010955810546875,13.562864303588867,0.09639924764633179,-0.9860690236091614,10.54137134552002,-3.854499340057373,-1.9220986366271973
1965-05-01,-2.2686944007873535,4.821435928344727,1.110431432723999,0.6291707754135132,0.4783170223236084,-1.6512975692749023,0.5886979103088379
1965-06-01,-0.43784403800964355,-0.5791314840316772,-1.9603639841079712,0.6917200088500977,-3.816969871520996,0.3156893253326416,3.800780773162842
1965-07-01,3.4497697353363037,-0.0993427038192749,-2.6241209506988525,4.353421211242676,-4.272474765777588,1.7403380870819092,3.1142117977142334
1965-08-01,2.1951072216033936,-0.5909054279327393,-1.7403380870819092,6.13496732711792,-1.9427030086517334,2.8544492721557617,-4.7743401527404785
1965-09-01,0.9242557287216187,4.861173152923584,-1.8021514415740967,5.169503688812256,2.277524948120117,1.5710874795913696,-0.4150320887565613
1965-10-01,-2.170823574066162,-5.728766441345215,-0.866121768951416,2.9920568466186523,-6.267425537109375,-0.3245197534561157,-5.566138744354248
1965-11-01,-0.7667790651321411,7.151943683624268,1.0155038833618164,3.18853497505188,-0.9551624059677124,-1.9927424192428589,3.8096108436584473
1965-12-01,0.09271997213363647,4.660279750823975,-0.8977642059326172,1.9552128314971924,5.352736473083496,-4.883248805999756,-1.1773958206176758
1966-01-01,2.026059150695801,-6.090474605560303,4.875997066497803,-1.6058021783828735,0.5866239070892334,-3.7367451190948486,-10.310407638549805
1966-02-01,-2.553370237350464,-2.3320298194885254,2.190256118774414,-1.3765051364898682,3.4264347553253174,-4.5338592529296875,-14.954212188720703
1966-03-01,-3.1233577728271484,-1.3678251504898071,-2.2437832355499268,-0.988074779510498,0.836174488067627,-1.4842818975448608,0.06076014041900635
1966-04-01,-1.9052627086639404,0.041229963302612305,2.5967700481414795,-2.3045432567596436,6.018141746520996,-4.460803031921387,-2.6929736137390137
1966-05-01,-1.181204915046692,-3.6680283546447754,-5.9595513343811035,0.9273145198822021,1.908879041671753,2.2206363677978516,5.366416931152344
1966-06-01,1.2991085052490234,-3.3758013248443604,0.5070571899414062,3.035834312438965,-6.074562072753906,2.1519196033477783,7.9754838943481445
1966-07-01,1.1312949657440186,1.1978414058685303,0.4115772247314453,4.191722393035889,-4.5439863204956055,2.791347026824951,3.149397611618042
1966-08-01,1.1435914039611816,0.7081441879272461,-0.29367387294769287,7.019235610961914,-1.9305791854858398,2.1200931072235107,2.638000249862671
1966-09-01,-1.105254888534546,-2.3703665733337402,-1.3410618305206299,6.149787902832031,-0.766011118888855,2.2886297702789307,1.2115850448608398
1966-10-01,-0.0723334550857544,-1.5132153034210205,-2.3985767364501953,2.7153971195220947,7.60152006149292,1.3215317726135254,0.1931302547454834
1966-11-01,-0.777584433555603,5.40186071395874,7.4604692459106445,-0.13743352890014648,5.16316032409668,-4.6676764488220215,6.043458461761475
