,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7
1965-01-01,0.03141251353310867,0.018153260783784517,0.25208592414855957,0.016247151120577327,0.019969368829976682,-0.006163638888620863,0.06891500275090055
1965-02-01,0.019725490833672,0.03564657295137886,-9.203577041625977,0.026033754334037686,0.02806602208333653,0.011547164553228547,-0.0029974228280754585
1965-03-01,0.03513842034088054,0.02236606674344559,-21.17549777030945,0.002158493993596898,0.01523043895356877,-0.007773469524835449,0.04899849728593286
1965-04-01,0.023991433562527243,0.00939710080865922,-18.74328851699829,0.02275324530071682,0.02214691016909688,-0.044834075702561274,0.1285060537311266
1965-05-01,0.012546729191508092,-0.02602306648907138,-41.06915593147278,0.010671120504906147,-0.005181151940379032,-0.07122267841124066,0.058280388420482845
1965-06-01,-0.004281809317394042,-0.04092228818472808,-21.432900428771973,-0.011956653799171801,-0.006493715526059617,-0.02393371431656133,0.054586611969291036
1965-07-01,-0.029848828177217027,-0.0336786014656347,-32.94779658317566,-0.016938405180418933,0.005954068240731262,-0.005459483542473487,0.06958781829420126
1965-08-01,-0.04406033057562063,-0.027784954650494142,-37.62834668159485,-0.0017948796466728785,0.0007567966226921525,-0.0004458356819121666,0.04916153145286272
1965-09-01,-0.04392657953668648,-0.03980722323786922,-40.93257784843445,-0.0019937887339404334,0.001159019248430119,0.00494895015958867,0.048439366356381824
1965-10-01,-0.02349838352119419,-0.029880344504263343,-49.09071326255798,-0.018347654905584123,0.011415015472922214,1.307503849852319e-06,-0.010557473584447266
1965-11-01,-0.011277152881236143,-0.021391159029510932,-31.93919062614441,0.002561717144685027,0.012209501962155797,0.001383179591761695,0.032919206006347006
1965-12-01,0.014157144641372521,0.016212829886045974,-30.84653615951538,-0.0011969758715066644,0.016336551499228146,0.011794524894284656,0.08605482443323675
1966-01-01,0.03771047357102515,0.03628835718079311,-37.72393465042114,0.007970854754985114,0.0016709098790035864,0.0004880872914214539,-0.019620044402918726
1966-02-01,0.05302012071643077,0.018995140520174328,-22.847360372543335,0.03686998453405168,0.010429952336951744,0.00360623440321754,-0.020401771971077287
1966-03-01,0.01074887457972681,0.02797215768113369,-15.288257598876953,0.0006178343657082245,0.018976222896991773,-0.016908705222353437,0.05192944323116878
1966-04-01,0.03636520828159762,0.0022265019001272636,-8.70937705039978,0.025222156150841418,0.021888741053814113,-0.02777035183766309,0.07454111188087822
1966-05-01,0.0025000200200248775,-0.029965763820744142,-49.98810291290283,-0.019636021260126136,0.02101964988680773,-0.05579380549831328,0.049057859435396374
1966-06-01,-0.009157602399797507,-0.04861913318556499,-36.29691004753113,-0.016996146030264135,0.006828401670899502,-0.04100102103418774,0.054536278377164085
1966-07-01,-0.0257252230190895,-0.05964991992445496,-2.8645217418670654,-0.032633605102698006,0.02130553083017815,-0.019726882463479353,0.08201897144317627
1966-08-01,-0.06078448618801547,-0.024307157647440104,-33.807605504989624,-0.019674375653266907,0.019744466123885886,0.0022391210389293096,0.05165831238593695
1966-09-01,-0.0532119416854751,-0.011646455698987333,-12.466132640838623,-0.018544840040030302,0.00512300708959269,0.005031913957175086,0.030813042847615366
1966-10-01,-0.019743394526377533,-0.01364380302952557,-16.181856393814087,-0.021028617557920053,0.003946157562178235,0.006876977805803024,0.02318723478688384
1966-11-01,0.0012704037608657504,-0.01663986036962852,-5.458688735961914,0.011331275289441332,0.02014462381254795,0.00446223192756959,0.06154932362853356
1966-12-01,0.016089396315141464,-0.010223948960836098,-10.555839538574219,0.020115705275977096,0.02530656730604553,-0.006639072062825066,0.09015502654156594
1967-01-01,0.017923390833844602,0.03406543935823247,-4.680526256561279,0.010704810236707146,0.01611729461136599,-0.00390654880236956,0.013107371534097868
1967-02-01,0.04442667877170402,0.03702861855063981,-15.289819240570068,-0.006312779208392272,0.03468254537776459,-0.03246113317836003,0.11869344227718856
1967-03-01,0.023742555312707393,0.013955997689286383,-7.604885101318359,0.026073122833981926,0.02805622792694458,-0.03114252623621058,0.06551927412455937
1967-04-01,0.023958100084687625,-0.008550688351799802,-20.479369163513184,0.03657960735353422,0.020832280346820522,-0.052805165790654474,0.07658660552411709
1967-05-01,0.01009297688347353,-0.020586692054218394,-37.74822950363159,-0.01926287249834449,0.03899978300513223,-0.07175295522399977,0.03879232648408638
1967-06-01,-0.007995302644623838,-0.049702315856286185,-34.32166576385498,-0.021083641475365483,0.010266605504723483,-0.041430288913592794,0.07620647127898234
