,zgu600_cluster1,zgu600_cluster2,zgu600_cluster3,zgu600_cluster4,zgu600_cluster5,zgu600_cluster6,zgu600_cluster7
1965-01-01,0.09646149,0.42169285,0.07951546,-0.18770866,-0.43603173,-0.0042362213,0.38421592
1965-02-01,0.17467347,-0.042364884,-0.06485061,0.064524844,-0.396274,0.050837707,0.18249455
1965-03-01,0.14795074,0.20335121,0.033239745,-0.09972038,-0.32653484,-0.17174053,0.1971592
1965-04-01,0.18933812,0.25581837,0.040409468,-0.087336734,-0.36010092,0.25940284,0.65339583
1965-05-01,-0.3174099,-0.070064925,-0.29883462,-0.19292298,-0.3995331,0.18640518,-0.050837707
1965-06-01,0.08701096,-0.015316391,-0.06843567,-0.067783356,0.20172158,0.06028824,-0.21638641
1965-07-01,0.48849908,0.18021317,-0.045298003,0.20367698,0.16652603,0.5438992,-0.8261139
1965-08-01,0.1525135,0.2118248,-0.032262422,0.31578064,0.1893383,0.23235473,-0.31545487
1965-09-01,-0.058984756,0.002281189,-0.06582832,0.17597695,-0.12383537,0.31578064,0.4634056
1965-10-01,0.40865746,-0.62699926,-0.15283927,-0.019226838,0.11080017,0.43375054,0.7218313
1965-11-01,0.012709427,-0.0368248,-0.058984756,0.032262422,-0.057355117,0.6579582,0.21475716
1965-12-01,0.2023735,0.45330352,0.082774356,-0.14078179,-0.43668365,0.07788582,0.22779235
1966-01-01,0.46017876,0.04201355,0.0045951842,-0.08337059,-0.14409295,-0.45427018,-0.064661406
1966-02-01,0.022319794,-0.097155765,-0.1808548,-0.025273895,-0.07056923,-0.52845,0.042998124
1966-03-01,0.21860123,0.044311143,0.051532365,-0.30558205,-0.14803162,-0.083042145,0.18052635
1966-04-01,0.08074455,0.23829499,0.10733108,-0.09518661,-0.35612947,-0.15755042,0.23173027
1966-05-01,0.23468438,0.12341423,-0.30820808,-0.32560426,-0.20678481,0.42407304,0.07418003
1966-06-01,-0.1280098,-0.21006699,-0.11159821,0.06860046,0.07614937,0.6200264,-0.14245185
1966-07-01,0.021663284,-0.112911224,0.007221222,0.027571106,0.0032821656,0.36138114,-0.34825212
