,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5
1965-01-01,1007.8207,1020.33185,1015.61554,1009.9857,1014.43665
1965-02-01,1007.84674,1018.49927,1012.12463,1012.61084,1017.8432
1965-03-01,1009.7581,1017.3719,1014.4521,1013.87415,1017.91077
1965-04-01,1009.8207,1015.46924,1016.05334,1018.6755,1016.08185
1965-05-01,1009.4294,1016.0106,1016.947,1019.2844,1016.0379
1965-06-01,1010.8583,1015.02704,1014.178,1024.5483,1013.87537
1965-07-01,1009.98193,1017.5722,1010.3621,1021.9846,1008.7355
1965-08-01,1010.35657,1018.8497,1014.8285,1020.6166,1016.7324
1965-09-01,1010.23376,1024.3264,1018.85095,1019.1065,1017.7725
1965-10-01,1009.88837,1024.3232,1016.3684,1018.1557,1022.04175
1965-11-01,1008.9835,1018.9588,1016.91235,1013.729,1013.8636
1965-12-01,1008.11096,1020.32196,1020.03424,1013.032,1016.7132
1966-01-01,1007.4394,1021.1194,1018.8756,1014.19336,1017.008
1966-02-01,1008.459,1024.6238,1019.5847,1009.9936,1018.8562
1966-03-01,1008.3206,1021.69336,1014.5507,1014.84546,1017.18823
1966-04-01,1009.25073,1018.90063,1016.14923,1017.687,1014.23083
1966-05-01,1010.5106,1016.7908,1006.473,1021.3904,1011.52954
1966-06-01,1010.7015,1023.57104,1019.4126,1022.93005,1018.58514
1966-07-01,1009.28577,1018.75916,1013.048,1020.47034,1012.84955
1966-08-01,1010.4812,1023.3388,1016.2575,1022.77234,1016.88776
1966-09-01,1010.70087,1025.7454,1020.92163,1017.9418,1018.0557
1966-10-01,1010.1607,1025.0231,1017.79846,1018.0932,1020.128
1966-11-01,1008.9215,1023.5885,1015.4639,1014.219,1019.2899
1966-12-01,1008.2136,1020.5824,1018.4162,1013.2689,1016.8127
1967-01-01,1008.7034,1021.3258,1015.1191,1009.2781,1016.74945
1967-02-01,1009.1184,1021.71686,1018.71576,1012.91907,1020.68286
1967-03-01,1008.70776,1021.95483,1020.1365,1015.291,1020.3977
1967-04-01,1009.41815,1018.3929,1017.6383,1019.95807,1020.2729
1967-05-01,1008.95154,1018.6919,1017.163,1021.1596,1016.4621
1967-06-01,1009.7272,1024.3398,1017.59406,1020.72284,1021.60657
1967-07-01,1009.3709,1024.1932,1020.8716,1021.1429,1018.5047
1967-08-01,1009.9746,1024.3638,1023.7202,1018.8413,1022.71094
1967-09-01,1010.6987,1025.0509,1013.3675,1017.306,1019.96533
1967-10-01,1010.1445,1020.46814,1022.9794,1017.1217,1019.0997
1967-11-01,1008.68964,1019.8753,1016.27203,1012.8806,1019.90936
1967-12-01,1007.96765,1020.8063,1014.79614,1010.9803,1015.42017
1968-01-01,1006.85455,1023.86273,1013.22327,1010.90686,1015.97327
1968-02-01,1008.75085,1019.3996,1015.6806,1013.63403,1014.5708
1968-03-01,1009.4879,1026.0796,1021.33453,1014.9844,1018.95667
1968-04-01,1009.92584,1019.3516,1010.7981,1015.06305,1016.46924
1968-05-01,1010.0818,1018.123,1012.50916,1017.14185,1016.3791
1968-06-01,1011.1702,1022.18896,1013.5711,1020.9524,1015.5325
1968-07-01,1010.16693,1020.70557,1014.8906,1021.87054,1022.59186
1968-08-01,1010.72015,1016.6989,1011.78284,1016.8614,1014.0927
1968-09-01,1010.6636,1016.77264,1013.0315,1019.396,1015.8903
1968-10-01,1010.1277,1024.0961,1016.20734,1017.24493,1018.53516
1968-11-01,1009.7019,1020.31415,1011.6404,1012.1005,1016.1129
1968-12-01,1007.91,1019.94775,1012.3538,1011.4214,1014.63226
1969-01-01,1006.0582,1018.2978,1013.74915,1011.5503,1014.08795
1969-02-01,1007.00916,1021.3895,1012.9854,1011.01556,1017.0069
