,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5
1965-01-01,1.0107673e-05,-3.8371873e-06,7.6040596e-06,9.233207e-05,-1.8091669e-06
1965-02-01,9.443633e-06,-2.230925e-06,6.8592562e-06,0.00010192477,8.021234e-07
1965-03-01,-1.9393337e-07,-2.9218863e-06,7.4694544e-06,4.9232236e-05,-5.5242126e-06
1965-04-01,-1.4233083e-06,-4.1871535e-06,1.941764e-06,1.0332005e-05,3.7185237e-06
1965-05-01,1.8789506e-06,-4.7076173e-06,-2.6167909e-06,-1.4004188e-05,1.4711091e-05
1965-06-01,3.5659687e-06,-4.0794694e-06,1.6097401e-06,-6.0298604e-05,7.487404e-06
1965-07-01,4.8761067e-06,-3.621819e-06,-1.4464604e-08,-7.939425e-05,1.8520295e-06
1965-08-01,3.3550168e-07,-6.852293e-06,6.0470484e-07,-7.2682065e-05,8.734722e-06
1965-09-01,4.5081906e-06,-5.9369922e-06,1.4661637e-06,-7.191931e-05,3.4762343e-06
1965-10-01,1.10947585e-05,-5.299873e-06,1.1251686e-06,-7.151551e-05,1.2377968e-05
1965-11-01,-4.8422226e-06,-4.1333114e-06,7.460483e-06,-1.0450676e-05,7.406641e-06
1965-12-01,7.4156123e-06,-4.5012275e-06,6.9400194e-06,4.479034e-05,1.2377968e-05
1966-01-01,-2.386514e-09,-6.096194e-06,5.227863e-06,9.2349765e-05,1.083286e-05
1966-02-01,1.1891945e-05,-4.0024643e-06,5.0241906e-06,8.713581e-05,1.781762e-06
1966-03-01,1.0726952e-05,-5.2652213e-06,2.5882982e-06,9.696085e-05,1.2274846e-05
1966-04-01,5.007896e-06,-4.849735e-06,2.8327013e-06,-2.0320513e-05,6.4743217e-06
1966-05-01,2.1320775e-06,-1.1184966e-06,3.557765e-06,-5.214192e-05,4.274687e-06
1966-06-01,6.09957e-06,-5.49333e-06,-2.2234963e-07,-8.297757e-05,1.241334e-05
1966-07-01,1.0159638e-06,-3.2285207e-06,6.482467e-06,-8.8272995e-05,4.087309e-06
1966-08-01,3.6962629e-06,-6.0798993e-06,3.533325e-06,-8.584524e-05,4.2583924e-06
1966-09-01,1.042552e-05,-7.489296e-06,2.2868662e-06,-6.470429e-05,8.7065455e-06
1966-10-01,1.0718806e-05,-4.1246676e-06,3.565914e-06,-6.686319e-05,8.836894e-06
1966-11-01,5.5048513e-06,-2.2590502e-06,1.8550854e-06,-1.3957859e-05,6.3113876e-06
1966-12-01,2.2379863e-06,-3.7336213e-06,8.665811e-06,2.3085651e-05,9.618987e-06
1967-01-01,8.464598e-06,-5.049864e-06,7.839004e-06,0.00014213345,9.018007e-06
1967-02-01,1.0966978e-05,-2.844241e-06,5.408805e-06,4.115596e-05,6.0664825e-06
1967-03-01,5.7536854e-06,-3.100893e-06,5.264439e-06,0.00013064014,4.1736566e-06
1967-04-01,1.5670084e-06,-5.4348457e-06,4.895497e-06,-7.295592e-06,9.812033e-06
1967-05-01,-1.8898063e-06,-5.8358673e-06,5.112048e-06,-4.242517e-05,1.0670221e-05
1967-06-01,6.2669933e-06,-5.859929e-06,4.5105153e-06,-6.906911e-05,6.7482215e-06
1967-07-01,7.582348e-06,-3.1650561e-06,4.6147798e-06,-8.6489534e-05,2.7700771e-06
1967-08-01,1.1736942e-05,-5.875969e-06,6.5797904e-06,-2.819689e-05,4.911537e-06
1967-09-01,4.526555e-06,-8.915722e-06,5.323709e-07,-6.0800026e-05,7.534225e-06
1967-10-01,-2.0020925e-06,-4.416248e-06,6.8925874e-06,-2.1355445e-05,1.1039163e-05
1967-11-01,8.6922955e-07,-4.3039618e-06,-1.7342973e-07,-1.6190272e-05,1.0702304e-05
1967-12-01,8.416475e-06,-4.664882e-06,6.275015e-06,7.7264034e-05,9.018007e-06
1968-01-01,2.2296688e-05,-4.8850634e-06,7.026145e-06,0.000114524824,1.0497144e-05
1968-02-01,6.2165564e-06,-2.5958798e-06,8.4033745e-06,0.00011280328,5.6221324e-08
1968-03-01,6.9237794e-06,-5.1921525e-06,1.0348256e-05,2.7610207e-05,2.888628e-07
1968-04-01,3.5830599e-06,-6.0761886e-06,9.71547e-06,9.752694e-06,1.2162855e-05
1968-05-01,6.0490493e-06,-1.8793507e-06,4.1972307e-06,1.5730402e-06,-8.998155e-06
1968-06-01,-3.0611627e-06,-3.6567217e-06,1.5544283e-06,-8.907314e-05,6.3561383e-06
1968-07-01,4.0576488e-06,-4.39187e-06,9.622418e-06,-6.448765e-05,7.07616e-07
1968-08-01,-4.205758e-06,-4.6989517e-06,3.7226418e-06,-4.926363e-05,5.5872806e-07
1968-09-01,-2.1771266e-06,-3.340334e-06,1.1371874e-05,-8.636519e-05,9.659641e-06
1968-10-01,2.4663823e-06,-3.442692e-06,5.062655e-06,-3.745478e-05,4.6904315e-06
1968-11-01,9.495634e-07,-6.783419e-06,7.835733e-06,-3.9353137e-05,8.952411e-06
1968-12-01,1.3335364e-05,-5.4341e-06,4.327514e-06,8.502597e-05,8.245181e-06
1969-01-01,3.021909e-06,-5.8341247e-06,8.8446905e-06,9.4425995e-05,1.2555018e-05
1969-02-01,3.8434227e-06,-4.3265245e-06,5.8836486e-06,0.00012047052,7.2558396e-06
1969-03-01,-1.8349165e-06,-3.8119542e-06,9.997384e-07,7.809513e-05,1.1236996e-05
1969-04-01,5.1072784e-06,-5.653579e-06,3.6177298e-06,3.473574e-05,1.8784038e-05
1969-05-01,-8.0187965e-06,-5.5452474e-06,7.923878e-06,-7.230407e-05,7.4724994e-06
1969-06-01,-1.09256725e-05,-4.7237336e-06,5.098249e-06,-6.974024e-05,5.8655933e-06
1969-07-01,-1.3925674e-06,-2.1779633e-06,4.0059167e-06,-0.00010010897,-4.266185e-07
1969-08-01,2.5253976e-06,-3.8841754e-06,4.0420273e-06,-9.009741e-05,9.32315e-06
1969-09-01,6.316972e-06,-5.5452474e-06,7.0482056e-06,-7.035413e-05,7.8307494e-07
1969-10-01,-5.5542696e-06,-5.7258003e-06,3.1934396e-06,-4.709912e-05,9.89189e-06
1969-11-01,5.2246396e-06,-3.848065e-06,2.678862e-06,-3.710561e-05,1.3557081e-05
1969-12-01,1.9386061e-06,-4.59735e-06,7.5447206e-06,8.075826e-05,9.097461e-06
1970-01-01,1.4087911e-05,-3.7305908e-06,6.8762383e-06,6.995001e-05,4.088808e-06
1970-02-01,2.0027413e-05,-3.1390737e-06,6.6979737e-06,8.921896e-05,4.923415e-06
1970-03-01,1.4314795e-05,-5.1324096e-06,6.787108e-06,9.559601e-05,-2.9283947e-06
1970-04-01,1.0482076e-05,-3.7305908e-06,5.9200866e-06,2.3236202e-05,6.8762383e-06
1970-05-01,6.6817665e-06,-3.722489e-06,3.1002419e-06,-4.9496353e-05,8.707517e-06
1970-06-01,9.226111e-06,-2.0613734e-06,1.3905083e-06,-7.031296e-05,4.939622e-06
1970-07-01,-1.453649e-06,-1.6076046e-06,2.4601031e-06,-9.57807e-05,-1.2348646e-06
1970-08-01,-1.1943521e-06,-4.9865557e-06,7.5325843e-06,-8.8609544e-05,2.2575296e-06
1970-09-01,8.885785e-06,-4.792084e-06,4.4453373e-06,-4.3240834e-05,8.383398e-06
1970-10-01,5.442009e-06,-5.2458527e-06,9.598847e-06,1.3496392e-05,9.031639e-06
1970-11-01,7.751365e-06,-3.916961e-06,5.4744196e-06,2.9645678e-05,1.6624152e-05
1970-12-01,7.2003604e-06,-3.349749e-06,8.423915e-06,0.000158451,6.9815796e-06
