,zgv600_cluster1,zgv600_cluster2,zgv600_cluster3,zgv600_cluster4,zgv600_cluster5
1965-01-01,0.0086833,-0.3979597,0.025019694,0.14835186,-0.07255702
1965-02-01,0.15247276,-0.34335807,0.011479592,0.14084598,0.09669361
1965-03-01,-0.021045947,-0.43077964,0.054748893,-0.68701047,0.15114817
1965-04-01,0.13142678,0.08801033,-0.018543983,-0.19986294,0.19515334
1965-05-01,-0.07623637,0.06343222,-0.16468823,-0.09154248,0.18602853
1965-06-01,0.17057519,-0.14820465,0.044741057,-0.16792607,-0.29111114
1965-07-01,0.0518054,-0.13127963,-0.021487474,0.13289854,-0.096399285
1965-08-01,-0.036646463,0.101991914,-0.04915626,0.02266488,-0.36558142
1965-09-01,-0.03561623,0.21870127,-0.015894841,-0.16866195,0.047978878
1965-10-01,0.009860682,0.25299293,0.031789683,0.022517681,-0.28257498
1965-11-01,0.009124851,-0.28640157,0.17881696,-0.040767334,-0.19176836
1965-12-01,-0.097282335,-0.061077405,0.09271991,0.0651983,-0.22826762
1966-01-01,-0.02184472,-0.56593674,0.048897408,-0.02705269,-0.05381608
1966-02-01,-0.37454253,-0.41982323,0.050778054,0.0037613392,0.16897091
1966-03-01,-0.20296764,0.036456037,-0.014322018,0.038047362,-0.11862681
1966-04-01,0.028499389,-0.43400058,0.008101344,-0.079422094,0.03674536
1966-05-01,-0.034575365,0.07652883,-0.062496066,0.1676689,-0.028933382
1966-06-01,0.32897243,-0.40969652,-0.058590077,0.28079838,-0.35848448
1966-07-01,-0.11587815,-0.43428993,-0.038770724,-0.30336642,0.19486627
1966-08-01,0.0341414,0.42199326,-0.034864713,-0.045425415,0.14437756
1966-09-01,-0.28296837,-0.0912848,-0.002893305,-0.17765093,0.14394355
1966-10-01,0.0026040077,0.008101344,0.026474047,0.08897009,-0.22510166
1966-11-01,-0.14076087,-0.0571434,0.011573315,0.16795826,-0.20716295
1966-12-01,-0.055262707,0.044268083,-0.03963871,-0.39522988,0.29020175
1967-01-01,-0.03380521,-0.39716953,-0.095254086,-0.07360542,-0.046627857
1967-02-01,-0.13388859,-0.09908424,0.10174866,0.03463783,-0.14537904
1967-03-01,0.076269865,-0.5268949,0.17968383,-0.030141568,0.09375535
1967-04-01,-0.26727763,-0.37768573,0.0041631935,0.44463,-0.054787733
1967-05-01,0.07910085,-0.3400504,-0.03313911,-0.49458846,0.13572045
1967-06-01,0.22064972,-0.18717758,-0.009991693,-0.26711112,0.082931
1967-07-01,0.008659458,-0.17402187,-0.010824323,0.082764484,0.01382184
1967-08-01,0.12606177,-0.32239842,-0.028642822,0.049292304,0.121232465
1967-09-01,-0.03796842,-0.26461315,-0.06644471,0.11124077,-0.2754375
1967-10-01,0.007160711,-0.15720257,-0.07210666,-0.03646965,0.12006676
1967-11-01,0.11457133,-0.33555412,0.095420614,0.017152393,0.13139066
1967-12-01,-0.082931,-0.7673615,0.21965058,-0.1492092,-0.037968416
1968-01-01,-0.13505256,0.29601142,0.14085671,0.1932356,-0.0730473
1968-02-01,-0.046574734,-0.27746648,0.15430534,0.13123032,-0.074038245
1968-03-01,-0.013023948,-0.23811154,-0.1691696,-0.0259063,0.03015325
1968-04-01,-0.011891413,0.39340782,-0.017978692,0.2206991,0.18318453
1968-05-01,-0.056908943,-0.06922505,0.11693231,0.30677032,-0.16095889
1968-06-01,0.35221258,-1.0397916,-0.01684618,0.011042023,-0.3885947
1968-07-01,0.11594133,-0.017129278,-0.016279925,-0.296153,0.36962503
1968-08-01,-0.012316108,-0.06299623,-0.0093432665,-0.24349102,-0.20739205
1968-09-01,-0.015005874,0.06837563,-0.019677471,0.27859902,-0.21064803
1968-10-01,0.046574734,0.13929948,-0.05605956,-0.29303855,-0.11325164
1968-11-01,-0.04331875,-0.14269705,0.032984544,-0.0651197,-0.114242576
1968-12-01,-0.04261092,-0.1296731,0.019960606,0.22098222,-0.12967312
1969-01-01,-0.025740504,-0.18427162,0.18684568,0.015444303,0.20698383
1969-02-01,-0.18563433,-0.16473913,0.057234727,0.2254564,-0.19093387
1969-03-01,-0.083429456,-0.015444291,0.01680703,-0.113258146,-0.010144782
1969-04-01,-0.446976,0.09978225,0.05723474,0.10871571,0.30540335
1969-05-01,0.31312546,0.014081573,0.080098346,-0.12552273,-0.14323823
1969-06-01,-0.035733856,0.0369452,-0.0021198033,0.015747141,0.07479884
1969-07-01,-0.080855414,0.08842616,0.018624008,0.0037853718,0.0670767
1969-08-01,0.17670089,0.05450927,-0.016049957,0.00545094,-0.075555906
1969-09-01,-0.075253084,-0.67122114,-0.04936117,0.19093387,0.1777608
1969-10-01,-0.13127649,0.08297522,0.0015141368,-0.13642462,-0.029223036
1969-11-01,0.27239496,-0.2549823,-0.02574048,-0.4790759,0.34704244
1969-12-01,-0.07283046,-0.25952467,-0.008176386,0.34719378,0.13975571
1970-01-01,0.08145998,0.07307825,0.049242698,0.023704577,-0.003274107
1970-02-01,-0.1288692,-0.17313525,0.084734105,0.36761767,-0.12297573
1970-03-01,-0.013620329,-0.15335956,0.06967316,0.19618496,-0.23154545
1970-04-01,0.061160468,0.016108656,0.110272214,-0.1676347,0.31405315
1970-05-01,-0.017287325,-0.32544705,0.04596858,-0.19801852,-0.009429455
1970-06-01,0.3427344,-0.44894677,-0.053302597,-0.22146113,0.19526824
1970-07-01,0.041908693,-0.21831802,-0.09612801,0.24542761,-0.12009449
1970-08-01,0.036277197,-0.116558455,-0.16711085,-0.26323885,0.115772724
1970-09-01,-0.24752314,-0.17536163,-0.0014406204,0.14419205,0.066399075
1970-10-01,0.05592189,-0.18046923,-0.10673616,-0.16095552,0.1658012
1970-11-01,-0.094425485,-0.091413304,-0.045313787,0.13319102,0.11066508
1970-12-01,-0.036539126,0.20142356,0.089317895,0.19710174,0.014013243
1971-01-01,-0.007773733,0.22313526,0.16598383,-0.033542275,0.16123323
1971-02-01,0.0857991,-0.55409527,0.027639985,-0.47938094,0.09861138
1971-03-01,-0.08939807,-0.037717056,-0.10249827,-0.05671954,-0.018858528
1971-04-01,-0.1302822,-0.20902729,-0.08968599,0.4304351,-0.07097139
1971-05-01,-0.048657846,-0.2726569,-0.028215814,-0.07874515,0.26560292
1971-06-01,-0.30418378,-0.62708205,-0.028071856,0.29295495,-0.1572024
1971-07-01,-0.25653356,-0.24861586,0.008061672,0.32692915,0.15734637
1971-08-01,-0.057151414,-0.016843105,-0.10436972,0.20269318,0.09918721
1971-09-01,-0.32304227,-0.24012232,-0.013963938,0.11430284,-0.04937767
1971-10-01,-0.2961221,-0.17548509,-0.012812281,0.26013255,-0.15936176
1971-11-01,0.007917702,-0.2670425,0.04606662,0.09184532,0.13229762
1971-12-01,0.003454995,-0.19477548,-0.029367495,0.014107895,0.11847762
1972-01-01,0.09614434,0.02038629,0.2093868,0.22753716,0.20438886
1972-02-01,-0.6417074,-0.41601163,0.080229856,0.0038141967,0.23976898
1972-03-01,-0.13231353,-1.0670573,0.005260992,0.20386276,-0.08180819
1972-04-01,0.26896733,0.121396974,0.042876936,-0.32749566,0.32657504
1972-05-01,-0.223986,0.09351377,-0.059449054,-0.10666628,0.0074968813
1972-06-01,-0.2007062,-0.22543278,0.0415617,-0.12771018,0.018018842
1972-07-01,-0.023016835,-0.39181113,-0.006707716,0.06839271,0.032749556
1972-08-01,-0.2254328,-0.25436822,0.10298362,0.41364416,0.3635334
1972-09-01,0.34669822,0.036958408,0.06602521,0.056686975,-0.17755792
1972-10-01,0.16953489,0.008417559,0.052478217,-0.14099415,0.20267908
1972-11-01,0.17334911,-0.9777522,0.12928846,0.18558088,0.016572094
1972-12-01,-0.091277935,-0.21214886,0.118634984,-0.119161084,-0.14217786
1973-01-01,0.064132616,-0.44975948,-0.034490332,-0.18976608,-0.19558373
1973-02-01,-0.23339841,0.36457247,0.13269775,0.09072758,0.26317924
1973-03-01,-0.046402656,0.021054339,0.11205895,0.19475263,-0.06856511
1973-04-01,0.21303666,-0.048341848,0.018699575,-0.06676443,-0.15098177
1973-05-01,-0.07064283,-0.02673347,0.019253636,-0.1036095,0.08449439
1973-06-01,0.166911,-0.09668374,-0.02631792,-0.20015475,0.20098582
1973-07-01,0.20195544,-0.2684428,-0.03172002,0.13200517,0.058591984
1973-08-01,0.012881929,-0.22536454,0.009834588,0.0033243685,-0.01911512
1973-09-01,0.082139626,0.03573699,-0.05970013,0.11413668,-0.30501089
1973-10-01,0.08241665,-0.07133542,-0.027564561,-0.10042365,0.08186259
1973-11-01,0.25514537,-0.1928134,-0.007064283,0.032828152,0.12452533
1973-12-01,-0.24004717,-0.13311334,0.045433044,0.10887309,0.054436542
1974-01-01,0.021749806,0.24008977,0.011366034,0.08489442,-0.0420964
1974-02-01,-0.0565495,-0.94688845,0.014453125,-0.08952503,-0.5165229
1974-03-01,-0.07282678,-0.21314812,0.052339863,0.116466716,-0.049673773
1974-04-01,-0.034659363,0.2194626,0.040272225,-0.18676773,0.018803071
1974-05-01,-0.19238055,-0.20753527,0.09569917,-0.14228585,-0.36778226
1974-06-01,0.17975163,-0.35866135,-0.030169081,0.059355833,-0.15828244
1974-07-01,-0.218761,-0.22577706,-0.08250896,-0.030870687,0.021328831
1974-08-01,0.13077955,-0.16501789,-0.10397812,0.14565356,-0.10117171
1974-09-01,-0.12727146,0.0613204,-0.06833651,0.20753524,-0.2991651
1974-10-01,-0.13905844,-0.31277627,-0.0736687,0.19602892,-0.16670176
1974-11-01,-0.07703638,-0.76994324,-0.16614047,0.08194771,0.110853866
1974-12-01,0.08419285,-0.6269557,0.09597981,-0.25889286,0.008419275
1975-01-01,-0.15234253,0.14509447,0.19260927,0.0495281,-0.20992395
1975-02-01,0.14294696,-0.5480305,-0.004831982,0.16522789,-0.04603832
1975-03-01,0.08670773,0.17690524,0.015435552,-0.114491776,-0.040535163
1975-04-01,-0.024965381,-0.20737374,-0.052346755,0.21811154,0.0033555508
1975-05-01,0.26106274,-0.17005984,-0.028320957,-0.13851757,-0.55769444
1975-06-01,0.19985732,0.051541425,-0.08576818,-0.1369069,-0.3456229
1975-07-01,-0.09033175,0.15314785,-0.15542965,-0.19770975,-0.16093276
1975-08-01,0.13234338,-0.21905112,-0.048722766,-0.06254768,-0.07019834
1975-09-01,0.15704031,0.015301394,-0.055970788,0.15677187,-0.27636412
1975-10-01,-0.18079773,0.2799881,0.092076614,-0.23690271,0.20737377
1975-11-01,-0.25945207,0.0328845,-0.06254768,-0.042951204,-0.009395575
1975-12-01,-0.18616657,-0.06362148,0.064963676,0.2752903,-0.07234593
1976-01-01,0.09923269,-0.5347838,-0.10365794,-0.13678022,0.21214342
1976-02-01,0.13275726,0.21133883,0.099769115,0.01676228,-0.01676228
1976-03-01,0.11961563,-0.16467266,0.04519111,-0.12591822,-0.219787
1976-04-01,-0.1290025,-0.23386736,-0.09386878,-0.28334957,0.2188483
1976-05-01,-0.36488134,0.038083896,-0.0052298307,0.49173823,-0.16078378
1976-06-01,-0.23561063,-0.074826814,-0.044252418,-0.00040230752,-0.06490354
1976-07-01,0.28831124,0.105267145,0.0147508085,-0.2981004,-0.20101328
1976-08-01,0.22112799,-0.4423901,-0.062087484,-0.21053421,0.034329128
1976-09-01,0.08166583,-0.3249201,-0.061953384,-0.04854355,-0.26377124
1976-10-01,0.044252418,-0.07589961,-0.017030478,-0.115860894,-0.18170312
1976-11-01,-0.12779562,-0.05055504,-0.0034865558,0.07871567,-0.14978774
1976-12-01,-0.046532083,0.1465694,-0.0685242,-0.113313004,-0.010727858
1977-01-01,-0.08376853,-0.25782403,0.107345775,0.19430418,-0.07558584
1977-02-01,-0.06005261,0.2766858,0.05173123,-0.24395509,0.23188905
1977-03-01,0.17072694,0.18681493,0.025241513,-0.2099761,0.1432664
1977-04-01,0.105542794,0.0019416332,0.019416546,0.044658065,-0.023438549
1977-05-01,0.00707317,0.24229081,-0.010956478,0.20331903,-0.08252034
1977-06-01,0.090148255,-0.48319468,0.021496898,-0.0642133,-0.22772837
1977-07-01,0.14645626,-0.25491157,-0.042439025,-0.08182688,-0.18417983
1977-08-01,0.0011095047,0.06019125,-0.06615496,-0.12135343,-0.05311814
1977-09-01,0.16393116,-0.23618846,-0.061162125,-0.16448593,0.1386896
1977-10-01,-0.02759924,0.036614038,-0.1137255,0.094725035,-0.4210617
1977-11-01,-0.10526542,-0.19596848,0.039249163,-0.23313728,-0.25227642
1977-12-01,0.046322323,-0.41551417,-0.11538978,-0.52507895,0.06338115
1978-01-01,-0.0624457,0.1638473,0.2033846,0.23873563,-0.37316254
1978-02-01,-0.06186428,-0.109309055,0.0002325654,-0.22838613,0.017210364
1978-03-01,0.029769277,0.22245558,0.020117516,-0.012907768,-0.15814929
1978-04-01,0.263272,-0.5664302,-0.004302591,-0.078493215,-0.49537936
1978-05-01,-0.011744881,0.05884085,-0.023140956,0.07930721,-0.12919399
1978-06-01,-0.14082263,-0.10407617,0.01802436,0.09756412,-0.26652804
1978-07-01,0.5531736,0.015698623,-0.12151911,0.27443552,-0.08826126
1978-08-01,-0.020931518,-0.14442751,0.010116911,-0.027211,-0.49654216
1978-09-01,0.0819818,0.09407556,-0.03942103,-0.037444174,0.0996573
1978-10-01,0.1039599,0.31781024,-0.04116533,-0.2507131,-0.32211286
1978-11-01,0.06453891,-0.111634776,-0.092912704,0.05372424,-0.17431305
1978-12-01,0.12861261,0.034885872,0.12791486,-0.0581431,-0.23047929
1979-01-01,0.007882426,-0.026175594,0.19661446,-0.29953218,0.12046726
1979-02-01,0.077783175,0.07555227,-0.074659966,0.08105512,-0.0032719611
1979-03-01,-0.15541762,-0.4930234,0.047145832,-0.115559325,0.1290933
1979-04-01,-0.036735058,-0.022903657,-0.048038177,0.097563624,-0.10946162
1979-05-01,-0.1475352,-0.46580678,0.052648652,0.05934124,0.16954651
1979-06-01,-0.091168426,-0.089383736,-0.057407856,-0.07525484,-0.12775478
1979-07-01,0.227698,0.051161386,-0.002379608,-0.31455344,-0.030637348
1979-08-01,-0.09741487,0.06335688,-0.085665606,0.58642274,0.4110759
1979-09-01,0.09577892,-0.08432703,-0.03048861,0.2175847,0.00490793
1979-10-01,0.08626051,0.0838809,-0.0098158475,0.0666288,-0.037032507
1979-11-01,0.25208887,-0.08640923,-0.109759055,-0.17400825,0.060679805
1979-12-01,0.0148725035,0.13177033,0.028852653,0.36705336,-0.321246
1980-01-01,-0.024792612,-0.29266065,-0.033955097,0.17071871,0.3417069
1980-02-01,-0.3391468,-0.2480609,-0.025062084,0.12962225,0.009970951
1980-03-01,0.21235411,0.1571097,0.067371234,-0.029104376,-0.1325866
1980-04-01,0.32513356,-0.5917889,0.04055748,-0.056322314,-0.2100635
1980-05-01,0.21612692,0.16896705,-0.0043117525,-0.27393144,-0.1859446
1980-06-01,-0.011992097,-0.24186273,-0.020076627,0.05012419,-0.11655223
1980-07-01,0.20332639,-0.31543207,-0.014552188,0.044599723,-0.8847191
1980-08-01,-0.14040165,-0.13757205,-0.16829336,0.14996836,0.27595258
1980-09-01,0.048372556,-0.36070552,-0.06117308,0.20103577,-0.13878472
1980-10-01,0.13528144,0.13959321,-0.07761166,-0.4040927,-0.19146904
1980-11-01,0.14996839,0.050528385,-0.009836209,0.024523139,0.026005317
1980-12-01,-0.1766474,0.30936867,-0.07505157,-0.14323124,-0.06791021
1981-01-01,-0.035369635,-0.24180984,0.0063411715,0.027337456,0.09229918
1981-02-01,0.041147135,-0.20559469,0.102304175,0.2522375,0.018882561
1981-03-01,0.09892225,-0.14514217,0.0016909599,-0.48996082,0.38638836
1981-04-01,0.1015996,-0.20728569,0.018741656,-0.1331645,-0.07186661
1981-05-01,0.017896175,0.014937019,-0.05862055,0.061861612,-0.31409913
1981-06-01,-0.17219786,-0.022687245,-0.07891226,0.1462696,-0.04664278
1981-07-01,0.1331645,-0.10357237,-0.015923405,-0.11907301,-0.0858171
1981-08-01,-0.022264576,-0.15063791,-0.08933993,0.4014663,-0.26238337
1981-09-01,-0.10004959,-0.087508105,-0.009441281,0.07834864,0.16937962
1981-10-01,-0.0029592514,0.25590134,0.005495691,-0.18488026,-0.3808927
1981-11-01,0.040724374,-0.25745136,-0.026069213,0.12569599,-0.030014802
1981-12-01,-0.06989374,-0.15148339,0.10329051,-0.10991359,0.04748831
1982-01-01,0.106714584,-0.25733915,0.18947825,-0.11815777,0.023418665
1982-02-01,-0.1849542,-0.20038919,-0.019426823,0.13758461,-0.0067860843
1982-03-01,-0.083961226,-0.20238511,0.050163817,0.21941686,-0.028075766
1982-04-01,-0.34848562,0.052159738,-0.008116698,0.28767693,0.027676582
1982-05-01,-0.02967248,0.15594697,0.022221088,0.031535387,-0.0711874
1982-06-01,0.3663157,-0.59943783,0.027809644,-0.124278545,0.023817826
1982-07-01,0.23871064,-0.30524093,-0.04643812,-0.051361393,-0.1379838
1982-08-01,0.16087022,0.05136137,0.003592634,0.2425694,-0.09553747
1982-09-01,0.2666534,-0.35434026,0.033132076,-0.02288642,-0.20970345
1982-10-01,-0.06826005,0.019559955,0.01463666,-0.31828085,-0.28488263
1982-11-01,0.026479054,-0.23857757,-0.01876154,0.18548647,0.041115712
1982-12-01,-0.08662243,-0.30151522,0.09500525,-0.059078883,0.2597342
1983-01-01,0.25285098,-0.2747156,-0.025218034,-0.2681428,0.30422607
1983-02-01,-0.35157692,-0.07216654,0.1763921,0.16619754,-0.065861985
1983-03-01,0.097116254,0.19181803,0.2144874,-0.34487003,0.22736473
1983-04-01,0.50422657,-0.17209968,0.043997407,-0.40415922,0.27511796
1983-05-01,0.13293123,0.5200549,0.033400483,-0.005633819,0.09859176
1983-06-01,0.13440676,0.11602974,0.013011431,-0.19718355,0.008719015
1983-07-01,-0.17974554,0.10918872,-0.06009403,0.12635843,0.13065088
1983-08-01,0.078739285,-0.16807552,-0.042253625,-0.40670782,-0.32381028
1983-09-01,0.086251035,-0.056338143,0.060362317,-0.032461546,-0.28839773
1983-10-01,-0.09698212,0.029912878,-0.023340095,-0.13360193,-0.017169725
1983-11-01,-0.15868583,0.1373578,0.058484368,-0.03433945,0.18725732
1983-12-01,-0.0032193423,-0.102884196,0.05191158,-0.19154975,0.10731077
1984-01-01,0.03196945,0.049346972,0.10466337,0.050010253,0.0053061247
1984-02-01,0.048816346,-0.16740832,0.02785716,0.061285783,-0.15175524
1984-03-01,-0.08038783,-0.37076563,0.04722452,0.16064306,-0.15600014
1984-04-01,0.08410211,0.0638062,-0.04669392,-0.14498994,0.2382451
1984-05-01,-0.05889802,-0.18770428,0.010744905,-0.09551029,-0.0287858
1984-06-01,0.39384732,-0.35856158,-0.016448999,-0.16409191,-0.34622478
1984-07-01,0.049346983,0.055847026,-0.04762249,0.29515335,-0.0685817
1984-08-01,-0.021755124,-0.29701048,-0.04855107,0.15135732,-0.18571444
1984-09-01,0.06566334,-0.0600919,-0.07428579,0.030377578,0.07640822
1984-10-01,0.12761235,-0.027193904,-0.09643886,0.0072958944,-0.56085765
1984-11-01,-0.35590848,-0.2680921,0.1184593,-0.09577558,-0.10002048
1984-12-01,0.34158197,-0.70399046,-0.028122485,-0.22604103,0.17722467
1985-01-01,0.04879265,-0.50583935,0.06349727,0.3050543,0.03742995
1985-02-01,0.031013418,-0.17846076,0.05213461,-0.08836148,0.010426926
1985-03-01,-0.1522598,0.2842004,0.28219527,0.100927256,0.036494207
1985-04-01,0.17324731,-0.77172583,-0.059219576,0.01911602,0.07713246
1985-05-01,0.10854695,-0.24623576,0.102264024,-0.035157442,-0.18247113
1985-06-01,0.0054807663,-0.48725805,-0.00080207584,-0.40878877,-0.14276862
1985-07-01,0.11456247,-0.5030321,-0.059887968,0.1204443,-0.16442451
1985-08-01,0.19356644,-0.054407142,-0.1068091,0.04197512,-0.42496386
1985-09-01,0.17779239,-0.19436851,-0.07579569,-0.18019858,-0.048792638
1985-10-01,0.092371844,0.009491181,-0.044247556,-0.21014257,0.049461056
1985-11-01,0.07726617,-0.13849092,-0.0013367891,-0.014437294,0.18741724
1985-12-01,0.26187614,-0.10894795,0.044514943,0.0034756423,0.29609782
1986-01-01,0.11314516,-0.46567076,-0.006480253,-0.12999381,0.07141236
1986-02-01,0.11832936,-0.41538405,0.08346562,-0.12960501,0.1008327
1986-03-01,0.2646534,-0.3231052,0.034863748,-0.03810387,0.038881503
1986-04-01,-0.14541681,0.0648025,0.038622282,0.15708125,0.1218287
1986-05-01,-0.026180213,-0.2803356,0.10368399,0.015293395,0.11418202
1986-06-01,-0.21942127,-0.06415446,-0.09188994,0.27009684,-0.14360234
1986-07-01,-0.15461874,0.28798229,-0.0362894,-0.23938043,-0.07867024
1986-08-01,-0.15630364,0.30936712,0.0027217031,-0.049509108,-0.050286748
1986-09-01,-0.10186954,-0.09914784,-0.048731476,-0.18650159,0.09642613
1986-10-01,0.13232672,-0.023199296,0.026050609,-0.021255221,0.051712394
1986-11-01,0.24443503,-0.23523307,0.03525257,-0.11508924,-0.16226545
1986-12-01,0.14088063,-0.15371156,-0.015034175,0.044324912,-0.11340438
1987-01-01,0.05597546,-0.010838747,-0.046027564,-0.044097375,0.2613178
1987-02-01,-0.005493617,0.1639175,0.09517312,-0.07765293,0.41098157
1987-03-01,0.050036408,-0.46532384,0.01143266,-0.094133794,-0.13288602
1987-04-01,-0.21692345,0.071120024,0.043800425,0.10170607,-0.12175032
1987-05-01,0.43622255,0.06622028,0.018262554,-0.07557428,-0.07601972
1987-06-01,-0.23281038,0.25151837,-0.015144539,0.106160305,0.18307093
1987-07-01,0.2760169,0.1355586,-0.06473555,0.05092726,-0.29531878
1987-08-01,0.085225224,0.15634522,0.021677494,0.044394325,0.016035413
1987-09-01,0.086858466,0.082849644,-0.0038603782,-0.09101577,-0.0017817498
1987-10-01,-0.18915844,-0.18010136,-0.017223215,-0.08938255,-0.11833539
1987-11-01,0.16555074,-0.17698336,0.013065887,-0.33644664,0.09205513
1987-12-01,0.12902565,-0.12382901,0.029695202,-0.14387324,0.20638165
1988-01-01,-0.096402675,-0.122571036,0.22738013,-0.09219948,0.059658468
1988-02-01,-0.058844946,-0.24988766,0.075793386,0.0029829263,0.0885386
1988-03-01,-0.101283826,-0.18331423,0.09911442,0.14006183,-0.13802803
1988-04-01,-0.06277698,0.26575142,0.05816704,-0.06820049,0.0032541037
1988-05-01,-0.1617558,-0.67956424,0.011524931,0.38303456,-0.2528706
