,zgu200_cluster1,zgu200_cluster2,zgu200_cluster3,zgu200_cluster4,zgu200_cluster5
1965-01-01,-0.54780996,0.08375206,-0.025093079,-0.114711,0.41517526
1965-02-01,-0.03519516,0.14697304,-0.15642396,0.12904969,0.29753113
1965-03-01,-0.26722413,-0.39920694,-0.119925305,0.0749527,-0.24376068
1965-04-01,-0.22681503,-0.16685219,-0.09352837,-0.11373329,-0.23822097
1965-05-01,0.10656395,-0.15642396,-0.26722413,0.4005104,-0.056378175
1965-06-01,0.14697342,-0.14469223,0.120902635,-0.002281189,-0.72248304
1965-07-01,0.26135826,-0.13067932,0.024767304,0.3467392,-0.6569809
1965-08-01,0.29362088,0.3822611,0.24213104,0.029655075,-0.21443176
1965-09-01,-0.02281189,0.14012985,0.06941338,0.20432892,-0.023137664
1965-10-01,-0.1472992,0.14175949,0.22453347,-0.15381698,0.39888078
1965-11-01,-0.18966408,-0.12644272,-0.048882294,0.18901214,-0.25809938
1965-12-01,-0.5637779,0.14110756,-0.32034302,0.17988777,0.7840748
1966-01-01,-0.35612947,0.114880756,0.3193676,0.3265892,0.6558035
1966-02-01,-0.32232207,0.08369865,-0.08632469,0.06630249,0.8225443
1966-03-01,-0.20711288,0.04496765,-0.23008919,0.081073,0.37319756
1966-04-01,-0.10043831,-0.08402672,-0.18348046,0.06137886,0.45197257
1966-05-01,-0.15361175,-0.3922348,-0.12275772,-0.0045955656,-0.68665695
1966-06-01,0.10175133,-0.05350151,0.13457413,0.055142976,-0.20514373
1966-07-01,0.27308732,-0.041685104,0.0997818,-0.04496765,-0.2940933
1966-08-01,0.16116104,0.15525284,-0.061050795,0.23731002,0.15623704
1966-09-01,-0.085667804,0.15525246,0.12111664,0.4089752,0.24190521
1966-10-01,-0.23271522,-0.067287065,0.05054741,0.03643341,0.7335941
1966-11-01,-0.20383072,0.064333156,0.015755082,0.22352448,0.53403014
1966-12-01,-0.08895035,-0.021991348,0.08205757,0.09354553,1.0030705
1967-01-01,0.16784362,-0.050941087,0.092085265,0.31478882,0.31838074
1967-02-01,0.20474319,0.14367943,0.028409576,0.43201828,0.44377366
1967-03-01,0.0068572997,-0.31576842,0.3291565,0.1952736,0.05649223
1967-04-01,0.36050454,0.15772095,0.0071838377,-0.14955711,0.45650864
1967-05-01,-0.014368057,0.39740428,-0.16686401,0.23282585,0.33993226
1967-06-01,0.13976097,0.16392517,0.121147916,0.30140036,-0.1064537
1967-07-01,-0.03951187,-0.011429024,0.25862312,0.38891372,0.015020752
1967-08-01,0.19331399,0.41144562,0.24164239,0.6034538,-0.17927322
1967-09-01,-0.0048984527,0.20017166,0.24686737,0.07086029,-0.16490479
1967-10-01,-0.21421318,0.22890739,-0.032654572,0.45063132,0.053879548
1967-11-01,-0.06334953,0.37226027,-0.20964165,0.24164276,-0.1348629
1967-12-01,-0.32164612,0.021225357,-0.009143067,-0.12473984,0.23445854
1968-01-01,0.25016862,-0.15754052,0.095910266,0.01604538,0.7753035
1968-02-01,0.12581329,0.2629322,0.16374055,0.49231416,1.0754325
1968-03-01,0.08351135,0.0780407,-0.33769113,0.35483092,1.2110927
1968-04-01,-0.2855423,-0.22026482,-0.014587402,-0.15754052,-0.14805909
1968-05-01,0.03610306,0.24469833,0.012034225,0.028079987,-0.7942665
1968-06-01,-0.18890305,0.20348969,-0.6881458,0.33003235,0.13018951
1968-07-01,0.29757673,-0.14258881,0.38072282,0.08533478,-0.040843964
1968-08-01,0.46204567,0.22464104,0.2428753,0.43250734,0.0018234253
1968-09-01,0.23849908,0.0145870205,0.09372215,0.4160965,-0.46496353
1968-10-01,-0.17759743,0.14295349,0.105391696,0.3858284,0.4988781
1968-11-01,-0.095545575,0.59551775,0.29648247,0.09700394,-0.015681077
1968-12-01,-0.20057297,0.022245407,-0.0550663,-0.046678923,0.41573182
1969-01-01,-0.028528595,-0.05606232,-0.01890831,0.22126237,0.88504964
1969-02-01,0.25443536,0.118758775,-0.40702972,0.23751679,0.68767166
1969-03-01,0.32642022,-0.11146049,0.2481327,0.3798279,0.57919693
1969-04-01,0.086912535,0.38944817,0.028860474,0.0998497,0.18643112
1969-05-01,0.41698188,0.412669,0.14894561,0.0995182,-0.30419463
1969-06-01,0.36025637,0.15359001,0.01061554,0.055066682,-0.030519104
1969-07-01,0.11544113,-0.20633468,0.19605103,0.23619004,-0.5118561
1969-08-01,0.449823,0.36025658,-0.014927673,-0.014264679,-0.20434418
1969-09-01,-0.03449955,0.22623825,0.3546173,0.34499663,-0.40935212
1969-10-01,0.13235931,0.17548409,-0.063028336,0.1728302,0.007961273
1969-11-01,-0.21330109,-0.107811354,-0.25244483,0.09520569,0.86879504
1969-12-01,-0.05705719,0.36589584,0.2706898,-0.08060913,0.28561744
1970-01-01,-0.05956955,0.755442,0.35043222,0.060235597,0.9797451
1970-02-01,-0.093515016,-0.38071632,0.024959564,0.21631622,0.40301362
1970-03-01,-0.003327942,0.6323086,0.084862515,-0.134449,-0.30816728
1970-04-01,-0.13245201,0.19934388,0.15807724,-0.08519516,0.026290512
1970-05-01,-0.23495254,-0.4126644,-0.06655884,0.10682716,0.37139815
1970-06-01,0.0515831,-0.12446518,0.03361206,0.051915742,0.020633698
1970-07-01,0.11314984,-0.024959564,-0.22596702,0.27522048,-0.24194106
1970-08-01,0.47656098,0.20633201,0.2113243,0.20500107,0.27122727
1970-09-01,0.058904268,0.31548864,0.3065033,0.30816728,-0.24759904
1970-10-01,0.07421303,0.38304597,-0.0049919127,0.4309681,0.6150032
1970-11-01,-0.027954865,-0.18370208,-0.038604356,0.41066742,0.7823986
1970-12-01,0.085860826,0.17271996,-0.062897876,0.29252586,0.42298126
1971-01-01,0.34425887,-0.10353927,-0.03331528,0.0117584225,1.3391495
1971-02-01,0.23222809,-0.115623854,0.48568648,-0.18454131,0.6767605
1971-03-01,0.17114982,-0.27436256,-0.18944053,0.32498854,0.86718065
1971-04-01,0.1019062,-0.64540446,0.0653244,0.49679184,0.47556153
1971-05-01,0.19695301,-0.100926206,0.09961967,0.21197739,-0.23157462
1971-06-01,-0.0450737,0.13228187,-0.11170463,0.3449127,0.2707695
1971-07-01,0.19466667,-0.16723022,-0.257378,0.5441521,-0.7558029
1971-08-01,0.26619682,0.07185707,0.06957016,0.39325255,-0.12966919
1971-09-01,0.26064414,0.20577164,0.22700234,0.16396408,0.30963746
1971-10-01,0.094393924,0.19923934,0.06499767,0.54317206,-0.06793709
1971-11-01,-0.0026130676,-0.20283203,0.17017022,0.213937,0.44126606
1971-12-01,-0.2449665,-0.27468872,0.33184776,0.039194487,0.83941805
1972-01-01,0.29810676,0.14661483,0.020658111,0.072590254,0.8495617
1972-02-01,0.27429312,-0.4871853,0.041316222,0.12825164,0.3741398
1972-03-01,0.18850441,-0.08894424,0.0507843,0.45074615,0.9210037
1972-04-01,0.1715767,0.246175,-0.05910492,-0.10874176,0.47972545
1972-05-01,0.14718838,-0.44300002,-0.13112107,-0.075172424,-0.51243365
1972-06-01,0.40656167,-0.16641197,0.19252129,0.3856167,0.009181214
1972-07-01,0.0992733,0.105298616,0.27056313,-0.10931549,0.79074365
1972-08-01,0.13743325,0.016641045,0.122226715,0.30929643,-0.9121094
1972-09-01,-0.31962568,0.2539215,0.087509915,0.13054733,0.24502715
1972-10-01,-0.25994682,0.29954147,-0.21719627,-0.2593731,0.6742554
1972-11-01,-0.14518014,0.3747139,-0.24043655,0.12653045,0.22006568
1972-12-01,-0.31819114,0.11275864,0.018362809,-0.04705429,0.67741126
1973-01-01,0.21088295,-0.025802994,-0.16819648,0.5348522,0.56479645
1973-02-01,0.17170067,-0.22744751,0.078682706,0.07167511,0.82282543
1973-03-01,0.08441696,0.01178627,0.15226898,0.1742485,0.57944983
1973-04-01,0.005415344,-0.18922119,0.096840285,0.21152,-0.054154206
1973-05-01,0.112449646,-0.16246262,-0.3625145,-0.0057338714,0.5533279
1973-06-01,0.032811165,-0.058932494,0.15545425,0.032811355,-0.06912613
1973-07-01,-0.24815369,-0.06625919,0.21661682,0.5138275,-0.17966461
