,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5
1965-01-01,-0.00013472146327750615,-0.00012918987853791883,-4.6568724038869345e-05,-3.177127867498844e-05,-8.607055814280055e-05
1965-02-01,-0.00012460189352098564,-0.00011734354224907913,-4.501509400662534e-05,-3.1750152859060695e-05,-9.327976350994923e-05
1965-03-01,-0.0001303636907743147,-0.0001246604144342186,-4.453499254200974e-05,-3.111297589569079e-05,-9.634571212630432e-05
1965-04-01,-0.0001359242294431449,-0.00013998365449329275,-3.988902985189011e-05,-3.10195159747333e-05,-0.00010396566395707523
1965-05-01,-0.00013570712046482816,-0.00013726702625069102,-4.078440399877894e-05,-2.9163575494236394e-05,-0.00010797439944536352
1965-06-01,-0.00013536297326656774,-0.00014334105771006078,-3.884812550885337e-05,-2.8747207367377834e-05,-0.00010150784547500407
1965-07-01,-0.0001426157877386476,-0.00015129172220616782,-3.3713067750795744e-05,-2.901100655603861e-05,-9.788511819444978e-05
1965-08-01,-0.00014305042546206655,-0.0001477122105127417,-3.809607733273879e-05,-2.917724566036127e-05,-0.00010307016148148343
1965-09-01,-0.0001309814307695398,-0.00014522299260738515,-3.8994513878216306e-05,-3.041070002103727e-05,-9.536974502202027e-05
1965-10-01,-0.00013198901657373286,-0.00012747663869197632,-4.361416878444808e-05,-2.986778206688004e-05,-9.723519794463825e-05
1965-11-01,-0.00013475811171631972,-0.00013821137222540817,-4.2546108878533626e-05,-3.18512632280857e-05,-0.00010257027520893667
1965-12-01,-0.0001244522494604238,-0.00012874103091700478,-4.4207113205629867e-05,-3.139078616074268e-05,-0.00010004427727276029
1966-01-01,-0.00011947788432455406,-0.00011877525893812493,-4.923663059993747e-05,-2.9839453360294418e-05,-9.548556334219681e-05
1966-02-01,-0.00012607253805841677,-0.00012565305246249592,-4.806925387258941e-05,-3.088323633674279e-05,-9.118262730622425e-05
1966-03-01,-0.00013151970051694661,-0.00012004727681795525,-4.579165111603548e-05,-3.088122292312683e-05,-9.465882799420983e-05
1966-04-01,-0.0001294470096651751,-0.00014287703774342413,-4.382744464237476e-05,-2.971147087851123e-05,-9.807898515226462e-05
1966-05-01,-0.0001403788337484002,-0.00014031766607000153,-3.6867846964534176e-05,-2.925000934325231e-05,-0.00010394439577327993
1966-06-01,-0.00013991668730830916,-0.0001379279370145338,-4.06926561221813e-05,-2.8827422245876532e-05,-0.0001012403980637781
1966-07-01,-0.0001482714007859333,-0.00014732273244984852,-3.6525925679598004e-05,-2.769239604617223e-05,-0.00010557002193915346
1966-08-01,-0.00014617701078980014,-0.00014537164211352607,-3.846925860021397e-05,-2.8121629566558595e-05,-0.00010116979329046817
1966-09-01,-0.00014449247548607393,-0.00014636853855110475,-4.015101045037487e-05,-2.872831572005156e-05,-9.76934340239192e-05
1966-10-01,-0.0001368826073863042,-0.00012964252770567933,-4.259010438545374e-05,-2.9834320925435514e-05,-9.793245855969591e-05
1966-11-01,-0.00013217363000596658,-0.00012670364997948902,-4.521329953734364e-05,-3.153460133764167e-05,-0.00010308792228058267
1966-12-01,-0.00012814984634482802,-0.00012569260208636465,-4.5955247774795035e-05,-3.1793746928384274e-05,-9.318024146919831e-05
1967-01-01,-0.00012712294567161455,-0.0001227193919927344,-4.509574929605671e-05,-3.19899345012774e-05,-9.268243537427714e-05
1967-02-01,-0.00011712752613955391,-0.00011635247785814625,-4.764618941927828e-05,-3.094409597634186e-05,-9.039148818164204e-05
1967-03-01,-0.0001254371398737511,-0.00011954520754119049,-4.6205499789461365e-05,-3.2851126219900086e-05,-9.365070675416157e-05
1967-04-01,-0.00012326874219490073,-0.000125499744087371,-4.644061066626039e-05,-3.1049738243278134e-05,-9.675763393692576e-05
1967-05-01,-0.00013222372777258547,-0.00012596264727911802,-4.524539950320364e-05,-2.9994387185046043e-05,-9.75027293092213e-05
1967-06-01,-0.00013478309063849828,-0.00013133111954016912,-4.1895347879160135e-05,-3.0120156880242862e-05,-8.911772919162057e-05
1967-07-01,-0.00014035558986226813,-0.00013956244423075817,-4.1121398420987786e-05,-2.9117781960220207e-05,-8.377986281023671e-05
1967-08-01,-0.00014512070965093488,-0.00012778702878768648,-4.212151647412352e-05,-2.8264696613950144e-05,-9.409529574884054e-05
1967-09-01,-0.00014489944777988756,-0.00013697200027012893,-4.167059744629244e-05,-2.7952568274133533e-05,-9.544805484788062e-05
1967-10-01,-0.00012684264220297337,-0.00014008885694400574,-3.8073249015724286e-05,-3.26234108328737e-05,-0.00010804240166460378
1967-11-01,-0.00012681162423597506,-0.00012378606429980533,-4.5174613530564655e-05,-3.1623717094217054e-05,-0.00010255939858511854
1967-12-01,-0.00013574462522788404,-0.00012535264565746566,-4.699539528831208e-05,-3.125906558561998e-05,-9.387399469955992e-05
1968-01-01,-0.0001216388717204189,-0.00013077818624343174,-4.745918106761695e-05,-3.2945509198474215e-05,-8.811952377585933e-05
1968-02-01,-0.00011552340695813585,-0.00012542856378885086,-4.645331111013158e-05,-3.265055126159359e-05,-9.364540836451431e-05
1968-03-01,-0.00012045166491029353,-0.00011839772134210712,-5.0652186993309965e-05,-3.043768394411172e-05,-8.528770241611757e-05
1968-04-01,-0.00013768668465602855,-0.00012275567025581534,-4.5945193310866935e-05,-3.161839930473859e-05,-0.0001002577333472287
1968-05-01,-0.000143667896806549,-0.0001269621044025547,-4.5376303725268894e-05,-2.7889055394400747e-05,-9.761904202138957e-05
1968-06-01,-0.00014702395464365298,-0.00013104768996957198,-4.4084332070529596e-05,-2.8423979260738466e-05,-9.823841257737232e-05
1968-07-01,-0.00014872107735405175,-0.00012686546953293934,-4.5144496912793594e-05,-2.516582278210605e-05,-9.318607156344045e-05
1968-08-01,-0.00014910688780498906,-0.00015230773918352327,-3.974361789005343e-05,-2.6254643038773874e-05,-0.0001054554069504285
1968-09-01,-0.00013564861057182917,-0.00014293383533503254,-3.405255678704374e-05,-2.9365651043677357e-05,-0.00011507676950154395
1968-10-01,-0.0001307108602934302,-0.00012827628335460674,-4.4007788996428386e-05,-3.082277544308454e-05,-0.00010242421502390732
1968-11-01,-0.00013698280291954198,-0.0001322730796776221,-4.524449975308796e-05,-2.8593000337070712e-05,-9.685091544479992e-05
1968-12-01,-0.00014132455152531082,-0.00013578841065655845,-4.159153702078454e-05,-3.167020464380757e-05,-9.263841583071133e-05
1969-01-01,-0.0001259493672897896,-0.00012567196431201557,-4.6061860692654075e-05,-3.1539281328935825e-05,-9.719166346491338e-05
1969-02-01,-0.00013140701272417433,-0.0001214556371190318,-4.7561293285980355e-05,-3.1107757732442254e-05,-9.537259010801044e-05
1969-03-01,-0.0001231084248642079,-0.0001283234811943862,-4.516421800612339e-05,-3.1418586023203674e-05,-9.872217980535844e-05
1969-04-01,-0.00013504136474623988,-0.00012668345778704036,-4.575521480936524e-05,-2.9538627871056932e-05,-9.669384804184143e-05
1969-05-01,-0.00014175336288574795,-0.00013875401201621853,-3.8548146871367604e-05,-2.9446044165107968e-05,-0.00010739849807205012
1969-06-01,-0.00014388318679546221,-0.0001409167481149554,-3.709078880222348e-05,-2.8950733150193203e-05,-0.00011239287395698902
1969-07-01,-0.00013764843550653986,-0.0001491549257423671,-3.3261992809587226e-05,-2.8723773630390736e-05,-0.00011257569638427155
1969-08-01,-0.0001380725734634325,-0.0001394843433120887,-3.50195867732899e-05,-2.9362704300876535e-05,-0.00011319508559655589
1969-09-01,-0.00014207363934614338,-0.00014185101491427987,-3.610665966594492e-05,-2.9566356867053e-05,-0.00010499027736771565
1969-10-01,-0.00012882408694937252,-0.00014543858092357656,-3.498908589400734e-05,-3.2379124612644384e-05,-0.00011110321979802579
1969-11-01,-0.00013611880534041958,-0.00013051184671281207,-4.377056939119939e-05,-3.086987720209259e-05,-8.96547041916981e-05
1969-12-01,-0.00013285488911116353,-0.0001290909706365837,-4.4311944163512506e-05,-3.0336843191623347e-05,-9.627151601494123e-05
1970-01-01,-0.00013020389955132626,-0.0001205488723114335,-4.8886579731645596e-05,-2.9634653333332727e-05,-9.260429345513097e-05
1970-02-01,-0.00012537325136900807,-0.00011803122740888665,-4.6433148262232346e-05,-3.20467343485308e-05,-8.759291235130662e-05
1970-03-01,-0.0001353460202853267,-0.00012127279625238143,-4.3298832679283805e-05,-3.161862337298174e-05,-0.00010083839207744369
1970-04-01,-0.0001269149540278774,-0.00012786551324520692,-4.3039310315050124e-05,-2.915760918895984e-05,-9.475040245048988e-05
1970-05-01,-0.0001456031560127695,-0.00013308480017378119,-4.329235123025553e-05,-2.7525086182118074e-05,-9.825361746315581e-05
1970-06-01,-0.00014475672707284012,-0.00013099339102077217,-4.272139774132354e-05,-2.72728282859018e-05,-9.043491072355745e-05
1970-07-01,-0.000140119664138183,-0.0001429849588077573,-3.701027383483182e-05,-2.8957741881135857e-05,-9.583538765302644e-05
1970-08-01,-0.00014357783724195682,-0.000139792200923327,-4.0699245411295646e-05,-2.7730702400442914e-05,-0.00010292035137983755
1970-09-01,-0.00013807228242512792,-0.00011779109824650971,-4.383943503073949e-05,-2.763250316569819e-05,-0.00010003926805578746
1970-10-01,-0.00013322641070072466,-0.00011810575803207565,-4.877381603104628e-05,-2.8967973283351766e-05,-9.051409739559182e-05
1970-11-01,-0.00013238824277113262,-0.00012367246911658856,-4.783689941437583e-05,-2.9829771198222817e-05,-9.156974556390196e-05
1970-12-01,-0.00012684022434628927,-0.00012096410388011456,-4.654958891998312e-05,-3.290123717434625e-05,-9.056231460701197e-05
