,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5
1965-01-01,-1.6631607571490838e-06,-2.263348597603175e-06,4.288087650041104e-06,2.273430302358618e-06,1.6870839877251106e-05
1965-02-01,8.456421920317762e-06,9.582993155255077e-06,5.84171589577766e-06,2.294556395304125e-06,9.66160710865948e-06
1965-03-01,2.694615921847379e-06,2.266129606790108e-06,6.321816629549306e-06,2.931735105294498e-06,6.595681229671941e-06
1965-04-01,-2.865935208809298e-06,-1.3057102168126883e-05,1.096777818280056e-05,3.025196610104961e-06,-1.0242749007934785e-06
1965-05-01,-2.6488150804372986e-06,-1.0340476040629121e-05,1.0072406472058253e-05,4.881137090601862e-06,-5.032999676283604e-06
1965-06-01,-2.3046568195730706e-06,-1.6414537816488927e-05,1.2008686098852195e-05,5.297506394394646e-06,1.4335557515994133e-06
1965-07-01,-9.557466525550877e-06,-2.436519949245736e-05,1.7143742232812137e-05,5.033703361916781e-06,5.056265250366265e-06
1965-08-01,-9.992119115710151e-06,-2.0785676518476806e-05,1.2760733462917936e-05,4.867464144908929e-06,-1.2875576388547088e-07
1965-09-01,2.0768499699495524e-06,-1.829646707353608e-05,1.1862291923340049e-05,3.6340135779677126e-06,7.571640754833471e-06
1965-10-01,1.0692879798695615e-06,-5.501052264874086e-07,7.2426504565165884e-06,4.1769279653256125e-06,5.706188998234351e-06
1965-11-01,-1.6998295065534944e-06,-1.1284838231143275e-05,8.310698668927737e-06,2.1934470185348324e-06,3.711260176668218e-07
1965-12-01,8.606058285155226e-06,-1.8144946093449361e-06,6.649696777978014e-06,2.653925197079046e-06,2.8971157917112578e-06
1966-01-01,1.3580405231130917e-05,8.151277347502583e-06,1.620180845358326e-06,4.205254141189643e-06,7.455818353590961e-06
1966-02-01,6.985777207983819e-06,1.2734767727850748e-06,2.7875577757185965e-06,3.161472772070325e-06,1.1758783540034738e-05
1966-03-01,1.5386013256619872e-06,6.8792572850942946e-06,5.065158583355307e-06,3.1634902626991176e-06,8.282540875370614e-06
1966-04-01,3.6112956317643134e-06,-1.5950498813916677e-05,7.0293645291842826e-06,4.333240429228192e-06,4.8623968350278656e-06
1966-05-01,-7.320515508651554e-06,-1.3391140888669788e-05,1.3988966592088608e-05,4.794701701554997e-06,-1.003025591928282e-06
1966-06-01,-6.858376064673603e-06,-1.1001406192924834e-05,1.0164150938050756e-05,5.21728968789173e-06,1.7009970412264243e-06
1966-07-01,-1.5213090591714717e-05,-2.039620409586084e-05,1.433087878207776e-05,6.352313633892203e-06,-2.628640534870404e-06
