,mgv250_cluster1,mgv250_cluster2,mgv250_cluster3,mgv250_cluster4,mgv250_cluster5
1965-01-01,0.7972442,-1.2452432,0.039295577,-0.9669363,-0.56073475
1965-02-01,0.5089294,-0.72336257,0.08433096,-1.1422212,-0.6522773
1965-03-01,0.040767334,0.030170728,0.16954501,-0.9847444,0.4332816
1965-04-01,0.349245,-0.020751571,0.6640512,-0.6243142,0.67714965
1965-05-01,0.050775193,-0.18529265,0.30244353,-0.61577797,-0.08006291
1965-06-01,-0.17454891,-0.05121665,0.4425536,-0.4565352,0.69319177
1965-07-01,-0.5595573,-0.22650151,0.0859499,-0.6234311,0.55352324
1965-08-01,-0.16836758,0.07550049,0.26506123,-0.30656433,-0.029876327
1965-09-01,-0.27698237,-0.60591733,-0.06240196,-0.64094484,-0.039737128
1965-10-01,0.10243344,-0.6316729,0.39692956,-0.5293866,-0.49612513
1965-11-01,-0.2554949,-0.17793393,0.09271991,-0.5486666,0.3227536
1965-12-01,0.31657228,-0.29199415,0.04120884,-0.41223568,-1.0127075
1966-01-01,0.33765244,-0.67834294,-0.19964027,-0.12166481,-0.59790814
1966-02-01,0.56087345,-0.8609125,0.19139428,-0.8198271,-1.0851461
1966-03-01,0.5763528,-0.89404124,0.32955113,-0.6517242,-0.746915
1966-04-01,-0.036745407,-0.5691194,0.4015952,-0.3577612,-0.30452377
1966-05-01,0.2663316,-0.77801836,0.60615414,-0.029367447,0.6421762
1966-06-01,-0.026039982,-0.10401535,0.49403733,-0.228429,-0.047595404
1966-07-01,-0.004339981,-0.23436031,0.67863226,-0.24043636,0.07276745
1966-08-01,-0.16882625,-0.49345866,0.41996795,0.15537219,-0.29468638
1966-09-01,-0.27023774,-0.12340083,0.21931496,0.08144746,-0.46351266
1966-10-01,-0.07450342,-0.41345793,0.4656826,-0.3966765,-0.798127
1966-11-01,0.11067019,-0.5387394,0.24940567,-0.2968564,-1.0622886
1966-12-01,0.0865108,-0.40926257,0.11949484,0.2763137,-1.0682201
1967-01-01,0.7635313,-0.8333068,0.15237322,-0.94754493,-0.6103255
1967-02-01,-0.17885113,-0.023147393,0.21165724,-0.5598675,-0.94221604
1967-03-01,0.4248132,-0.24646159,0.39716953,-0.13971707,-0.3152377
1967-04-01,0.64146626,-0.27976722,0.4261454,-0.9688605,-0.59866846
1967-05-01,0.07876782,-0.17768554,0.52539617,-0.34521276,-0.29209027
1967-06-01,-0.25162396,-0.1815156,0.37835184,-0.2226481,-0.22064981
1967-07-01,-0.23980045,-0.5741889,0.33705288,-0.42098308,-0.2889263
1967-08-01,-0.47077495,-0.3230645,0.013322258,-0.35953417,-0.4549547
1967-09-01,-0.25045824,0.069775246,0.3025816,-0.36619526,-0.06744385
1967-10-01,0.090091705,-0.03447132,0.4011662,-1.0852636,-0.2294757
