,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5
1965-01-01,1.7600708,0.8804016,1.5649719,3.6351624,-1.5610352
1965-02-01,1.6678772,1.2801819,2.0321045,3.5584412,0.36010742
1965-03-01,0.9364929,1.3810425,2.0167236,3.3309937,1.5761414
1965-04-01,0.46923828,2.4107056,1.7730408,3.3023376,1.6293335
1965-05-01,-0.37750244,2.9994812,0.75912476,3.5328674,1.2601013
1965-06-01,-0.8999634,2.902649,0.11242676,3.5872192,0.85787964
1965-07-01,-2.0805664,2.869629,-0.023834229,3.377594,-0.6694946
1965-08-01,-2.627411,3.1755066,-0.029815674,3.6909485,-2.127472
1965-09-01,-2.3397827,2.710205,-0.0076293945,3.521515,-2.1786194
1965-10-01,-1.9223328,3.0952148,0.5061035,3.4310303,-2.0465698
1965-11-01,-0.8361206,3.1905212,0.9616394,3.717926,-2.115448
1965-12-01,0.008178711,2.875702,1.7904663,3.4674683,-1.6039734
1966-01-01,0.9989319,2.6625977,1.879425,2.9177856,-0.6516113
1966-02-01,1.3974609,2.6072388,1.9229126,3.334961,-0.11743164
1966-03-01,0.83950806,2.9716797,1.9071045,3.1698608,0.28781128
1966-04-01,0.28546143,3.0308533,1.6556396,3.203308,-0.06097412
1966-05-01,-0.6309204,2.711029,0.6746826,3.5214233,-1.0948792
1966-06-01,-1.3275757,2.845459,0.32196045,3.6412354,-1.3174744
1966-07-01,-1.881012,3.3701782,0.04586792,3.6445312,-1.6737671
1966-08-01,-1.6614075,2.2710571,-0.46826172,4.0219727,-2.910553
1966-09-01,-1.8970642,2.231598,-0.2828064,4.034424,-3.8002625
1966-10-01,-1.4629822,1.6676636,-0.11651611,4.0660706,-3.903778
1966-11-01,-0.86505127,1.5147095,0.5812683,3.7159424,-3.5932922
1966-12-01,-0.10180664,1.9012451,1.3969421,3.9486694,-2.959137
1967-01-01,1.2823486,1.1907043,1.7521057,3.8160095,-1.8553162
1967-02-01,1.6174011,1.1286011,1.713562,3.525055,0.03930664
1967-03-01,1.285553,1.1047363,1.8069153,3.513214,1.1798706
1967-04-01,0.116760254,1.8931885,1.262146,3.6705933,0.65563965
1967-05-01,-0.889801,2.5037842,0.8340149,3.7322998,-0.31536865
1967-06-01,-1.2764587,2.4131165,0.4513855,3.6912231,-1.5954895
1967-07-01,-1.971405,2.7909546,-0.13687134,3.7795715,-2.8633728
1967-08-01,-1.6789551,1.9605408,-0.6057129,3.8055725,-4.468048
1967-09-01,-1.5957031,1.7267761,0.056518555,3.9524536,-5.065399
1967-10-01,-0.72561646,1.1309509,0.23648071,4.0372314,-4.647583
1967-11-01,0.025665283,1.6338196,0.79241943,4.1329346,-3.9098206
1967-12-01,0.9624634,1.5013733,1.2905273,3.869751,-3.3356018
1968-01-01,1.2469177,0.74786377,1.5135193,4.0691833,-2.311798
1968-02-01,1.4217529,0.77627563,1.9855957,3.66333,-0.34747314
1968-03-01,1.6188354,0.53564453,1.6940308,3.7738647,0.16567993
1968-04-01,0.70809937,1.3134766,1.2927246,3.5535889,0.17736816
1968-05-01,-0.14224243,1.7941589,1.0383911,3.7765503,-1.2595825
1968-06-01,-1.0025024,1.9077759,0.6687927,4.124634,-2.1604004
1968-07-01,-1.2468872,2.1397095,0.071746826,3.9603882,-2.946869
1968-08-01,-1.4602966,2.3749084,-0.05758667,3.8602295,-3.2582092
1968-09-01,-1.9393005,2.0492249,-0.06918335,4.099884,-3.6803284
1968-10-01,-1.8394775,2.1401367,0.340271,3.8910828,-3.5775452
1968-11-01,-0.33099365,2.4289246,1.0187988,3.6713867,-3.1344604
1968-12-01,0.5391846,2.6942139,1.7969971,4.040039,-2.483368
1969-01-01,1.0420227,2.6741028,2.1905823,3.2191467,-1.6658325
1969-02-01,0.9987488,2.290863,2.1785583,3.2353516,-0.44363403
1969-03-01,0.7073364,2.2784119,2.0235596,3.0685425,1.1447144
1969-04-01,-0.082092285,2.2524414,1.8719788,3.0585022,1.1961975
1969-05-01,-0.675354,2.7708435,1.2171936,3.1261597,-0.15698242
1969-06-01,-1.0349121,2.683014,0.5715332,3.29422,-0.67755127
1969-07-01,-1.6212463,2.4243774,-0.038360596,3.914917,-2.0832214
1969-08-01,-1.8759155,2.0343323,-0.12332153,3.9412537,-2.8860168
1969-09-01,-1.9130859,1.3182678,0.06253052,3.9317322,-3.880005
1969-10-01,-1.325592,1.3088989,0.3762207,4.021881,-3.642212
1969-11-01,-0.1194458,1.7710571,0.8158264,3.6990051,-2.2991333
1969-12-01,1.4574585,1.616394,1.3574524,3.5822754,-2.0825806
1970-01-01,1.9321289,1.0240173,1.5101013,3.456482,-1.0220947
1970-02-01,1.8206787,0.8412781,1.8294678,3.2572327,0.025634766
1970-03-01,1.8565674,1.1478577,1.8772278,3.3587341,0.41122437
1970-04-01,0.27572632,1.6270447,1.7618713,3.1224976,0.5324402
1970-05-01,-0.5644531,2.1412964,1.6774292,3.7917175,-1.2835083
