,r1000_cluster1,r1000_cluster2,r1000_cluster3,r1000_cluster4,r1000_cluster5
1965-01-01,82.2879,84.564766,19.64972,77.942215,77.38037
1965-02-01,82.594215,83.90628,21.012558,77.23787,73.814384
1965-03-01,83.98326,84.51071,25.694042,71.481834,72.04368
1965-04-01,81.48691,84.19129,31.717072,79.74732,73.66533
1965-05-01,81.62286,84.499245,37.063595,74.20587,71.625984
1965-06-01,79.07737,84.25681,41.748352,72.79062,74.29433
1965-07-01,78.40578,83.35262,45.843422,72.71527,72.974075
1965-08-01,78.06671,83.2396,42.136566,75.68665,71.38191
1965-09-01,79.3804,83.86041,29.80713,77.86687,72.273
1965-10-01,80.46314,84.09628,26.314856,80.355034,70.50394
1965-11-01,78.17482,83.22158,20.96997,79.14453,74.7628
1965-12-01,82.96605,84.15689,31.582752,80.21744,77.323044
1966-01-01,84.238556,85.09711,45.623276,79.26944,73.76353
1966-02-01,83.596695,85.56825,28.215786,80.04099,73.86038
1966-03-01,82.01747,85.77673,27.621529,82.64785,73.70607
1966-04-01,78.924706,85.46647,28.210861,79.366295,74.26257
1966-05-01,82.89737,86.07715,43.541733,74.45628,73.07242
1966-06-01,81.58245,85.22844,45.30809,80.40707,70.02397
1966-07-01,78.49461,83.59177,47.69169,77.61964,73.794716
1966-08-01,80.957,85.16113,44.1639,76.329346,72.78513
1966-09-01,81.20817,83.77563,31.919228,77.657394,70.72493
1966-10-01,81.02759,85.318726,25.377466,80.01965,74.56134
1966-11-01,79.91623,83.88889,23.758852,83.611465,74.41196
1966-12-01,82.304756,84.43391,33.872726,88.42134,76.41799
1967-01-01,83.679016,83.53714,23.269154,85.59274,74.05634
1967-02-01,83.74658,84.331,32.207752,76.944664,73.24052
1967-03-01,83.42566,84.66037,41.166622,79.93433,74.53604
1967-04-01,82.14534,84.5945,32.511787,77.58652,74.929596
1967-05-01,82.966225,85.969406,41.218983,77.437874,72.19329
1967-06-01,82.38687,85.11136,67.198685,79.581314,70.492386
1967-07-01,83.021965,86.18561,45.19845,75.020805,71.597046
1967-08-01,82.2281,83.33782,35.7261,72.45679,74.710014
1967-09-01,80.74002,83.24155,29.316051,76.85177,69.19687
1967-10-01,82.20107,84.05061,24.620417,76.48017,72.72366
1967-11-01,79.16242,83.66044,21.659462,75.693054,73.0581
1967-12-01,81.43592,83.861435,24.664331,76.595024,72.7321
1968-01-01,83.06812,83.6186,42.455215,75.67532,74.92526
1968-02-01,83.42223,83.539734,32.26175,83.56065,75.139336
1968-03-01,81.75793,84.14815,33.076195,87.86789,71.98456
1968-04-01,79.86989,84.84027,34.44112,72.517334,73.73578
1968-05-01,81.87382,85.01089,62.99345,76.145325,70.31543
1968-06-01,81.06903,86.23095,53.04303,76.01173,68.78793
1968-07-01,81.149506,85.58551,57.931324,75.911934,68.879684
1968-08-01,81.34265,84.81291,44.352913,79.399895,75.33409
1968-09-01,80.70365,84.30106,31.720932,71.45501,75.886185
1968-10-01,79.75883,84.410515,22.320988,82.33737,70.58101
1968-11-01,80.25941,82.672165,25.664083,81.12697,73.156334
1968-12-01,82.34221,84.677704,26.166273,83.10032,78.22329
1969-01-01,82.30855,85.02417,20.740044,75.67576,75.27468
1969-02-01,83.951294,84.27884,33.273666,87.35208,74.27533
1969-03-01,83.1976,85.6826,37.566853,82.25006,72.11453
1969-04-01,82.644455,85.89986,34.811127,80.01573,73.028656
1969-05-01,80.50204,86.53322,42.56526,77.5675,75.20784
1969-06-01,82.392105,84.634796,52.283,75.755974,73.68709
1969-07-01,78.332886,84.09501,50.967804,68.897575,74.27867
1969-08-01,79.9656,84.741745,34.01566,75.01733,72.68106
1969-09-01,81.7036,83.10569,36.455536,77.46222,76.42109
1969-10-01,82.11971,85.13948,29.480158,77.73628,72.45545
1969-11-01,80.64576,83.94962,21.27147,84.34569,75.34654
1969-12-01,82.42386,84.52116,23.194962,76.120285,73.81075
1970-01-01,80.66879,83.86614,21.488052,79.71886,76.44538
1970-02-01,82.795395,84.543015,24.063145,80.68038,75.985306
1970-03-01,83.48716,84.64231,31.459082,75.48221,75.26541
1970-04-01,80.47848,85.33904,34.69946,76.20707,74.504135
1970-05-01,82.81691,84.80781,44.35605,77.506195,71.48883
1970-06-01,80.98654,85.86862,39.35647,79.13301,70.95097
1970-07-01,81.595566,85.165276,37.79255,77.37877,70.836784
1970-08-01,81.47806,86.00929,36.23028,76.52151,74.00931
1970-09-01,81.137146,85.35725,35.356472,79.80326,71.64605
1970-10-01,81.88187,84.021706,22.593555,80.581085,71.96214
1970-11-01,81.37546,83.5666,24.18892,83.74202,73.360565
1970-12-01,82.55708,83.4673,26.490946,83.19755,76.05812
1971-01-01,80.551346,84.505486,21.1801,92.3546,75.91424
1971-02-01,80.58516,83.00937,31.754333,84.064255,72.979485
1971-03-01,82.61548,83.85463,52.282383,84.0744,69.860466
1971-04-01,82.811584,83.98142,37.404068,76.31658,70.87985
1971-05-01,83.42524,84.27557,45.58114,72.61264,73.3159
1971-06-01,83.58753,85.89679,56.371765,78.04768,71.256836
1971-07-01,83.31705,84.5748,46.791557,69.97542,76.30644
1971-08-01,81.46592,85.36427,45.981796,72.56531,71.75723
1971-09-01,81.77867,84.726944,31.833788,75.10278,70.94409
1971-10-01,81.43887,82.84877,23.185062,79.20231,74.34543
1971-11-01,80.99765,83.46243,36.984818,86.055695,76.42647
1971-12-01,82.56307,84.76921,25.727612,84.01016,75.6539
1972-01-01,81.46381,83.428795,37.242744,80.06118,74.229614
1972-02-01,81.894516,84.75016,27.93142,80.1652,73.363335
1972-03-01,82.96396,82.71692,24.705206,80.912834,72.984634
1972-04-01,82.708786,84.573006,31.784996,78.3595,72.627075
1972-05-01,81.74174,84.26095,42.650105,71.55438,71.62752
1972-06-01,80.38136,84.09842,40.008995,76.42539,74.40027
1972-07-01,80.183075,81.96603,40.615234,75.721634,73.187805
1972-08-01,76.59605,82.125305,41.518898,69.84619,74.1451
1972-09-01,75.41446,84.077286,28.576662,83.957016,70.234634
1972-10-01,80.31148,83.00947,27.33006,78.26523,74.0037
1972-11-01,80.873825,84.60226,25.352074,76.95199,75.00488
1972-12-01,83.22563,86.08615,19.1857,86.96219,75.45021
1973-01-01,81.119415,85.60929,26.664486,76.15657,76.0761
1973-02-01,82.57936,85.776794,55.43483,78.45242,75.02836
1973-03-01,83.00963,85.5551,29.326551,75.292755,72.77193
