,abs_vo1000_cluster1,abs_vo1000_cluster2,abs_vo1000_cluster3,abs_vo1000_cluster4,abs_vo1000_cluster5,abs_vo1000_cluster6
1965-01-01,3.216398143099229e-05,6.37050397034186e-05,6.338460869821055e-06,9.424922719710705e-05,-0.0012253052773303352,0.00010664925125806972
1965-02-01,3.218299082762219e-05,6.408369526812704e-05,6.521435450070255e-06,8.858419599651237e-05,-0.0012253185559529811,0.00010444449058181986
1965-03-01,3.11424752764747e-05,6.172395044540633e-05,9.19408726929305e-06,9.265984937717968e-05,-0.0008083544344117399,0.00010821201377203343
1965-04-01,3.126872367207206e-05,6.333534294050873e-05,9.096552154070586e-06,9.288275091099844e-05,-0.0009738454537000507,0.00010634062669446899
1965-05-01,3.342507433875366e-05,6.405109853163774e-05,6.353005639019622e-06,9.416911816882967e-05,-0.0011423383512010332,0.0001056141627486795
1965-06-01,3.580047249622447e-05,6.300115999280036e-05,4.21080293173353e-06,9.259282237370357e-05,-0.0010222455784969497,0.00010529036646605365
1965-07-01,3.579259914419565e-05,6.452239087448553e-05,2.1228761072831863e-06,8.955571272485711e-05,-0.0014443099644267932,0.00010825004277716355
1965-08-01,3.706960437978667e-05,6.553710574367045e-05,9.271544903250678e-07,9.142046716685097e-05,-0.0013658312127518002,0.00010466292021899587
1965-09-01,3.558279786375351e-05,6.596194578411823e-05,2.2278334199654637e-06,9.125204712171296e-05,-0.0010843109521374572,0.00010588855797390418
1965-10-01,3.566105365998259e-05,6.520788874862819e-05,3.614806181368684e-06,9.044457751448558e-05,-0.0009360545845993329,0.0001044957779986025
1965-11-01,3.449933693015115e-05,6.630659629048014e-05,6.421830594912796e-06,9.11286792181658e-05,-0.0011241429092478938,0.00010827777226007095
1965-12-01,3.491336763928351e-05,6.424048992282386e-05,5.461464525069459e-06,9.099139145227394e-05,-0.0012845804121752735,0.00010494467224580822
1966-01-01,3.271909870244073e-05,6.281847989135222e-05,8.278831212952095e-06,9.187822044366086e-05,-0.0009882553058560006,0.00010593536663455543
1966-02-01,3.16167183643158e-05,6.473758513253594e-05,7.599874639449159e-06,9.043042981912467e-05,-0.0012989635251869913,0.00010721063719958894
1966-03-01,3.128845396292347e-05,6.225321386895068e-05,9.44314115664773e-06,9.354932417133541e-05,-0.000919262402021559,0.00010686106785821417
1966-04-01,3.2531767685309444e-05,6.242774980802638e-05,7.040211309166418e-06,9.238733169199391e-05,-0.0011181826266692951,0.00010645745701535984
1966-05-01,3.502440353929016e-05,6.40459183176431e-05,5.07642555801015e-06,9.016185878973567e-05,-0.0010708477020671126,0.00010864298221551709
1966-06-01,3.6553087978207165e-05,6.362187729339955e-05,3.282002580817789e-06,9.382117305637685e-05,-0.001343827443633927,0.00010369906602944764
1966-07-01,3.568369624860536e-05,6.463618819070466e-05,2.7235674744068613e-06,9.004484816228576e-05,-0.0011863487998198252,0.00010704450283406509
1966-08-01,3.59374385688601e-05,6.655910549802489e-05,2.202833521940712e-06,8.841399003450542e-05,-0.0012545599020086229,0.00010553746876582778
1966-09-01,3.68752041954155e-05,6.426553171559414e-05,1.6592965883838978e-06,9.038855264085637e-05,-0.0012279394468350802,0.00010609064634923857
1966-10-01,3.543031198205426e-05,6.664489930498478e-05,3.2938498049718745e-06,9.065777777148542e-05,-0.0009906239029078279,0.00010489768033881706
1966-11-01,3.438378610697232e-05,6.56508472626686e-05,5.397406113161196e-06,9.222125612208715e-05,-0.0009648583727539517,0.00010693847326803262
