,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6
1965-01-01,1015.4171,1011.17456,1019.68195,1016.25555,1014.2072,1004.5828
1965-02-01,1015.79913,1009.82697,1016.8621,1014.60596,1013.6192,1018.64197
1965-03-01,1019.0984,1011.27563,1016.413,1017.4221,1015.1269,1010.7218
1965-04-01,1022.04663,1011.0605,1015.6968,1019.18713,1015.22925,1019.72906
1965-05-01,1023.6206,1010.58167,1015.90955,1019.5405,1015.0481,1020.70087
1965-06-01,1024.6558,1011.4654,1015.3867,1020.01685,1014.658,1018.8094
1965-07-01,1022.19055,1010.35596,1016.5383,1017.9269,1013.09955,1024.7028
1965-08-01,1020.6612,1011.11127,1016.13525,1016.7114,1011.6347,1021.28143
1965-09-01,1018.9012,1011.2527,1013.76624,1015.87103,1012.1035,1013.25397
1965-10-01,1016.6196,1010.9581,1016.89307,1016.01807,1013.14667,1020.1731
1965-11-01,1019.69,1010.68396,1017.9313,1016.49615,1012.5476,1023.11273
1965-12-01,1023.39923,1009.6905,1019.18713,1018.97314,1012.68713,1021.10834
1966-01-01,1020.6744,1009.37085,1018.9695,1018.2059,1013.063,1008.9321
1966-02-01,1017.78284,1010.0563,1018.7711,1016.67126,1014.2365,1022.52014
1966-03-01,1019.2731,1009.64685,1019.6692,1018.30164,1013.943,1015.30054
1966-04-01,1016.9203,1010.40796,1015.63416,1016.1743,1013.8109,1017.9292
1966-05-01,1022.4481,1011.6641,1014.4969,1018.9432,1014.45056,1021.2008
1966-06-01,1023.7813,1011.7111,1016.6537,1019.5797,1014.0212,1016.91406
1966-07-01,1023.57166,1010.3654,1015.47455,1018.15454,1012.28564,1022.6678
1966-08-01,1022.584,1011.7136,1015.9464,1017.03357,1012.2224,1023.56604
1966-09-01,1019.2593,1011.72546,1014.2622,1016.7244,1011.4883,1016.0941
1966-10-01,1020.1267,1011.73047,1016.23065,1017.16064,1013.16187,1018.3267
1966-11-01,1020.78143,1010.8361,1020.63495,1017.03107,1012.6161,1019.50397
