,mgv600_cluster1,mgv600_cluster2,mgv600_cluster3,mgv600_cluster4,mgv600_cluster5,mgv600_cluster6
1965-01-01,-0.26358947,0.04783169,-0.3482148,0.48655877,-0.2630008,0.38883495
1965-02-01,0.6375598,0.052835643,-0.21266708,-0.09021797,-0.468162,-0.1723413
1965-03-01,0.28802046,0.058722615,-0.5510212,-0.13216266,-0.40899783,0.47404894
1965-04-01,-0.16351084,-0.120977424,-0.39428037,0.8365396,-0.2254713,-0.5140804
1965-05-01,0.055190444,-0.14393663,-0.63535225,0.33232003,0.017219424,0.34806764
1965-06-01,0.1320155,-0.06725874,-0.12392096,0.38927644,-0.1693978,0.08521404
1965-07-01,0.0828592,-0.14908776,0.35763398,0.1744018,0.14393663,-0.023253584
1965-08-01,0.26903492,-0.1336344,0.011479616,0.40075606,-0.04415233,-0.543221
1965-09-01,0.207516,0.026491404,0.13157396,-0.42857203,-0.07667792,0.63873726
1965-10-01,0.11420741,-0.049450614,-0.07226267,0.37161556,-0.17734523,0.117150925
1965-11-01,0.08447814,-0.13437033,0.31039095,0.5807506,0.05254128,-0.39634076
1965-12-01,-0.06387372,-0.06534548,-0.32084036,0.8346265,-0.40340525,-0.15468034
1966-01-01,0.1579762,-0.036022045,-0.16477552,0.43052858,-0.66734827,0.7116163
1966-02-01,0.14640288,-0.0017359734,-0.15725288,0.38495857,-0.11052547,0.014756012
1966-03-01,-0.116456844,-0.046004057,-0.0370347,0.6401509,-0.060470723,0.21135826
1966-04-01,0.049186707,-0.0960588,-0.09345479,-0.11472082,-0.26011103,0.20672894
1966-05-01,0.076239444,-0.04065142,-0.17924222,0.030380059,-0.025606036,0.00057866576
1966-06-01,0.10806613,0.13916953,-0.07320142,0.6524475,-0.17417891,0.14452219
1966-07-01,0.14264154,-0.1994956,0.37309584,0.3159524,0.06669142,-0.30640435
1966-08-01,0.48608065,-0.12224352,0.23841098,0.501126,0.019385386,-0.011139345
1966-09-01,0.23841104,-0.02141068,0.18488427,0.35689315,-0.010560703,0.4371833
1966-10-01,0.2463677,-0.25157565,-0.25417963,0.10459409,0.07508211,0.51342267
1966-11-01,0.15030885,0.06524477,0.015045309,0.30958715,0.051212072,-0.2222083
1966-12-01,-0.04759538,0.26329368,-0.48116198,0.6575108,-0.17634888,0.24058099
1967-01-01,0.3478772,-0.013655305,-0.21199028,0.42647848,-0.20932584,0.018318081
1967-02-01,0.034471273,0.04845968,-0.41965085,-0.26811028,-0.11623661,0.782349
1967-03-01,0.07110747,0.025645334,-0.13855138,0.38534608,-0.045628715,-0.23796864
1967-04-01,0.1735223,-0.08176531,-0.2048296,0.60666186,-0.18934245,-0.71590436
1967-05-01,0.12173204,-0.05778526,-0.31840175,0.33388883,-0.059950113,-0.11856799
1967-06-01,0.21182375,-0.05928402,-0.2962535,0.31490463,-0.18751064,0.53988415
1967-07-01,0.24895951,-0.06394682,0.13605347,0.65911824,0.0038301467,-0.44762754
1967-08-01,0.027144074,0.07610331,0.1623649,0.42164916,-0.12472955,-0.3620321
1967-09-01,0.17985037,-0.044296455,-0.17935076,0.663448,-0.0009991645,0.3988348
