,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6
1965-01-01,-4.486372760851752e-06,-6.329198434038765e-06,3.435878311784756e-07,-8.816264126503412e-06,8.954657459980808e-06,1.9796817259003336e-05
1965-02-01,-4.092240171038977e-06,-7.793089411500135e-06,-2.2252937949258594e-06,-6.8804251053801705e-06,1.4702301035318874e-05,-2.4032562624854156e-05
1965-03-01,-3.782871224244352e-07,-8.690755170060914e-06,-1.2360150409624065e-06,-1.102710835987988e-05,2.3967308118030042e-05,1.4434307069257975e-05
1965-04-01,2.459041052833737e-06,-1.1724019218077459e-05,-3.611247071664744e-06,-7.204914769442954e-06,9.467251247941639e-06,-3.886035033363628e-06
1965-05-01,1.1993748095349467e-06,-1.4105098395675391e-05,-2.5665140844027385e-06,-5.2512010495380435e-06,4.960941812484788e-06,-5.97615384415407e-06
1965-06-01,6.388589674751195e-06,-2.3338361643254757e-05,-3.473448745939272e-06,-2.680755784317313e-06,-1.0525826717570933e-06,-2.415117239415383e-05
1965-07-01,5.590616708034829e-06,-1.141519753604591e-05,-4.476054841297162e-06,-1.7103727581795607e-07,-1.479051858933537e-05,-3.44616800691419e-05
1965-08-01,7.371512275802581e-06,-1.2270800542671967e-05,-3.92125706952874e-06,-1.476099737208753e-06,-1.3339294522631702e-05,-2.9627006789758943e-05
1965-09-01,8.644272570680374e-06,-1.1026424379617145e-05,-6.054464672266572e-06,1.3539320399686597e-08,-9.849989784822166e-06,5.3988549972508245e-06
1965-10-01,-5.664151298037917e-07,-1.4927511735798113e-05,-3.4952024881509334e-06,-4.2229287457842104e-06,-4.462704741596991e-06,-2.411062758675633e-05
1965-11-01,3.3619272941990875e-06,-7.301603986751147e-06,-3.490388978925932e-06,-5.568149847609223e-06,3.2050348756525154e-06,-2.2504602197724846e-05
1965-12-01,2.651717821201103e-06,-1.3246959828062575e-05,-2.757296991145499e-06,-7.666503782193153e-06,6.76395885884116e-06,-2.3286618390836968e-05
1966-01-01,-3.6908995442099385e-06,-1.649285546921998e-05,-8.635525306900841e-07,-1.0195237346653822e-05,1.4653603600136021e-05,1.2625025938644121e-05
1966-02-01,-1.4401174255006979e-06,-1.4273130986883629e-06,-4.5606585634109405e-06,-5.0515058483046395e-06,2.1503392589401523e-05,-1.5287255686976445e-05
1966-03-01,1.4066890254716238e-06,-1.3358470768611314e-05,-3.3724832710904664e-06,-7.896131705218636e-06,1.0854512096694583e-05,1.9489171347977856e-05
1966-04-01,5.638762209295797e-07,-4.739410652484477e-06,-3.3137084986091385e-06,-6.5443362559779504e-06,1.3145512090183196e-05,8.61609747423641e-06
1966-05-01,3.999508781140695e-06,-9.817302160434227e-06,-4.333830222864382e-06,-2.3316688901816696e-06,-6.572236946700492e-06,-1.905801838848931e-05
1966-06-01,6.167731906969447e-06,-3.222995666984581e-05,-4.083506198018294e-06,-2.685904444651367e-06,-6.145742276512121e-06,-8.995064094144767e-06
