,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6
1965-01-01,-0.007674847080833989,0.021811954303443612,-0.010527460835874082,-0.03923551680950018,-7.1339137852191925,9.589693695306778
1965-02-01,0.02268727669508149,0.029937646105477875,0.0013572771712082679,-0.07050821844201821,-6.867901980876923,5.236934125423431
1965-03-01,0.029155851136577333,0.026573137150890557,-0.017789400602995824,-0.05859715792422111,-12.262416630983353,7.934460788965225
1965-04-01,0.01977349994546276,0.02939471221984701,-0.015824323157425477,-0.14340712760503474,-11.298102885484695,6.03761225938797
1965-05-01,-0.05949326234443461,0.02964367003018733,-0.017720312900033543,-0.13467176602436945,-17.92881190776825,2.9736025258898735
1965-06-01,-0.1707147617461318,0.028933231976438076,-0.025089649046746505,-0.13184987295132417,-13.966119289398193,-1.1326947249472141
1965-07-01,-0.11302816792059754,0.02176573036145136,-0.029904698433799556,-0.11309083694448838,-20.23501545190811,-1.771387830376625
1965-08-01,-0.14690864136663534,0.024739917548865894,-0.012111640071694171,-0.08530752876630196,-18.22928637266159,-1.3913127593696117
1965-09-01,-0.11537279933691025,0.024002889810996214,-0.016219210728541412,-0.10718703269958496,-16.006189584732056,0.7750536315143108
1965-10-01,-0.09589926576462843,0.02118580094269706,0.0002729100694434833,-0.0836974439712671,-17.82701164484024,1.657411828637123
1965-11-01,-0.03320588730275631,0.01825417836386382,-0.01241353338386501,-0.10059318290306972,-14.150671660900116,6.929124891757965
1965-12-01,-0.01877949067975505,0.03191152570548391,-0.009235036206551193,-0.19501633942127228,-14.985257387161255,7.853113114833832
1966-01-01,-0.013888116444508403,0.038306386207193587,-0.0388926290700921,-0.10846126824617386,-16.211184859275818,6.35460689663887
1966-02-01,0.003505001531250901,0.018715753951067483,-0.021942867034638252,-0.12470876368192525,-11.371325701475143,4.171252250671387
1966-03-01,-0.012447018081606444,0.026865694162331092,-0.024333199784032172,-0.1203923701093747,-10.220929235219955,6.241936609148979
1966-04-01,-0.02060560272785567,0.024172570556402206,-0.022341902893184957,-0.12064782472757192,-11.777783185243607,2.321305498480797
1966-05-01,-0.10935002306507806,0.02309289395718589,-0.005070011253031878,-0.11106321874719399,-18.787650763988495,0.8391661569476128
1966-06-01,-0.11150884299965229,0.029961574867956545,-9.175433274523348e-05,-0.09870628754679973,-14.900140464305878,-0.7454828359186649
1966-07-01,-0.08595913206621753,0.029009396612281857,-0.017535997002459735,-0.12117085548547597,-9.797754138708115,-1.480331551283598
1966-08-01,-0.08543342099351399,0.026007577222078405,0.003279548754454055,-0.07279702247335361,-14.510247111320496,-2.2326596081256866
1966-09-01,-0.10121495668160714,0.021891943023378727,-0.0011215316115227422,-0.056461151689291,-8.537844568490982,0.18656434258446097
1966-10-01,-0.101484157839569,0.023866557207603948,0.013559656238298766,-0.05101129555931458,-8.62017348408699,3.8408063352108
1966-11-01,-0.016194876378117982,0.017738741476479407,0.006501365090365959,-0.07742848247289658,-6.6321030259132385,5.9241969138383865
1966-12-01,-0.0035197821335267213,0.034976285800201914,-0.005066515548171196,-0.07970425515220715,-9.02475118637085,6.681477278470993
1967-01-01,0.010311553822988172,0.027217623129441745,-0.000417954378567669,-0.0693986049065223,-12.220007181167603,9.530291706323624
1967-02-01,0.023681345253677693,0.03005723415174745,-0.0030488822510284664,-0.04693137911649851,-8.334466069936752,8.600616455078125
1967-03-01,0.03652014469696304,0.021410187689366672,0.0017342351344043175,-0.09921394431820282,-8.737742900848389,10.265082865953445
1967-04-01,-0.02073340978220863,0.028700442095839145,-0.0030942037145285746,-0.16156747364080867,-13.823294639587402,8.534493297338486
1967-05-01,-0.037143204234919305,0.028333410133797348,-0.008595512151734624,-0.13610007098087898,-16.250401735305786,0.9297648444771767
1967-06-01,-0.12226935665486223,0.03191590830004324,-0.007237057485906161,-0.12984916281241637,-17.76811182498932,-0.7399896625429392
1967-07-01,-0.11954901708384692,0.021405156849003126,-0.009187352452097479,-0.09192534937308385,-11.208973079919815,-2.1039798855781555
1967-08-01,-0.08649024796687951,0.020760608027408912,0.004222202403223621,-0.10193773330404209,-7.773967832326889,-2.438126318156719
1967-09-01,-0.07671351718195414,0.02214585382797073,0.0032864196794684486,-0.06315592103279553,-6.8825677037239075,-0.0812305836006999
1967-10-01,-0.09031930338528198,0.02932413523637415,0.010276798867678221,-0.04951081668528227,-8.240804076194763,3.0807293951511383
1967-11-01,-0.0146109456890973,0.02605701346618426,0.013452171929081722,-0.08919107226225045,-7.094565778970718,5.517857521772385
1967-12-01,0.01582580942155446,0.024936057480001158,-0.006591351867645188,-0.05902804864140657,-5.37097342312336,9.2110276222229
1968-01-01,0.025793215480901428,0.012370463615314508,-0.011264836179727145,-0.03538394275193031,-9.005625545978546,6.35603666305542
1968-02-01,0.009240829622593977,0.011786143366236092,-0.005175350893255884,-0.021214009477541994,-6.4095355570316315,3.7877485156059265
1968-03-01,0.018430444396148295,0.02648502908148845,0.009594133754252597,-0.09031336611280075,-11.760616302490234,3.9001550525426865
1968-04-01,-0.002970413296972796,0.03177331262310588,-0.005234689946261656,-0.09881333233072208,-14.12370353937149,4.80169951915741
1968-05-01,-0.08412017408063857,0.025878663777761546,-0.0016747588555501628,-0.10083140805363655,-10.310134291648865,2.2202903404831886
1968-06-01,-0.11884842257378465,0.02988617935169794,0.002019765242868293,-0.0717694226365823,-14.142534136772156,-0.4219896625727415
1968-07-01,-0.10707033640247281,0.025654901215370667,-0.0019103676521832814,-0.09302833619026037,-11.063943058252335,-2.3164045065641403
1968-08-01,-0.1347251299579265,0.02140280023488955,-0.002972387133858505,-0.09665353796803033,-12.350165843963623,0.1005867263302207
1968-09-01,-0.10348001526573958,0.021604035689430395,0.0001163395746009408,-0.04260782868816302,-9.483648091554642,0.6592346355319023
1968-10-01,-0.10050514997062038,0.01834072413257009,0.008336406621455619,-0.08273253647180703,-10.848010331392288,1.7220569774508476
1968-11-01,-0.022595413265970806,0.029112886648772335,-0.012743553307434891,-0.09065425883118923,-10.63719093799591,6.120304390788078
1968-12-01,-0.004550091472407014,0.020673974929518973,-0.014207002797485454,-0.12232146870631437,-6.30788579583168,11.192003637552261
1969-01-01,0.03498229829562923,0.013640563719903081,-0.011850406510541135,-0.14230270798389727,-5.023139715194702,10.445424914360046
1969-02-01,0.023310864738867447,0.024311606684490176,-0.017317251582522838,-0.19323570797076592,-7.157670706510544,7.617852091789246
1969-03-01,0.011122945333057542,0.03237084324236699,-0.03128601114504633,-0.0987477027452909,-13.74613493680954,3.8211043924093246
1969-04-01,0.002390506156420304,0.030407517310515,-0.02051317642970357,-0.19213449783050096,-21.533361077308655,2.671406976878643
1969-05-01,-0.061176850665676394,0.02860982469240583,-0.03146193406453966,-0.1469018940742199,-15.585395693778992,-0.5727395880967379
1969-06-01,-0.11823921606449758,0.025984345960762,-0.01811150861162264,-0.12781632920870414,-17.81410127878189,1.180589385330677
1969-07-01,-0.11507506655939555,0.032835957625354316,-0.005163441180865553,-0.11397514922114518,-13.89445811510086,-2.1974707022309303
1969-08-01,-0.12979515023150687,0.025061039837207474,0.0018104940727023426,-0.07581096142530441,-12.508247792720795,-1.6392547637224197
1969-09-01,-0.11792435800119982,0.021288138149040087,0.010125541367230163,-0.05878302125403514,-12.341266125440598,-0.41557461954653263
1969-10-01,-0.046054764761257985,0.025295302566242798,0.006920473847900873,-0.08194647156275235,-15.349054336547852,2.8910789638757706
1969-11-01,-0.05449632624700918,0.024302884098425463,-0.004023551967703796,-0.07522981613874435,-13.615675270557404,4.313316196203232
1969-12-01,-0.0249501371014295,0.03203605740447175,-0.010746630502089991,-0.1092463660125549,-7.266709208488464,5.293681472539902
1970-01-01,0.017723341283025378,0.013758038031928082,0.0013499500114569623,-0.032727502716275364,-8.98992121219635,8.271484822034836
1970-02-01,0.011865702118345742,0.020282929140429003,-0.009163465367349905,-0.02257724006015521,-6.833089888095856,4.083237424492836
1970-03-01,0.005313631746981104,0.03958592604630624,-0.025358858345224798,-0.09826230458342111,-13.409437239170074,5.224459990859032
1970-04-01,-0.020221950707294174,0.042923296430915324,-0.02268556118077409,-0.127944120993981,-27.352002263069153,7.663127034902573
1970-05-01,-0.0623789501486946,0.029102549251270874,-0.002412774106997593,-0.12817569077014923,-18.04318279027939,1.0236343368887901
1970-06-01,-0.11227796390905219,0.032748339703380154,0.00045558075066161373,-0.093297717662958,-17.231833934783936,-0.6330471951514482
1970-07-01,-0.11024805638244597,0.02380459594871498,0.017504472351443454,-0.054555110490092866,-8.714362978935242,-1.6696196049451828
