,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6
1965-01-01,-11.938934,-1.6313782,-3.4096985,-6.61203,-1.2067566,1.152832
1965-02-01,-12.797028,-1.0549622,-4.4523926,-7.6622314,-2.1262512,0.9822998
1965-03-01,-12.731598,0.075286865,-4.864441,-8.128174,-2.2424011,1.0956421
1965-04-01,-12.911407,0.99365234,-4.7554016,-8.584412,-2.2291565,1.5355225
1965-05-01,-11.916504,1.7914734,-3.7240295,-7.5735474,-1.1429138,1.9456482
1965-06-01,-9.627808,1.9251709,-2.3963318,-5.638611,0.18777466,2.2884216
1965-07-01,-6.4135437,1.7005615,-1.5866089,-4.0789185,1.0229797,2.608673
1965-08-01,-6.41156,0.9167175,-0.44744873,-2.1993103,1.6960754,2.364685
1965-09-01,-5.689331,0.72683716,-0.15533447,-2.8417358,2.4113464,2.3694153
1965-10-01,-7.330597,1.5055237,-0.22885132,-3.5015564,1.7779541,2.7095337
1965-11-01,-9.999054,0.8184509,-1.9413147,-5.009918,-0.0831604,2.5603333
1965-12-01,-12.303223,0.5974426,-4.016968,-7.3939514,-1.2591858,2.2310486
1966-01-01,-13.916534,0.642395,-5.1574707,-8.680969,-1.7232361,1.7175598
1966-02-01,-14.451477,1.0807495,-5.6223145,-9.249176,-2.6141968,1.3807983
1966-03-01,-14.962006,1.4648438,-5.683502,-9.762756,-2.4515076,1.290863
1966-04-01,-14.119659,1.1624451,-5.4271545,-8.8871155,-2.3131409,1.6359558
1966-05-01,-12.716827,0.5743408,-4.5099487,-8.102539,-1.3288879,2.0740967
1966-06-01,-11.169342,0.95184326,-3.3311157,-6.1849365,0.5010071,2.5338135
1966-07-01,-8.496857,1.3772278,-1.7332764,-4.406006,1.2082825,2.6777954
1966-08-01,-5.5318604,-0.23980713,-1.1974487,-3.6135254,1.6921387,2.4536133
1966-09-01,-5.6268005,-0.60305786,-0.7114563,-3.0594482,2.1312256,2.4701233
1966-10-01,-6.9164124,-0.77160645,-1.068634,-3.4151,1.8033142,2.4236145
1966-11-01,-9.2595215,-1.0809021,-2.0662842,-4.7087708,0.8233032,2.0149536
1966-12-01,-11.908325,-0.95809937,-3.1996765,-6.6964417,-0.4260559,1.3142395
