,abs_vo1000_cluster1,abs_vo1000_cluster2,abs_vo1000_cluster3,abs_vo1000_cluster4,abs_vo1000_cluster5,abs_vo1000_cluster6
1965-01-01,3.3920533e-05,5.5617387e-05,3.4755444e-06,8.960306e-05,-4.4610966e-05,6.877871e-05
1965-02-01,3.2197615e-05,5.3580396e-05,5.772768e-06,9.06081e-05,-4.8658014e-05,6.947865e-05
1965-03-01,3.0887484e-05,5.389447e-05,8.931451e-06,9.182849e-05,-3.298128e-05,7.080673e-05
1965-04-01,2.9182516e-05,5.5096923e-05,9.927508e-06,9.1433656e-05,-3.089941e-05,7.436922e-05
1965-05-01,3.143487e-05,5.323043e-05,1.0833837e-05,8.962998e-05,-5.0443752e-05,7.3561605e-05
1965-06-01,3.276295e-05,5.6442947e-05,8.0341e-06,9.31476e-05,-4.1209994e-05,7.182074e-05
1965-07-01,3.368722e-05,5.6478846e-05,4.848496e-06,9.13529e-05,-5.6420122e-05,7.528452e-05
1965-08-01,3.4423054e-05,5.6380133e-05,4.3370032e-06,8.953127e-05,-4.749146e-05,7.732151e-05
1965-09-01,3.7088186e-05,5.827355e-05,3.0807073e-06,9.1873364e-05,-2.874577e-05,7.413591e-05
1965-10-01,3.6863847e-05,5.916193e-05,4.408795e-06,9.0984984e-05,-2.303861e-05,7.215276e-05
1965-11-01,3.4073088e-05,5.5491753e-05,5.82661e-06,9.033889e-05,-3.0154613e-05,7.100415e-05
1965-12-01,3.788683e-05,5.5518674e-05,5.216412e-06,8.774554e-05,-4.6800506e-05,7.013372e-05
1966-01-01,3.127032e-05,5.5629705e-05,7.923338e-06,9.1819355e-05,-3.680834e-05,6.790018e-05
1966-02-01,2.8997361e-05,5.5996312e-05,9.487527e-06,9.183565e-05,-5.09349e-05,6.9977614e-05
1966-03-01,2.96654e-05,5.518978e-05,1.2094502e-05,9.010038e-05,-4.789614e-05,7.159883e-05
1966-04-01,3.0977033e-05,5.569488e-05,8.721725e-06,9.1623835e-05,-3.9659728e-05,7.1851384e-05
1966-05-01,3.0463783e-05,5.7438294e-05,6.171774e-06,9.084174e-05,-3.205061e-05,7.0686394e-05
1966-06-01,3.0928153e-05,5.9776426e-05,5.023075e-06,8.8446584e-05,-3.455168e-05,7.1615126e-05
1966-07-01,3.263898e-05,5.676211e-05,3.955845e-06,9.116762e-05,-3.9724906e-05,7.539524e-05
1966-08-01,3.618284e-05,5.6110366e-05,3.874376e-06,8.7371205e-05,-3.0633066e-05,7.354592e-05
1966-09-01,3.8463946e-05,5.637921e-05,2.9619346e-06,9.510252e-05,-2.8131999e-05,7.088191e-05
1966-10-01,3.4252047e-05,5.624886e-05,4.3794803e-06,9.0678805e-05,-1.2555316e-05,7.007538e-05
1966-11-01,3.3168522e-05,5.5531942e-05,4.534269e-06,9.188453e-05,-4.180398e-06,6.823421e-05
1966-12-01,3.1384374e-05,5.630589e-05,8.835779e-06,9.046699e-05,-3.6775757e-05,6.706921e-05
