,zgv500_cluster1,zgv500_cluster2,zgv500_cluster3,zgv500_cluster4,zgv500_cluster5,zgv500_cluster6
1965-01-01,-0.022959232,-0.04297495,-0.3134815,-0.28154483,0.7672205,0.2974396
1965-02-01,0.0782968,0.97841585,0.39854845,-1.17666,-0.60223794,-0.032084085
1965-03-01,0.0033849955,0.32142907,-0.3084778,-0.49023813,-0.120388724,0.16174476
1965-04-01,0.034144472,-0.33349743,-0.24401529,-0.10169773,0.7395517,1.0029942
1965-05-01,0.043710805,-0.15379734,-0.4391686,-0.70305246,0.7837041,1.1338321
1965-06-01,-0.05813391,-0.21340299,-0.116709374,-0.36602306,-0.16998652,1.0573013
1965-07-01,-0.0731457,-0.24798898,0.03958993,0.3488035,-0.022959232,-0.019574165
1965-08-01,-0.057398032,-0.054013014,0.2914055,0.131574,-0.26432535,0.060341526
1965-09-01,-0.03120098,-0.02766881,-0.37426466,-0.27757105,1.2657006,0.3642568
1965-10-01,-0.03326144,0.37720817,0.91410065,-0.4482934,-0.3386484,0.22223338
1965-11-01,0.15541625,-0.19220987,-0.5825167,0.93691266,-0.39295584,-0.18249646
1965-12-01,0.021193122,-0.20619145,-0.19765529,0.15306143,-0.41959438,0.73263454
1966-01-01,0.23913436,0.45382,-0.226259,-0.35645914,0.032405376,0.6923757
1966-02-01,0.080145456,0.59588283,0.06524477,-0.35110646,-0.14047165,-0.023291398
1966-03-01,-0.005063343,0.05367143,0.22727165,-0.045425393,-0.007233334,0.13482952
1966-04-01,0.018951345,0.13396148,0.40275255,-0.64203155,-0.3066937,0.3185564
1966-05-01,-0.015334701,-0.7963911,-0.3350485,0.39985925,0.073056795,0.3667305
1966-06-01,-0.073924735,-0.55725676,-0.226259,0.010705376,-0.12629418,0.49852198
1966-07-01,0.0091139795,-0.10285811,-0.45164996,0.5950148,0.34676647,-0.14278622
1966-08-01,-0.061628055,0.0015913248,0.04643805,0.2946864,0.46307865,-0.12412417
1966-09-01,0.022134017,-0.3767125,-0.19081561,-0.20918827,0.38524786,0.47985998
1966-10-01,0.11414216,-0.15566154,0.32578978,-0.5506021,-0.14481154,1.0142593
1966-11-01,-0.06972947,-0.10734282,-0.62886685,0.35457844,0.70886767,0.04311075
1966-12-01,0.038770724,0.16882625,0.1970363,-0.6413082,0.0021700144,0.4610533
1967-01-01,0.0527894,0.63014233,0.63896835,-0.6061623,-0.15986697,-0.10308085
1967-02-01,0.060782768,0.1280601,-0.18684453,-0.122065105,0.021482086,0.1537054
1967-03-01,-0.11956718,-0.28626186,-0.73072535,0.4259789,1.1896768,0.35587054
1967-04-01,0.064113334,-0.59550446,-0.6792681,-0.042464636,-0.8567871,0.9470452
1967-05-01,0.0021648644,-0.36336428,0.05129061,0.15303937,0.50807726,0.9420495
1967-06-01,-0.07593682,-0.5087434,-0.020482969,-0.63913476,0.15437154,0.9616998
1967-07-01,0.0014987469,-0.11690273,0.2957539,-0.13771872,-0.34637848,-0.0044962405
1967-08-01,-0.017318929,-0.09525406,0.23830171,-0.06261454,-0.37718615,-0.16203186
1967-09-01,-0.03680272,-0.35803542,-0.24629506,0.07343888,0.12039982,0.53721964
1967-10-01,-0.027810186,0.042131614,0.4104917,-0.41881818,0.056619547,-0.010990906
1967-11-01,0.09608671,-0.47627035,-0.2967531,0.2188179,-0.2589512,0.21465464
1967-12-01,0.22497945,0.17735243,-0.18701115,-0.5708583,1.3528744,1.0677782
1968-01-01,0.013165498,0.45923537,-0.08139954,-0.29983371,0.4368681,0.2066842
1968-02-01,0.19309402,0.18049476,-0.060448073,-0.51104796,0.4446543,-0.1417061
1968-03-01,-0.039779615,0.16803713,0.06129744,-0.4296484,0.0990952,0.7379759
1968-04-01,-0.06186371,-0.014298057,-0.48853922,-0.11806478,-0.0007078171,0.8131467
1968-05-01,-0.052378893,-0.11098659,-0.004671621,-0.48160258,0.002831316,0.2917645
1968-06-01,0.061580576,-0.12839909,-0.590041,0.7395331,0.15741977,0.21220525
1968-07-01,-0.025764752,0.056059577,0.08309839,-0.1033421,0.1987566,-0.038505554
1968-08-01,-0.06653533,-0.077152684,0.058607675,0.3836399,-0.14170611,0.12627555
1968-09-01,0.04261092,0.3670768,0.23372304,-0.35546854,0.18728988,0.19479278
1968-10-01,-0.11325164,-0.1684618,0.1708684,-0.24844575,0.5022709,0.43545252
1968-11-01,-0.09414043,0.3229087,-0.07446289,-0.3573089,0.390435,-0.07078228
1968-12-01,0.049264453,0.34527594,0.21050644,-0.15812759,0.16647989,0.08564653
1969-01-01,0.110229865,-0.007873559,0.11780052,-0.19078246,0.083732225,-0.3718744
1969-02-01,0.09402849,-0.11507511,-0.3137311,0.19199371,-0.19396213,0.3951922
1969-03-01,0.09857094,0.7257303,0.33265802,-0.78341943,-0.12506847,0.08842621
1969-04-01,0.015141463,0.25831336,0.012415981,-0.0071164607,-0.17170417,0.15020332
1969-05-01,0.10962421,-0.26573268,0.33447495,-0.3058576,0.18442306,0.40049177
1969-06-01,0.0048452853,-0.29132178,0.26633835,-0.381262,0.119314745,0.6551712
1969-07-01,-0.0021198033,-0.04406166,-0.09539123,0.040881943,0.071164824,0.2189456
1969-08-01,0.0013627291,-0.0725276,0.040730547,0.0034825325,-0.25089407,0.15822832
1969-09-01,0.06616821,-0.1789721,-0.107352994,-0.01953249,-0.08554931,0.09312
1969-10-01,0.048149873,0.2499856,0.37459978,-0.6913593,0.30616045,0.8283895
1969-11-01,0.0006056547,-0.4384969,-0.06586542,0.09054594,0.6142892,-0.14142132
1969-12-01,0.06223142,-0.15853114,0.440768,-0.50178814,0.39473802,0.13703021
1970-01-01,0.022656918,0.41135988,0.388834,-0.5087975,0.18518397,-0.562755
1970-02-01,0.08984172,-0.2514521,-0.28288355,0.4620432,0.21569872,-0.27987134
1970-03-01,0.050290395,0.42498016,-0.100449845,-0.17929058,-0.17824288,-0.11983271
1970-04-01,-0.033265017,0.40402573,-0.16278902,-0.096913815,-0.29925415,0.7371999
1970-05-01,-0.081067085,-0.0041908743,-0.21478195,-0.11184378,-0.07386403,0.34378213
1970-06-01,0.02226398,0.14366817,-0.24176069,0.43310004,0.030383777,0.16095555
1970-07-01,-0.044266056,-0.29375365,0.06731577,0.057886362,-0.4685914,0.13633414
1970-08-01,0.018073106,-0.25302365,0.070328,0.08827014,-0.018989872,0.21674648
1970-09-01,-0.08185289,-0.1088316,-0.15912202,-0.24084389,0.351771,0.6402861
1970-10-01,0.053040672,0.19683981,0.07569756,0.32937592,0.56105244,-0.34993747
1970-11-01,0.039027452,-0.16946825,1.3875701,0.23115253,-0.98930675,-0.36381966
1970-12-01,0.2424155,-0.18950577,-0.26441756,0.658621,-0.0831625,0.60152036
1971-01-01,0.21291423,-0.0035989762,-0.45908278,-0.63528764,0.83625335,0.23753111
1971-02-01,0.03282249,-0.082632065,-0.589653,-0.5699307,0.3411811,0.35831204
1971-03-01,0.011804486,-0.075722,0.30807063,-0.35097018,-0.07888913,0.17793238
1971-04-01,-0.113439105,0.30792665,0.14410219,-0.37443542,-0.024760794,0.6905676
1971-05-01,-0.05312059,-0.26070833,-0.2540863,-0.33599854,0.058590986,0.9606333
1971-06-01,0.121932626,-0.16425633,0.11127971,-0.19952615,-0.14107907,0.88563097
1971-07-01,-0.028071856,-0.0027351857,-0.43547362,-0.3090783,0.4202141,0.1659838
1971-08-01,-0.014539778,0.26877004,0.07313075,0.40149945,-0.47866115,-0.19520737
1971-09-01,-0.12423595,-0.0716912,-0.48240405,0.20053384,0.097171806,-0.019578313
1971-10-01,0.07888913,-0.025768567,-0.6604804,-0.5329334,0.57468116,1.1575681
1971-11-01,0.016411234,-0.23306838,-0.3662297,-0.03987646,-0.03411808,1.1711001
1971-12-01,-0.058159113,-0.06665268,-1.0337641,0.2743844,0.018426705,0.50918025
1972-01-01,0.3064518,0.07404804,0.17979375,-0.49689907,-0.43534574,0.4110137
1972-02-01,0.093250796,0.19754963,-0.08759527,-0.048400976,0.03577466,-0.18781681
1972-03-01,-0.04826944,-0.19215707,0.42364007,-0.94355595,-0.011837197,0.33052078
1972-04-01,0.0015783071,-0.17953077,-0.0059185983,0.28922212,-0.39523077,0.13796902
1972-05-01,-0.04287696,-0.2852764,0.19952247,-0.42324543,-0.16821966,0.6515718
1972-06-01,0.013020897,-0.37537056,-0.021569991,0.0024989606,0.22556429,0.6701168
1972-07-01,0.03340719,-0.28922212,-0.2343764,0.6481521,-0.05984359,-0.3536691
1972-08-01,0.008680606,-0.0861485,-0.22175011,-0.10798149,-0.10982285,0.5576634
1972-09-01,-0.016309023,-0.25699866,-0.2713348,0.5838367,-0.21819897,0.002499008
1972-10-01,0.09798565,-0.16808811,-0.56752765,0.52793884,1.2819681,0.7399561
1972-11-01,0.02577877,0.1265264,-0.464281,-0.39628297,0.23911133,0.6127721
1972-12-01,0.13034067,-0.054977037,0.3703726,-1.082051,0.5835737,0.44849816
1973-01-01,-0.009142017,0.28825054,-0.16718806,-0.122447595,0.09626819,0.073551655
1973-02-01,0.056791306,-0.085463956,-0.16954279,0.5055812,-0.31706172,0.031165933
1973-03-01,0.02742604,0.34157896,-0.37468413,-0.42565784,-0.46181026,0.9198807
1973-04-01,0.06440966,0.41222182,0.15361357,-0.46361098,0.10360952,0.6773402
1973-05-01,0.080754474,-0.34324116,0.2991932,0.0013851523,-0.25029728,0.36775833
