,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6
1965-01-01,-1.4009129e-07,-1.6476479e-06,-6.6100038e-06,-1.1715943e-05,1.7353741e-06,6.042661e-06
1965-02-01,9.321957e-08,4.2928295e-06,-1.88993e-06,-7.5791468e-06,1.7622951e-06,-1.2855577e-05
1965-03-01,-1.3694662e-06,-4.3217588e-06,-2.230925e-06,-1.718082e-05,1.1615222e-05,1.3975259e-05
1965-04-01,2.6058042e-06,-8.646995e-06,-2.0873485e-06,-9.885342e-06,-1.6701233e-07,-3.8371873e-06
1965-05-01,5.0017334e-06,-1.4668229e-05,8.2904444e-07,5.3786207e-06,-1.1832599e-05,-1.3156241e-06
1965-06-01,-3.1821182e-06,-1.7073136e-05,-1.863009e-06,1.8610008e-06,-1.337604e-05,-1.341194e-05
1965-07-01,-1.5579135e-06,-5.093483e-06,-5.7126526e-06,-4.644804e-06,-1.0334021e-05,-9.221301e-06
1965-08-01,2.0314983e-06,3.5390476e-06,-9.562296e-06,1.869972e-06,-7.830407e-06,-2.1380423e-05
1965-09-01,6.195216e-06,-3.0385418e-06,-9.3289855e-06,-8.625648e-08,-1.2290249e-05,1.2117736e-05
1965-10-01,-2.859073e-06,-6.9645466e-07,-5.20116e-06,-1.0028918e-05,-3.146226e-06,-3.9000006e-06
1965-11-01,5.881142e-06,-8.691866e-06,-2.2983295e-07,-7.1843097e-06,-3.4648838e-07,-9.912263e-06
1965-12-01,3.0455049e-06,-8.234216e-06,-9.5443465e-06,-1.0917298e-05,2.8211653e-06,-1.2837634e-05
1966-01-01,-2.9270886e-06,-1.7143258e-05,-3.0900228e-06,-6.340597e-06,1.2277815e-06,4.5842644e-06
1966-02-01,4.0495433e-07,1.1354256e-05,-5.2733667e-06,-1.5872356e-05,5.366357e-06,-8.809078e-06
1966-03-01,5.2441537e-06,-3.269255e-06,-2.136847e-06,-1.061767e-05,1.0311465e-05,7.818544e-06
1966-04-01,1.757322e-06,3.989546e-06,-6.519829e-06,-1.3729747e-05,1.9354417e-05,2.172812e-06
1966-05-01,3.4437107e-06,-6.943461e-06,-1.0943542e-05,7.2268085e-07,-1.2597342e-05,-3.9291444e-06
1966-06-01,7.3460287e-06,-2.904574e-05,-9.534146e-06,-7.0493697e-06,-3.8476755e-06,-1.1367174e-05
1966-07-01,3.3866854e-06,-6.1776627e-06,-1.3599398e-05,-3.6928868e-06,-1.5823476e-05,-1.6312286e-05
1966-08-01,1.6269732e-06,-6.5768545e-06,-9.5830255e-06,-3.920999e-06,-4.4586886e-06,-1.762392e-05
1966-09-01,4.5272354e-06,-1.0495467e-05,-8.287683e-06,-4.866026e-06,6.726874e-06,-5.2652213e-06
1966-10-01,2.5720037e-06,-1.01777405e-05,-1.2141121e-05,3.8347935e-08,-1.1347911e-06,-7.2367475e-06
1966-11-01,9.670839e-07,-1.6613714e-05,1.45589e-06,-5.2652213e-06,7.0934802e-06,-1.0519907e-05
1966-12-01,-7.2041585e-06,-1.22551755e-05,2.0128573e-07,-4.6134774e-06,1.0718806e-05,-5.884376e-06
1967-01-01,-3.3334873e-06,-1.3326971e-05,-2.3148896e-06,-1.1634656e-05,7.814942e-06,-3.3735887e-06
1967-02-01,6.8475856e-07,-7.79286e-06,-3.7394057e-07,-1.4890957e-05,1.4038811e-05,-6.5737513e-06
1967-03-01,1.0537005e-06,-7.752755e-06,-2.3870743e-06,-6.870505e-06,-3.2581738e-07,8.248044e-06
1967-04-01,3.0588126e-06,-1.3455297e-05,-5.6642966e-07,1.9199106e-06,-1.0367425e-05,-9.80599e-06
1967-05-01,6.507609e-06,-3.3254655e-06,-4.536556e-06,9.815158e-07,4.7622598e-07,2.705914e-06
1967-06-01,3.5079574e-06,-1.0367425e-05,-4.8252914e-06,-9.236541e-06,-7.937226e-06,3.772635e-06
1967-07-01,1.6311715e-06,-2.8683025e-06,-6.276994e-06,-3.0768315e-06,-4.969661e-06,4.31246e-08
1967-08-01,7.285591e-06,-1.1679658e-06,-1.1923392e-05,-3.157038e-06,2.7081114e-08,-2.0922336e-05
1967-09-01,4.5586385e-06,-1.8083098e-05,-9.380907e-06,-8.947802e-06,-1.1679658e-06,-1.9302206e-05
1967-10-01,3.3074466e-06,-1.3262805e-05,-1.0407526e-05,-1.0046606e-05,7.4299605e-06,-6.6459324e-06
1967-11-01,-2.0502157e-06,-1.2974069e-05,-5.16215e-06,-1.7922692e-05,4.5666566e-06,-3.1421107e-05
1967-12-01,3.9972074e-06,-9.613501e-06,-1.4165998e-06,-1.2765537e-05,9.699746e-06,3.981164e-06
1968-01-01,7.3553383e-07,2.6804119e-06,-6.789196e-07,-8.402596e-06,-6.8392474e-06,1.3102723e-05
1968-02-01,9.309515e-07,8.421986e-06,-4.34534e-06,-1.6284466e-05,2.0630981e-05,2.4967405e-05
1968-03-01,2.382636e-06,-3.7311693e-06,-2.9215807e-06,-1.1854987e-05,3.8250073e-06,-1.6280974e-06
1968-04-01,2.7920833e-06,-1.4106947e-05,-3.1076925e-06,-9.491356e-06,1.233966e-05,-1.2301658e-05
1968-05-01,5.37905e-06,-1.1575816e-05,-2.7633796e-06,-2.7912974e-06,1.2321048e-05,1.760665e-05
1968-06-01,2.0197112e-06,-3.6356723e-05,-9.454132e-06,-4.7175636e-06,-5.1642346e-06,9.538664e-06
1968-07-01,1.4928082e-07,-1.0384698e-05,-1.3260134e-05,-3.2193566e-06,-4.066169e-06,-7.68606e-06
1968-08-01,8.663934e-06,-8.278075e-07,-1.4367506e-05,-1.6839258e-06,-8.095507e-06,-2.0639505e-05
1968-09-01,1.926659e-06,-4.940899e-06,-1.0114833e-05,-4.4383996e-06,-2.6947237e-07,-6.774113e-06
1968-10-01,2.1593005e-06,-9.547191e-06,-1.3117024e-06,-5.4620177e-06,3.8343132e-06,-8.281626e-06
1968-11-01,-2.5086047e-07,-1.866671e-05,-6.774113e-06,-8.216484e-06,8.077681e-06,8.347546e-06
1968-12-01,-6.603077e-07,-1.671142e-07,-1.7211496e-06,-9.872885e-06,1.6890117e-05,4.774178e-06
1969-01-01,1.060107e-07,1.37015195e-05,-5.3646945e-06,-5.4188567e-06,7.562776e-06,2.8046317e-05
1969-02-01,-2.1960223e-06,-1.42658755e-05,-4.5792985e-06,-1.2622855e-05,1.3247336e-06,-1.913173e-05
1969-03-01,-5.906346e-06,-6.974442e-07,-1.3654862e-06,-2.323927e-05,2.886496e-06,-7.0257665e-06
1969-04-01,1.2254241e-06,-1.8328275e-05,-7.87717e-07,-6.899383e-06,3.7441205e-06,-1.9176863e-05
1969-05-01,8.191855e-07,-5.5181663e-06,-5.7799625e-06,1.6948616e-06,-1.6092308e-06,3.572597e-06
1969-06-01,9.0043613e-07,-4.182082e-06,-1.2300734e-06,-1.1397933e-06,-5.3105323e-06,-2.539069e-06
1969-07-01,2.0108273e-06,-1.11513655e-05,-1.7885926e-05,-2.656423e-06,-1.1810378e-05,-1.2830489e-05
1969-08-01,-5.2592077e-07,-4.1640305e-06,-9.282659e-06,-4.7237336e-06,-1.2920762e-05,-1.5529731e-05
1969-09-01,1.5775004e-06,-6.4299456e-06,-1.6080412e-05,-3.4418263e-06,-5.6626013e-06,-2.2697619e-05
1969-10-01,6.172533e-06,-6.881324e-06,-1.5692225e-05,-6.2403706e-06,-6.703631e-07,5.603797e-06
1969-11-01,2.9948278e-06,-1.2848548e-05,-9.321593e-07,-4.536996e-07,5.1794996e-06,1.0993252e-05
1969-12-01,2.1101296e-06,4.5808702e-07,-9.932643e-06,-1.8247025e-05,3.5545381e-06,8.158597e-06
1970-01-01,-2.7582319e-06,1.56761e-05,1.4067118e-06,-1.3721594e-05,7.970146e-06,2.6542228e-05
1970-02-01,-2.4665242e-06,-2.4098008e-06,-8.8192755e-06,-1.9320767e-05,-1.0566e-06,1.4177045e-05
1970-03-01,-8.054085e-07,-1.2263052e-05,-1.1214252e-06,-8.835483e-06,7.3138e-06,-3.7873106e-06
1970-04-01,-1.502267e-06,-1.8956132e-05,-4.5895104e-06,-1.0812615e-05,1.0538797e-05,-1.5990434e-05
1970-05-01,6.592636e-06,-1.6387483e-05,2.1764972e-06,-3.722489e-06,1.657907e-06,-7.081726e-07
1970-06-01,7.548788e-06,-1.9126295e-05,-6.1452847e-06,-5.999431e-06,-4.630023e-06,-9.321662e-06
1970-07-01,4.6479145e-06,-2.4908331e-06,-5.740134e-06,1.18336175e-07,-4.1438434e-06,-2.7253605e-05
1970-08-01,2.695091e-06,-1.6724298e-06,-7.482282e-06,-1.8147693e-07,-1.980695e-05,-7.603827e-06
1970-09-01,3.1569616e-06,-1.1801181e-05,-1.2473731e-05,-4.954145e-06,-8.187242e-06,-3.9088554e-06
1970-10-01,-5.4611155e-07,2.8976647e-06,-4.2978027e-06,-3.276822e-06,9.825733e-06,-7.863124e-06
1970-11-01,3.967263e-06,1.38853375e-05,-3.609046e-06,-8.835483e-06,1.2370076e-05,6.8554436e-07
1970-12-01,-1.0647018e-06,-2.2164924e-05,-4.0709165e-06,-1.2465629e-05,9.112668e-06,-1.50099695e-05
1971-01-01,1.5170226e-06,-1.2280769e-05,-1.194443e-06,-1.9403546e-05,1.3656423e-05,2.402964e-05
1971-02-01,-1.5427031e-06,-2.2388645e-05,-1.1198172e-06,-5.323829e-06,2.970962e-05,2.0182179e-05
1971-03-01,1.4258112e-06,-1.1032316e-06,-2.9855037e-06,-8.499643e-06,1.9236897e-05,-8.793504e-07
