,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,r700_cluster1,r700_cluster2,r700_cluster3,r700_cluster4,r700_cluster5,r700_cluster6,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,vws850-200_cluster1,vws850-200_cluster2,vws850-200_cluster3,vws850-200_cluster4,vws850-200_cluster5,vws850-200_cluster6,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,EA-WR,ENSO3.4,EP-NP,NAO,PDO,PNA,SOI,TNA,TSA,WP,month
1972-01-01,-3.860591305499661e-06,-8.087831723693565e-05,5.982392503503354e-05,-5.033282674127765e-05,2.958943358740707e-05,9.502001331056684e-05,5.280612041210169,9.237521819293285,8.40946187677193,3.5720141820470688,7.818303273588936,5.745883880018118,1024.152499906772,1044.8505445683568,1068.128086143816,1345.8522481886862,1076.3704225789531,1039.394068799328,73.77626352591425,58.52075977401028,27.23572393285371,43.0536753199966,47.45901087710732,36.562681068191736,28.52280118294055,25.013022028093104,26.05149964779472,27.26585245641525,18.297048070942093,17.022700759599793,23.783613675736305,13.150230688327031,45.87933229124028,20.91703840118319,32.22168806830255,15.57616962680329,-0.0270540490773809,0.0203413843342087,34.708356857299805,-0.0852360583420069,0.0179680928504143,2.2094008169676127,0.56,-0.92,-0.46,-0.19,-1.99,-2.46,0.8,-0.27,-0.08,-0.05,1
1972-02-01,-4.202168400563717e-06,-8.08243820459198e-05,6.002311524517641e-05,-5.089426015732855e-05,2.834549424320714e-05,9.76525093118066e-05,5.649957573708893,9.144256479079976,8.662504906565017,3.6955311005262814,7.410647334789207,5.197319702452784,1024.2785797483311,1044.7299394130096,1068.5788436674736,1344.5007122782592,1077.479213539366,1037.927600222643,72.34274426989516,60.64747617613214,28.449649112033715,43.83951920504215,45.7625732421875,35.94143605037346,28.54098381899656,25.6161969246747,25.223631559362737,28.022407043022618,18.813420081323432,16.035761203405993,22.842253464550957,12.600146366658633,48.15936831443988,20.03310779210441,32.731544074285004,13.7297991033771,-0.0290999712461409,0.0205328291381117,15.874385833740234,-0.0903050514793246,0.0180043597956971,1.8818176106402749,-1.07,-0.45,0.15,-0.08,-1.83,-2.27,1.8,-0.38,-0.06,-2.26,2
1972-03-01,-4.273969374835582e-06,-8.159161108640858e-05,6.061440468536984e-05,-4.932198125719261e-05,2.843291215483368e-05,9.875936469640346e-05,5.836416217208113,9.144930142670749,8.90427683872292,3.9171956743416105,7.102350502572657,4.84189036378271,1024.5840031662533,1044.8221267876484,1069.6461135792622,1340.618896484375,1076.9654254890863,1035.9986393118068,71.30692152171608,60.59196603187954,28.987002793290078,44.47591054101038,45.91838234349301,36.61599899832494,28.652593528816773,25.52995148387798,24.85442783521569,28.367321516695394,18.63672616253836,15.943899694478738,24.75146144087909,10.703450494143777,41.558240133294646,20.51116438247593,30.598823026358307,15.564260437237152,-0.0212841688956084,0.016578585090101,64.41835165023804,-0.0891097393706909,0.0177287224374672,1.479256309961018,2.15,-0.19,-1.36,0.35,-2.09,-0.1,1.1,-0.5,-0.18,-1.87,3
1972-04-01,-6.592797809034671e-06,-8.17047660205937e-05,6.16270368110208e-05,-4.737609882931973e-05,3.0291899635166064e-05,9.815699654551297e-05,6.223236611454783,9.33784895194066,8.946361713706091,3.968343058559019,7.466413687933833,4.20510898891532,1024.9687213032796,1046.358583031631,1072.2584827405187,1336.968691986386,1076.080724853228,1033.6617219163288,72.35055672898689,55.38039768072856,30.05200131130348,42.650841385789406,55.495292262027135,37.16795996684144,29.267629874975466,24.759241398548923,25.72729691215184,28.12741914253642,17.838766162093602,16.768678269296323,31.84376999695411,8.294413041721745,33.038163708891176,24.54169282253623,28.043685315965263,16.829305789071878,-0.012313955360368,0.0193608094513442,28.420090675354004,-0.081123983335195,-0.0008007492247978,0.791578543813605,-0.57,0.07,-1.52,-0.38,-1.65,-1.95,-0.2,-0.31,0.03,-0.01,4
1972-05-01,-7.41250191070338e-06,-8.341236085789853e-05,6.202276725604002e-05,-4.572324157447928e-05,3.1336058388669984e-05,9.886076919891118e-05,5.879839362523263,9.218930645295645,8.345721336321374,3.883556225391635,7.721435393499324,3.877085899347037,1024.9876436584034,1046.4427081243982,1073.4306299630466,1334.2232984284758,1076.2337872220994,1031.0624366734214,72.610007789755,51.130855162203545,27.69478470531862,40.268157027999166,61.58932736045436,44.87829702101871,29.41705060853712,23.23731544033793,27.156644166955623,27.122889209896645,16.358632819597112,18.459103062467754,39.6435993471295,9.603278177978172,28.472320875652493,29.105863756702245,22.427641493463884,21.14600865734007,-0.0013000379614204,0.0211330043004197,242.0001983642578,-0.0975442581675337,-0.0286431047479035,0.4589058066669263,0.03,0.38,0.31,0.93,-1.57,0.21,-2.6,-0.46,-0.03,1.23,5
1972-06-01,-9.322577970298948e-06,-8.519596358986298e-05,6.395559061079312e-05,-4.44880800067241e-05,3.1564144892306017e-05,9.703634610489844e-05,5.583885715694948,9.027986142140872,7.779164686146976,3.777618652135025,8.35345630577199,4.510792843631704,1025.466500147999,1046.9300334964698,1073.9535264565911,1330.6673660530116,1074.743185054568,1028.074609541649,68.04898187877666,43.98410978531428,26.824651353233055,39.80294283956907,65.55441364489104,51.49037311772235,29.208120996937083,22.04137413827098,29.196202467029224,26.129644536462965,15.24246299605653,21.135785084850383,45.28054654631867,10.794086109276222,19.54202946904243,30.50483237200104,15.349716106676553,23.98036211046736,0.0021164354498162,0.0219216994661513,195.96331119537356,-0.102586446201089,-0.0469419284768047,-0.0521095959763777,0.91,0.45,-2.96,1.19,-1.87,-0.15,-0.9,-0.35,0.09,2.06,6
1972-07-01,-9.778214298532431e-06,-8.323622233801527e-05,6.557491681863805e-05,-4.457958362159815e-05,3.2163741932365774e-05,9.891699625637172e-05,5.100261400191103,8.725638986228185,7.005675552351909,,8.700234526033478,5.646404642664135,1025.5397168434888,1048.6924060042925,1074.472676308502,1328.2751102258665,1075.493859963928,1026.5143593016744,67.813956130286,43.7160703591028,24.91860499699048,37.956658932033726,72.52871704101562,57.259600169002525,28.96117964409817,20.93283932747724,30.94685503826049,25.17520049288604,14.259296732663492,24.122380670511497,47.35518640143886,12.414341058727883,11.668829338500371,31.788430884276305,15.805656046116804,26.916531508747354,0.0039583143076239,0.0236769461423343,191.5194034576416,-0.0969691090754368,-0.0573781998975882,-0.0497802013629361,-0.16,0.85,2.2,0.21,-0.83,-1.13,-2.4,-0.4,0.25,-0.32,7
1972-08-01,-9.48493722977751e-06,-8.551918162734765e-05,6.455848534832056e-05,-4.423028103737602e-05,3.2643396311353166e-05,9.69904689973823e-05,4.787172575770173,8.71905559774478,6.612959467976008,3.7395770107682975,9.050274919756488,6.814742641171666,1025.8253074773456,1047.1019348222885,1073.5920650858277,1331.4024065980818,1074.8179657018368,1028.55224609375,66.59256114397228,44.34452787573145,27.524479305728,40.57453342885671,70.82589962607936,58.48648632579668,28.787415525086345,20.210827650373147,31.914077058506475,24.581367859212527,13.908690814824068,25.846284830345297,47.02275842310675,11.10007050892557,9.411405606263871,30.46310349132941,11.21809704124505,24.359088053273787,0.0025103478960466,0.0205032848844888,149.8699188232422,-0.1067509974276869,-0.0509107717012286,0.0483026041796332,-1.63,1.09,1.76,1.57,0.25,-0.04,-0.8,-0.44,0.26,1.09,8
1972-09-01,-8.8250138843228e-06,-8.251513183443538e-05,6.263570387796393e-05,-4.535621049402792e-05,3.3059998563705034e-05,9.81778999593899e-05,4.130504872600302,8.779865837795384,6.297859659710424,3.6378629909147615,9.32397506795907,7.2682889258653,1025.5699795015105,1047.171619890284,1074.0012370364768,1336.1534194190904,1076.4846280550648,1032.0592053514292,71.02423097748539,47.03903500596,26.666004719210125,36.53656483062487,70.33679359837582,55.18470992834107,28.98440657174429,20.08888065414941,32.02061952600157,24.47721101211059,13.591686268493492,25.18019550251511,41.574988536035406,9.269670225941594,18.91920624896685,29.638544978032236,14.72998020426788,20.34462822071536,-0.0023899329867203,0.0226857808703571,167.84592866897583,-0.1023331563334045,-0.0422222485578564,0.1497337300526468,1.22,1.23,0.93,0.03,0.17,0.13,-2.2,-0.33,0.23,-1.61,9
1972-10-01,-7.820924454835023e-06,-8.273002517357761e-05,6.072308990614585e-05,-4.6807848696556434e-05,3.276435043367248e-05,9.611104914051918e-05,4.1257409442475526,9.11967744773597,6.73769150760805,3.513061094701112,9.288843608979091,6.874743470431471,1025.4735650765867,1046.645604967306,1073.0122382652032,1341.1367888497834,1077.3666543589884,1035.9068782663182,67.78627860961586,48.96851996921957,26.76280369752136,38.97862145284096,65.4453807630037,51.27192868848588,29.36770258795025,20.607047539696065,31.138026656735924,25.01709350911748,13.87190855750742,23.05491249516325,37.90946908187199,8.673698354673476,31.52894655858112,27.90655858644705,18.54643135974597,16.473901974644274,-0.0076330708485926,0.0195025422333462,170.22457122802734,-0.082930494187716,-0.0256890791995578,0.6323291675040597,0.47,1.54,1.48,1.7,0.11,-1.49,-1.5,-0.08,0.29,0.51,10
1972-11-01,-6.3158501284195205e-06,-8.361530921259737e-05,5.905480945147673e-05,-4.829030097501349e-05,3.1277039917918e-05,9.416596220390808e-05,4.211643165216667,9.271475048304904,7.300190462732421,3.459144549332509,8.918603587193505,6.370445179866087,1024.9832735994837,1046.1036613572087,1071.423497446266,1345.4206309302806,1078.454676112522,1038.1882390878309,73.55795136725295,55.043026257695104,23.252331256219456,40.12918011188873,62.46221682899877,43.7975813322561,29.409490959343174,21.699809814726216,29.577579590433466,25.842945261782173,15.15078975864775,20.807998225374043,34.34985407653916,8.263008401609955,40.01471482806096,26.880418530685212,24.076890763377477,16.00122847427345,-0.0134949143486926,0.0213950780263363,97.47798442840576,-0.088451345855335,-0.0121534837128978,1.3189191880979036,-0.07,1.9,-0.32,0.43,0.57,0.53,-0.6,-0.09,0.44,0.19,11
1972-12-01,-4.483537972324795e-06,-8.232420777556624e-05,5.95987568540464e-05,-4.819776725853157e-05,2.953437399707216e-05,9.465611832841236e-05,4.581387783075512,9.254148438886393,7.87879432777614,3.42992083400012,8.013959730698897,5.898504902092893,1025.0656055095371,1045.3274806442555,1069.768083599252,1348.2965551193793,1077.0838078115798,1040.2710169248612,74.94585584379713,59.23180321878612,28.476811361118767,43.05253134996088,52.661466096576895,37.66178136300651,29.23254717169986,23.42803792932156,27.6208287851822,27.035152869716654,16.769881088296263,18.560128841760022,28.256555916529283,10.115659840318854,47.70759586305873,26.97012705012484,29.84231391046098,16.978356276425796,-0.0252056469501725,0.0216090605523576,76.70718431472778,-0.0894553783648419,0.0114662849920846,2.0056941007312976,-0.21,2.09,-99.9,0.09,-0.33,-0.86,-2.1,-0.37,0.89,0.71,12
1973-01-01,-3.221066061464293e-06,-8.041252836174557e-05,5.856854599547432e-05,-5.004350065934452e-05,2.8529452673368368e-05,9.747803131615575e-05,4.944150488135096,9.096639280737794,8.281506410752987,3.5796985040601963,7.226142663100048,5.344566746894577,1025.152070766986,1045.8354357424382,1069.198701527197,1348.0428462768152,1078.8426339696518,1040.71415715657,73.87719959739705,62.57957801163747,24.97068480203077,43.19356155688271,38.81238033896998,33.26996977387722,29.028183217657585,24.923637782700645,26.157319718512937,27.974939516006412,18.17446814643012,16.762902241832805,24.928374320689045,11.9336195425993,51.44988511179721,24.692333396053964,32.447276570202106,15.428759889542253,-0.0314254511374423,0.021000942037294,102.49022245407104,-0.0901157159428551,0.0201008292149121,1.9038104697277671,1.06,1.8,-0.8,-0.46,-0.46,-0.88,-0.5,-0.31,0.79,0.47,1
1973-02-01,-2.563706264082589e-06,-8.097816423774516e-05,5.982110693006916e-05,-5.132661021260265e-05,2.8502171817214647e-05,9.744138549672785e-05,5.414454969412648,9.029016668310229,8.66881578555737,3.8497632856759343,6.875950705622038,5.027416106088905,1025.180013652064,1046.9692636668606,1069.4293384820644,1343.3029930190285,1078.8065736229205,1038.4539190819646,74.23874238860512,64.98036907402653,25.06248857143614,42.55702808465029,41.3066984477796,34.12255747116879,28.978619305969367,25.821905114773404,25.308895111083988,28.56006147174224,19.061818973038548,15.985661992486918,24.54469160309787,11.628610697949942,48.81865105123123,20.469550290557702,33.14201526239645,13.661604920628566,-0.0307521891976157,0.0213510988043895,61.79213523864746,-0.0914611086343069,0.0207950801884406,2.0715275877400448,-0.89,1.2,0.95,0.52,-0.61,-0.14,-2.3,-0.3,0.72,1.12,2
1973-03-01,-4.427621073462922e-06,-8.28409654235079e-05,5.918860783804193e-05,-4.897497092315462e-05,2.8516410331820266e-05,9.86629057168225e-05,5.574013970033199,9.093551766564358,8.729099183045221,3.858418927547882,6.73555501745902,4.40857915545517,1024.8483079714536,1047.0298287192113,1070.2499676198468,1342.18161806415,1077.9548995486418,1036.6984604975469,75.21128002504241,63.34488287942097,25.77427200255271,43.561433044105705,41.622533697831,32.670090958597875,29.17719120257232,25.454359033230435,25.2999218189774,28.610836992908627,18.71971110656896,15.77987958800118,29.80697462324578,9.410377000312426,49.24162060810231,24.0569874619852,31.384114359815083,13.481417144711209,-0.0324849880852154,0.0228718197405169,58.936649560928345,-0.0980052956432666,0.0190006281223355,1.7346506056032682,-0.35,0.27,-1.94,-0.09,-0.5,0.53,1.2,-0.32,0.59,0.56,3
1973-04-01,-5.308304383372782e-06,-8.291159824758406e-05,5.9648661420168536e-05,-4.755617878027077e-05,2.9856806042854383e-05,9.995789581678222e-05,5.666002352011668,9.251523049495349,8.716555535045945,3.74495894480038,7.079736667674956,3.833414079754625,1024.6126889613477,1045.9991024149551,1071.9411644017753,1336.4307970103653,1076.7620252917034,1032.4728278983575,75.10055051092807,59.77068489104942,25.487700763842145,41.48514074997452,51.829866108141445,36.78896745479074,29.50747810039001,24.435626633748647,26.081143715531358,28.114888337159076,17.73613158430548,16.49058683863226,34.32061548856785,8.750622438820294,35.38924965753965,26.182180303791604,25.887177462981544,16.50559449059249,-0.0156599553205486,0.0229444800134757,94.89384293556212,-0.1082622522265656,-0.0041146390940796,1.1309383731139333,-0.32,-0.58,0.6,-0.73,-0.69,0.11,0.1,-0.19,0.76,1.33,4
1973-05-01,-7.533346139852501e-06,-8.289829721085074e-05,6.144153226165727e-05,-4.495680301987176e-05,3.043125672643937e-05,9.784457064999891e-05,5.585805503469803,9.25937399876579,8.280478300349118,3.700017655484268,7.774979885303054,3.4117143159736254,1025.4848216200214,1046.87190514933,1073.277662393633,1334.8101423911924,1075.734902102197,1030.4396281063352,73.04002490823454,52.34466159674419,25.093944037138527,39.46462808346986,61.68176992315995,45.94108467205994,29.591348998128996,23.17516873080192,27.563247127809387,27.162633332493467,16.379253624021544,18.307306541586826,39.02664365719462,8.749596559337544,29.17355444361865,30.345369843183388,19.521127396686143,20.2168215866547,-0.0066252339196383,0.0249868863340996,156.62002563476562,-0.1082154846041457,-0.0253905224362536,0.4003892603673433,-0.71,-0.97,-1.49,-0.36,-0.76,0.67,0.7,0.04,0.93,0.71,5
1973-06-01,-8.108948297443178e-06,-8.312917351849616e-05,6.33215575768386e-05,-4.520981186396248e-05,3.135534248921778e-05,9.764726583375996e-05,4.956250569324973,8.989335337237678,7.448244193536836,3.627686181889125,8.201466091982615,3.959962683987811,1025.67993746737,1048.2880618055,1073.6903875646458,1330.786938557137,1076.785015919464,1027.3634770624467,71.3154473189694,47.28007297692242,23.09887651834268,38.08597760848238,67.43560951634457,52.64457266077359,29.23774106970053,21.78534095986044,29.315906561515185,25.884016043775024,15.251050254171208,20.976434383752213,41.03059438402763,10.01176799514104,21.331180481424248,31.33274762162221,14.966663568012782,24.653352823923477,0.0032170345863088,0.0227640523110802,237.568473815918,-0.0899660957496871,-0.0465634830847934,0.0774383691972807,-0.0,-1.18,-1.3,0.7,-0.97,1.01,1.8,-0.07,0.75,-1.34,6
1973-07-01,-9.925386505961445e-06,-8.414692395218865e-05,6.538667049905802e-05,-4.468185684003862e-05,3.17641451212844e-05,9.604675468215736e-05,4.775111962574466,8.820616373842531,6.781033770824647,3.541369731101708,8.80833549042954,5.570141422142167,1026.1234474637342,1048.9211820668525,1075.3943501503816,1328.976853373814,1076.6026796805984,1026.6795916768876,68.37072346868847,46.24909535739349,25.693056476649957,37.249852910191855,72.08627801192434,58.18592300207154,29.001205880909804,20.71142687360179,30.987311561326475,24.76913818685185,14.494119934949456,24.100704552992337,42.59630974681233,11.669621691235117,9.781978665336457,31.374418295167704,12.790031202792528,25.959573237252688,0.0032026483882163,0.0238775155882967,138.53695392608645,-0.10007667536818,-0.0547960908127524,-0.2438352100158992,1.35,-1.54,-1.27,0.6,-0.57,-0.26,1.0,-0.05,0.67,0.42,7
1973-08-01,-8.906095558813831e-06,-8.30404826986683e-05,6.554827792415392e-05,-4.528882160991948e-05,3.1903777287823816e-05,9.443292999129328e-05,4.363424033639867,8.674338204250638,6.478604309844203,3.7210179845232174,9.09296745609472,6.8087324471241,1026.211973932307,1049.6357634988767,1075.0419652517974,1331.8146255543525,1077.5225204629528,1027.9618715670329,69.76118011065526,44.993988903856966,23.749868840666608,37.29276679061691,74.15495219983552,58.63366140006998,28.75907642393784,20.089759655980192,32.057834017104,24.19811330231908,13.797260747707474,25.931573543908463,41.43224806681934,11.790540812885308,9.457104587683586,31.9973537766837,13.310904618095556,25.39274500269777,0.0079667656218135,0.0215161995517305,123.37404489517212,-0.0780350475941064,-0.0508212141948875,-0.014829351321647,1.67,-1.63,-0.1,-0.2,-1.14,-0.95,2.1,-0.16,0.58,0.06,8
1973-09-01,-8.340909046155059e-06,-8.328015912187361e-05,6.262265884930919e-05,-4.489843520880429e-05,3.16813546155619e-05,9.497302020150808e-05,4.091710635872553,8.7551256961886,6.45911544297473,3.582569946737147,9.339979978669104,7.162752378780135,1026.4936460799988,1047.7446373681205,1074.4050433378266,1336.103906411149,1076.9362306988,1031.2902873693472,70.59907376286812,45.57291028364174,22.31338363813092,36.079384341938905,71.20912812885486,55.37424841109024,28.780725296776527,20.03154199928779,32.30304349447794,24.16262304231365,13.562116203998102,25.346315491874265,38.356505426440656,10.48359260863758,15.7496665514982,32.16411322092243,12.785081904657542,22.22676195598904,0.0028957931519066,0.0236292872675341,109.14140939712524,-0.105680135201733,-0.0453650653263721,0.1136417941827523,2.91,-1.66,0.68,-0.15,-0.51,-0.27,2.0,-0.16,0.75,0.06,9
1973-10-01,-7.234070423448511e-06,-8.296918779693245e-05,6.124954602256254e-05,-4.714086539412963e-05,3.254209571320278e-05,9.303461065195788e-05,3.897658169332787,8.98422106237557,6.691999718846998,3.264130127010449,9.373320765074928,7.030275260649395,1024.9352248016576,1047.057376807706,1072.5058613808503,1341.037702403053,1078.013238805764,1034.2817599456057,70.41738167524977,48.93201125030316,22.26701513883055,35.601172809498365,69.2017533151727,48.9095298081068,28.95819576819793,20.58231259885784,31.229679826377097,24.59334716253857,14.082320407995574,23.183162617233567,35.87101283758562,9.085516484688862,26.779171110717908,28.355353555351623,18.17656712967147,17.767335942827472,-0.0059468857227084,0.0221643674024157,138.58174085617063,-0.0916267048169232,-0.0329121033212652,0.6230786442756653,1.34,-1.98,-0.62,-0.84,-0.87,-0.74,1.3,-0.26,0.67,0.9,10
1973-11-01,-5.647516806076477e-06,-8.214575974259667e-05,6.015482167314471e-05,-4.883393130189024e-05,3.112513109654268e-05,9.361148235759268e-05,3.879342657163717,9.150928070709911,7.204795748534309,3.482363977555983,9.01585078843831,6.625091997927096,1024.960268880985,1046.4158181813625,1070.624101665658,1345.7179507013202,1077.2863812665637,1038.4320880772716,73.64198209133609,52.70587210611119,24.22617610791645,40.028735736838144,59.76811539499384,39.08550979655835,28.9482315020884,21.64490548289596,29.5493945983297,25.3060351062924,15.385835238513405,20.777867155255013,29.94865708840014,10.596589862717313,41.42115971317212,26.072000258456946,27.523044659735493,17.444036824559888,-0.0158905585247291,0.0218213213901599,71.54753804206848,-0.0921375744935101,-0.001107647253703,1.5586169142472115,-0.34,-2.37,-0.27,-1.11,-1.81,-1.66,4.3,-0.23,0.54,0.29,11
1973-12-01,-3.406694359887852e-06,-8.135622178846574e-05,5.923781717820081e-05,-5.0270886018020086e-05,3.017919097306056e-05,9.322455704086196e-05,4.28710328934812,9.135352546720158,7.862056084665366,3.4255894278931587,8.383272471318326,5.926487226668637,1025.076516089974,1046.7130570417803,1069.792225439224,1347.957195621906,1078.3253951684887,1040.3719644904545,73.56638000733732,58.30636572491383,21.84704000299627,40.83225048237916,53.96244410464638,35.99514896278485,28.535311286963537,23.25817978622129,27.619099271470223,26.2108592376166,17.08521140638248,18.48790114780642,26.893079455629834,11.571073168822627,47.57145867123141,21.993441828223737,27.97259452209096,14.551967065891448,-0.0240608570309317,0.0242085741717553,41.98284447193146,-0.0894053493561984,0.0046712396883223,1.5741654132541858,-0.34,-2.26,-99.9,0.21,-0.76,0.23,3.0,-0.1,0.4,0.43,12
1974-01-01,-3.059369410815324e-06,-7.925345624468215e-05,5.907637160209565e-05,-5.2197527600173465e-05,2.891699094425817e-05,9.6621987634633e-05,4.639259831280122,9.03736868118282,8.256535081336148,3.389319081527194,7.65293370611853,5.786617524605576,1024.2737144160667,1045.4835708089297,1067.3126435615648,1346.5815679468335,1077.9036990324091,1039.2141504906142,71.64073361148783,61.76644379428072,26.481522310378597,41.717467816719534,47.59251403808594,37.86187314857254,28.269512471999644,24.89361474978044,26.080373404682547,27.1455106361905,18.64092479380526,16.831797473835497,17.16933437382516,14.766974609867583,51.5525189780358,18.216687347991623,30.70492810942744,15.292366325697124,-0.0297556301917968,0.0183397684402198,121.25158309936523,-0.0733203342500722,0.0220830650678614,2.1512279385014583,0.47,-2.09,-0.65,1.05,-1.22,-1.54,4.0,-0.28,0.34,-3.37,1
1974-02-01,-2.938746358889081e-06,-8.14092423122981e-05,5.9223622297014725e-05,-5.090869200487691e-05,2.8904861379093754e-05,9.61053826726149e-05,5.425460381355798,9.0231335456103,8.613019141592089,3.781923877521504,7.280381410287322,5.055852735676613,1023.904393453302,1046.5959384903522,1068.670575495617,1344.7012419747834,1078.0877175123308,1038.1868642344816,74.0131327038476,62.09152554268881,25.17902446731298,43.549585818146525,46.61554115696957,33.540404005336505,28.323949107072277,25.67834448761055,25.25823150855908,27.881917580166743,19.281373529163133,15.928069060703494,19.08082234632543,12.984673842266591,47.7990785327964,18.121196136535364,32.28393111707013,13.311044860453228,-0.0303015924028811,0.022791534923699,38.33940625190735,-0.1089048601171505,0.0201489185672943,2.023492361369886,-1.65,-1.66,-1.12,-0.6,-1.65,-1.5,3.4,-0.51,0.14,-0.78,2
1974-03-01,-4.346823893351163e-06,-8.105022294261445e-05,5.869071444500841e-05,-5.0454798428661085e-05,2.9437043296413847e-05,9.757281828865792e-05,5.870619391570844,9.10906446378145,8.862922146751174,3.92170469324588,7.079698926034385,4.825957111376225,1024.6287489278789,1046.0014529344512,1069.7324940856074,1341.779914075392,1077.9779764451744,1035.856779443526,72.33181613380084,62.32141169720628,29.985131531589875,45.00633233890841,50.24018859863281,39.13414458812745,28.583342930859647,25.423795798214226,25.018603099141146,28.157681841867248,19.053101354791213,15.713300884894606,23.81808219830858,11.39243839761311,43.24690469555741,19.091796235264432,29.553802494505756,13.338774690253242,-0.0264346575681284,0.0184931907617692,47.84488677978516,-0.0720435484025463,0.01792972987498,1.638151626837881,-0.86,-1.45,0.32,-0.43,-0.9,-1.1,4.0,-0.73,0.15,-1.26,3
1974-04-01,-6.191355928754869e-06,-8.327267971331192e-05,5.931561146578337e-05,-4.819606060790048e-05,3.023296086240341e-05,9.739022234614796e-05,6.262924919046326,9.200920225427485,8.98974830237579,4.118025101921581,7.194647213503116,3.969937461265813,1024.4906477825737,1046.99700763198,1071.7270470560998,1335.5352722772277,1077.4810826960947,1032.6166875533277,73.65215802640122,56.32960824701871,25.753285474013765,43.095963859411725,57.24930532355057,37.16097033965815,28.9981269703324,24.575144279189825,25.645351870624346,27.979148919047837,17.98923699430717,16.318171159276424,32.26727692749638,10.308620296243689,35.299536862994486,25.531643916731007,28.02747912946242,16.328301666005938,-0.0140452781716727,0.0208124140323786,39.48347568511963,-0.0855905818020772,-0.0022579012909859,0.8087491518572757,1.3,-1.36,-0.41,0.41,-0.52,-0.73,1.6,-1.09,0.36,-0.19,4
1974-05-01,-8.351199115656152e-06,-8.400384276295391e-05,6.212828361851646e-05,-4.552295053029882e-05,3.0875539262515025e-05,9.724092155812442e-05,6.056216143874725,9.228980747818524,8.588844228621728,4.200024743646024,7.656972356181672,3.3883117812100494,1025.3543025269428,1046.1244556196848,1073.2242351406617,1334.1715897663987,1076.003090147416,1030.5240774317406,71.32596074735831,49.21723218386208,26.28415960469757,40.34200567331849,62.01494558233964,45.77137897709735,29.159055817651318,23.225210817068216,27.01019388466066,27.064069225270558,16.60134244026756,18.03483027332234,39.70757128018043,9.903025302494706,26.50272446357125,28.873672995062403,19.6174014612786,19.469201951435977,-0.001648859740706,0.0204191808572563,93.93737316131592,-0.0920744729960489,-0.0274107930997002,0.0682673220963854,0.72,-1.29,0.03,-0.17,-0.28,-0.4,1.6,-0.89,0.49,0.36,5
1974-06-01,-8.916619688024208e-06,-8.477677274037427e-05,6.433976552100384e-05,-4.413738639888597e-05,3.085985165093869e-05,9.853635460029357e-05,5.390588898245994,9.040244723339953,7.70916153332155,3.678159804421197,8.281203438204033,3.955658148479413,1025.470313024407,1046.6859085415997,1073.427549550231,1330.228517236489,1075.4898700332192,1027.4501344856549,68.73114179350416,45.0440581912566,23.716312315279627,38.926978415008335,66.71233970240543,49.86644557776178,29.029970375375157,21.62691197405992,29.04447426542568,25.85856244233155,15.215906000260542,20.54069734969229,44.38208427145294,10.185629200325504,19.50577749856987,31.59488211179942,14.928225605286446,24.06872936380105,0.0002861951711339,0.0241525505515953,190.01216888427732,-0.1103343512370901,-0.0445694273347577,-0.2220672212148967,1.81,-1.2,-2.29,0.17,-0.31,-1.36,0.7,-0.61,0.43,-0.13,6
1974-07-01,-1.031696317623733e-05,-8.454464814047466e-05,6.527205532451332e-05,-4.360116270208353e-05,3.1645186378771485e-05,9.809299605180062e-05,5.086216148427112,8.857691494156278,7.223238075723055,3.5902741457625926,8.783207530703809,5.194522066574892,1026.3300456408954,1049.1904497452665,1074.9272019650457,1329.2195839456992,1075.2064124153414,1027.0419488587884,67.78375303457634,42.3842466649165,26.455694687738507,39.04727063358333,69.48366667094983,56.1559318521692,28.824441780681305,20.706583829534136,30.74926800198025,24.86045165418306,14.382916581107049,23.38966801481427,43.54884282630309,11.264510502009438,12.118938487942716,32.37415766232385,12.780386714660438,24.40191690201588,0.005847296306776,0.0213730253612926,176.18248462677002,-0.1016668799632,-0.0501567059290156,-0.291088929301814,0.33,-0.9,-1.52,-0.73,-0.08,-0.09,1.9,-0.5,0.58,0.81,7
1974-08-01,-9.293266926517125e-06,-8.498376769993578e-05,6.48625271322495e-05,-4.401552471362852e-05,3.190639524957041e-05,9.785879268634458e-05,4.659126258328905,8.661381369338303,6.61235160791852,3.631560546233584,9.06605325897344,6.702818826553551,1025.7590901595595,1047.340872964137,1073.2488139694285,1329.7556861399032,1074.6974050928482,1027.2645501146544,67.33133402970138,42.22176525362889,24.335512733200677,39.82698070207012,72.47932996247944,58.18834226852542,28.6839011991598,20.09117800650714,31.95135743145782,24.241523810552955,13.8778164097197,25.59926374903265,42.20882339890325,12.253725342783476,10.161521057192992,33.36706713696587,12.730105066364144,25.541408303142905,0.0059493525790607,0.0206630971321694,124.80013370513916,-0.0720896064040233,-0.0572194108769061,-0.0622203377516646,0.94,-0.52,2.42,-0.95,0.27,0.9,1.3,-0.39,0.42,0.24,8
