,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5
1965-01-01,1014.3008,1021.10834,1014.23444,1018.38086,1028.5845
1965-02-01,1013.1746,1017.40784,1010.9457,1012.18536,1022.7356
1965-03-01,1013.8047,1019.76697,1011.1144,1016.0366,1015.7297
1965-04-01,1012.5581,1012.6753,1008.8142,1014.5433,1006.2492
1965-05-01,1011.73456,1013.9318,1004.70435,1016.95447,1006.0346
1965-06-01,1012.74536,1011.4933,1003.1819,1014.8968,999.9607
1965-07-01,1012.1358,1009.03564,1004.21936,1012.5197,999.3883
1965-08-01,1011.3811,1012.4037,1006.05383,1014.1526,1000.99023
1965-09-01,1012.24994,1016.58484,1006.5965,1018.33,1008.9761
1965-10-01,1014.5557,1016.96564,1009.32587,1023.3682,1015.9908
1965-11-01,1014.54266,1018.8999,1012.6611,1023.4364,1024.8126
1965-12-01,1014.49554,1019.4903,1011.7104,1021.4984,1033.8695
1966-01-01,1015.2918,1019.9959,1014.0882,1021.80914,1029.3279
1966-02-01,1013.6576,1016.72125,1011.7136,1015.11774,1022.09265
1966-03-01,1012.92596,1015.8094,1009.39966,1012.0929,1011.10583
1966-04-01,1012.1855,1014.3516,1008.3482,1013.10803,1008.65295
1966-05-01,1013.20447,1015.4958,1005.2757,1015.6028,1008.5754
1966-06-01,1011.87,1010.56635,1005.1261,1015.42505,1000.3424
1966-07-01,1009.93915,1008.7118,1003.63336,1008.4584,999.39044
1966-08-01,1010.12384,1009.1599,1005.1174,1010.8561,1000.27234
1966-09-01,1011.85065,1014.7729,1006.7697,1018.60834,1009.8616
1966-10-01,1013.3446,1019.832,1010.2246,1023.8808,1018.25903
1966-11-01,1013.6376,1025.3135,1010.79224,1025.6051,1028.67
1966-12-01,1013.3753,1018.49005,1010.73157,1017.69763,1029.3735
1967-01-01,1015.1292,1021.0391,1012.967,1019.3268,1041.1931
1967-02-01,1013.3995,1021.0442,1011.9119,1013.8391,1026.1996
1967-03-01,1011.86774,1014.68585,1010.9172,1013.99225,1014.9261
1967-04-01,1012.7029,1013.47565,1008.6591,1015.83813,1008.86597
1967-05-01,1011.9627,1014.4203,1004.9267,1015.0719,1004.0553
1967-06-01,1010.3352,1011.1799,1003.6011,1013.7288,1000.70233
1967-07-01,1009.39056,1008.17596,1003.4066,1010.94836,998.34424
1967-08-01,1010.521,1008.9922,1003.45526,1010.5428,1001.6253
1967-09-01,1010.80396,1013.1164,1006.2596,1015.4238,1007.7972
1967-10-01,1014.1047,1020.06323,1009.56177,1021.07837,1018.1332
1967-11-01,1013.5758,1018.78326,1012.1703,1022.2545,1029.2506
1967-12-01,1014.93475,1018.3247,1014.0372,1021.35474,1033.1927
1968-01-01,1014.11206,1016.0907,1012.7818,1016.30963,1027.0471
1968-02-01,1014.06555,1020.46436,1013.0265,1015.5153,1026.9456
1968-03-01,1012.13055,1017.21704,1009.714,1012.9191,1012.5556
1968-04-01,1012.5377,1016.8957,1009.5108,1017.3308,1013.63837
1968-05-01,1012.70667,1015.7193,1005.5578,1014.3181,1004.7829
1968-06-01,1011.50226,1011.2296,1003.87476,1014.50354,1001.5784
1968-07-01,1011.3756,1009.9895,1003.72595,1012.15063,1000.4557
1968-08-01,1011.9109,1009.6947,1003.94775,1012.29083,1001.37524
1968-09-01,1012.0948,1013.5661,1006.5561,1015.9375,1011.00995
1968-10-01,1013.7886,1018.97595,1010.4461,1020.3212,1017.1347
1968-11-01,1014.6194,1021.14276,1013.3471,1022.9002,1025.8743
1968-12-01,1014.3203,1019.56635,1012.4261,1016.3147,1026.9799
1969-01-01,1013.0659,1022.7704,1011.9671,1012.5131,1027.9293
1969-02-01,1014.2059,1023.91656,1012.0507,1011.84174,1028.7067
1969-03-01,1013.4727,1015.8725,1010.7086,1015.8812,1015.1325
1969-04-01,1012.5162,1014.8935,1009.5861,1015.1125,1011.5815
1969-05-01,1011.8317,1014.43555,1005.707,1014.9522,1004.4459
1969-06-01,1011.60834,1010.14453,1003.6934,1014.3644,1003.563
1969-07-01,1011.0218,1009.9318,1003.5418,1012.48315,999.4816
1969-08-01,1010.73236,1012.5025,1006.6423,1013.82776,1003.0114
1969-09-01,1011.87286,1015.84686,1005.80304,1016.94696,1010.6843
1969-10-01,1013.2344,1017.8192,1010.0403,1022.6531,1014.8992
1969-11-01,1014.12915,1022.6106,1011.9521,1021.1119,1028.4521
1969-12-01,1014.66455,1019.4746,1014.09424,1021.18054,1032.9459
1970-01-01,1014.62006,1021.2751,1013.7787,1015.919,1032.5785
1970-02-01,1013.79065,1018.2393,1013.1328,1017.0806,1023.57697
1970-03-01,1012.86664,1017.7693,1010.16187,1013.51544,1019.76166
1970-04-01,1012.95874,1016.74854,1009.7477,1020.215,1015.0075
1970-05-01,1010.5451,1011.7311,1005.5188,1017.44135,1005.65607
1970-06-01,1010.4785,1010.30505,1004.1765,1015.9226,1003.3024
1970-07-01,1010.77856,1008.3674,1003.7534,1009.7025,999.07776
1970-08-01,1009.6449,1008.0364,1004.39874,1015.3022,1001.1627
1970-09-01,1010.3936,1014.1026,1005.80396,1014.44006,1009.6687
1970-10-01,1012.97296,1017.85315,1007.9693,1021.10455,1019.04803
1970-11-01,1013.8144,1019.73315,1010.8381,1023.3655,1026.1642
1970-12-01,1014.6807,1021.94946,1011.9646,1017.9166,1030.2534
1971-01-01,1013.802,1025.5228,1012.7967,1019.3396,1032.6007
1971-02-01,1012.43506,1015.31494,1010.90625,1013.7726,1021.1052
1971-03-01,1013.5243,1017.0281,1010.90045,1019.87463,1017.00696
1971-04-01,1011.5373,1013.98126,1008.72534,1014.8337,1010.6535
1971-05-01,1011.3197,1012.503,1005.3028,1017.71924,1007.1971
1971-06-01,1011.0976,1008.0425,1002.519,1011.6025,1000.324
1971-07-01,1010.04614,1008.4002,1003.7874,1008.91284,999.10864
1971-08-01,1009.72107,1009.5387,1005.42505,1011.62366,1001.8899
1971-09-01,1011.4944,1016.33685,1006.19556,1015.21313,1011.78815
1971-10-01,1014.22766,1019.6026,1009.17773,1021.06104,1020.31744
1971-11-01,1014.83044,1019.3844,1013.15955,1025.8633,1027.9285
1971-12-01,1014.3217,1018.02826,1012.668,1022.40173,1027.378
1972-01-01,1013.96783,1025.535,1013.54596,1013.34216,1027.3087
1972-02-01,1013.59595,1026.7349,1010.73865,1009.795,1026.94
1972-03-01,1013.3753,1019.0305,1010.99805,1013.90466,1015.3108
1972-04-01,1012.5379,1013.9272,1009.3144,1016.5307,1010.5843
1972-05-01,1012.66724,1012.29724,1006.17523,1015.95514,1004.5198
1972-06-01,1010.6068,1010.3343,1003.7667,1013.8022,1001.0081
1972-07-01,1011.01056,1008.4719,1002.1993,1006.9071,1000.4332
1972-08-01,1011.038,1012.55786,1004.5854,1010.5243,1001.91064
1972-09-01,1012.44604,1014.7827,1006.9815,1019.3699,1009.9888
1972-10-01,1013.2422,1018.5787,1010.8324,1024.6813,1018.99365
1972-11-01,1013.4441,1019.19556,1010.8143,1027.1343,1026.2869
1972-12-01,1015.0427,1026.13,1013.1884,1021.4972,1031.2465
1973-01-01,1015.38104,1025.3241,1013.6273,1017.3025,1030.8313
1973-02-01,1014.43115,1017.7173,1013.14374,1019.03876,1021.8901
1973-03-01,1013.6216,1018.1995,1010.85834,1016.42664,1018.0793
1973-04-01,1011.67053,1012.3592,1007.94586,1017.0092,1008.91565
1973-05-01,1011.59204,1013.0769,1005.8219,1015.8093,1006.65717
1973-06-01,1010.2796,1009.3272,1003.0181,1015.57587,1002.74097
1973-07-01,1010.2687,1006.8437,1002.9602,1010.866,998.6678
1973-08-01,1010.3818,1010.9856,1004.1216,1013.32446,1001.332
1973-09-01,1011.0146,1016.04205,1006.5157,1015.13666,1008.3671
1973-10-01,1012.32776,1018.3873,1008.351,1022.03217,1020.366
1973-11-01,1014.28784,1018.8162,1010.3825,1024.955,1026.151
1973-12-01,1014.9148,1023.18134,1013.1824,1022.4013,1034.4536
1974-01-01,1014.1482,1022.96564,1012.3047,1013.54297,1028.5492
1974-02-01,1013.3664,1024.4512,1011.33875,1011.8965,1028.8785
1974-03-01,1012.9989,1021.709,1010.6588,1016.90533,1021.63763
1974-04-01,1011.5025,1012.2477,1007.78766,1016.5161,1007.83655
1974-05-01,1011.81696,1012.16815,1005.48083,1015.8783,1005.46185
1974-06-01,1010.7336,1009.37775,1002.93976,1013.24475,1001.83734
1974-07-01,1010.0156,1009.12854,1004.5068,1010.9958,998.4057
1974-08-01,1010.091,1010.3043,1002.6728,1010.6629,1002.3529
1974-09-01,1010.5658,1014.5823,1006.52826,1016.5847,1010.16437
1974-10-01,1012.5588,1020.5087,1007.0962,1017.6178,1019.7249
1974-11-01,1014.4288,1021.2824,1009.445,1020.7825,1024.479
1974-12-01,1014.3805,1021.6459,1013.17413,1016.2328,1037.0922
1975-01-01,1014.9447,1023.26154,1013.04956,1018.57794,1031.4672
1975-02-01,1014.35724,1019.5301,1012.43506,1015.7328,1023.56396
1975-03-01,1012.81915,1016.90076,1009.97186,1015.7556,1014.3842
1975-04-01,1011.7978,1016.1611,1008.3265,1014.3399,1010.0466
1975-05-01,1010.6312,1012.99,1004.7029,1014.6513,1007.04224
1975-06-01,1010.14484,1009.3166,1001.59607,1012.03375,1001.4778
1975-07-01,1009.2017,1006.9433,1005.60443,1012.3493,999.81305
1975-08-01,1009.69995,1009.68884,1003.22974,1013.0426,1001.666
1975-09-01,1010.08673,1014.3932,1006.54193,1015.41174,1007.8733
