,mgu850_cluster1,mgu850_cluster2,mgu850_cluster3,mgu850_cluster4,mgu850_cluster5
1965-01-01,1.0473300303731645,0.9400885399073771,0.06597367307496449,-0.053999735152020174,-0.7219020749481632
1965-02-01,3.399136662483215,0.9068742190321831,0.308736591112046,-0.11083440745578094,-0.9526129339782285
1965-03-01,-0.8517423910754067,0.7704551905801852,0.32161353599457515,-0.2446079473285114,-0.8055329322814941
1965-04-01,5.852085777691432,0.8050400916844198,0.05275608291701665,-0.31380610430941863,-0.3249096408696242
1965-05-01,0.11276045281972202,0.22324146064993453,-1.125904018916781,-0.28928574832046733,0.15753517058533684
1965-06-01,2.319758704730442,-1.084843155455916,-0.09770323596303425,-0.42156114297754627,1.7513231492378343
1965-07-01,-0.07237838581204414,-1.8639487762973734,0.9610365307520307,-0.3491808386409984,1.8948106698586908
1965-08-01,-2.4982686553682596,-1.0159724379239017,-0.15308342519260587,-0.3192695887649761,1.4675476181675011
1965-09-01,3.228314433779035,-0.8988143646553771,-0.33358406452905565,-0.1352703702800414,1.3805342392182687
1965-10-01,5.86289039679936,0.6473528603984885,-0.9008839016868955,-0.06621160051401924,-0.10788786998936828
1965-11-01,8.571870837892805,0.7746967550826399,-0.4241613168565054,0.0931847037966637,-0.905468934018847
1965-12-01,2.7281735624585832,0.7000542666814099,-0.6515312289434766,0.0752484699820771,-1.1599083181837915
1966-01-01,6.055784651211329,0.5003517621184048,0.22810335670198714,0.059325524112757516,-0.9639469670577788
1966-02-01,3.139132899897439,0.7609342059043989,0.5367016035412985,-0.09966835598735249,-0.8485433081506004
1966-03-01,1.8348998257092066,0.7198235759996389,0.11239282432056609,-0.22682684747611775,-0.943673160714163
1966-04-01,0.3087855077215603,0.8165797142133321,-0.14715385105874804,-0.3118523517075707,-0.583106195422965
1966-05-01,-3.126048616000584,0.08129242246281611,-0.7625193349898808,-0.26026222635717955,1.044549068934481
1966-06-01,2.842450780527932,-0.938725961397772,-0.03304006679663583,-0.4107683721710654,1.8358806489219128
1966-07-01,1.3446816376277377,-1.66170793036892,0.14620313332194373,-0.3080245414200951,2.0393598247581806
1966-08-01,-1.072849439723151,-1.0734656902208721,0.04014830504144941,-0.401567536241868,1.4732903158161004
1966-09-01,0.4235576572162764,-0.6144738360627057,-0.6030727473516313,-0.13835206189576318,1.1711329641476484
1966-10-01,0.7778403482266834,0.6282363444158476,-1.4723330263107541,-0.029720094274072087,0.10378129885230267
1966-11-01,-1.2642725237778254,0.5812746204742014,-1.1521721643114846,0.08818673791692537,-0.591899853357127
1966-12-01,2.9211823429380144,0.7404558462639378,-0.409613431446136,0.030590420698418337,-1.098785182120095
1967-01-01,4.799463493483406,0.850484550815739,-0.2019474194163368,0.0548548560918254,-1.173949997190019
1967-02-01,7.028340867587498,1.3372057921265903,0.3425296100359114,-0.23010205696610844,-1.4053149962089433
1967-03-01,4.413274356297084,0.8860266371949078,0.606048343673585,-0.2740759358686559,-0.493612633624547
1967-04-01,1.4552029115813119,0.9346071987935942,0.24595925259211707,-0.29668044518021974,-0.42496747534039997
1967-05-01,-0.1407428245459284,0.3544722517875776,-0.7701665636092897,-0.30139002729864683,0.17420529899462847
1967-06-01,0.4207543496574674,-1.1652967701219532,-0.20165206894042,-0.26534952442435655,1.9645172105708593
1967-07-01,1.7045969409602026,-1.7725242327337396,0.527522913993351,-0.31882844427052665,1.936067325968138
1967-08-01,-5.115384289196559,-1.85809560018043,0.6709614916453286,-0.3097996290992288,1.9722295479035714
1967-09-01,1.7183114375386919,-0.9425257983273023,0.11792572008238898,-0.23187944555983825,1.2242830974954955
1967-10-01,3.6124663693564276,0.49610235919691115,-1.1909890742529006,0.01132505781510297,0.516666828746527
1967-11-01,3.5268670746258324,1.0178529236414662,-0.2083887183477008,-0.03438679610981661,-0.6868091267599187
1967-12-01,6.708151527813502,0.8605625531444812,0.13577622317132496,-0.05155580666135339,-1.0726836365713202
1968-01-01,5.355213795389448,0.7809620197505167,0.25038364387693857,-0.06488085888764437,-1.0176106238029372
1968-02-01,0.8041751704045703,0.8091887382611836,0.7967759692479693,-0.21940583691877477,-0.6600910089385342
1968-03-01,3.78102958202362,1.0238997740288303,0.3846355610423618,-0.26312475695329557,-0.9584750927669902
1968-04-01,-0.7029832473823002,0.7590446570148207,0.1146152260757628,-0.24406252538456638,-0.5036437595394296
1968-05-01,-1.1572190693446567,0.5768830645574282,-0.7062054342693753,-0.407474663327722,0.08068669220091591
1968-06-01,2.237483859062195,-0.9994091236428039,-0.2678486326384166,-0.2821821850888869,1.63058898818325
1968-07-01,-0.5909867052521024,-1.8709030869888934,0.437432432931567,-0.32913500771803017,2.071355094372387
1968-08-01,-1.223188212939671,-1.2736638931378927,0.30994926180158344,-0.4164479409947115,1.6858072348043953
1968-09-01,-1.3802651848111833,-0.8617420719094473,-0.45240199755108546,-0.12705374509096146,1.2021853890217526
1968-10-01,3.1727445977074757,0.2419945720123918,-0.8309864808642675,0.023784996832118314,-0.08811006243799774
1968-11-01,3.3203148416110446,0.7538352927116498,-0.5388699826740083,0.10338321766432594,-0.8135648680404879
1968-12-01,-0.2240577180470739,0.8515495960026571,-0.18811214064794873,-0.03952359451967127,-1.2049896616331288
1969-01-01,3.428479603358677,0.918533785702431,0.2122908594116332,-0.1482736275476568,-0.7964529621769005
1969-02-01,4.0753645556313645,1.0111944316184684,0.46181797035156735,-0.2169048523201662,-0.8494995849233279
1969-03-01,3.875742214066641,0.8428153109877077,0.46049507837446907,-0.18429887754952207,-0.8974333884010852
