,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5
1965-01-01,2.9225317e-05,2.4685694e-05,8.8782595e-05,6.198895e-05,9.37848e-05
1965-02-01,8.244729e-05,3.8810016e-05,9.780996e-05,6.439385e-05,0.00012280518
1965-03-01,0.00011714791,5.0951196e-05,7.0674025e-05,6.267991e-05,0.00015238191
1965-04-01,9.602423e-05,1.8511899e-05,6.836783e-05,6.110057e-05,0.00017170192
1965-05-01,0.00017926264,4.910265e-05,3.3972312e-05,6.4124644e-05,0.00017643096
1965-06-01,0.00020635371,4.1672574e-05,8.34393e-06,6.71218e-05,0.00015974918
1965-07-01,0.00018540054,1.4177698e-05,7.7337245e-06,6.488739e-05,0.00013694745
1965-08-01,0.00018687219,1.7103055e-05,1.6079102e-05,6.556938e-05,0.00015296519
1965-09-01,0.0001740221,4.380827e-05,1.786484e-05,6.5677064e-05,0.00014864892
1965-10-01,9.836632e-05,5.6066106e-05,6.948952e-05,6.660134e-05,0.00012532674
1965-11-01,6.950747e-05,6.465377e-05,8.475349e-05,6.6547494e-05,8.07014e-05
1965-12-01,8.382921e-05,7.216461e-05,9.7657416e-05,6.4384876e-05,7.413278e-05
1966-01-01,5.929495e-05,7.29531e-05,9.685986e-05,6.562504e-05,8.0089e-05
1966-02-01,7.234613e-05,3.8736536e-05,8.6220134e-05,6.3148414e-05,0.0001036414
1966-03-01,0.000100843645,2.8357506e-05,7.632992e-05,6.1038394e-05,0.00014879912
1966-04-01,0.00011147522,3.951048e-05,5.9588237e-05,6.089175e-05,0.00014641212
1966-05-01,0.00015371639,4.8162387e-05,2.571383e-05,6.376757e-05,0.00012090448
1966-06-01,0.0001808371,2.6206748e-05,3.1553354e-06,6.606497e-05,0.00014418803
1966-07-01,0.00019616938,1.846729e-05,3.2205135e-06,6.660266e-05,0.00014116557
1966-08-01,0.00018862545,1.3595498e-05,1.4267578e-05,6.691224e-05,0.00016919058
1966-09-01,0.00015224997,3.212133e-05,2.882591e-05,6.5233995e-05,0.00017596057
1966-10-01,0.00012203348,5.063901e-05,5.105039e-05,6.567393e-05,0.00013518582
1966-11-01,0.00012530034,9.540569e-05,3.6997153e-05,6.793059e-05,7.7090976e-05
1966-12-01,8.789023e-05,5.9657523e-05,9.188216e-05,6.5160675e-05,9.287133e-05
1967-01-01,8.058554e-05,5.1777664e-05,0.00010104571,6.580113e-05,7.692956e-05
1967-02-01,6.776886e-05,1.9302854e-05,8.6649e-05,6.6089866e-05,0.000109155735
1967-03-01,5.9900798e-05,3.1301453e-05,7.973537e-05,6.35554e-05,0.0001305944
1967-04-01,7.651917e-05,2.5967849e-05,7.765005e-05,6.2937834e-05,0.00014088464
1967-05-01,0.00015369998,5.0189614e-05,4.2303924e-05,6.1951316e-05,0.00015221754
1967-06-01,0.00017675076,3.0459305e-05,1.599684e-05,6.406069e-05,0.0001416145
1967-07-01,0.00017627755,2.0161046e-05,-6.684997e-06,6.538407e-05,0.00013983397
1967-08-01,0.00016848167,9.01262e-06,5.1371535e-06,6.31223e-05,0.00014381211
1967-09-01,0.00014901604,3.5407924e-05,2.183573e-05,6.616205e-05,0.00014904144
1967-10-01,0.00013210892,5.7953413e-05,4.6065514e-05,6.59054e-05,0.00012728195
1967-11-01,9.364284e-05,5.056658e-05,8.486044e-05,6.612997e-05,0.000106845844
1967-12-01,5.639586e-05,4.1968655e-05,9.4067924e-05,6.419704e-05,0.00012845294
1968-01-01,5.1440045e-05,2.3578337e-05,0.000101616024,6.418563e-05,0.000119662
1968-02-01,6.339779e-05,4.6209636e-05,8.788091e-05,6.160797e-05,0.000119485194
1968-03-01,8.121807e-05,4.853605e-05,7.0442155e-05,6.206395e-05,0.00013777077
1968-04-01,0.00011171264,4.3864617e-05,4.841572e-05,6.26502e-05,0.0001265947
1968-05-01,0.00017867598,4.707506e-05,2.6975533e-05,6.359938e-05,0.00016935408
1968-06-01,0.00016592725,3.8653467e-05,3.208952e-06,6.638176e-05,0.0001408137
1968-07-01,0.00018312407,6.446673e-06,2.7995047e-06,6.655857e-05,0.0001252547
1968-08-01,0.00019757572,1.9158164e-05,8.615527e-06,6.476258e-05,0.00015238061
1968-09-01,0.00017079411,3.9062914e-05,3.0502371e-05,6.597231e-05,0.00012903278
1968-10-01,0.00015226658,5.3719283e-05,5.190533e-05,6.437174e-05,0.00014311221
1968-11-01,7.61372e-05,5.9963364e-05,8.500547e-05,6.3943684e-05,7.0602706e-05
1968-12-01,5.353382e-05,3.1702155e-05,9.1882335e-05,6.205464e-05,0.00011149166
1969-01-01,5.3632037e-05,4.2568383e-05,9.1782524e-05,6.447686e-05,0.000104693536
1969-02-01,6.0610342e-05,5.327508e-05,8.477713e-05,6.0694307e-05,0.000121232035
1969-03-01,4.8919646e-05,3.9164996e-05,8.923675e-05,6.0739447e-05,0.0001394948
1969-04-01,0.00010758075,4.3308646e-05,6.475399e-05,5.923184e-05,0.00016957463
1969-05-01,0.00013515996,3.470538e-05,3.567621e-05,6.0170707e-05,0.00013319356
1969-06-01,0.00016790294,2.8295806e-05,2.5772977e-05,6.6282366e-05,0.0001531535
1969-07-01,0.00018060472,1.3472549e-05,-1.30816625e-05,6.500948e-05,0.00012922143
1969-08-01,0.00018498309,2.5461151e-05,6.444956e-06,6.610182e-05,0.00014645504
1969-09-01,0.00016956401,4.878838e-05,2.4256347e-05,6.38359e-05,0.00015374932
1969-10-01,0.00011265425,5.1550815e-05,5.646669e-05,6.3222025e-05,0.00012657636
1969-11-01,8.369383e-05,7.022884e-05,7.409752e-05,6.765456e-05,0.0001164384
1969-12-01,5.278345e-05,4.7542577e-05,9.471648e-05,6.6228204e-05,8.7107845e-05
1970-01-01,6.040139e-05,4.367026e-05,9.352647e-05,6.454937e-05,0.000105839994
1970-02-01,4.9859387e-05,4.461831e-05,9.710799e-05,6.345546e-05,0.000112662725
1970-03-01,8.182573e-05,5.929285e-05,6.39424e-05,6.3001695e-05,0.00013404655
1970-04-01,0.00010592406,4.3735083e-05,4.8522386e-05,6.171332e-05,0.000107266125
1970-05-01,0.00014112351,5.4317607e-05,4.5070512e-05,6.423335e-05,0.00014226299
1970-06-01,0.000170505,3.3209282e-05,3.040237e-06,6.4938315e-05,0.00013534303
1970-07-01,0.00019736645,1.7991842e-05,-8.086936e-07,6.755558e-05,0.00013766049
1970-08-01,0.00016236957,3.1548167e-05,4.8309957e-06,6.353649e-05,0.00013907041
1970-09-01,0.00015630043,3.4295088e-05,3.712783e-06,6.455747e-05,0.00014781355
1970-10-01,0.000110696725,6.1099825e-05,5.3918993e-05,6.402267e-05,0.00012834204
1970-11-01,9.3121314e-05,7.523145e-05,8.167177e-05,6.54569e-05,0.00010623704
1970-12-01,5.720881e-05,5.630284e-05,9.60384e-05,6.206985e-05,0.0001061074
1971-01-01,9.205873e-05,7.300533e-05,6.5051885e-05,6.4081214e-05,9.5403404e-05
1971-02-01,6.580645e-05,2.9663359e-05,9.2299204e-05,6.282913e-05,0.00011030403
1971-03-01,5.912315e-05,5.332027e-05,7.9454985e-05,6.1071245e-05,0.00010989772
1971-04-01,0.0001104088,3.876791e-05,6.299549e-05,6.140292e-05,0.00013133239
1971-05-01,0.00016263974,4.171984e-05,1.7978542e-05,6.438802e-05,0.00011910177
1971-06-01,0.00018691854,1.7888808e-05,-3.340043e-06,6.734824e-05,0.00012483151
1971-07-01,0.00020108947,1.3552119e-05,1.1543998e-05,6.637808e-05,0.00013284982
1971-08-01,0.0002037263,7.565337e-06,-5.0419476e-07,6.549913e-05,0.00016092631
1971-09-01,0.00018626347,3.5658435e-05,1.1535703e-05,6.529184e-05,0.00014255138
1971-10-01,0.00013115523,6.5476255e-05,4.2987034e-05,6.439631e-05,0.00012526268
1971-11-01,5.7224293e-05,6.400028e-05,7.9993966e-05,6.54328e-05,0.0001026174
1971-12-01,4.4744927e-05,4.4622022e-05,9.31284e-05,6.443777e-05,0.00010049466
1972-01-01,4.554935e-05,2.3883425e-05,8.7006476e-05,6.460963e-05,0.00013758813
1972-02-01,0.00011788753,7.128848e-05,7.883811e-05,6.434211e-05,0.00012669995
1972-03-01,6.7298955e-05,3.2230142e-05,8.3519764e-05,6.148853e-05,0.0001348059
1972-04-01,9.164354e-05,3.5743607e-05,6.150263e-05,6.037385e-05,0.00014819988
1972-05-01,0.00013701542,2.6933187e-05,5.225526e-05,6.0382772e-05,0.00016030083
1972-06-01,0.00018446505,4.2627864e-05,8.7381995e-06,6.592941e-05,0.00014070923
1972-07-01,0.0002236839,1.1764641e-05,4.9037117e-06,6.665172e-05,0.00014522145
1972-08-01,0.00020244259,1.8791572e-05,1.0129319e-05,6.333444e-05,0.00017604008
1972-09-01,0.0001509266,4.3573105e-05,3.2476404e-05,6.5207096e-05,0.00013630402
1972-10-01,0.00012641259,5.241028e-05,6.725437e-05,6.516251e-05,8.818558e-05
1972-11-01,6.5916756e-05,6.0578648e-05,7.779477e-05,6.662497e-05,9.2385686e-05
1972-12-01,6.341096e-05,5.0555456e-05,8.2048384e-05,6.452046e-05,0.000117390155
1973-01-01,8.910264e-05,5.604361e-05,9.246491e-05,6.619249e-05,0.00012109503
1973-02-01,7.0318216e-05,2.0412466e-05,9.804804e-05,6.602438e-05,0.000105717096
1973-03-01,8.439548e-05,3.0773546e-05,8.150216e-05,6.452021e-05,0.000152019
1973-04-01,9.644654e-05,4.337319e-05,7.713122e-05,6.2847925e-05,0.0001285451
1973-05-01,0.00014787147,3.3622622e-05,3.5996578e-05,6.418398e-05,0.00014763922
1973-06-01,0.00016413421,2.4960369e-05,-3.1472446e-06,6.6493325e-05,0.000108822765
1973-07-01,0.00017292918,2.3376568e-05,4.5417255e-06,6.520151e-05,0.00013303991
1973-08-01,0.0001721594,1.2696961e-05,8.44372e-06,6.360886e-05,0.00014990431
1973-09-01,0.00017042519,3.642746e-05,3.6215206e-06,6.3821215e-05,0.00017873131
1973-10-01,0.00012271643,6.350253e-05,5.1162162e-05,6.3316875e-05,0.00010945983
1973-11-01,7.898046e-05,6.895293e-05,9.3677096e-05,6.418398e-05,0.00011559154
1973-12-01,5.8674166e-05,5.7839767e-05,8.374073e-05,6.488298e-05,0.000111149806
1974-01-01,7.732854e-05,4.2443644e-05,8.240066e-05,6.47061e-05,0.00011854211
1974-02-01,8.067226e-05,5.127138e-05,8.7618144e-05,6.226697e-05,0.00011745985
1974-03-01,8.878118e-05,4.9688366e-05,6.010921e-05,6.26708e-05,0.00011324386
1974-04-01,8.354754e-05,3.2323653e-05,7.994537e-05,6.3720756e-05,0.00015186622
1974-05-01,0.00014527707,4.6708097e-05,4.293026e-05,6.2848485e-05,0.0001658872
1974-06-01,0.00017017727,2.9343384e-05,9.711155e-06,6.6014516e-05,0.0001497259
1974-07-01,0.00019338945,3.7809077e-06,2.5391273e-06,6.714524e-05,0.00012715986
1974-08-01,0.00019152375,1.8326886e-05,-5.4971097e-06,6.5400694e-05,0.0001742465
1974-09-01,0.00016356252,4.7370377e-05,2.1058797e-05,6.413266e-05,0.00013671449
1974-10-01,0.00015467824,7.955567e-05,4.7315858e-05,6.523916e-05,0.000121934296
1974-11-01,0.0001005488,6.369321e-05,6.93327e-05,6.6014516e-05,0.00010435151
1974-12-01,6.258873e-05,3.652349e-05,9.092149e-05,6.590952e-05,0.000127491
1975-01-01,5.8618138e-05,4.2013704e-05,9.071834e-05,6.669025e-05,0.00010054211
1975-02-01,5.0896673e-05,3.4886838e-05,9.0609465e-05,6.29635e-05,0.00011605204
1975-03-01,7.883465e-05,3.7407623e-05,7.5928634e-05,6.142256e-05,0.0001407155
1975-04-01,0.00014177884,5.5538832e-05,5.5050517e-05,6.348274e-05,0.00012605143
1975-05-01,0.00013726488,5.239832e-05,4.541125e-05,6.4127584e-05,0.0001506814
1975-06-01,0.00019024318,1.6881251e-05,1.8896968e-05,6.609564e-05,0.00013784299
1975-07-01,0.00018018519,9.218409e-06,1.3763289e-05,6.617939e-05,0.0001390657
1975-08-01,0.00015852823,2.8421575e-05,4.006768e-06,6.1874794e-05,0.00018190226
1975-09-01,0.00016791625,3.6377536e-05,1.5002734e-05,6.5241424e-05,0.00013570744
1975-10-01,0.00012192244,6.929008e-05,4.512651e-05,6.5534536e-05,0.00012850521
