,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5
1965-01-01,0.0003590183405322023,0.00025089610365588066,0.0006481599120888859,4.7265356823375035e-05,0.0016928057448239997
1965-02-01,0.0013016877346672118,0.0004117851252279555,0.0005613191751763225,4.813151750376595e-05,0.0026689565856941044
1965-03-01,0.001956653723027557,0.0006096860185304347,0.000499101928047215,4.8158911433795836e-05,0.0034008597140200436
1965-04-01,0.001768059009918943,0.00041709320915591286,0.0005986996984574944,4.730948218072886e-05,0.003712689795065671
1965-05-01,0.0024838291574269533,0.0009336145618969265,0.0004210941551718861,4.7700883855480816e-05,0.003328118327772245
1965-06-01,0.002360809885431081,0.0014267808486086628,0.0004005501735567426,4.690018588279753e-05,0.0033558801078470424
1965-07-01,0.002009466988965869,0.0013728695194004104,0.0004403769950537632,4.70457502578787e-05,0.0023786631572875194
1965-08-01,0.002360141515964642,0.0010762041104802242,0.00038884269694487256,4.7286745946903694e-05,0.0030709146813023835
1965-09-01,0.0021762828691862524,0.0009238545317202806,0.0003645854061081385,4.589738622034476e-05,0.0031195399060379714
1965-10-01,0.0014284413191489875,0.0006578182971376616,0.0004897880232116829,4.642767000349575e-05,0.002716348353715148
1965-11-01,0.0010938179912045598,0.000380306240307012,0.0004885790015881261,4.732418551044913e-05,0.0011339233424223494
1965-12-01,0.0009687314741313457,0.0006211837899172679,0.0005059389028853427,4.868302526535503e-05,0.0008874318154994398
1966-01-01,0.0007264957093866542,0.0005033210982219316,0.0005419759448462477,4.724461404573485e-05,0.0009050034350366332
1966-02-01,0.0011225625348743051,0.0004111090068666575,0.0005656886302555602,4.770739215925669e-05,0.0012765484825649764
1966-03-01,0.0016448504175059497,0.00045479522062426747,0.0005184881835399817,4.89759067453346e-05,0.00256420171353966
1966-04-01,0.0020710220269393176,0.0006077646806564493,0.0005303418341403207,4.876221781593317e-05,0.003125923467450775
1966-05-01,0.0022791601077187806,0.0009610728132732523,0.0004558765310018013,4.627137932251385e-05,0.0023051841708365828
1966-06-01,0.00218400513404049,0.001188545259841097,0.0004245529999025166,4.6579588748484985e-05,0.002632991163409315
1966-07-01,0.0022921703930478543,0.0014260598012090973,0.0003673728982297083,4.70667398083888e-05,0.002604935616545845
1966-08-01,0.00233534345170483,0.001065141380725739,0.0004318876502414545,4.7799467475541615e-05,0.003711067620315589
1966-09-01,0.002084700536215678,0.0010147947250516154,0.0004178054223302752,4.611042590657542e-05,0.004310417716624215
1966-10-01,0.0019716941460501403,0.0007501729366291936,0.0003867503983201459,4.684225440846767e-05,0.0026513214834267274
1966-11-01,0.0024887919425964355,0.0011294666668012119,0.00019557053747121245,4.7963636119010244e-05,0.0004694041763286805
1966-12-01,0.0010056337487185374,0.0006573435409033361,0.0004792957042809576,4.843142249989401e-05,0.0019828763470286503
1967-01-01,0.0006281102832872421,0.0006223875971045345,0.0005365811133136352,4.839361498149762e-05,0.0009408840924152173
1967-02-01,0.0008751542191021144,0.00024916727549377055,0.0005826706668206801,4.8714554750933275e-05,0.0019438415620243177
1967-03-01,0.001298942370340228,0.0004517994057096075,0.0006222088995855302,4.690141760567758e-05,0.0023706297724856995
1967-04-01,0.0013099759235046804,0.0004196312450706804,0.0006331816257443279,4.7227408723803135e-05,0.0025871320758596994
1967-05-01,0.0022507373068947345,0.0009472564973596794,0.0004501043683073173,4.8021647646509494e-05,0.0025073784854612313
1967-06-01,0.002262634807266295,0.0012719471366532769,0.0003550372881970058,4.621778974061899e-05,0.0025067769456654787
1967-07-01,0.00226177362492308,0.0013546638607901211,0.0003550271746159221,4.729605163971589e-05,0.002265912917209789
1967-08-01,0.0019830021483357996,0.001218979014083743,0.0003315263650923347,4.766356471810365e-05,0.0028213289624545723
1967-09-01,0.0019356886332388967,0.0009134783491996739,0.0004049148022507628,4.6894145049220866e-05,0.003344814103911631
1967-10-01,0.0023123848950490355,0.0006527618703936848,0.00034709601701858145,4.546979916870648e-05,0.0029176746465964243
1967-11-01,0.0016418276936747134,0.0004399579059584843,0.0005104920031347623,4.664271347535261e-05,0.001691097168077249
1967-12-01,0.0008747259562369436,0.00016126820507148903,0.0005209751543588936,4.770711628759507e-05,0.0021013931473135017
1968-01-01,0.0003361513518029824,0.0003500226739561185,0.0006190619023982435,4.845356302728639e-05,0.0021450279746204615
1968-02-01,0.001170253090094775,0.00036872685692893964,0.0005474881133219849,4.7684262272946335e-05,0.0026499750674702227
1968-03-01,0.0012666471593547612,0.00034905615393654443,0.0005323192453943193,4.857225007036704e-05,0.00296287707897136
1968-04-01,0.0017836289771366864,0.0006028936695656739,0.0005334484740160406,4.7953886638132346e-05,0.0027692036383086815
1968-05-01,0.0026097081718035042,0.0010110070434166119,0.0004467925464268774,4.762372803136883e-05,0.0037254736525937915
1968-06-01,0.0017430470325052738,0.0013370202699055276,0.00044198119818853837,4.644605552707025e-05,0.0029644475944223814
1968-07-01,0.002131554501829669,0.0015770138512986402,0.000364905257204858,4.6950325494312224e-05,0.0024346078134840354
1968-08-01,0.0023248813522513956,0.0013085951650282368,0.0004777105156487475,4.678283763607291e-05,0.0034799792047124356
1968-09-01,0.0023038333165459335,0.001118695581681095,0.0004125349611664812,4.584703334365969e-05,0.0026030398657894693
1968-10-01,0.0019831774989143014,0.0007596726694221919,0.00034906845636821043,4.725816463500969e-05,0.003042556818400044
1968-11-01,0.0012241621152497828,0.0005404619514592923,0.0004820968024432659,4.747670953549958e-05,0.0007880923476477619
1968-12-01,0.0006689391739200801,0.00046143244010939577,0.0005154058453626931,4.852381834377847e-05,0.0018813880160450935
1969-01-01,0.0008177715790225193,0.0002703003398589014,0.0005262986330005031,4.778700116267196e-05,0.0023199365386972204
1969-02-01,0.0012665199756156653,0.0004623253213746163,0.0005126429702310513,4.789716792837884e-05,0.0023021635570330545
1969-03-01,0.0009280857193516567,0.00042031800451998913,0.0006285125467305382,4.817218300218919e-05,0.0024819815735099837
1969-04-01,0.001523668906884268,0.0007130122564073342,0.0006059416045900434,4.873056941581219e-05,0.0032372496207244694
1969-05-01,0.001898976624943316,0.0008726099622435868,0.00047131882941660785,4.674080221125513e-05,0.002327215224795509
1969-06-01,0.0022994929167907685,0.0013646316801896319,0.0005118016269989312,4.605697671690288e-05,0.002910564944613725
1969-07-01,0.0017632602248340845,0.001332596487676104,0.00037073254740486544,4.746125618757234e-05,0.0026330237233196385
1969-08-01,0.0021630282572004944,0.0010220278151488553,0.00035747924509147805,4.795752877390968e-05,0.0030152848921716213
1969-09-01,0.0018386024748906493,0.0012965908050925161,0.00037247955333441496,4.5964553978680626e-05,0.0032399017072748393
1969-10-01,0.0018373467901255935,0.0006143562738240387,0.00039291987680674845,4.649855340040099e-05,0.0024779754312476143
1969-11-01,0.0014967926836106926,0.000615617379177517,0.0004027949519998705,4.791279561711873e-05,0.0021845229639438912
1969-12-01,0.00043130145058967173,0.0003006110697848878,0.0005725249745106946,4.8005442138905754e-05,0.0012463899111025967
1970-01-01,0.001056197434081696,0.00032593701083290705,0.0005424390352951984,4.843252170360144e-05,0.0016512043657712638
1970-02-01,0.0008343631634488702,0.0002806972285422186,0.0005826199291429173,4.727541694330204e-05,0.001764038643159438
1970-03-01,0.0017459032824262977,0.0006551635427361665,0.0005094792383412521,4.861615044745253e-05,0.00275478269031737
1970-04-01,0.0019984846585430205,0.0006353452287536736,0.0004846562903063993,4.8430897210017776e-05,0.001861173404904548
1970-05-01,0.0020596911781467497,0.0012035864832190177,0.0005129332324334731,4.6830952881809486e-05,0.0025856830689008348
1970-06-01,0.00195477157831192,0.001346769325512772,0.000414988996150593,4.7291380590818875e-05,0.0024192171622416936
1970-07-01,0.0020974897779524326,0.0013451416937944791,0.00043277347382778925,4.6531242176802015e-05,0.002880986903619487
1970-08-01,0.0017284585919696838,0.0011751828424166888,0.0004696441950121274,4.695809789494853e-05,0.0026581037673167884
1970-09-01,0.0020306774240452796,0.0010813473636517301,0.00029875203229797387,4.682303364879621e-05,0.0031480318284593523
1970-10-01,0.0017180675058625638,0.0009618617696105503,0.0004018980447047701,4.6867692232060366e-05,0.0024687975383130834
1970-11-01,0.001507219421910122,0.0005546190853541096,0.00043459479153777164,4.859551650685145e-05,0.001777155375748407
1970-12-01,0.0008419717050855979,0.00054639094742015,0.0005523053308327993,4.9320373958598444e-05,0.0019506105672917329
1971-01-01,0.0018611378618516028,0.0006154878671319846,0.00034264157875441015,4.9257695413203625e-05,0.001322784009971656
1971-02-01,0.000746606892789714,0.00024190817384805996,0.0006042038148734719,4.855263420956924e-05,0.002468160164426081
1971-03-01,0.001110494413296692,0.0005324280209606513,0.0005909239310616007,4.789914412683887e-05,0.002477851194271352
1971-04-01,0.0011836374324047938,0.0007721252889799265,0.0005906205236290892,4.805349092035673e-05,0.0029568147510872222
1971-05-01,0.0021681901125703007,0.0010964870549893628,0.00047385018357696634,4.6699615529735215e-05,0.0022525178792420775
1971-06-01,0.002088679902954027,0.001474798409617506,0.00044477535993792117,4.681663682740414e-05,0.002350207432755269
1971-07-01,0.00213546198210679,0.0012735261407215148,0.000377893666154705,4.812823034805366e-05,0.002873791709134821
1971-08-01,0.0021083763567730784,0.0010781255696201697,0.0004170890800499668,4.785651937275858e-05,0.003304298297734931
1971-09-01,0.002401168312644586,0.0011689709936035797,0.00031412649453462416,4.856252935761276e-05,0.003098710294580087
1971-10-01,0.0018827436724677682,0.0010546624253038317,0.00032084045718268805,4.763190296529038e-05,0.0026801228159456514
