,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5
1965-01-01,1018.7398479212469,2686.5595767372533,1861.0129260141914,3515.3042497306037,6412.801361083984
1965-02-01,1017.2362974540672,2676.9574617084704,1855.3862685457282,3493.7272696659484,6383.636474609375
1965-03-01,1017.8030656210741,2679.8132645456412,1855.7403284475342,3504.021164466595,6349.132537841797
1965-04-01,1015.7250179118248,2663.261654502467,1851.7147519172877,3494.676050646552,6296.272277832031
1965-05-01,1013.8487235984611,2662.005775853207,1846.06536025301,3494.7196171201513,6297.921371459961
1965-06-01,1013.2582161294755,2652.291548879523,1844.8218669366397,3484.1373838227373,6267.089080810547
1965-07-01,1011.9813238556062,2643.812159488076,1845.521475415711,3481.1664449757545,6258.655166625977
1965-08-01,1012.8122300957915,2653.997160259046,1847.6412431909403,3489.3064301589443,6270.943832397461
1965-09-01,1014.9149679059359,2667.51708984375,1849.9118069989963,3499.8682482489226,6313.746643066406
1965-10-01,1016.8153082306062,2674.6736225328946,1854.3015786267201,3522.770743534483,6352.0111083984375
1965-11-01,1018.4240906681847,2680.95558568051,1858.595541857798,3535.7059873383623,6394.178009033203
1965-12-01,1018.4986517057946,2682.717413651316,1857.0742545871558,3526.2728987068967,6443.992614746094
1966-01-01,1019.7026698433574,2683.653660824424,1860.9141498530676,3529.270566742996,6415.352630615234
1966-02-01,1017.848857323728,2676.1856882195725,1856.7592235880159,3508.393175848599,6381.663131713867
1966-03-01,1016.772890330559,2671.1992765727796,1852.7532455024368,3493.4898639547414,6321.274185180664
1966-04-01,1015.0932580382381,2666.1809017783717,1850.2575795584862,3493.846393453664,6309.281921386719
1966-05-01,1014.8697282800722,2665.973061009457,1847.0581054687498,3492.9761163119615,6310.797500610352
1966-06-01,1012.2890146533449,2649.4990298622533,1846.2531133529242,3488.7992069639013,6267.921447753906
1966-07-01,1010.4204187441112,2642.9208855879933,1843.7800696136753,3474.6520996093755,6258.568572998047
1966-08-01,1011.6025378356627,2646.091019479852,1845.8431698860377,3481.205802128233,6266.138458251953
1966-09-01,1014.3562048523869,2664.046277497944,1850.2221903669724,3502.5761045258623,6321.724700927734
