,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5
1965-01-01,-1.1466675,1.3875732,-14.542786,0.19454956,-4.9053345
1965-02-01,-1.1862793,1.2845764,-16.996918,0.079071045,-6.321106
1965-03-01,-0.5930481,1.666748,-16.053894,0.23223877,-5.8012085
1965-04-01,0.44421387,2.1846008,-14.542114,1.1667175,-5.159149
1965-05-01,1.8406372,1.5587158,-8.731384,1.9688721,-1.5977173
1965-06-01,2.0726929,1.0827332,-3.1195068,0.363739,2.26828
1965-07-01,1.384491,1.7297668,0.3695984,-0.09146118,4.9914856
1965-08-01,0.39215088,1.7134094,0.007446289,-0.43414307,6.8312683
1965-09-01,0.5715332,1.3404236,-1.5346069,0.622406,6.3614807
1965-10-01,1.571228,1.3995972,-4.13739,1.491394,4.7471313
1965-11-01,1.2353516,1.6160583,-8.612671,1.3486328,1.517273
1965-12-01,-0.300354,1.5852356,-12.047394,0.8851929,-2.0726624
1966-01-01,-1.2746582,1.459137,-13.816437,0.38952637,-4.3291626
1966-02-01,-1.1931458,1.5799866,-15.783844,0.47253418,-5.006592
1966-03-01,-0.9456177,1.788147,-14.109711,0.77349854,-4.500885
1966-04-01,0.65563965,2.4363098,-13.044495,1.6440735,-3.8244934
1966-05-01,1.8366089,1.6843262,-7.461029,1.931427,-0.54415894
1966-06-01,1.9539795,1.2615662,-2.55542,1.032135,2.4749146
1966-07-01,1.4016418,1.6749878,0.99923706,0.33206177,4.615509
1966-08-01,0.37820435,1.7554321,1.8507385,-0.688385,7.1241455
1966-09-01,1.2915955,1.5740051,0.01928711,0.5805664,6.769226
1966-10-01,1.9006653,1.3303223,-3.2416077,1.1987,4.332367
1966-11-01,0.73446655,1.3713684,-5.7330933,1.0869751,1.5403137
1966-12-01,-0.65966797,1.3171692,-9.941681,0.4850769,-1.7953491
1967-01-01,-1.7885437,1.5549622,-13.355103,-0.22598267,-4.283661
1967-02-01,-1.3597107,1.3557434,-16.191162,-0.48880005,-5.554138
1967-03-01,0.08190918,1.3609924,-15.952515,0.688385,-5.974579
1967-04-01,0.9102478,2.2544556,-13.562073,1.8578186,-5.3335266
1967-05-01,2.1785583,2.0488586,-8.059296,2.9453125,-2.1190186
1967-06-01,2.471283,1.6313782,-2.2164612,1.5913086,1.2838135
1967-07-01,1.4549866,1.6542969,0.2800293,0.20593262,4.951233
1967-08-01,0.29882812,1.6906128,1.1817627,-0.27062988,7.3223877
1967-09-01,0.81344604,1.6833801,-0.33895874,-0.2793579,6.787781
