,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5
1965-01-01,25.37201,27.90625,11.975891,26.713226,21.613342
1965-02-01,25.636475,28.10733,9.825836,26.901825,20.501648
1965-03-01,26.41983,28.679626,10.958984,27.245117,21.21167
1965-04-01,27.979095,29.719482,12.992767,28.7016,22.375732
1965-05-01,29.286377,29.004456,18.714355,29.414612,25.848022
1965-06-01,29.066833,28.076874,23.874634,27.35788,29.26242
1965-07-01,27.936188,28.281464,26.921295,26.460236,31.543182
1965-08-01,26.835968,28.157227,26.451263,26.009674,33.275085
1965-09-01,27.167786,27.936676,25.061646,27.218658,32.957733
1965-10-01,28.455597,28.283966,22.746979,28.375763,31.6315
1965-11-01,28.318878,28.699585,18.470856,28.43216,28.6008
1965-12-01,26.709717,28.595306,14.962677,27.895264,24.937408
1966-01-01,25.767548,28.501343,13.225769,27.431732,22.713043
1966-02-01,26.023224,28.796356,11.432526,27.688904,22.209778
1966-03-01,26.4292,29.162964,13.265106,28.148315,22.873932
1966-04-01,28.343475,30.124146,14.643341,29.33191,23.863342
1966-05-01,29.360138,29.207855,20.0625,29.454956,26.97937
1966-06-01,29.180115,28.487701,24.670715,28.25827,29.70105
1966-07-01,28.252197,28.525543,27.849792,27.182617,31.466064
1966-08-01,26.863892,28.24112,28.336426,25.797302,33.609833
1966-09-01,27.750427,28.032837,26.478119,27.039398,33.228058
1966-10-01,28.638489,28.068146,23.496216,27.936523,31.07019
1966-11-01,27.668243,28.305145,21.200684,28.020752,28.47409
1966-12-01,26.260254,28.237091,16.978241,27.404999,25.124573
1967-01-01,24.986603,28.330109,13.420044,26.549164,22.491486
1967-02-01,25.51648,28.231934,10.685028,26.38739,21.322052
1967-03-01,27.216278,28.495361,11.181854,27.822754,21.15979
1967-04-01,28.403717,29.747925,13.9313965,29.351288,22.159943
1967-05-01,29.69284,29.56314,19.454987,30.459595,25.395264
1967-06-01,29.50705,28.667145,24.819305,28.627075,28.31958
1967-07-01,27.992554,28.191864,26.817596,26.7435,31.4888
1967-08-01,26.548676,27.94046,27.43161,25.979218,33.572235
1967-09-01,27.1156,27.985535,25.963196,26.022797,33.089935
1967-10-01,28.046143,27.723114,22.324707,27.342987,31.242401
1967-11-01,27.158173,28.12027,19.55014,27.673004,29.020752
1967-12-01,26.42395,28.311584,16.20514,26.678894,24.600952
1968-01-01,25.245453,28.370392,13.276367,26.525513,21.5878
1968-02-01,24.841858,28.212128,11.847931,26.595734,19.913055
1968-03-01,26.076385,28.440643,11.614471,27.378204,20.85379
1968-04-01,27.982635,29.554016,13.691345,29.157318,22.908417
1968-05-01,29.046051,29.020813,20.78061,29.857697,26.396423
1968-06-01,29.122711,28.163666,24.016357,28.444092,28.617706
1968-07-01,28.019714,28.054352,25.924072,27.26297,30.924072
1968-08-01,26.62741,27.64679,27.54242,26.37268,31.850006
1968-09-01,26.91626,27.870361,25.87857,26.442902,32.23877
1968-10-01,28.116669,28.337769,22.82779,27.779846,30.423523
1968-11-01,27.463776,27.972748,19.372437,28.15326,28.1503
1968-12-01,26.473572,28.453491,15.558014,27.871338,25.414124
1969-01-01,25.351227,28.693329,13.979462,27.65039,22.926422
1969-02-01,25.1969,28.86612,11.589539,27.704742,21.26358
1969-03-01,27.113556,29.323517,10.829651,28.133423,22.406494
1969-04-01,29.367615,30.140839,11.832581,29.934204,23.082306
1969-05-01,30.498718,29.992126,18.90802,30.463867,26.708984
1969-06-01,29.68396,28.714874,23.816559,28.827179,29.334259
1969-07-01,28.207764,28.408234,25.299957,27.233551,31.244263
1969-08-01,26.511078,28.448242,26.194702,26.184967,32.969666
1969-09-01,27.267365,28.596436,24.59082,26.980225,32.44052
1969-10-01,28.066742,28.502594,20.638031,28.276978,30.548462
1969-11-01,28.117523,28.38211,17.81842,28.549774,27.554016
1969-12-01,26.673096,28.330322,14.625519,27.685791,24.769775
1970-01-01,25.98468,28.450226,12.191467,27.752869,22.522705
1970-02-01,26.028076,28.60727,10.360779,27.946075,22.188995
1970-03-01,26.963043,29.139832,10.718231,28.5737,21.958618
1970-04-01,28.766876,29.851166,13.312927,29.996307,24.01712
1970-05-01,29.567566,29.205444,18.466156,30.143524,26.634003
1970-06-01,29.273132,28.660492,22.770142,28.284424,28.854706
1970-07-01,27.925934,28.714203,26.284302,26.741455,31.284088
1970-08-01,27.091156,28.320587,27.945557,26.00122,33.387024
1970-09-01,26.946014,27.880981,24.661255,26.211975,33.26355
1970-10-01,27.707428,27.832428,21.427063,27.480652,30.193634
1970-11-01,27.190338,28.11499,19.671783,27.907837,27.884613
1970-12-01,26.142242,28.39032,17.427338,27.428467,25.542511
1971-01-01,25.38211,28.16806,13.9982605,27.081451,22.726654
1971-02-01,25.573364,28.007965,10.9296875,27.165955,21.616333
1971-03-01,26.583862,28.498627,10.925232,27.758423,22.078827
1971-04-01,28.490234,29.58966,13.151306,28.942352,23.57309
1971-05-01,29.848114,28.96112,19.014221,29.6633,26.977173
1971-06-01,29.052551,28.72345,23.712433,27.978302,29.279846
1971-07-01,27.702576,28.459595,26.095154,26.917389,31.370544
1971-08-01,26.97522,28.159637,27.166443,26.102081,33.502228
