,mgu50_cluster1,mgu50_cluster2,mgu50_cluster3,mgu50_cluster4,mgu50_cluster5
1965-01-01,-0.51489526,0.4373352,-1.2367268,1.0744369,0.3786764
1965-02-01,-0.46275443,0.4112648,-1.4257389,0.90269643,-0.10558605
1965-03-01,-0.7501831,0.09972038,-1.2908233,0.42592925,-0.058984756
1965-04-01,-0.28775483,0.25255966,-1.1001819,0.30535278,-0.97373885
1965-05-01,-0.39529648,0.52890855,-1.3696868,0.52890855,-0.60418737
1965-06-01,-0.44254914,0.80069506,-0.9519051,0.58104974,-1.2135891
1965-07-01,-0.51065904,0.8163368,-0.8802101,0.8919426,-1.3074436
1965-08-01,-0.28449553,0.8596794,-0.8554436,1.2262981,-1.02034
1965-09-01,0.20954362,0.9776497,-0.5663856,0.9535343,-0.6837028
1965-10-01,0.4992531,0.8668491,-0.24278335,1.2546504,-0.22616272
1965-11-01,1.1578633,0.907259,0.2737419,1.1213642,0.087336734
1965-12-01,1.2816986,1.4619122,0.50837785,0.99655074,0.2919914
1966-01-01,1.3992443,1.1038373,0.8274681,0.5707916,0.6416893
1966-02-01,1.1241882,1.0670754,0.72374725,1.1363322,0.3791054
1966-03-01,1.2528534,0.87341994,0.67484057,0.52615243,0.2143341
1966-04-01,1.1747353,0.6915806,0.4867653,1.0322831,-0.070897676
1966-05-01,0.5359993,1.006353,-0.45000306,0.81236917,-1.0247338
1966-06-01,-0.05415802,0.6820618,-1.7074516,0.9883003,-1.7396183
1966-07-01,-0.62987363,1.0670754,-2.24739,1.061496,-2.105595
1966-08-01,-1.0447556,1.0752815,-1.7875401,1.1327213,-2.2404976
1966-09-01,-0.8875343,0.9469429,-1.3746265,0.7221058,-1.1642319
1966-10-01,-0.5727612,0.9636833,-0.9686066,0.45820886,-0.912151
1966-11-01,-0.6512081,0.7992401,-0.751318,0.52713716,-0.19365558
1966-12-01,-0.5209011,0.3193676,-0.56455535,1.3122633,0.47166634
1967-01-01,-0.37095413,0.64819014,-0.98257124,0.3471163,0.7010902
1967-02-01,0.10873909,0.46271285,-0.8509739,0.93587554,-0.25013295
1967-03-01,-0.44736558,-0.17306824,-0.5923508,0.48753014,0.15184288
1967-04-01,-0.6664764,0.5152866,-1.2118051,0.5998615,-0.3480959
1967-05-01,-0.816687,0.37715834,-1.6624359,0.37781182,-1.295727
1967-06-01,-0.8346466,0.5071236,-1.7564808,0.7863178,-2.1561704
1967-07-01,-0.9427322,0.69684523,-2.4226308,1.0253487,-2.6277003
1967-08-01,-0.79970706,0.758889,-2.1646607,1.2160504,-2.356995
