,zgv500_cluster1,zgv500_cluster2,zgv500_cluster3,zgv500_cluster4,zgv500_cluster5
1965-01-01,-0.3131873,0.1691035,-0.12244916,0.077119395,-0.11347151
1965-02-01,-0.3311425,-0.08771591,-0.3457128,0.3183384,0.016042018
1965-03-01,-0.23415461,0.008830452,-0.329818,-0.09639931,0.030465102
1965-04-01,-0.5242355,0.35998875,0.37794408,-0.12627569,0.052394103
1965-05-01,-0.06711157,-0.33938426,-0.33246723,-0.2659443,0.07005505
1965-06-01,-0.1770509,-0.95398486,0.12553978,-0.5217335,0.045624115
1965-07-01,-0.048420407,-0.38456684,0.49833274,-0.41400176,0.5254129
1965-08-01,-0.33511627,0.06387367,-0.062696315,-0.3152477,-0.038706888
1965-09-01,0.045918442,-0.4064958,-0.012509823,-0.14952928,0.07550051
1965-10-01,-0.11715088,-0.40134484,-0.42989665,-0.12980789,0.035174705
1965-11-01,-0.22311649,-0.075059,0.1250983,-0.19559486,0.033114266
1965-12-01,-0.2262071,0.08035724,0.050039314,0.20736885,0.042827785
1966-01-01,-0.1391695,-0.24332961,-0.043689393,0.018083358,-0.046727397
1966-02-01,-0.37584448,0.019964028,-0.3615225,0.038626052,-0.029946018
1966-03-01,-0.39016652,0.30625978,-0.09548011,0.2339263,-0.08723412
1966-04-01,-0.43993196,0.21728964,-0.1085001,-0.0341414,0.11356349
1966-05-01,-0.22365499,-0.28007498,0.0603261,-0.18184626,0.20586097
1966-06-01,0.013309335,-1.0887629,0.6525921,-0.51747334,0.16766891
1966-07-01,0.035588074,-0.22915244,0.51761806,-0.34937048,0.52022207
1966-08-01,-0.29237172,-0.013020134,0.36311373,-0.33201045,0.34488577
1966-09-01,-0.10633016,-0.1439434,-0.050488662,-0.009982014,0.108210824
1966-10-01,-0.042098094,-0.1349742,0.024014711,-0.13482952,0.08115809
1966-11-01,-0.060326196,-0.037179373,0.024738025,0.23956832,-0.037902713
1966-12-01,-0.16463089,0.11255083,-0.02821002,0.40217385,-0.0011573315
1967-01-01,-0.2574525,-0.39134106,-0.39184064,0.2421319,0.0014987469
1967-02-01,-0.67144126,-0.16502938,0.1049127,0.14937572,0.13538733
1967-03-01,-0.47177416,-0.28642836,-0.19750233,-0.072439715,0.055953443
1967-04-01,-0.3738556,-0.08542891,0.2706082,-0.31590384,0.03164034
1967-05-01,-0.078434706,-0.06644468,-0.2709412,-0.32023358,0.22164889
1967-06-01,0.02964201,-0.32239836,0.04596176,-0.47760257,0.14571209
1967-07-01,0.07260625,-0.37352252,0.4865951,-0.37668657,0.11656966
1967-08-01,-0.17768548,-0.0064946176,0.17402191,-0.20199859,0.06044972
1967-09-01,-0.018151522,-0.05728569,0.43597054,-0.14537905,0.016319752
1967-10-01,-0.054454707,-0.2597839,-0.32556242,-0.13755226,0.18084951
1967-11-01,-0.44346437,-0.6191515,-0.33788547,-0.059950113,-0.014321411
1967-12-01,-0.43380564,0.5585352,0.059117414,0.23397198,0.032639503
1968-01-01,-0.11141129,-0.15741977,-0.3217762,0.35603485,-0.027321935
1968-02-01,-0.40954623,0.20866616,0.038930237,0.23485556,-0.05152949
1968-03-01,-0.3590077,-0.307195,-0.23315677,-0.12231173,0.0018403291
1968-04-01,-0.13434474,-0.21673536,0.019819021,-0.14142296,-0.050963234
1968-05-01,-0.2441988,-0.031002617,-0.31469795,-0.2934633,0.008635449
