,r600_cluster1,r600_cluster2,r600_cluster3,r600_cluster4,r600_cluster5
1965-01-01,47.496193,58.141735,32.149513,12.234367,13.2188225
1965-02-01,69.94864,27.890638,21.600613,12.797852,38.059517
1965-03-01,66.34498,51.432373,21.893818,12.788021,32.5066
1965-04-01,65.924,44.606712,43.16361,28.688358,50.033497
1965-05-01,71.61124,37.497673,59.10162,16.434273,73.77998
1965-06-01,58.17122,42.62142,32.826015,25.983974,72.36637
1965-07-01,47.411015,41.399452,42.942474,44.454376,72.166534
1965-08-01,84.77116,31.107725,47.451965,38.464108,79.99303
1965-09-01,71.00026,39.312607,35.849815,17.34993,83.32969
1965-10-01,79.80629,56.072906,59.71916,5.2055893,82.243675
1965-11-01,82.877594,37.73191,61.247437,7.2891617,54.97543
1965-12-01,81.01679,29.687555,48.15632,4.9222107,64.57263
1966-01-01,65.97908,44.35104,50.51195,6.707588,49.33
1966-02-01,59.7525,43.735443,25.108244,23.960768,52.27667
1966-03-01,69.0226,47.04326,29.55697,6.2577896,25.993065
1966-04-01,72.330414,49.415367,42.049522,11.658642,42.96061
1966-05-01,66.01027,44.203297,46.04845,15.406406,67.62888
1966-06-01,49.07884,31.625383,49.814274,29.013601,65.38153
1966-07-01,62.80587,36.53704,52.872566,47.102356,81.470825
1966-08-01,68.55638,37.070557,48.468163,41.89193,79.93593
1966-09-01,71.27979,40.348827,39.01585,25.840395,81.892715
1966-10-01,83.176445,53.10075,49.18226,25.024523,64.9301
1966-11-01,75.33946,18.30875,44.406853,22.274849,67.179085
1966-12-01,70.43601,40.30122,57.618423,7.794323,58.545925
1967-01-01,68.541504,31.99155,28.581303,4.787266,47.32331
1967-02-01,50.83659,49.897465,31.202751,15.580471,16.42163
1967-03-01,41.1852,44.42992,38.666786,34.035336,23.03437
1967-04-01,51.57303,50.93287,46.042988,36.509834,34.893387
1967-05-01,57.623306,45.639297,51.79261,21.330093,68.18342
1967-06-01,55.157253,25.284224,51.059547,41.061897,72.27099
1967-07-01,57.202724,35.535236,51.980095,58.30569,80.86333
1967-08-01,52.235146,27.034107,45.372425,52.106777,77.66928
1967-09-01,67.516235,37.312145,31.214575,37.85603,74.34686
1967-10-01,76.45652,45.80145,59.619797,8.131638,77.2487
1967-11-01,80.74002,45.281216,65.20389,13.59074,49.030968
1967-12-01,72.83176,36.30208,33.962704,9.976112,33.361393
1968-01-01,59.66967,39.76561,29.338753,11.319511,25.132923
1968-02-01,34.688995,52.323547,28.347252,20.692093,12.52187
1968-03-01,68.367836,46.710945,43.27288,7.812237,35.717518
1968-04-01,63.819164,54.848976,38.95277,25.073368,40.06338
1968-05-01,76.70385,58.085842,47.781315,29.12307,60.35213
1968-06-01,68.09582,47.54149,41.44601,25.058882,73.24486
1968-07-01,55.739075,22.205097,45.12229,37.51059,78.30538
1968-08-01,62.771328,32.79291,36.00563,39.100853,79.61558
1968-09-01,70.371765,25.594872,23.520124,31.952711,74.85122
1968-10-01,79.039345,42.619392,47.058613,6.439266,67.82541
1968-11-01,68.82335,52.16742,52.304234,12.389881,38.402294
1968-12-01,60.791546,43.572266,45.360508,11.950466,39.52739
1969-01-01,60.702255,52.565426,41.029476,17.292461,42.550224
1969-02-01,53.093506,52.186073,40.723656,9.235847,22.671894
1969-03-01,69.96878,50.49988,29.023935,12.090172,28.099789
1969-04-01,63.44294,51.532654,32.15901,23.72806,34.283043
1969-05-01,77.926796,42.289524,35.29409,21.567265,71.01158
1969-06-01,63.366066,31.34349,23.490757,25.65991,74.95382
1969-07-01,53.877277,34.93312,39.528786,40.32759,72.83981
1969-08-01,74.95716,37.526745,24.520185,40.000046,71.850494
1969-09-01,73.79237,34.936462,32.937767,17.367664,65.27452
1969-10-01,82.23001,47.14087,30.521284,7.136883,72.303375
1969-11-01,80.000694,40.110344,41.709633,10.275303,44.154526
1969-12-01,83.26111,38.43251,41.128075,8.853153,36.819847
1970-01-01,66.169846,51.62621,38.495895,10.242722,39.232346
1970-02-01,53.691578,35.58651,27.91916,10.23941,22.780563
1970-03-01,58.803696,53.852108,26.062315,14.838497,23.320076
1970-04-01,68.332855,42.763992,33.51783,11.025509,42.80371
1970-05-01,57.524426,36.27662,47.806602,23.083418,78.71431
1970-06-01,58.984085,29.02135,29.267939,37.678356,69.60716
1970-07-01,54.795425,44.14918,48.238544,49.464855,77.76437
1970-08-01,69.195076,31.50873,45.557537,57.35562,78.26085
1970-09-01,77.61046,29.312622,45.239788,41.954727,75.942276
1970-10-01,73.77431,26.805384,35.95556,17.071014,76.392426
1970-11-01,77.60384,37.972935,25.296076,4.183975,76.23851
1970-12-01,58.421402,41.54265,49.562496,5.8769836,43.363083
1971-01-01,59.02589,46.368927,19.335735,7.2552414,28.39357
1971-02-01,64.462616,45.53888,13.8482895,6.327141,24.466478
1971-03-01,63.455063,46.980896,28.119705,10.7495575,32.119488
1971-04-01,64.602936,48.18793,30.93612,15.354549,31.576828
1971-05-01,56.657463,48.199764,42.952374,27.504353,66.21062
1971-06-01,52.186024,32.760197,42.621033,31.470325,69.28907
1971-07-01,57.51456,38.930614,28.797606,37.671173,67.50218
1971-08-01,64.24285,37.620457,22.109886,44.397774,68.67371
1971-09-01,72.48754,32.663837,30.2616,21.984787,64.290184
1971-10-01,63.65624,30.662254,32.650314,9.070866,72.12915
1971-11-01,64.38654,50.679764,33.294403,8.531586,50.580025
1971-12-01,79.16681,47.232784,42.87968,15.153374,30.633516
1972-01-01,45.642273,55.629723,41.351494,14.945301,6.5685196
1972-02-01,46.316772,53.903656,28.748943,8.752918,11.563057
1972-03-01,54.65617,51.358444,14.083893,17.046806,9.911755
1972-04-01,61.506794,43.459503,23.356209,32.12306,37.27037
1972-05-01,52.798454,53.15602,24.935997,27.77539,55.696358
1972-06-01,58.794174,51.163406,49.4666,42.2194,64.88579
1972-07-01,55.667103,46.994522,37.992004,50.7132,66.3388
1972-08-01,58.054665,42.01624,32.808933,52.49615,58.751915
1972-09-01,79.13313,38.198418,32.127934,28.303612,60.79654
1972-10-01,77.10802,42.36405,64.24054,16.484455,66.32742
1972-11-01,73.59575,33.15512,70.47193,8.741543,69.65278
1972-12-01,69.81043,62.90455,53.997925,21.514748,33.19738
1973-01-01,63.44402,45.865517,34.20728,10.526226,12.662777
1973-02-01,49.534275,40.77787,24.862953,11.592037,12.465706
1973-03-01,70.223175,44.282402,23.81192,15.211529,26.607008
1973-04-01,74.443726,40.40344,35.46195,26.694046,19.021515
1973-05-01,70.38083,44.914665,29.850426,25.436092,76.39142
1973-06-01,64.00238,29.372534,45.540356,43.55982,75.06284
1973-07-01,59.752274,37.054916,47.749165,65.28825,73.556915
1973-08-01,73.070816,30.599285,38.145363,47.491333,67.99959
1973-09-01,64.06807,35.964474,15.065369,42.607323,74.24337
1973-10-01,76.09253,31.502516,35.09573,5.844208,66.43125
1973-11-01,70.66493,27.475752,46.581535,4.2397423,63.279797
1973-12-01,82.83719,36.31263,29.042444,8.939827,43.01788
1974-01-01,48.18036,55.09469,20.519733,13.72604,12.623779
1974-02-01,73.8827,54.94761,37.94107,16.804768,16.946888
1974-03-01,52.44232,51.31858,41.918793,22.671371,22.939087
1974-04-01,64.50274,43.910133,29.92613,20.483376,48.198536
1974-05-01,70.34621,41.171833,44.853745,22.717644,56.40352
1974-06-01,61.141422,38.3823,33.613,27.343172,60.799343
1974-07-01,64.7027,48.7224,42.58808,44.31336,70.88164
1974-08-01,61.980927,38.170776,43.379658,42.452568,69.17454
1974-09-01,84.857376,44.35467,39.75228,30.768938,75.383224
1974-10-01,69.939674,27.377874,25.18327,9.597931,78.17275
1974-11-01,72.87132,33.261005,44.46374,4.7013817,66.45111
1974-12-01,53.737934,36.243885,48.98681,7.6479073,18.32182
1975-01-01,56.82182,38.342674,32.653236,12.63979,38.14348
1975-02-01,41.13636,49.43181,23.832636,24.34956,24.44175
1975-03-01,47.99957,37.768135,25.40645,9.981098,19.537575
1975-04-01,74.16505,40.9421,28.993628,23.37004,36.58119
1975-05-01,60.84031,45.53349,54.586212,20.512154,61.092186
1975-06-01,59.35704,36.43467,42.8287,36.090607,79.62401
1975-07-01,63.722893,34.613922,47.723,50.82453,66.73553
1975-08-01,69.69878,27.795158,45.51044,53.308723,73.114746
1975-09-01,71.45697,37.616676,40.405426,38.268593,77.99094
