,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6
1965-01-01,1.9890727e-05,5.534215e-05,9.3156574e-05,2.5060921e-05,6.198895e-05,0.00019270893
1965-02-01,2.1945662e-05,8.689306e-05,8.84724e-05,2.5132706e-05,6.439385e-05,0.00019778794
1965-03-01,2.3345534e-05,8.213709e-05,9.991364e-05,2.5105785e-05,6.267991e-05,0.0001614721
1965-04-01,2.2277685e-05,9.16221e-05,9.399111e-05,2.4226383e-05,6.110057e-05,0.00013694745
1965-05-01,2.2107188e-05,8.184096e-05,8.17961e-05,2.1776612e-05,6.4124644e-05,0.00015860953
1965-06-01,2.6477288e-05,8.31511e-05,9.0320944e-05,2.567112e-05,6.71218e-05,0.00011872222
1965-07-01,2.9393688e-05,8.4389445e-05,0.00010720014,2.4118699e-05,6.488739e-05,0.0001226257
1965-08-01,2.7832297e-05,8.202043e-05,9.024915e-05,2.1902239e-05,6.556938e-05,0.00014650426
1965-09-01,3.3036937e-05,7.8206685e-05,7.623251e-05,2.6909465e-05,6.5677064e-05,0.0001253716
1965-10-01,3.2184456e-05,7.1126575e-05,8.3321596e-05,2.3293132e-05,6.660134e-05,0.00013522453
1965-11-01,3.4930352e-05,3.3392906e-05,7.661837e-05,2.8524699e-05,6.6547494e-05,0.00021079057
1965-12-01,1.9881749e-05,3.411976e-05,8.51163e-05,2.4055886e-05,6.4384876e-05,0.00024579628
1966-01-01,2.5697564e-05,4.1113664e-05,9.329393e-05,2.491581e-05,6.562504e-05,0.00025367292
1966-02-01,2.7612065e-05,4.596101e-05,7.971321e-05,2.2911694e-05,6.3148414e-05,0.00022669884
1966-03-01,2.34409e-05,7.1704904e-05,9.950994e-05,2.4516614e-05,6.1038394e-05,0.00015767914
1966-04-01,2.184413e-05,8.273567e-05,9.23652e-05,2.7921977e-05,6.089175e-05,0.00015472999
1966-05-01,2.2414404e-05,7.806756e-05,9.3473165e-05,2.2031842e-05,6.376757e-05,0.00011867225
1966-06-01,3.3632554e-05,8.167659e-05,9.22267e-05,1.8903467e-05,6.606497e-05,9.385709e-05
1966-07-01,2.6235253e-05,8.8096276e-05,7.905332e-05,2.5820102e-05,6.660266e-05,0.0001665836
1966-08-01,2.542872e-05,9.250369e-05,8.475608e-05,1.6190583e-05,6.691224e-05,0.00013414303
1966-09-01,2.9493976e-05,0.00010445505,8.1269245e-05,1.1221035e-05,6.5233995e-05,8.2402694e-05
1966-10-01,2.6414486e-05,6.918754e-05,8.4088046e-05,2.8736658e-05,6.567393e-05,0.00012808996
1966-11-01,2.955915e-05,8.754556e-06,8.361553e-05,2.5551259e-05,6.793059e-05,0.00021875571
