,mgv200_cluster1,mgv200_cluster2,mgv200_cluster3,mgv200_cluster4,mgv200_cluster5,mgv200_cluster6
1965-01-01,-3.356492796609568,-0.5067805136282613,0.061241736296903,0.2934357830297167,1.6457290065531829,-0.980570837855339
1965-02-01,-2.1500753801922468,-0.3123537761958565,-0.4625537517395886,0.2175424674473633,2.2183143362707023,-0.39399798959493637
1965-03-01,-2.5645386341006255,-0.5326331131101594,-0.35515197298743506,0.22294669298925132,1.8363956285982717,-1.414995938539505
1965-04-01,-1.4773533787838249,0.05378131791362612,-0.5401642146435651,0.14310224312488162,1.9817239167738934,0.6069190800189972
1965-05-01,-1.7090280388676844,0.19375539905442965,0.5270474675026807,-0.24132861224847418,0.5220151069212933,2.0136162638664246
1965-06-01,-1.5109120413314465,0.1345979152467307,0.2632336352359165,0.021809555381257957,0.18171502315268226,1.7888244986534119
1965-07-01,0.8636574412501136,0.26825383657545554,-0.32867572524330835,0.1324900887279867,1.9581002848488944,0.3686993569135666
1965-08-01,1.7503193644590156,0.03524200961463095,0.08779533884742043,0.0028773828923145187,0.2683798877560363,-0.8754867315292358
1965-09-01,-0.1293816018936246,-0.004255423857647133,0.26657254519787704,-0.005878299196189808,-1.4356675196667108,3.0750036239624023
1965-10-01,-0.052742027612619626,0.3392538686436931,0.30082911252975464,0.037685471856705496,0.7986659298137743,2.555599808692932
1965-11-01,-1.5375655750895656,0.5509617760425477,-0.16088379039005798,-0.10996307725104215,1.7408975533076696,2.129860818386078
1965-12-01,-0.6871291371278985,-0.1633563614267064,-0.11287759989500046,-0.191833333016556,3.151585374559675,1.7585389316082
1966-01-01,-1.7977405426114106,-0.07021433021139911,-0.20085432651368054,0.32791798590534477,1.2113970153185787,-1.302371472120285
1966-02-01,-2.1898104700931285,-2.7432216434028205e-05,-0.1894255422733047,0.005218118133249684,2.8501624963721452,0.5653603747487068
1966-03-01,-1.1848021385281584,0.25612332924144476,-0.19494853913784027,0.034635994478920906,1.5649873383191166,0.9082183986902237
1966-04-01,-1.2330882771070613,0.44827609960957776,-0.22064442323012787,-0.009271963232928,0.96069762901384,0.5147243291139603
1966-05-01,-0.3389548423678376,-0.06500716049840131,0.36964690820737317,-0.0327509244747251,1.6947423925205154,0.7748814672231674
1966-06-01,-0.7300055304238963,0.2809490744523176,0.22200086916034872,-0.02868854545196083,-0.06349783162681424,0.8543074876070023
1966-07-01,0.519953494848207,0.4018843569976138,-0.07983781397342682,0.13962857355581265,-0.020010505175712158,0.672493651509285
1966-08-01,0.653494305388872,0.02952152936477361,0.21612356332215396,-0.0050281540046785474,0.10593531995403524,-0.2152729593217373
1966-09-01,-0.18280552223671315,-0.07141396608643644,0.3201902590014718,0.30124192691852,-0.36923946166525085,2.156897336244583
1966-10-01,0.0346650282830693,-0.16887688965309322,-0.020219603638080032,0.3799689933657646,0.8555202459802433,1.0309316217899323
1966-11-01,-0.16339192556780438,-0.14891632920585748,-0.03708747046237642,-0.000410861222543449,2.2066094437424018,2.4695834517478943
1966-12-01,-0.8580043565395267,0.13546970064245809,-0.327121838927269,0.10904269728148094,1.8278934517685248,0.7130693644285202
1967-01-01,-1.5540584575298222,-0.5621529470278522,-0.5410324443470348,0.21868424716396864,2.318816525595529,0.03192533040419221
1967-02-01,-2.7386005534682165,-0.6410344848482628,-0.1415801996534521,0.1461463762777988,2.010984080178397,-0.48638295382261276
1967-03-01,-2.492808741192485,-0.7323570138826145,-0.4636099392717535,0.42599540847901984,2.202707407425861,0.3344198316335678
1967-04-01,-0.24862585719241653,0.1660456396932677,-0.3387905995954167,0.04509809627154163,1.7420169042081248,1.020307019352913
